,Wind Onshore
2019-01-05 00:00:00+01:00,2315.0
2019-01-05 01:00:00+01:00,2376.0
2019-01-05 02:00:00+01:00,2430.0
2019-01-05 03:00:00+01:00,2487.0
2019-01-05 04:00:00+01:00,2559.0
2019-01-05 05:00:00+01:00,2646.0
2019-01-05 06:00:00+01:00,2720.0
2019-01-05 07:00:00+01:00,2764.0
2019-01-05 08:00:00+01:00,2766.0
2019-01-05 09:00:00+01:00,2751.0
2019-01-05 10:00:00+01:00,2764.0
2019-01-05 11:00:00+01:00,2788.0
2019-01-05 12:00:00+01:00,2805.0
2019-01-05 13:00:00+01:00,2792.0
2019-01-05 14:00:00+01:00,2740.0
2019-01-05 15:00:00+01:00,2672.0
2019-01-05 16:00:00+01:00,2610.0
2019-01-05 17:00:00+01:00,2559.0
2019-01-05 18:00:00+01:00,2487.0
2019-01-05 19:00:00+01:00,2375.0
2019-01-05 20:00:00+01:00,2242.0
2019-01-05 21:00:00+01:00,2109.0
2019-01-05 22:00:00+01:00,1995.0
2019-01-05 23:00:00+01:00,1888.0
2019-01-06 00:00:00+01:00,1816.0
2019-01-06 01:00:00+01:00,1732.0
2019-01-06 02:00:00+01:00,1646.0
2019-01-06 03:00:00+01:00,1601.0
2019-01-06 04:00:00+01:00,1557.0
2019-01-06 05:00:00+01:00,1493.0
2019-01-06 06:00:00+01:00,1403.0
2019-01-06 07:00:00+01:00,1280.0
2019-01-06 08:00:00+01:00,1142.0
2019-01-06 09:00:00+01:00,1032.0
2019-01-06 10:00:00+01:00,946.0
2019-01-06 11:00:00+01:00,878.0
2019-01-06 12:00:00+01:00,821.0
2019-01-06 13:00:00+01:00,753.0
2019-01-06 14:00:00+01:00,662.0
2019-01-06 15:00:00+01:00,580.0
2019-01-06 16:00:00+01:00,521.0
2019-01-06 17:00:00+01:00,461.0
2019-01-06 18:00:00+01:00,401.0
2019-01-06 19:00:00+01:00,348.0
2019-01-06 20:00:00+01:00,305.0
2019-01-06 21:00:00+01:00,270.0
2019-01-06 22:00:00+01:00,250.0
2019-01-06 23:00:00+01:00,251.0
2019-01-07 00:00:00+01:00,267.0
2019-01-07 01:00:00+01:00,299.0
2019-01-07 02:00:00+01:00,340.0
2019-01-07 03:00:00+01:00,391.0
2019-01-07 04:00:00+01:00,445.0
2019-01-07 05:00:00+01:00,494.0
2019-01-07 06:00:00+01:00,546.0
2019-01-07 07:00:00+01:00,596.0
2019-01-07 08:00:00+01:00,644.0
2019-01-07 09:00:00+01:00,679.0
2019-01-07 10:00:00+01:00,684.0
2019-01-07 11:00:00+01:00,670.0
2019-01-07 12:00:00+01:00,667.0
2019-01-07 13:00:00+01:00,709.0
2019-01-07 14:00:00+01:00,798.0
2019-01-07 15:00:00+01:00,926.0
2019-01-07 16:00:00+01:00,1085.0
2019-01-07 17:00:00+01:00,1261.0
2019-01-07 18:00:00+01:00,1441.0
2019-01-07 19:00:00+01:00,1636.0
2019-01-07 20:00:00+01:00,1874.0
2019-01-07 21:00:00+01:00,2155.0
2019-01-07 22:00:00+01:00,2469.0
2019-01-07 23:00:00+01:00,2801.0
2019-01-08 00:00:00+01:00,3286.0
2019-01-08 01:00:00+01:00,3490.0
2019-01-08 02:00:00+01:00,3608.0
2019-01-08 03:00:00+01:00,3658.0
2019-01-08 04:00:00+01:00,3642.0
2019-01-08 05:00:00+01:00,3599.0
2019-01-08 06:00:00+01:00,3569.0
2019-01-08 07:00:00+01:00,3546.0
2019-01-08 08:00:00+01:00,3516.0
2019-01-08 09:00:00+01:00,3484.0
2019-01-08 10:00:00+01:00,3422.0
2019-01-08 11:00:00+01:00,3342.0
2019-01-08 12:00:00+01:00,3256.0
2019-01-08 13:00:00+01:00,3205.0
2019-01-08 14:00:00+01:00,3201.0
2019-01-08 15:00:00+01:00,3208.0
2019-01-08 16:00:00+01:00,3174.0
2019-01-08 17:00:00+01:00,3082.0
2019-01-08 18:00:00+01:00,2952.0
2019-01-08 19:00:00+01:00,2785.0
2019-01-08 20:00:00+01:00,2604.0
2019-01-08 21:00:00+01:00,2458.0
2019-01-08 22:00:00+01:00,2349.0
2019-01-08 23:00:00+01:00,2262.0
2019-01-09 00:00:00+01:00,1978.0
