,UTC time,actual_carbon_intensity_lifecycle,forecasted_carbon_intensity_lifecycle
0,2021-07-01 00:00:00,397.48,391.67
1,2021-07-01 01:00:00,397.78,390.66
2,2021-07-01 02:00:00,393.6,387.75
3,2021-07-01 03:00:00,382.73,381.22
4,2021-07-01 04:00:00,368.52,375.52
5,2021-07-01 05:00:00,354.28,367.2
6,2021-07-01 06:00:00,349.35,362.44
7,2021-07-01 07:00:00,344.51,355.3
8,2021-07-01 08:00:00,337.69,357.76
9,2021-07-01 09:00:00,334.99,357.87
10,2021-07-01 10:00:00,336.36,363.61
11,2021-07-01 11:00:00,348.36,366.57
12,2021-07-01 12:00:00,358.49,372.15
13,2021-07-01 13:00:00,370.2,375.66
14,2021-07-01 14:00:00,374.65,382.67
15,2021-07-01 15:00:00,378.11,387.15
16,2021-07-01 16:00:00,382.79,391.51
17,2021-07-01 17:00:00,385.09,394.26
18,2021-07-01 18:00:00,386.86,393.9
19,2021-07-01 19:00:00,387.22,388.43
20,2021-07-01 20:00:00,387.32,385.95
21,2021-07-01 21:00:00,385.65,383.77
22,2021-07-01 22:00:00,383.0,384.24
23,2021-07-01 23:00:00,380.05,386.94
24,2021-07-02 00:00:00,373.06,397.56
25,2021-07-02 01:00:00,374.48,395.11
26,2021-07-02 02:00:00,371.54,390.81
27,2021-07-02 03:00:00,354.64,386.34
28,2021-07-02 04:00:00,340.47,380.33
29,2021-07-02 05:00:00,327.52,370.28
30,2021-07-02 06:00:00,320.41,360.92
31,2021-07-02 07:00:00,316.82,354.35
32,2021-07-02 08:00:00,315.29,349.2
33,2021-07-02 09:00:00,312.59,348.81
34,2021-07-02 10:00:00,316.49,349.69
35,2021-07-02 11:00:00,328.81,355.63
36,2021-07-02 12:00:00,333.48,361.6
37,2021-07-02 13:00:00,335.14,366.32
38,2021-07-02 14:00:00,343.72,371.67
39,2021-07-02 15:00:00,347.57,376.55
40,2021-07-02 16:00:00,355.72,380.66
41,2021-07-02 17:00:00,355.69,384.59
42,2021-07-02 18:00:00,353.71,384.08
43,2021-07-02 19:00:00,349.83,381.57
44,2021-07-02 20:00:00,347.51,382.48
45,2021-07-02 21:00:00,345.51,384.75
46,2021-07-02 22:00:00,344.01,388.06
47,2021-07-02 23:00:00,338.27,389.24
48,2021-07-03 00:00:00,327.66,396.87
