,UTC time,actual_carbon_intensity_lifecycle,forecasted_carbon_intensity_lifecycle
0,2021-07-01 00:00:00,374.09,371.65
1,2021-07-01 01:00:00,365.49,367.28
2,2021-07-01 02:00:00,358.89,361.48
3,2021-07-01 03:00:00,348.29,359.55
4,2021-07-01 04:00:00,349.83,355.34
5,2021-07-01 05:00:00,337.14,352.77
6,2021-07-01 06:00:00,329.52,354.03
7,2021-07-01 07:00:00,322.57,352.15
8,2021-07-01 08:00:00,319.79,353.26
9,2021-07-01 09:00:00,317.94,358.6
10,2021-07-01 10:00:00,320.68,361.75
11,2021-07-01 11:00:00,319.91,362.13
12,2021-07-01 12:00:00,321.85,360.7
13,2021-07-01 13:00:00,330.18,359.36
14,2021-07-01 14:00:00,335.0,359.34
15,2021-07-01 15:00:00,336.77,359.87
16,2021-07-01 16:00:00,341.16,361.41
17,2021-07-01 17:00:00,344.28,362.63
18,2021-07-01 18:00:00,340.68,364.72
19,2021-07-01 19:00:00,338.65,367.14
20,2021-07-01 20:00:00,337.21,370.65
21,2021-07-01 21:00:00,340.72,372.63
22,2021-07-01 22:00:00,343.13,369.82
23,2021-07-01 23:00:00,335.23,367.42
24,2021-07-02 00:00:00,331.68,368.11
25,2021-07-02 01:00:00,329.82,362.83
26,2021-07-02 02:00:00,319.81,355.97
27,2021-07-02 03:00:00,308.43,352.95
28,2021-07-02 04:00:00,312.66,347.86
29,2021-07-02 05:00:00,298.12,344.86
30,2021-07-02 06:00:00,289.15,346.01
31,2021-07-02 07:00:00,279.29,345.07
32,2021-07-02 08:00:00,278.55,347.56
33,2021-07-02 09:00:00,278.54,354.18
34,2021-07-02 10:00:00,283.83,358.21
35,2021-07-02 11:00:00,288.8,358.82
36,2021-07-02 12:00:00,288.34,356.98
37,2021-07-02 13:00:00,295.19,354.75
38,2021-07-02 14:00:00,302.02,353.99
39,2021-07-02 15:00:00,302.24,353.62
40,2021-07-02 16:00:00,300.82,354.11
41,2021-07-02 17:00:00,298.41,354.59
42,2021-07-02 18:00:00,297.47,356.27
43,2021-07-02 19:00:00,299.1,358.65
44,2021-07-02 20:00:00,300.95,362.15
45,2021-07-02 21:00:00,297.46,364.2
46,2021-07-02 22:00:00,298.01,361.38
47,2021-07-02 23:00:00,298.93,358.97
48,2021-07-03 00:00:00,293.2,359.3
49,2021-07-03 01:00:00,290.83,353.89
50,2021-07-03 02:00:00,287.25,346.77
51,2021-07-03 03:00:00,272.54,343.18
52,2021-07-03 04:00:00,255.32,337.51
53,2021-07-03 05:00:00,272.16,333.99
54,2021-07-03 06:00:00,271.61,334.34
55,2021-07-03 07:00:00,238.55,333.33
56,2021-07-03 08:00:00,234.22,336.13
57,2021-07-03 09:00:00,240.16,343.46
58,2021-07-03 10:00:00,242.44,348.7
59,2021-07-03 11:00:00,240.98,350.15
60,2021-07-03 12:00:00,243.23,349.19
61,2021-07-03 13:00:00,250.37,347.64
62,2021-07-03 14:00:00,264.4,347.41
63,2021-07-03 15:00:00,266.73,347.21
64,2021-07-03 16:00:00,269.07,347.74
65,2021-07-03 17:00:00,266.42,348.09
66,2021-07-03 18:00:00,264.12,349.64
67,2021-07-03 19:00:00,262.56,352.1
68,2021-07-03 20:00:00,260.15,355.6
69,2021-07-03 21:00:00,263.3,357.65
70,2021-07-03 22:00:00,267.55,354.76
71,2021-07-03 23:00:00,269.5,352.36
72,2021-07-04 00:00:00,269.14,360.0
73,2021-07-04 01:00:00,267.22,355.08
74,2021-07-04 02:00:00,260.41,348.57
75,2021-07-04 03:00:00,251.57,345.05
76,2021-07-04 04:00:00,241.76,338.97
77,2021-07-04 05:00:00,238.52,334.45
78,2021-07-04 06:00:00,237.99,333.05
79,2021-07-04 07:00:00,236.75,330.19
80,2021-07-04 08:00:00,238.15,331.01
81,2021-07-04 09:00:00,238.14,336.67
82,2021-07-04 10:00:00,242.72,341.85
83,2021-07-04 11:00:00,243.96,343.68
84,2021-07-04 12:00:00,254.42,343.73
85,2021-07-04 13:00:00,269.76,343.18
86,2021-07-04 14:00:00,265.6,344.1
87,2021-07-04 15:00:00,253.98,345.0
88,2021-07-04 16:00:00,254.55,346.52
89,2021-07-04 17:00:00,255.51,347.35
90,2021-07-04 18:00:00,258.89,348.96
91,2021-07-04 19:00:00,265.64,351.19
92,2021-07-04 20:00:00,272.26,354.24
93,2021-07-04 21:00:00,276.0,356.03
94,2021-07-04 22:00:00,285.19,353.33
95,2021-07-04 23:00:00,289.03,351.36
96,2021-07-02 00:00:00,331.68,331.45
97,2021-07-02 01:00:00,329.82,329.51
98,2021-07-02 02:00:00,319.81,325.41
99,2021-07-02 03:00:00,308.43,323.13
100,2021-07-02 04:00:00,312.66,316.93
101,2021-07-02 05:00:00,298.12,309.6
102,2021-07-02 06:00:00,289.15,303.18
103,2021-07-02 07:00:00,279.29,294.39
104,2021-07-02 08:00:00,278.55,289.56
105,2021-07-02 09:00:00,278.54,292.76
106,2021-07-02 10:00:00,283.83,299.79
107,2021-07-02 11:00:00,288.8,304.72
108,2021-07-02 12:00:00,288.34,308.31
109,2021-07-02 13:00:00,295.19,311.21
110,2021-07-02 14:00:00,302.02,315.27
111,2021-07-02 15:00:00,302.24,317.15
112,2021-07-02 16:00:00,300.82,318.1
113,2021-07-02 17:00:00,298.41,316.73
114,2021-07-02 18:00:00,297.47,315.56
115,2021-07-02 19:00:00,299.1,315.79
116,2021-07-02 20:00:00,300.95,317.69
117,2021-07-02 21:00:00,297.46,319.26
118,2021-07-02 22:00:00,298.01,317.77
119,2021-07-02 23:00:00,298.93,319.41
120,2021-07-03 00:00:00,293.2,320.58
121,2021-07-03 01:00:00,290.83,315.92
122,2021-07-03 02:00:00,287.25,309.2
123,2021-07-03 03:00:00,272.54,304.82
124,2021-07-03 04:00:00,255.32,297.16
125,2021-07-03 05:00:00,272.16,290.17
126,2021-07-03 06:00:00,271.61,285.66
127,2021-07-03 07:00:00,238.55,281.03
128,2021-07-03 08:00:00,234.22,281.34
129,2021-07-03 09:00:00,240.16,288.72
130,2021-07-03 10:00:00,242.44,297.53
131,2021-07-03 11:00:00,240.98,302.38
132,2021-07-03 12:00:00,243.23,305.26
133,2021-07-03 13:00:00,250.37,306.86
134,2021-07-03 14:00:00,264.4,309.25
135,2021-07-03 15:00:00,266.73,309.95
136,2021-07-03 16:00:00,269.07,310.72
137,2021-07-03 17:00:00,266.42,310.3
138,2021-07-03 18:00:00,264.12,310.78
139,2021-07-03 19:00:00,262.56,312.88
140,2021-07-03 20:00:00,260.15,315.88
141,2021-07-03 21:00:00,263.3,317.66
142,2021-07-03 22:00:00,267.55,315.33
143,2021-07-03 23:00:00,269.5,314.77
144,2021-07-04 00:00:00,269.14,325.05
145,2021-07-04 01:00:00,267.22,320.09
146,2021-07-04 02:00:00,260.41,313.17
147,2021-07-04 03:00:00,251.57,308.22
148,2021-07-04 04:00:00,241.76,299.57
149,2021-07-04 05:00:00,238.52,291.51
150,2021-07-04 06:00:00,237.99,285.9
151,2021-07-04 07:00:00,236.75,280.23
152,2021-07-04 08:00:00,238.15,279.41
153,2021-07-04 09:00:00,238.14,285.97
154,2021-07-04 10:00:00,242.72,295.13
155,2021-07-04 11:00:00,243.96,300.45
156,2021-07-04 12:00:00,254.42,304.33
157,2021-07-04 13:00:00,269.76,306.87
158,2021-07-04 14:00:00,265.6,309.96
159,2021-07-04 15:00:00,253.98,311.45
160,2021-07-04 16:00:00,254.55,313.35
161,2021-07-04 17:00:00,255.51,313.98
162,2021-07-04 18:00:00,258.89,315.27
163,2021-07-04 19:00:00,265.64,317.81
