,Solar,Wind Onshore
2019-01-05 00:00:00+02:00,0.0,179.0
2019-01-05 01:00:00+02:00,0.0,80.0
2019-01-05 02:00:00+02:00,0.0,62.0
2019-01-05 03:00:00+02:00,0.0,56.0
2019-01-05 04:00:00+02:00,0.0,49.0
2019-01-05 05:00:00+02:00,0.0,64.0
2019-01-05 06:00:00+02:00,0.0,83.0
2019-01-05 07:00:00+02:00,2.0,103.0
2019-01-05 08:00:00+02:00,46.0,112.0
2019-01-05 09:00:00+02:00,183.0,117.0
2019-01-05 10:00:00+02:00,349.0,119.0
2019-01-05 11:00:00+02:00,437.0,140.0
2019-01-05 12:00:00+02:00,454.0,175.0
2019-01-05 13:00:00+02:00,405.0,217.0
2019-01-05 14:00:00+02:00,281.0,262.0
2019-01-05 15:00:00+02:00,119.0,329.0
2019-01-05 16:00:00+02:00,19.0,458.0
2019-01-05 17:00:00+02:00,1.0,638.0
2019-01-05 18:00:00+02:00,0.0,780.0
2019-01-05 19:00:00+02:00,0.0,888.0
2019-01-05 20:00:00+02:00,0.0,921.0
2019-01-05 21:00:00+02:00,0.0,910.0
2019-01-05 22:00:00+02:00,0.0,899.0
2019-01-05 23:00:00+02:00,0.0,873.0
2019-01-06 00:00:00+02:00,0.0,858.0
2019-01-06 01:00:00+02:00,0.0,934.0
2019-01-06 02:00:00+02:00,0.0,875.0
2019-01-06 03:00:00+02:00,0.0,742.0
2019-01-06 04:00:00+02:00,0.0,612.0
2019-01-06 05:00:00+02:00,0.0,486.0
2019-01-06 06:00:00+02:00,1.0,380.0
2019-01-06 07:00:00+02:00,1.0,290.0
2019-01-06 08:00:00+02:00,12.0,241.0
2019-01-06 09:00:00+02:00,53.0,256.0
2019-01-06 10:00:00+02:00,107.0,313.0
2019-01-06 11:00:00+02:00,145.0,417.0
2019-01-06 12:00:00+02:00,157.0,578.0
2019-01-06 13:00:00+02:00,146.0,763.0
2019-01-06 14:00:00+02:00,108.0,947.0
2019-01-06 15:00:00+02:00,48.0,1075.0
2019-01-06 16:00:00+02:00,8.0,1138.0
2019-01-06 17:00:00+02:00,1.0,1232.0
2019-01-06 18:00:00+02:00,0.0,1350.0
2019-01-06 19:00:00+02:00,0.0,1451.0
2019-01-06 20:00:00+02:00,0.0,1475.0
2019-01-06 21:00:00+02:00,0.0,1462.0
2019-01-06 22:00:00+02:00,0.0,1402.0
2019-01-06 23:00:00+02:00,0.0,1356.0
2019-01-07 00:00:00+02:00,0.0,1344.0
2019-01-07 01:00:00+02:00,0.0,1291.0
2019-01-07 02:00:00+02:00,0.0,1301.0
2019-01-07 03:00:00+02:00,0.0,1345.0
2019-01-07 04:00:00+02:00,0.0,1378.0
2019-01-07 05:00:00+02:00,0.0,1409.0
2019-01-07 06:00:00+02:00,1.0,1404.0
2019-01-07 07:00:00+02:00,2.0,1473.0
2019-01-07 08:00:00+02:00,15.0,1530.0
2019-01-07 09:00:00+02:00,67.0,1594.0
2019-01-07 10:00:00+02:00,128.0,1635.0
2019-01-07 11:00:00+02:00,183.0,1662.0
2019-01-07 12:00:00+02:00,206.0,1713.0
2019-01-07 13:00:00+02:00,193.0,1719.0
2019-01-07 14:00:00+02:00,146.0,1701.0
2019-01-07 15:00:00+02:00,73.0,1681.0
2019-01-07 16:00:00+02:00,17.0,1646.0
2019-01-07 17:00:00+02:00,5.0,1671.0
2019-01-07 18:00:00+02:00,4.0,1654.0
2019-01-07 19:00:00+02:00,4.0,1603.0
2019-01-07 20:00:00+02:00,1.0,1513.0
2019-01-07 21:00:00+02:00,1.0,1391.0
2019-01-07 22:00:00+02:00,1.0,1296.0
2019-01-07 23:00:00+02:00,0.0,1238.0
2019-01-08 00:00:00+02:00,0.0,1167.0
2019-01-08 01:00:00+02:00,0.0,1456.0
2019-01-08 02:00:00+02:00,0.0,1397.0
2019-01-08 03:00:00+02:00,0.0,1347.0
2019-01-08 04:00:00+02:00,0.0,1221.0
2019-01-08 05:00:00+02:00,0.0,1048.0
2019-01-08 06:00:00+02:00,0.0,865.0
2019-01-08 07:00:00+02:00,3.0,746.0
2019-01-08 08:00:00+02:00,45.0,628.0
2019-01-08 09:00:00+02:00,169.0,507.0
2019-01-08 10:00:00+02:00,332.0,435.0
2019-01-08 11:00:00+02:00,421.0,421.0
2019-01-08 12:00:00+02:00,443.0,433.0
2019-01-08 13:00:00+02:00,404.0,423.0
2019-01-08 14:00:00+02:00,292.0,419.0
2019-01-08 15:00:00+02:00,126.0,451.0
2019-01-08 16:00:00+02:00,23.0,529.0
2019-01-08 17:00:00+02:00,5.0,698.0
2019-01-08 18:00:00+02:00,1.0,887.0
2019-01-08 19:00:00+02:00,1.0,1064.0
2019-01-08 20:00:00+02:00,1.0,1126.0
2019-01-08 21:00:00+02:00,1.0,1111.0
2019-01-08 22:00:00+02:00,1.0,1072.0
2019-01-08 23:00:00+02:00,0.0,1060.0
2019-01-09 00:00:00+02:00,0.0,1044.0
2019-01-09 01:00:00+02:00,0.0,923.0
