datetime,nuclear_actual,avg_nuclear_production_forecast
2020-01-01T00:00:00.000000000,5117,5116.8413
2020-01-01T01:00:00.000000000,5116,5104.821
2020-01-01T02:00:00.000000000,5116,5111.712
2020-01-01T03:00:00.000000000,5116,5118.138
2020-01-01T04:00:00.000000000,5117,5120.86
2020-01-01T05:00:00.000000000,5117,5128.3647
2020-01-01T06:00:00.000000000,5117,5118.487
2020-01-01T07:00:00.000000000,5117,5146.4907
2020-01-01T08:00:00.000000000,5117,5120.606
2020-01-01T09:00:00.000000000,5117,5136.7593
2020-01-01T10:00:00.000000000,5117,5111.698
2020-01-01T11:00:00.000000000,5117,5116.4434
2020-01-01T12:00:00.000000000,5117,5114.0205
2020-01-01T13:00:00.000000000,5117,5122.362
2020-01-01T14:00:00.000000000,5117,5137.866
2020-01-01T15:00:00.000000000,5117,5117.353
2020-01-01T16:00:00.000000000,5117,5120.0107
2020-01-01T17:00:00.000000000,5117,5130.3936
2020-01-01T18:00:00.000000000,5117,5137.7217
2020-01-01T19:00:00.000000000,4983,5130.8853
2020-01-01T20:00:00.000000000,3905,5135.579
2020-01-01T21:00:00.000000000,3905,5138.3716
2020-01-01T22:00:00.000000000,3905,5126.6206
2020-01-01T23:00:00.000000000,3905,5123.631
2020-01-02T00:00:00.000000000,3905,3933.0425
2020-01-02T01:00:00.000000000,3905,3883.1448
2020-01-02T02:00:00.000000000,3905,3904.6006
2020-01-02T03:00:00.000000000,3905,3873.2534
2020-01-02T04:00:00.000000000,3905,3864.9072
2020-01-02T05:00:00.000000000,3904,3900.5615
2020-01-02T06:00:00.000000000,3904,3847.8608
2020-01-02T07:00:00.000000000,3904,3829.9734
2020-01-02T08:00:00.000000000,3905,3815.3875
2020-01-02T09:00:00.000000000,3905,3849.572
2020-01-02T10:00:00.000000000,3905,3857.3826
2020-01-02T11:00:00.000000000,3905,3809.675
2020-01-02T12:00:00.000000000,3905,3867.7644
2020-01-02T13:00:00.000000000,3905,3820.3962
2020-01-02T14:00:00.000000000,3905,3864.0688
2020-01-02T15:00:00.000000000,3905,3826.535
2020-01-02T16:00:00.000000000,3903,3849.1245
2020-01-02T17:00:00.000000000,3905,3921.1372
2020-01-02T18:00:00.000000000,3905,3878.301
2020-01-02T19:00:00.000000000,3905,3830.7405
2020-01-02T20:00:00.000000000,3905,3848.754
2020-01-02T21:00:00.000000000,3905,3890.1313
2020-01-02T22:00:00.000000000,3905,3868.8916
2020-01-02T23:00:00.000000000,3905,3981.2744
2020-01-03T00:00:00.000000000,3905,3883.611
2020-01-03T01:00:00.000000000,3904,3889.9695
2020-01-03T02:00:00.000000000,3905,3886.426
2020-01-03T03:00:00.000000000,3904,3885.887
2020-01-03T04:00:00.000000000,3904,3894.776
2020-01-03T05:00:00.000000000,3905,3888.6096
2020-01-03T06:00:00.000000000,3905,3891.239
2020-01-03T07:00:00.000000000,3905,3890.0378
2020-01-03T08:00:00.000000000,3905,3884.8274
2020-01-03T09:00:00.000000000,3905,3889.6284
2020-01-03T10:00:00.000000000,3905,3894.3962
2020-01-03T11:00:00.000000000,3905,3895.0261
2020-01-03T12:00:00.000000000,3905,3900.1956
2020-01-03T13:00:00.000000000,3905,3884.881
2020-01-03T14:00:00.000000000,3905,3899.2056
2020-01-03T15:00:00.000000000,3905,3904.1868
2020-01-03T16:00:00.000000000,3905,3911.1416
2020-01-03T17:00:00.000000000,3905,3904.4475
2020-01-03T18:00:00.000000000,3905,3900.2834
2020-01-03T19:00:00.000000000,3913,3889.3975
2020-01-03T20:00:00.000000000,3931,3895.0415
2020-01-03T21:00:00.000000000,3981,3913.869
2020-01-03T22:00:00.000000000,4008,3912.5847
2020-01-03T23:00:00.000000000,4008,3912.268
2020-01-04T00:00:00.000000000,4074,3915.259
2020-01-04T01:00:00.000000000,4208,3924.3213
2020-01-04T02:00:00.000000000,4241,3928.653
2020-01-04T03:00:00.000000000,4327,3928.221
2020-01-04T04:00:00.000000000,4334,3931.5928
2020-01-04T05:00:00.000000000,4334,3925.8716
2020-01-04T06:00:00.000000000,4334,3938.532
2020-01-04T07:00:00.000000000,4333,3935.615
2020-01-04T08:00:00.000000000,4388,3927.7751
2020-01-04T09:00:00.000000000,4488,3931.4573
2020-01-04T10:00:00.000000000,4501,3924.6755
2020-01-04T11:00:00.000000000,4524,3933.4763
2020-01-04T12:00:00.000000000,4595,3936.8423
2020-01-04T13:00:00.000000000,4708,3934.749
2020-01-04T14:00:00.000000000,4751,3928.4866
2020-01-04T15:00:00.000000000,4752,3940.1528
2020-01-04T16:00:00.000000000,4797,3953.4568
2020-01-04T17:00:00.000000000,4922,3937.8542
2020-01-04T18:00:00.000000000,4947,3959.4421
2020-01-04T19:00:00.000000000,5060,3949.7957
2020-01-04T20:00:00.000000000,5072,3947.0823
2020-01-04T21:00:00.000000000,5075,3956.5286
2020-01-04T22:00:00.000000000,5075,3969.5525
2020-01-04T23:00:00.000000000,5081,3965.6863
2020-01-05T00:00:00.000000000,5088,5020.235
2020-01-05T01:00:00.000000000,5092,5045.4653
2020-01-05T02:00:00.000000000,5092,5073.4507
2020-01-05T03:00:00.000000000,5091,5072.481
2020-01-05T04:00:00.000000000,5092,5094.725
2020-01-05T05:00:00.000000000,5091,5088.2983
2020-01-05T06:00:00.000000000,5092,5100.705
2020-01-05T07:00:00.000000000,5092,5118.1104
2020-01-05T08:00:00.000000000,5092,5124.4663
2020-01-05T09:00:00.000000000,5092,5166.539
2020-01-05T10:00:00.000000000,5092,5170.412
2020-01-05T11:00:00.000000000,5092,5169.4023
2020-01-05T12:00:00.000000000,5093,5212.1567
2020-01-05T13:00:00.000000000,5092,5197.054
2020-01-05T14:00:00.000000000,5093,5210.136
2020-01-05T15:00:00.000000000,5097,5212.598
2020-01-05T16:00:00.000000000,5101,5236.6807
2020-01-05T17:00:00.000000000,5104,5233.311
2020-01-05T18:00:00.000000000,5106,5219.9966
2020-01-05T19:00:00.000000000,5110,5247.621
2020-01-05T20:00:00.000000000,5111,5256.714
2020-01-05T21:00:00.000000000,5113,5232.932
2020-01-05T22:00:00.000000000,5113,5285.5264
2020-01-05T23:00:00.000000000,5114,5285.486
2020-01-06T00:00:00.000000000,5114,5107.083
2020-01-06T01:00:00.000000000,5114,5106.6606
2020-01-06T02:00:00.000000000,5114,5111.2314
2020-01-06T03:00:00.000000000,5113,5115.257
2020-01-06T04:00:00.000000000,5114,5117.979
2020-01-06T05:00:00.000000000,5113,5116.8696
2020-01-06T06:00:00.000000000,5114,5111.833
2020-01-06T07:00:00.000000000,5113,5133.555
2020-01-06T08:00:00.000000000,5113,5111.4707
2020-01-06T09:00:00.000000000,5114,5129.12
2020-01-06T10:00:00.000000000,5114,5108.8936
2020-01-06T11:00:00.000000000,5114,5114.3833
2020-01-06T12:00:00.000000000,5115,5114.611
2020-01-06T13:00:00.000000000,5115,5113.892
2020-01-06T14:00:00.000000000,5115,5122.5366
2020-01-06T15:00:00.000000000,5115,5113.565
2020-01-06T16:00:00.000000000,5115,5118.4917
2020-01-06T17:00:00.000000000,5115,5116.9473
