datetime,wind_actual,avg_wind_production_forecast
2020-01-01T00:00:00.000000000,4209,6894.4688
2020-01-01T01:00:00.000000000,5125,6345.1694
2020-01-01T02:00:00.000000000,7386,6798.824
2020-01-01T03:00:00.000000000,9383,7370.0625
2020-01-01T04:00:00.000000000,10450,7370.8955
2020-01-01T05:00:00.000000000,11448,7938.9443
2020-01-01T06:00:00.000000000,11934,8558.916
2020-01-01T07:00:00.000000000,12842,8503.198
2020-01-01T08:00:00.000000000,13340,8635.714
2020-01-01T09:00:00.000000000,13926,8951.506
2020-01-01T10:00:00.000000000,14458,9186.526
2020-01-01T11:00:00.000000000,14735,9653.021
2020-01-01T12:00:00.000000000,14366,9278.104
2020-01-01T13:00:00.000000000,14151,9615.112
2020-01-01T14:00:00.000000000,14287,10194.129
2020-01-01T15:00:00.000000000,14347,10307.614
2020-01-01T16:00:00.000000000,14041,10596.2295
2020-01-01T17:00:00.000000000,14287,11156.827
2020-01-01T18:00:00.000000000,14472,11462.776
2020-01-01T19:00:00.000000000,14143,11354.609
2020-01-01T20:00:00.000000000,13921,11662.161
2020-01-01T21:00:00.000000000,14049,12108.341
2020-01-01T22:00:00.000000000,14212,12333.344
2020-01-01T23:00:00.000000000,14000,12109.118
2020-01-02T00:00:00.000000000,14580,15455.491
2020-01-02T01:00:00.000000000,15841,14522.63
2020-01-02T02:00:00.000000000,16783,14274.004
2020-01-02T03:00:00.000000000,16539,13971.932
2020-01-02T04:00:00.000000000,16164,13348.552
2020-01-02T05:00:00.000000000,15636,13089.138
2020-01-02T06:00:00.000000000,15005,12381.46
2020-01-02T07:00:00.000000000,14670,11531.955
2020-01-02T08:00:00.000000000,14998,11271.415
2020-01-02T09:00:00.000000000,14949,10653.442
2020-01-02T10:00:00.000000000,15331,10272.838
2020-01-02T11:00:00.000000000,14952,10199.562
2020-01-02T12:00:00.000000000,14265,9735.768
2020-01-02T13:00:00.000000000,14137,9594.131
2020-01-02T14:00:00.000000000,13935,10083.495
2020-01-02T15:00:00.000000000,13316,10344.929
2020-01-02T16:00:00.000000000,11931,10456.077
2020-01-02T17:00:00.000000000,11677,10786.476
2020-01-02T18:00:00.000000000,11176,11324.001
2020-01-02T19:00:00.000000000,9767,11446.964
2020-01-02T20:00:00.000000000,9228,11901.422
2020-01-02T21:00:00.000000000,10296,12567.798
2020-01-02T22:00:00.000000000,10824,12803.106
2020-01-02T23:00:00.000000000,8521,12883.344
2020-01-03T00:00:00.000000000,6802,10059.665
2020-01-03T01:00:00.000000000,6841,9829.068
2020-01-03T02:00:00.000000000,7878,9881.299
2020-01-03T03:00:00.000000000,8138,10116.871
2020-01-03T04:00:00.000000000,9030,10047.686
2020-01-03T05:00:00.000000000,9570,10639.523
2020-01-03T06:00:00.000000000,9939,10597.201
2020-01-03T07:00:00.000000000,9791,10585.769
2020-01-03T08:00:00.000000000,9849,10892.33
2020-01-03T09:00:00.000000000,11130,11012.523
2020-01-03T10:00:00.000000000,12360,10954.559
2020-01-03T11:00:00.000000000,12912,11197.676
2020-01-03T12:00:00.000000000,12335,11465.802
2020-01-03T13:00:00.000000000,12661,11430.986
2020-01-03T14:00:00.000000000,13752,11801.216
2020-01-03T15:00:00.000000000,14029,12272.557
2020-01-03T16:00:00.000000000,13594,12238.404
2020-01-03T17:00:00.000000000,13809,12439.762
2020-01-03T18:00:00.000000000,13779,12589.086
2020-01-03T19:00:00.000000000,13120,12559.237
2020-01-03T20:00:00.000000000,12887,12687.467
2020-01-03T21:00:00.000000000,11580,12656.179
2020-01-03T22:00:00.000000000,10576,12950.432
2020-01-03T23:00:00.000000000,9817,12765.748
2020-01-04T00:00:00.000000000,8245,10134.565
2020-01-04T01:00:00.000000000,7703,10133.729
2020-01-04T02:00:00.000000000,7661,10224.462
2020-01-04T03:00:00.000000000,7770,10411.733
2020-01-04T04:00:00.000000000,7992,9982.184
2020-01-04T05:00:00.000000000,8531,10305.733
2020-01-04T06:00:00.000000000,8400,10121.562
2020-01-04T07:00:00.000000000,8389,9776.633
2020-01-04T08:00:00.000000000,8980,9330.447
2020-01-04T09:00:00.000000000,9521,9001.783
2020-01-04T10:00:00.000000000,10076,8514.451
2020-01-04T11:00:00.000000000,10221,7820.65
2020-01-04T12:00:00.000000000,9471,7218.008
2020-01-04T13:00:00.000000000,8568,6731.4707
2020-01-04T14:00:00.000000000,7221,5835.659
2020-01-04T15:00:00.000000000,5650,5023.2227
2020-01-04T16:00:00.000000000,2829,4498.1406
2020-01-04T17:00:00.000000000,1397,4729.9263
2020-01-04T18:00:00.000000000,1310,4137.245
2020-01-04T19:00:00.000000000,2024,3455.842
2020-01-04T20:00:00.000000000,3311,3267.003
2020-01-04T21:00:00.000000000,4199,3581.9087
2020-01-04T22:00:00.000000000,5025,3716.8628
2020-01-04T23:00:00.000000000,5414,3991.7397
2020-01-05T00:00:00.000000000,5697,7452.61
2020-01-05T01:00:00.000000000,7580,8310.518
2020-01-05T02:00:00.000000000,10396,9200.893
2020-01-05T03:00:00.000000000,12823,10128.506
2020-01-05T04:00:00.000000000,15363,11082.03
2020-01-05T05:00:00.000000000,17421,12234.683
2020-01-05T06:00:00.000000000,18174,12815.124
2020-01-05T07:00:00.000000000,18460,13099.57
2020-01-05T08:00:00.000000000,18587,13666.568
2020-01-05T09:00:00.000000000,18365,13439.014
2020-01-05T10:00:00.000000000,17647,13192.523
2020-01-05T11:00:00.000000000,16926,12669.475
2020-01-05T12:00:00.000000000,16193,12255.198
2020-01-05T13:00:00.000000000,14788,11388.3
2020-01-05T14:00:00.000000000,13610,10647.498
2020-01-05T15:00:00.000000000,12023,9948.834
2020-01-05T16:00:00.000000000,10092,9107.527
2020-01-05T17:00:00.000000000,11793,8210.216
2020-01-05T18:00:00.000000000,13665,7552.75
2020-01-05T19:00:00.000000000,11610,6870.7944
2020-01-05T20:00:00.000000000,8365,6736.633
2020-01-05T21:00:00.000000000,6113,6483.7065
2020-01-05T22:00:00.000000000,4936,6691.4565
2020-01-05T23:00:00.000000000,4647,6865.9004
2020-01-06T00:00:00.000000000,4357,5640.1694
2020-01-06T01:00:00.000000000,4805,5688.5293
2020-01-06T02:00:00.000000000,6027,6208.472
2020-01-06T03:00:00.000000000,7493,6701.5444
2020-01-06T04:00:00.000000000,8593,6874.023
2020-01-06T05:00:00.000000000,8640,7311.718
2020-01-06T06:00:00.000000000,8253,7870.4067
2020-01-06T07:00:00.000000000,8206,7777.5015
2020-01-06T08:00:00.000000000,8278,7708.087
2020-01-06T09:00:00.000000000,8292,7553.2583
2020-01-06T10:00:00.000000000,8053,7474.4375
2020-01-06T11:00:00.000000000,7696,7215.136
2020-01-06T12:00:00.000000000,7025,7109.6255
2020-01-06T13:00:00.000000000,5679,7006.2236
2020-01-06T14:00:00.000000000,5858,6998.4536
2020-01-06T15:00:00.000000000,5993,7167.518
2020-01-06T16:00:00.000000000,5062,7342.691
2020-01-06T17:00:00.000000000,5976,7496.542
2020-01-06T18:00:00.000000000,8033,7538.8564
2020-01-06T19:00:00.000000000,9624,7606.468
2020-01-06T20:00:00.000000000,11610,8038.669
2020-01-06T21:00:00.000000000,13433,8298.382
2020-01-06T22:00:00.000000000,14019,8798.861
2020-01-06T23:00:00.000000000,13723,8994.75
2020-01-07T00:00:00.000000000,11691,13952.256
2020-01-07T01:00:00.000000000,10072,13650.136
2020-01-07T02:00:00.000000000,9237,13521.9375
2020-01-07T03:00:00.000000000,7348,13318.255
2020-01-07T04:00:00.000000000,5167,12935.699
2020-01-07T05:00:00.000000000,3629,12802.958
2020-01-07T06:00:00.000000000,2893,12600.562
2020-01-07T07:00:00.000000000,3060,12090.554
2020-01-07T08:00:00.000000000,3585,11974.975
2020-01-07T09:00:00.000000000,4393,11512.217
2020-01-07T10:00:00.000000000,5118,11082.718
2020-01-07T11:00:00.000000000,5559,10749.124
2020-01-07T12:00:00.000000000,6207,10603.104
2020-01-07T13:00:00.000000000,7054,10215.953
2020-01-07T14:00:00.000000000,7849,9960.466
2020-01-07T15:00:00.000000000,8219,9956.897
2020-01-07T16:00:00.000000000,7711,9483.508
2020-01-07T17:00:00.000000000,7631,8836.471
2020-01-07T18:00:00.000000000,8915,8282.214
2020-01-07T19:00:00.000000000,10468,7785.7036
2020-01-07T20:00:00.000000000,10606,7577.2134
2020-01-07T21:00:00.000000000,10533,7137.7837
2020-01-07T22:00:00.000000000,10048,7208.07
2020-01-07T23:00:00.000000000,9404,6980.465
2020-01-08T00:00:00.000000000,8369,10618.486
2020-01-08T01:00:00.000000000,10422,10319.934
2020-01-08T02:00:00.000000000,12900,10709.9795
2020-01-08T03:00:00.000000000,14896,11057.806
2020-01-08T04:00:00.000000000,16364,11109.158
2020-01-08T05:00:00.000000000,16946,11582.122
2020-01-08T06:00:00.000000000,16552,12166.383
2020-01-08T07:00:00.000000000,16543,12049.554
2020-01-08T08:00:00.000000000,16717,12387.938
2020-01-08T09:00:00.000000000,16739,12671.73
2020-01-08T10:00:00.000000000,16427,12830.819
2020-01-08T11:00:00.000000000,15776,13097.35
2020-01-08T12:00:00.000000000,15304,12737.403
2020-01-08T13:00:00.000000000,15807,13396.614
2020-01-08T14:00:00.000000000,16949,13522.245
2020-01-08T15:00:00.000000000,16826,13599.938
2020-01-08T16:00:00.000000000,15693,13943.403
