datetime,oil_actual,avg_oil_production_forecast
2020-01-01T00:00:00.000000000,206.0,201.48204
2020-01-01T01:00:00.000000000,208.0,204.40466
2020-01-01T02:00:00.000000000,212.0,200.51015
2020-01-01T03:00:00.000000000,211.0,216.8955
2020-01-01T04:00:00.000000000,214.0,210.24306
2020-01-01T05:00:00.000000000,212.0,217.18582
2020-01-01T06:00:00.000000000,214.0,222.64249
2020-01-01T07:00:00.000000000,213.0,221.32621
2020-01-01T08:00:00.000000000,219.0,224.35265
2020-01-01T09:00:00.000000000,221.0,226.63721
2020-01-01T10:00:00.000000000,221.0,222.35472
2020-01-01T11:00:00.000000000,218.0,213.60854
2020-01-01T12:00:00.000000000,217.0,225.33537
2020-01-01T13:00:00.000000000,215.0,221.85657
2020-01-01T14:00:00.000000000,214.0,222.23645
2020-01-01T15:00:00.000000000,213.0,211.26683
2020-01-01T16:00:00.000000000,211.0,205.2562
2020-01-01T17:00:00.000000000,212.0,205.86952
2020-01-01T18:00:00.000000000,211.0,210.05406
2020-01-01T19:00:00.000000000,213.0,215.72049
2020-01-01T20:00:00.000000000,210.0,221.49059
2020-01-01T21:00:00.000000000,209.0,220.04431
2020-01-01T22:00:00.000000000,207.0,222.09026
2020-01-01T23:00:00.000000000,208.0,229.75465
2020-01-02T00:00:00.000000000,210.0,198.94103
2020-01-02T01:00:00.000000000,206.0,197.12921
2020-01-02T02:00:00.000000000,209.0,194.08615
2020-01-02T03:00:00.000000000,207.0,193.16744
2020-01-02T04:00:00.000000000,209.0,187.77071
2020-01-02T05:00:00.000000000,210.0,162.00646
2020-01-02T06:00:00.000000000,181.0,152.06529
2020-01-02T07:00:00.000000000,184.0,162.85243
2020-01-02T08:00:00.000000000,187.0,173.49889
2020-01-02T09:00:00.000000000,188.0,170.88234
2020-01-02T10:00:00.000000000,188.0,171.29837
2020-01-02T11:00:00.000000000,186.0,180.12427
2020-01-02T12:00:00.000000000,184.0,162.81594
2020-01-02T13:00:00.000000000,183.0,154.89743
2020-01-02T14:00:00.000000000,181.0,163.03999
2020-01-02T15:00:00.000000000,181.0,158.62539
2020-01-02T16:00:00.000000000,181.0,157.62882
2020-01-02T17:00:00.000000000,178.0,172.92519
2020-01-02T18:00:00.000000000,177.0,180.47509
2020-01-02T19:00:00.000000000,174.0,179.99554
2020-01-02T20:00:00.000000000,173.0,178.40077
2020-01-02T21:00:00.000000000,175.0,180.32441
2020-01-02T22:00:00.000000000,173.0,176.88905
2020-01-02T23:00:00.000000000,174.0,172.41401
2020-01-03T00:00:00.000000000,171.0,159.27081
2020-01-03T01:00:00.000000000,173.0,155.94448
2020-01-03T02:00:00.000000000,174.0,153.34735
2020-01-03T03:00:00.000000000,176.0,154.85212
2020-01-03T04:00:00.000000000,180.0,149.61644
2020-01-03T05:00:00.000000000,178.0,123.67817
2020-01-03T06:00:00.000000000,182.0,114.6639
2020-01-03T07:00:00.000000000,182.0,127.86338
2020-01-03T08:00:00.000000000,184.0,140.27711
2020-01-03T09:00:00.000000000,189.0,138.99088
2020-01-03T10:00:00.000000000,188.0,141.83962
2020-01-03T11:00:00.000000000,186.0,150.90114
2020-01-03T12:00:00.000000000,184.0,130.05834
2020-01-03T13:00:00.000000000,183.0,121.75641
2020-01-03T14:00:00.000000000,181.0,129.07264
2020-01-03T15:00:00.000000000,182.0,124.72868
2020-01-03T16:00:00.000000000,184.0,124.18233
2020-01-03T17:00:00.000000000,180.0,142.7233
2020-01-03T18:00:00.000000000,177.0,150.45225
2020-01-03T19:00:00.000000000,176.0,148.92692
2020-01-03T20:00:00.000000000,175.0,148.21931
2020-01-03T21:00:00.000000000,174.0,149.93223
2020-01-03T22:00:00.000000000,178.0,145.99238
2020-01-03T23:00:00.000000000,174.0,141.48743
2020-01-04T00:00:00.000000000,175.0,121.20199
2020-01-04T01:00:00.000000000,173.0,116.42221
2020-01-04T02:00:00.000000000,177.0,114.25308
2020-01-04T03:00:00.000000000,180.0,118.08348
2020-01-04T04:00:00.000000000,180.0,113.00227
2020-01-04T05:00:00.000000000,183.0,86.89707
2020-01-04T06:00:00.000000000,184.0,78.77226
2020-01-04T07:00:00.000000000,187.0,94.28674
2020-01-04T08:00:00.000000000,189.0,108.39642
2020-01-04T09:00:00.000000000,188.0,108.38673
2020-01-04T10:00:00.000000000,188.0,113.57002
2020-01-04T11:00:00.000000000,187.0,122.8577
2020-01-04T12:00:00.000000000,185.0,98.62306
2020-01-04T13:00:00.000000000,183.0,89.95319
2020-01-04T14:00:00.000000000,183.0,96.47644
2020-01-04T15:00:00.000000000,181.0,92.20026
2020-01-04T16:00:00.000000000,180.0,92.08594
2020-01-04T17:00:00.000000000,180.0,113.7406
2020-01-04T18:00:00.000000000,178.0,121.64136
2020-01-04T19:00:00.000000000,177.0,119.11242
2020-01-04T20:00:00.000000000,175.0,119.25618
2020-01-04T21:00:00.000000000,175.0,120.7669
2020-01-04T22:00:00.000000000,174.0,116.34296
2020-01-04T23:00:00.000000000,172.0,111.80923
2020-01-02T00:00:00.000000000,210.0,197.38805
2020-01-02T01:00:00.000000000,206.0,199.47221
2020-01-02T02:00:00.000000000,209.0,196.83212
2020-01-02T03:00:00.000000000,207.0,212.58796
2020-01-02T04:00:00.000000000,209.0,205.82419
2020-01-02T05:00:00.000000000,210.0,212.67365
2020-01-02T06:00:00.000000000,181.0,216.74353
2020-01-02T07:00:00.000000000,184.0,217.86768
2020-01-02T08:00:00.000000000,187.0,219.68924
2020-01-02T09:00:00.000000000,188.0,221.72034
2020-01-02T10:00:00.000000000,188.0,216.98009
2020-01-02T11:00:00.000000000,186.0,210.22038
2020-01-02T12:00:00.000000000,184.0,220.43878
2020-01-02T13:00:00.000000000,183.0,216.66374
2020-01-02T14:00:00.000000000,181.0,215.51266
2020-01-02T15:00:00.000000000,181.0,205.45384
2020-01-02T16:00:00.000000000,181.0,199.34267
2020-01-02T17:00:00.000000000,178.0,200.59142
2020-01-02T18:00:00.000000000,177.0,203.9352
2020-01-02T19:00:00.000000000,174.0,209.7756
2020-01-02T20:00:00.000000000,173.0,215.85167
2020-01-02T21:00:00.000000000,175.0,213.8558
2020-01-02T22:00:00.000000000,173.0,216.99174
2020-01-02T23:00:00.000000000,174.0,224.01825
2020-01-03T00:00:00.000000000,171.0,201.99239
2020-01-03T01:00:00.000000000,173.0,200.29706
2020-01-03T02:00:00.000000000,174.0,197.21971
2020-01-03T03:00:00.000000000,176.0,196.11458
2020-01-03T04:00:00.000000000,180.0,190.7055
2020-01-03T05:00:00.000000000,178.0,164.9546
2020-01-03T06:00:00.000000000,182.0,154.94214
2020-01-03T07:00:00.000000000,182.0,165.54372
2020-01-03T08:00:00.000000000,184.0,176.05424
2020-01-03T09:00:00.000000000,189.0,173.3354
2020-01-03T10:00:00.000000000,188.0,173.56428
2020-01-03T11:00:00.000000000,186.0,182.37204
2020-01-03T12:00:00.000000000,184.0,165.33559
2020-01-03T13:00:00.000000000,183.0,157.4466
2020-01-03T14:00:00.000000000,181.0,165.65269
2020-01-03T15:00:00.000000000,182.0,161.23267
2020-01-03T16:00:00.000000000,184.0,160.20148
2020-01-03T17:00:00.000000000,180.0,175.24826
2020-01-03T18:00:00.000000000,177.0,182.78439
2020-01-03T19:00:00.000000000,176.0,182.38529
2020-01-03T20:00:00.000000000,175.0,180.72229
2020-01-03T21:00:00.000000000,174.0,182.66212
2020-01-03T22:00:00.000000000,178.0,179.26555
2020-01-03T23:00:00.000000000,174.0,174.79283
2020-01-04T00:00:00.000000000,175.0,153.16558
2020-01-04T01:00:00.000000000,173.0,149.60611
2020-01-04T02:00:00.000000000,177.0,147.07767
2020-01-04T03:00:00.000000000,180.0,148.95539
2020-01-04T04:00:00.000000000,180.0,143.74447
2020-01-04T05:00:00.000000000,183.0,117.77943
2020-01-04T06:00:00.000000000,184.0,108.90784
2020-01-04T07:00:00.000000000,187.0,122.47857
2020-01-04T08:00:00.000000000,189.0,135.16429
2020-01-04T09:00:00.000000000,188.0,134.08275
2020-01-04T10:00:00.000000000,188.0,137.30592
2020-01-04T11:00:00.000000000,187.0,146.4037
2020-01-04T12:00:00.000000000,185.0,125.01692
2020-01-04T13:00:00.000000000,183.0,116.65599
2020-01-04T14:00:00.000000000,183.0,123.84506
2020-01-04T15:00:00.000000000,181.0,119.51197
2020-01-04T16:00:00.000000000,180.0,119.03489
2020-01-04T17:00:00.000000000,180.0,138.07523
2020-01-04T18:00:00.000000000,178.0,145.83176
2020-01-04T19:00:00.000000000,177.0,144.14544
2020-01-04T20:00:00.000000000,175.0,143.57438
2020-01-04T21:00:00.000000000,175.0,145.25488
2020-01-04T22:00:00.000000000,174.0,141.2374
2020-01-04T23:00:00.000000000,172.0,136.72783
2020-01-05T00:00:00.000000000,172.0,133.19855
2020-01-05T01:00:00.000000000,171.0,128.87676
2020-01-05T02:00:00.000000000,173.0,126.57278
2020-01-05T03:00:00.000000000,177.0,129.6703
2020-01-05T04:00:00.000000000,179.0,124.54039
2020-01-05T05:00:00.000000000,180.0,98.48779
2020-01-05T06:00:00.000000000,182.0,90.0827
2020-01-05T07:00:00.000000000,186.0,104.86767
2020-01-05T08:00:00.000000000,186.0,118.44288
2020-01-05T09:00:00.000000000,188.0,118.03094
2020-01-05T10:00:00.000000000,188.0,122.47854
2020-01-05T11:00:00.000000000,187.0,131.69495
2020-01-05T12:00:00.000000000,185.0,108.52916
2020-01-05T13:00:00.000000000,184.0,99.97524
2020-01-05T14:00:00.000000000,184.0,106.74839
2020-01-05T15:00:00.000000000,182.0,102.45087
2020-01-05T16:00:00.000000000,182.0,102.20039
2020-01-05T17:00:00.000000000,180.0,122.87384
2020-01-05T18:00:00.000000000,178.0,130.72047
2020-01-05T19:00:00.000000000,177.0,128.50779
2020-01-05T20:00:00.000000000,174.0,128.38326
2020-01-05T21:00:00.000000000,176.0,129.95768
2020-01-05T22:00:00.000000000,174.0,125.68629
2020-01-05T23:00:00.000000000,173.0,121.16164
2020-01-03T00:00:00.000000000,171.0,170.67702
2020-01-03T01:00:00.000000000,173.0,168.96945
2020-01-03T02:00:00.000000000,174.0,169.22333
2020-01-03T03:00:00.000000000,176.0,181.84753
2020-01-03T04:00:00.000000000,180.0,175.1468
2020-01-03T05:00:00.000000000,178.0,180.08351
2020-01-03T06:00:00.000000000,182.0,179.49669
2020-01-03T07:00:00.000000000,182.0,189.88278
2020-01-03T08:00:00.000000000,184.0,186.64946
2020-01-03T09:00:00.000000000,189.0,189.22041
2020-01-03T10:00:00.000000000,188.0,183.46042
