datetime,wind_actual,avg_wind_production_forecast
2020-01-01T00:00:00.000000000,2209.0,3274.00596
2020-01-01T01:00:00.000000000,2310.0,3237.93813
2020-01-01T02:00:00.000000000,2320.0,3453.07081
2020-01-01T03:00:00.000000000,2330.0,3649.55645
2020-01-01T04:00:00.000000000,2144.0,3968.50542
2020-01-01T05:00:00.000000000,2397.0,4099.15714
2020-01-01T06:00:00.000000000,4964.0,4258.41694
2020-01-01T07:00:00.000000000,4762.0,4334.44787
2020-01-01T08:00:00.000000000,4141.0,4403.15619
2020-01-01T09:00:00.000000000,4369.0,4458.5759
2020-01-01T10:00:00.000000000,4111.0,4355.28218
2020-01-01T11:00:00.000000000,3861.0,4538.45812
2020-01-01T12:00:00.000000000,3515.0,4525.61113
2020-01-01T13:00:00.000000000,3653.0,4497.33859
2020-01-01T14:00:00.000000000,4369.0,4614.13857
2020-01-01T15:00:00.000000000,4751.0,4492.15699
2020-01-01T16:00:00.000000000,4444.0,4707.83536
2020-01-01T17:00:00.000000000,4878.0,4813.22113
2020-01-01T18:00:00.000000000,5788.0,4749.2029
2020-01-01T19:00:00.000000000,6132.0,5088.65382
2020-01-01T20:00:00.000000000,6281.0,5029.65715
2020-01-01T21:00:00.000000000,6229.0,5269.30199
2020-01-01T22:00:00.000000000,6357.0,5267.1179
2020-01-01T23:00:00.000000000,6553.0,5410.83607
2020-01-02T00:00:00.000000000,6945.0,5582.90976
2020-01-02T01:00:00.000000000,7138.0,5850.71923
2020-01-02T02:00:00.000000000,7524.0,5800.37321
2020-01-02T03:00:00.000000000,7683.0,5451.30722
2020-01-02T04:00:00.000000000,7696.0,5641.55686
2020-01-02T05:00:00.000000000,7672.0,5662.71218
2020-01-02T06:00:00.000000000,1792.0,5295.84295
2020-01-02T07:00:00.000000000,1810.0,5257.41624
2020-01-02T08:00:00.000000000,1606.0,5261.26163
2020-01-02T09:00:00.000000000,1695.0,5123.68085
2020-01-02T10:00:00.000000000,1653.0,5385.10491
2020-01-02T11:00:00.000000000,1592.0,5142.06129
2020-01-02T12:00:00.000000000,1857.0,4868.22052
2020-01-02T13:00:00.000000000,1788.0,4842.43314
2020-01-02T14:00:00.000000000,1535.0,4403.61459
2020-01-02T15:00:00.000000000,1436.0,4372.01129
2020-01-02T16:00:00.000000000,1416.0,4295.40951
2020-01-02T17:00:00.000000000,1337.0,4533.8909
2020-01-02T18:00:00.000000000,1343.0,4468.51788
2020-01-02T19:00:00.000000000,1217.0,4446.33693
2020-01-02T20:00:00.000000000,916.0,4374.01764
2020-01-02T21:00:00.000000000,797.0,4338.66823
2020-01-02T22:00:00.000000000,742.0,4281.20726
2020-01-02T23:00:00.000000000,656.0,4102.20725
2020-01-03T00:00:00.000000000,726.0,4249.74134
2020-01-03T01:00:00.000000000,882.0,4386.68009
2020-01-03T02:00:00.000000000,953.0,4310.98649
2020-01-03T03:00:00.000000000,871.0,4043.73562
2020-01-03T04:00:00.000000000,774.0,4139.76341
2020-01-03T05:00:00.000000000,1758.0,4130.86428
2020-01-03T06:00:00.000000000,575.0,3793.58589
2020-01-03T07:00:00.000000000,367.0,3722.90114
2020-01-03T08:00:00.000000000,294.0,3700.6463
2020-01-03T09:00:00.000000000,266.0,3590.55547
2020-01-03T10:00:00.000000000,297.0,3739.57017
2020-01-03T11:00:00.000000000,336.0,3539.53522
2020-01-03T12:00:00.000000000,390.0,3311.4202
2020-01-03T13:00:00.000000000,399.0,3260.56772
2020-01-03T14:00:00.000000000,367.0,2949.19754
2020-01-03T15:00:00.000000000,297.0,2936.59109
2020-01-03T16:00:00.000000000,465.0,2895.0152
2020-01-03T17:00:00.000000000,370.0,3041.36452
2020-01-03T18:00:00.000000000,250.0,3011.05866
2020-01-03T19:00:00.000000000,134.0,3011.4758
2020-01-03T20:00:00.000000000,129.0,2954.96155
2020-01-03T21:00:00.000000000,99.0,2941.74367
2020-01-03T22:00:00.000000000,101.0,2928.97738
2020-01-03T23:00:00.000000000,207.0,2805.95024
2020-01-04T00:00:00.000000000,266.0,3816.52244
2020-01-04T01:00:00.000000000,202.0,4180.60727
2020-01-04T02:00:00.000000000,175.0,4262.39518
2020-01-04T03:00:00.000000000,214.0,4115.07646
2020-01-04T04:00:00.000000000,303.0,4371.16748
2020-01-04T05:00:00.000000000,603.0,4526.86391
2020-01-04T06:00:00.000000000,424.0,4361.51161
2020-01-04T07:00:00.000000000,510.0,4610.70034
2020-01-04T08:00:00.000000000,467.0,4685.15566
2020-01-04T09:00:00.000000000,608.0,4657.26535
2020-01-04T10:00:00.000000000,606.0,5056.40713
2020-01-04T11:00:00.000000000,598.0,4986.37892
2020-01-04T12:00:00.000000000,542.0,4943.33783
2020-01-04T13:00:00.000000000,547.0,5048.48918
2020-01-04T14:00:00.000000000,570.0,4784.89826
2020-01-04T15:00:00.000000000,547.0,4844.71879
2020-01-04T16:00:00.000000000,824.0,4799.72122
2020-01-04T17:00:00.000000000,833.0,5129.37752
2020-01-04T18:00:00.000000000,1014.0,5088.50374
2020-01-04T19:00:00.000000000,1137.0,5039.75056
2020-01-04T20:00:00.000000000,1344.0,5087.9465
2020-01-04T21:00:00.000000000,1264.0,5004.27466
2020-01-04T22:00:00.000000000,1297.0,4970.74979
2020-01-04T23:00:00.000000000,1211.0,4857.82377
2020-01-02T00:00:00.000000000,6945.0,7010.14178
2020-01-02T01:00:00.000000000,7138.0,6735.40915
2020-01-02T02:00:00.000000000,7524.0,6641.37819
2020-01-02T03:00:00.000000000,7683.0,6682.24562
2020-01-02T04:00:00.000000000,7696.0,6726.1482
2020-01-02T05:00:00.000000000,7672.0,6619.08344
2020-01-02T06:00:00.000000000,1792.0,6642.85042
2020-01-02T07:00:00.000000000,1810.0,6570.60956
2020-01-02T08:00:00.000000000,1606.0,6540.50615
2020-01-02T09:00:00.000000000,1695.0,6313.69151
2020-01-02T10:00:00.000000000,1653.0,6067.2346
2020-01-02T11:00:00.000000000,1592.0,6029.66166
2020-01-02T12:00:00.000000000,1857.0,5796.04539
2020-01-02T13:00:00.000000000,1788.0,5649.85431
2020-01-02T14:00:00.000000000,1535.0,5485.17034
2020-01-02T15:00:00.000000000,1436.0,5316.83731
2020-01-02T16:00:00.000000000,1416.0,5250.73384
2020-01-02T17:00:00.000000000,1337.0,5131.05107
2020-01-02T18:00:00.000000000,1343.0,4976.78879
2020-01-02T19:00:00.000000000,1217.0,5125.96287
2020-01-02T20:00:00.000000000,916.0,4947.54822
2020-01-02T21:00:00.000000000,797.0,4970.1726
2020-01-02T22:00:00.000000000,742.0,4881.12918
2020-01-02T23:00:00.000000000,656.0,4966.05742
2020-01-03T00:00:00.000000000,726.0,4550.0351
2020-01-03T01:00:00.000000000,882.0,4679.29757
2020-01-03T02:00:00.000000000,953.0,4586.48085
2020-01-03T03:00:00.000000000,871.0,4287.94089
2020-01-03T04:00:00.000000000,774.0,4378.92039
2020-01-03T05:00:00.000000000,1758.0,4352.768
2020-01-03T06:00:00.000000000,575.0,3986.46146
2020-01-03T07:00:00.000000000,367.0,3877.52774
2020-01-03T08:00:00.000000000,294.0,3846.65896
2020-01-03T09:00:00.000000000,266.0,3720.28133
2020-01-03T10:00:00.000000000,297.0,3855.1219
2020-01-03T11:00:00.000000000,336.0,3629.41292
2020-01-03T12:00:00.000000000,390.0,3367.54655
2020-01-03T13:00:00.000000000,399.0,3299.72397
2020-01-03T14:00:00.000000000,367.0,2958.76954
2020-01-03T15:00:00.000000000,297.0,2932.75567
2020-01-03T16:00:00.000000000,465.0,2885.33008
2020-01-03T17:00:00.000000000,370.0,3023.05164
2020-01-03T18:00:00.000000000,250.0,2987.87295
2020-01-03T19:00:00.000000000,134.0,2990.98608
2020-01-03T20:00:00.000000000,129.0,2917.19251
2020-01-03T21:00:00.000000000,99.0,2909.68763
2020-01-03T22:00:00.000000000,101.0,2891.71504
2020-01-03T23:00:00.000000000,207.0,2757.19411
2020-01-04T00:00:00.000000000,266.0,3355.94463
2020-01-04T01:00:00.000000000,202.0,3717.70458
2020-01-04T02:00:00.000000000,175.0,3817.0917
2020-01-04T03:00:00.000000000,214.0,3712.88345
2020-01-04T04:00:00.000000000,303.0,3966.7489
2020-01-04T05:00:00.000000000,603.0,4139.79198
2020-01-04T06:00:00.000000000,424.0,4010.47691
2020-01-04T07:00:00.000000000,510.0,4301.06039
2020-01-04T08:00:00.000000000,467.0,4383.22826
2020-01-04T09:00:00.000000000,608.0,4376.48692
2020-01-04T10:00:00.000000000,606.0,4782.38318
2020-01-04T11:00:00.000000000,598.0,4745.66674
2020-01-04T12:00:00.000000000,542.0,4745.49399
2020-01-04T13:00:00.000000000,547.0,4868.0913
2020-01-04T14:00:00.000000000,570.0,4649.54283
2020-01-04T15:00:00.000000000,547.0,4726.46336
2020-01-04T16:00:00.000000000,824.0,4691.21235
2020-01-04T17:00:00.000000000,833.0,5022.95344
2020-01-04T18:00:00.000000000,1014.0,4990.70175
2020-01-04T19:00:00.000000000,1137.0,4940.76698
2020-01-04T20:00:00.000000000,1344.0,5010.26016
2020-01-04T21:00:00.000000000,1264.0,4921.88552
2020-01-04T22:00:00.000000000,1297.0,4898.19018
2020-01-04T23:00:00.000000000,1211.0,4803.31497
2020-01-05T00:00:00.000000000,1255.0,6066.34818
2020-01-05T01:00:00.000000000,1520.0,6496.79083
2020-01-05T02:00:00.000000000,1509.0,6526.41408
2020-01-05T03:00:00.000000000,1284.0,6187.54671
2020-01-05T04:00:00.000000000,1231.0,6493.40338
2020-01-05T05:00:00.000000000,401.0,6599.92676
2020-01-05T06:00:00.000000000,1013.0,6291.64886
2020-01-05T07:00:00.000000000,899.0,6406.01356
2020-01-05T08:00:00.000000000,977.0,6464.25032
2020-01-05T09:00:00.000000000,1049.0,6347.99263
2020-01-05T10:00:00.000000000,942.0,6772.60983
2020-01-05T11:00:00.000000000,931.0,6563.5259
2020-01-05T12:00:00.000000000,1065.0,6345.80174
2020-01-05T13:00:00.000000000,1259.0,6399.21192
2020-01-05T14:00:00.000000000,1558.0,5916.8957
2020-01-05T15:00:00.000000000,1516.0,5906.69981
2020-01-05T16:00:00.000000000,1652.0,5811.07511
2020-01-05T17:00:00.000000000,1818.0,6174.04181
2020-01-05T18:00:00.000000000,1705.0,6086.57173
2020-01-05T19:00:00.000000000,1596.0,6032.05931
2020-01-05T20:00:00.000000000,1423.0,5996.5367
2020-01-05T21:00:00.000000000,1302.0,5919.99976
2020-01-05T22:00:00.000000000,1234.0,5831.26285
2020-01-05T23:00:00.000000000,1062.0,5628.51172
2020-01-03T00:00:00.000000000,726.0,1947.5417
2020-01-03T01:00:00.000000000,882.0,1891.67481
2020-01-03T02:00:00.000000000,953.0,1850.22407
2020-01-03T03:00:00.000000000,871.0,1734.23899
2020-01-03T04:00:00.000000000,774.0,1894.37409
2020-01-03T05:00:00.000000000,1758.0,1758.12884
2020-01-03T06:00:00.000000000,575.0,1649.1746
2020-01-03T07:00:00.000000000,367.0,1471.33646
2020-01-03T08:00:00.000000000,294.0,1406.0607
2020-01-03T09:00:00.000000000,266.0,1276.44524
2020-01-03T10:00:00.000000000,297.0,1041.80188
2020-01-03T11:00:00.000000000,336.0,1080.91426
2020-01-03T12:00:00.000000000,390.0,932.5035
2020-01-03T13:00:00.000000000,399.0,853.14542
2020-01-03T14:00:00.000000000,367.0,942.1248
2020-01-03T15:00:00.000000000,297.0,760.82309
2020-01-03T16:00:00.000000000,465.0,884.97096
2020-01-03T17:00:00.000000000,370.0,939.05571
2020-01-03T18:00:00.000000000,250.0,948.30067
2020-01-03T19:00:00.000000000,134.0,1179.4968
2020-01-03T20:00:00.000000000,129.0,1113.11041
2020-01-03T21:00:00.000000000,99.0,1257.33402
2020-01-03T22:00:00.000000000,101.0,1351.80694
2020-01-03T23:00:00.000000000,207.0,1589.69685
2020-01-04T00:00:00.000000000,266.0,2330.60796
2020-01-04T01:00:00.000000000,202.0,2660.31187
2020-01-04T02:00:00.000000000,175.0,2782.3576
2020-01-04T03:00:00.000000000,214.0,2764.81779
2020-01-04T04:00:00.000000000,303.0,2994.72039
2020-01-04T05:00:00.000000000,603.0,3189.00108
2020-01-04T06:00:00.000000000,424.0,3123.73054
2020-01-04T07:00:00.000000000,510.0,3473.53649
2020-01-04T08:00:00.000000000,467.0,3562.38789
2020-01-04T09:00:00.000000000,608.0,3595.42625
2020-01-04T10:00:00.000000000,606.0,3987.78452
2020-01-04T11:00:00.000000000,598.0,4013.66077
2020-01-04T12:00:00.000000000,542.0,4091.95242
2020-01-04T13:00:00.000000000,547.0,4237.02629
