datetime,hydro_actual,avg_hydro_production_forecast
2020-01-01T00:00:00.000000000,3697.0,3251.44469
2020-01-01T01:00:00.000000000,2691.0,2387.5311
2020-01-01T02:00:00.000000000,1753.0,1521.421
2020-01-01T03:00:00.000000000,964.0,1188.62301
2020-01-01T04:00:00.000000000,933.0,1152.60932
2020-01-01T05:00:00.000000000,696.0,1088.55863
2020-01-01T06:00:00.000000000,489.0,977.62696
2020-01-01T07:00:00.000000000,503.0,702.10531
2020-01-01T08:00:00.000000000,492.0,729.63398
2020-01-01T09:00:00.000000000,581.0,1155.77598
2020-01-01T10:00:00.000000000,1020.0,2078.50588
2020-01-01T11:00:00.000000000,1136.0,2871.51278
2020-01-01T12:00:00.000000000,1502.0,3187.13873
2020-01-01T13:00:00.000000000,1782.0,2733.8971
2020-01-01T14:00:00.000000000,1810.0,2076.92591
2020-01-01T15:00:00.000000000,1847.0,1624.41187
2020-01-01T16:00:00.000000000,1236.0,1342.23466
2020-01-01T17:00:00.000000000,1108.0,1209.10383
2020-01-01T18:00:00.000000000,1089.0,1254.68962
2020-01-01T19:00:00.000000000,1138.0,1408.04419
2020-01-01T20:00:00.000000000,1125.0,1740.33401
2020-01-01T21:00:00.000000000,1179.0,2352.52662
2020-01-01T22:00:00.000000000,1882.0,3139.69754
2020-01-01T23:00:00.000000000,3361.0,3728.49214
2020-01-02T00:00:00.000000000,3863.0,2390.80342
2020-01-02T01:00:00.000000000,3136.0,2137.55053
2020-01-02T02:00:00.000000000,2238.0,1947.57847
2020-01-02T03:00:00.000000000,1662.0,1796.3461
2020-01-02T04:00:00.000000000,1146.0,1464.50675
2020-01-02T05:00:00.000000000,920.0,1144.4257
2020-01-02T06:00:00.000000000,757.0,1138.74495
2020-01-02T07:00:00.000000000,711.0,1242.90449
2020-01-02T08:00:00.000000000,729.0,1538.98703
2020-01-02T09:00:00.000000000,766.0,1826.38099
2020-01-02T10:00:00.000000000,954.0,2001.53506
2020-01-02T11:00:00.000000000,4108.0,2212.60267
2020-01-02T12:00:00.000000000,5089.0,2344.86289
2020-01-02T13:00:00.000000000,2910.0,2379.07758
2020-01-02T14:00:00.000000000,2052.0,2147.83461
2020-01-02T15:00:00.000000000,1186.0,1886.00922
2020-01-02T16:00:00.000000000,1143.0,1660.82557
2020-01-02T17:00:00.000000000,1133.0,1600.79323
2020-01-02T18:00:00.000000000,1156.0,1533.40643
2020-01-02T19:00:00.000000000,1182.0,1676.04147
2020-01-02T20:00:00.000000000,1305.0,1826.68555
2020-01-02T21:00:00.000000000,1714.0,2084.94017
2020-01-02T22:00:00.000000000,3311.0,2317.27938
2020-01-02T23:00:00.000000000,3798.0,2324.16194
2020-01-03T00:00:00.000000000,3012.0,2283.56545
2020-01-03T01:00:00.000000000,2458.0,2266.67924
2020-01-03T02:00:00.000000000,1549.0,2193.44905
2020-01-03T03:00:00.000000000,995.0,2048.36853
2020-01-03T04:00:00.000000000,974.0,1690.89241
2020-01-03T05:00:00.000000000,771.0,1260.66612
2020-01-03T06:00:00.000000000,852.0,1093.55525
2020-01-03T07:00:00.000000000,815.0,1014.44451
2020-01-03T08:00:00.000000000,787.0,1116.64009
2020-01-03T09:00:00.000000000,856.0,1281.43297
2020-01-03T10:00:00.000000000,943.0,1467.0618
2020-01-03T11:00:00.000000000,2512.0,1774.93598
2020-01-03T12:00:00.000000000,3805.0,2116.29575
2020-01-03T13:00:00.000000000,3927.0,2333.33194
2020-01-03T14:00:00.000000000,3154.0,2262.61272
2020-01-03T15:00:00.000000000,3747.0,2060.3055
2020-01-03T16:00:00.000000000,2882.0,1771.65705
2020-01-03T17:00:00.000000000,1245.0,1560.9646
2020-01-03T18:00:00.000000000,1266.0,1342.45099
2020-01-03T19:00:00.000000000,1308.0,1317.76113
2020-01-03T20:00:00.000000000,1416.0,1357.12417
2020-01-03T21:00:00.000000000,1917.0,1553.52651
2020-01-03T22:00:00.000000000,3492.0,1783.58209
2020-01-03T23:00:00.000000000,3392.0,1945.35953
2020-01-04T00:00:00.000000000,2471.0,2242.05098
2020-01-04T01:00:00.000000000,1838.0,2239.22733
2020-01-04T02:00:00.000000000,1308.0,2173.12046
2020-01-04T03:00:00.000000000,989.0,2031.19269
2020-01-04T04:00:00.000000000,858.0,1676.81944
2020-01-04T05:00:00.000000000,861.0,1247.65203
2020-01-04T06:00:00.000000000,812.0,1076.19143
2020-01-04T07:00:00.000000000,883.0,989.37919
2020-01-04T08:00:00.000000000,874.0,1078.68458
2020-01-04T09:00:00.000000000,825.0,1234.47571
2020-01-04T10:00:00.000000000,852.0,1418.86647
2020-01-04T11:00:00.000000000,1246.0,1728.13095
2020-01-04T12:00:00.000000000,1278.0,2079.09737
2020-01-04T13:00:00.000000000,1276.0,2302.61932
2020-01-04T14:00:00.000000000,1303.0,2240.60881
2020-01-04T15:00:00.000000000,1119.0,2045.41849
2020-01-04T16:00:00.000000000,1073.0,1758.54802
