datetime,hydro_actual,avg_hydro_production_forecast
2020-01-01T00:00:00.000000000,3697,3251.4446
2020-01-01T01:00:00.000000000,2691,2387.531
2020-01-01T02:00:00.000000000,1753,1521.421
2020-01-01T03:00:00.000000000,964,1188.623
2020-01-01T04:00:00.000000000,933,1152.6093
2020-01-01T05:00:00.000000000,696,1088.5586
2020-01-01T06:00:00.000000000,489,977.62695
2020-01-01T07:00:00.000000000,503,702.1053
2020-01-01T08:00:00.000000000,492,729.634
2020-01-01T09:00:00.000000000,581,1155.776
2020-01-01T10:00:00.000000000,1020,2078.5059
2020-01-01T11:00:00.000000000,1136,2871.5127
2020-01-01T12:00:00.000000000,1502,3187.1387
2020-01-01T13:00:00.000000000,1782,2733.8972
2020-01-01T14:00:00.000000000,1810,2076.926
2020-01-01T15:00:00.000000000,1847,1624.4119
2020-01-01T16:00:00.000000000,1236,1342.2347
2020-01-01T17:00:00.000000000,1108,1209.1038
2020-01-01T18:00:00.000000000,1089,1254.6896
2020-01-01T19:00:00.000000000,1138,1408.0442
2020-01-01T20:00:00.000000000,1125,1740.334
2020-01-01T21:00:00.000000000,1179,2352.5266
2020-01-01T22:00:00.000000000,1882,3139.6975
2020-01-01T23:00:00.000000000,3361,3728.4922
2020-01-02T00:00:00.000000000,3863,2898.3586
2020-01-02T01:00:00.000000000,3136,2524.8687
2020-01-02T02:00:00.000000000,2238,1801.1403
2020-01-02T03:00:00.000000000,1662,1322.946
2020-01-02T04:00:00.000000000,1146,1086.0695
2020-01-02T05:00:00.000000000,920,1065.0635
2020-01-02T06:00:00.000000000,757,967.15686
2020-01-02T07:00:00.000000000,711,687.06445
2020-01-02T08:00:00.000000000,729,582.5428
2020-01-02T09:00:00.000000000,766,692.1917
2020-01-02T10:00:00.000000000,954,1234.4521
2020-01-02T11:00:00.000000000,4108,2000.6064
2020-01-02T12:00:00.000000000,5089,2665.5469
2020-01-02T13:00:00.000000000,2910,2636.5457
2020-01-02T14:00:00.000000000,2052,2247.844
2020-01-02T15:00:00.000000000,1186,1791.6284
2020-01-02T16:00:00.000000000,1143,1484.8915
2020-01-02T17:00:00.000000000,1133,1324.6439
2020-01-02T18:00:00.000000000,1156,1278.765
2020-01-02T19:00:00.000000000,1182,1290.3246
2020-01-02T20:00:00.000000000,1305,1319.6588
2020-01-02T21:00:00.000000000,1714,1641.9084
2020-01-02T22:00:00.000000000,3311,2231.1494
2020-01-02T23:00:00.000000000,3798,3043.061
2020-01-03T00:00:00.000000000,3012,3445.3645
2020-01-03T01:00:00.000000000,2458,2830.5042
2020-01-03T02:00:00.000000000,1549,1985.2083
2020-01-03T03:00:00.000000000,995,1464.7467
2020-01-03T04:00:00.000000000,974,1252.7892
2020-01-03T05:00:00.000000000,771,1154.4136
2020-01-03T06:00:00.000000000,852,1104.7587
2020-01-03T07:00:00.000000000,815,943.6245
2020-01-03T08:00:00.000000000,787,999.07776
2020-01-03T09:00:00.000000000,856,1237.9731
2020-01-03T10:00:00.000000000,943,1964.7661
2020-01-03T11:00:00.000000000,2512,2752.0825
2020-01-03T12:00:00.000000000,3805,3208.3752
2020-01-03T13:00:00.000000000,3927,2895.5566
2020-01-03T14:00:00.000000000,3154,2312.7942
2020-01-03T15:00:00.000000000,3747,1792.0197
2020-01-03T16:00:00.000000000,2882,1471.2062
2020-01-03T17:00:00.000000000,1245,1350.1194
2020-01-03T18:00:00.000000000,1266,1382.303
2020-01-03T19:00:00.000000000,1308,1424.1396
2020-01-03T20:00:00.000000000,1416,1415.891
