UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
2023-01-01 00:00:00,2342.0,349.0,3929.0,3.0,298.0,0.0,214.0,289.0,261.0
2023-01-01 01:00:00,2304.0,352.0,3933.0,3.0,288.0,0.0,189.0,289.0,260.0
2023-01-01 02:00:00,2283.0,347.0,3934.0,3.0,282.0,0.0,159.0,289.0,259.0
2023-01-01 03:00:00,2285.0,349.0,3929.0,3.0,284.0,0.0,160.0,289.0,260.0
2023-01-01 04:00:00,2311.0,350.0,3931.0,3.0,236.0,0.0,148.0,289.0,260.0
2023-01-01 05:00:00,2260.0,355.0,3934.0,3.0,330.0,0.0,141.0,290.0,275.0
2023-01-01 06:00:00,2194.0,358.0,3934.0,3.0,291.0,3.0,148.0,291.0,280.0
2023-01-01 07:00:00,2172.0,354.0,3935.0,3.0,343.0,54.0,170.0,290.0,289.0
2023-01-01 08:00:00,2072.0,350.0,3934.0,3.0,271.0,289.0,181.0,292.0,291.0
2023-01-01 09:00:00,2102.0,345.0,3933.0,3.0,274.0,542.0,177.0,291.0,292.0
2023-01-01 10:00:00,2120.0,348.0,3930.0,3.0,273.0,674.0,173.0,290.0,290.0
2023-01-01 11:00:00,2107.0,346.0,3925.0,3.0,305.0,645.0,171.0,290.0,285.0
2023-01-01 12:00:00,2132.0,354.0,3924.0,3.0,276.0,487.0,158.0,289.0,284.0
2023-01-01 13:00:00,2157.0,354.0,3922.0,3.0,260.0,274.0,164.0,285.0,284.0
2023-01-01 14:00:00,2190.0,356.0,3921.0,3.0,351.0,74.0,163.0,291.0,279.0
2023-01-01 15:00:00,2239.0,359.0,3920.0,3.0,459.0,5.0,157.0,291.0,286.0
2023-01-01 16:00:00,2319.0,360.0,3924.0,3.0,434.0,0.0,139.0,291.0,289.0
2023-01-01 17:00:00,2385.0,356.0,3924.0,3.0,493.0,0.0,127.0,291.0,291.0
2023-01-01 18:00:00,2382.0,358.0,3924.0,3.0,494.0,0.0,126.0,291.0,296.0
2023-01-01 19:00:00,2363.0,360.0,3926.0,3.0,327.0,0.0,122.0,291.0,297.0
2023-01-01 20:00:00,2324.0,357.0,3929.0,3.0,294.0,0.0,132.0,291.0,287.0
2023-01-01 21:00:00,2219.0,348.0,3928.0,3.0,294.0,0.0,156.0,290.0,266.0
2023-01-01 22:00:00,2202.0,345.0,3927.0,3.0,281.0,0.0,178.0,286.0,263.0
2023-01-01 23:00:00,2120.0,342.0,3930.0,2.0,257.0,0.0,157.0,284.0,262.0
2023-01-02 00:00:00,2111.0,342.0,3932.0,3.0,254.0,0.0,167.0,285.0,263.0
2023-01-02 01:00:00,2070.0,342.0,3934.0,3.0,196.0,0.0,169.0,285.0,263.0
2023-01-02 02:00:00,2075.0,343.0,3931.0,3.0,196.0,0.0,193.0,289.0,263.0
2023-01-02 03:00:00,2087.0,345.0,3931.0,3.0,305.0,0.0,174.0,290.0,263.0
2023-01-02 04:00:00,2193.0,345.0,3934.0,3.0,347.0,0.0,159.0,289.0,263.0
2023-01-02 05:00:00,2444.0,380.0,3936.0,3.0,394.0,0.0,156.0,291.0,278.0
2023-01-02 06:00:00,2985.0,388.0,3937.0,3.0,374.0,4.0,156.0,299.0,286.0
2023-01-02 07:00:00,3209.0,374.0,3939.0,3.0,535.0,36.0,168.0,291.0,291.0
2023-01-02 08:00:00,3358.0,371.0,3941.0,3.0,689.0,174.0,162.0,288.0,297.0
2023-01-02 09:00:00,3435.0,370.0,3939.0,3.0,735.0,353.0,158.0,287.0,296.0
2023-01-02 10:00:00,3554.0,368.0,3936.0,3.0,612.0,502.0,137.0,287.0,296.0
2023-01-02 11:00:00,3699.0,367.0,3939.0,3.0,394.0,438.0,112.0,287.0,294.0
2023-01-02 12:00:00,3819.0,367.0,3940.0,3.0,294.0,304.0,106.0,290.0,290.0
2023-01-02 13:00:00,3892.0,368.0,3935.0,3.0,367.0,162.0,109.0,289.0,292.0
2023-01-02 14:00:00,3901.0,368.0,3933.0,3.0,309.0,46.0,121.0,287.0,295.0
2023-01-02 15:00:00,4025.0,371.0,3936.0,3.0,299.0,5.0,137.0,287.0,298.0
2023-01-02 16:00:00,4069.0,372.0,3936.0,3.0,309.0,0.0,138.0,292.0,302.0
2023-01-02 17:00:00,4146.0,374.0,3934.0,3.0,384.0,0.0,140.0,293.0,303.0
2023-01-02 18:00:00,4191.0,375.0,3937.0,3.0,432.0,0.0,149.0,292.0,301.0
2023-01-02 19:00:00,4093.0,372.0,3940.0,3.0,380.0,0.0,180.0,288.0,297.0
