datetime,wind_actual,avg_wind_production_forecast
2020-01-01T00:00:00.000000000,9973,9754.709
2020-01-01T01:00:00.000000000,9960,9785.14
2020-01-01T02:00:00.000000000,9460,9931.631
2020-01-01T03:00:00.000000000,8922,10131.829
2020-01-01T04:00:00.000000000,9074,9760.738
2020-01-01T05:00:00.000000000,9872,9950.419
2020-01-01T06:00:00.000000000,9786,9516.119
2020-01-01T07:00:00.000000000,9233,10048.122
2020-01-01T08:00:00.000000000,8661,10484.353
2020-01-01T09:00:00.000000000,8124,11105.571
2020-01-01T10:00:00.000000000,8339,11666.933
2020-01-01T11:00:00.000000000,9568,11918.089
2020-01-01T12:00:00.000000000,9918,12516.106
2020-01-01T13:00:00.000000000,10168,13524.609
2020-01-01T14:00:00.000000000,11555,13710.494
2020-01-01T15:00:00.000000000,12425,14519.738
2020-01-01T16:00:00.000000000,13652,15083.78
2020-01-01T17:00:00.000000000,14190,15318.861
2020-01-01T18:00:00.000000000,14676,16075.879
2020-01-01T19:00:00.000000000,15789,16224.782
2020-01-01T20:00:00.000000000,15871,16668.87
2020-01-01T21:00:00.000000000,16183,17562.262
2020-01-01T22:00:00.000000000,15799,17617.25
2020-01-01T23:00:00.000000000,15941,17664.867
2020-01-02T00:00:00.000000000,15974,16779.172
2020-01-02T01:00:00.000000000,16211,18572.047
2020-01-02T02:00:00.000000000,16392,18862.979
2020-01-02T03:00:00.000000000,16828,19731.98
2020-01-02T04:00:00.000000000,17223,19726.902
2020-01-02T05:00:00.000000000,17646,20670.43
2020-01-02T06:00:00.000000000,18346,20722.836
2020-01-02T07:00:00.000000000,19670,21226.133
2020-01-02T08:00:00.000000000,20677,22698.11
2020-01-02T09:00:00.000000000,21835,22595.51
2020-01-02T10:00:00.000000000,23371,23354.361
2020-01-02T11:00:00.000000000,24306,23067.031
2020-01-02T12:00:00.000000000,25149,23996.912
2020-01-02T13:00:00.000000000,25512,23957.316
2020-01-02T14:00:00.000000000,25807,23913.686
2020-01-02T15:00:00.000000000,25787,24010.877
2020-01-02T16:00:00.000000000,25997,24994.945
2020-01-02T17:00:00.000000000,26372,24049.188
2020-01-02T18:00:00.000000000,27246,24082.553
2020-01-02T19:00:00.000000000,27166,23118.479
2020-01-02T20:00:00.000000000,26625,23100.56
2020-01-02T21:00:00.000000000,25882,22560.293
2020-01-02T22:00:00.000000000,24785,21676.35
2020-01-02T23:00:00.000000000,23813,21509.559
2020-01-03T00:00:00.000000000,23120,23333.324
2020-01-03T01:00:00.000000000,23650,23983.635
2020-01-03T02:00:00.000000000,23033,23576.66
2020-01-03T03:00:00.000000000,22248,23555.465
2020-01-03T04:00:00.000000000,21497,22459.746
2020-01-03T05:00:00.000000000,19982,22717.562
2020-01-03T06:00:00.000000000,19982,21788.299
2020-01-03T07:00:00.000000000,19105,22126.422
2020-01-03T08:00:00.000000000,21039,22305.07
2020-01-03T09:00:00.000000000,21461,22259.145
2020-01-03T10:00:00.000000000,21570,22237.666
2020-01-03T11:00:00.000000000,21435,21635.113
2020-01-03T12:00:00.000000000,22561,21673.344
2020-01-03T13:00:00.000000000,22293,22172.672
2020-01-03T14:00:00.000000000,22355,21374.504
2020-01-03T15:00:00.000000000,22420,21731.877
2020-01-03T16:00:00.000000000,22879,22101.057
2020-01-03T17:00:00.000000000,22506,21295.738
2020-01-03T18:00:00.000000000,23033,20571.746
2020-01-03T19:00:00.000000000,24408,20632.148
2020-01-03T20:00:00.000000000,24635,20090.111
2020-01-03T21:00:00.000000000,24724,19829.164
2020-01-03T22:00:00.000000000,24033,19495.623
2020-01-03T23:00:00.000000000,23662,19052.588
2020-01-04T00:00:00.000000000,23110,22510.346
2020-01-04T01:00:00.000000000,23044,22287.602
2020-01-04T02:00:00.000000000,22445,21216.012
2020-01-04T03:00:00.000000000,21715,20663.535
2020-01-04T04:00:00.000000000,21794,19505.238
2020-01-04T05:00:00.000000000,22258,19139.53
2020-01-04T06:00:00.000000000,21743,16963.334
2020-01-04T07:00:00.000000000,20846,16950.742
2020-01-04T08:00:00.000000000,20410,16358.956
2020-01-04T09:00:00.000000000,19803,15802.451
2020-01-04T10:00:00.000000000,18952,15611.948
2020-01-04T11:00:00.000000000,18867,13711.765
2020-01-04T12:00:00.000000000,18471,13657.912
2020-01-04T13:00:00.000000000,17950,14448.69
2020-01-04T14:00:00.000000000,16870,13267.978
2020-01-04T15:00:00.000000000,14647,13731.216
2020-01-04T16:00:00.000000000,12840,13439.102
2020-01-04T17:00:00.000000000,12655,13576.179
2020-01-04T18:00:00.000000000,12383,12891.647
2020-01-04T19:00:00.000000000,12248,13991.78
2020-01-04T20:00:00.000000000,12960,14171.52
2020-01-04T21:00:00.000000000,13697,14182.454
2020-01-04T22:00:00.000000000,15060,14331.763
2020-01-04T23:00:00.000000000,15342,14662.56
2020-01-05T00:00:00.000000000,16214,14920.599
2020-01-05T01:00:00.000000000,15353,15784.565
2020-01-05T02:00:00.000000000,15027,15843.797
2020-01-05T03:00:00.000000000,15260,16454.273
2020-01-05T04:00:00.000000000,15964,16472.771
2020-01-05T05:00:00.000000000,15604,17042.627
2020-01-05T06:00:00.000000000,15786,16336.082
2020-01-05T07:00:00.000000000,17546,16812.742
2020-01-05T08:00:00.000000000,18848,17663.12
2020-01-05T09:00:00.000000000,19957,17626.242
2020-01-05T10:00:00.000000000,20316,18172.309
2020-01-05T11:00:00.000000000,21080,17208.686
2020-01-05T12:00:00.000000000,21768,17951.71
