,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
0,2019-01-01 00:00:00,603.97,4312.0,1275.0,40.0,86.0,489.0,106.0
1,2019-01-01 01:00:00,611.0,4336.0,1527.0,41.0,2.0,406.0,104.0
2,2019-01-01 02:00:00,615.42,4398.0,1669.0,38.0,0.0,323.0,101.0
3,2019-01-01 03:00:00,623.52,4454.0,1510.0,40.0,0.0,313.0,102.0
4,2019-01-01 04:00:00,623.98,4465.0,1411.0,38.0,0.0,353.0,102.0
5,2019-01-01 05:00:00,626.76,4442.0,1313.0,43.0,0.0,355.0,102.0
6,2019-01-01 06:00:00,627.02,4411.0,1308.0,39.0,0.0,352.0,101.0
7,2019-01-01 07:00:00,619.85,4463.0,1354.0,41.0,0.0,415.0,101.0
8,2019-01-01 08:00:00,621.39,4484.0,1339.0,43.0,0.0,408.0,101.0
9,2019-01-01 09:00:00,629.19,4340.0,1065.0,42.0,0.0,413.0,100.0
10,2019-01-01 10:00:00,635.27,4406.0,1057.0,41.0,0.0,373.0,102.0
11,2019-01-01 11:00:00,644.9,4413.0,1022.0,40.0,0.0,301.0,101.0
12,2019-01-01 12:00:00,646.45,4417.0,1108.0,44.0,0.0,247.0,100.0
13,2019-01-01 13:00:00,650.53,4407.0,1125.0,39.0,0.0,206.0,99.0
14,2019-01-01 14:00:00,651.87,4416.0,1123.0,42.0,0.0,193.0,101.0
15,2019-01-01 15:00:00,636.58,4398.0,1151.0,41.0,0.0,320.0,100.0
16,2019-01-01 16:00:00,623.38,4389.0,1029.0,40.0,74.0,422.0,98.0
17,2019-01-01 17:00:00,589.4,4145.0,925.0,42.0,350.0,461.0,101.0
18,2019-01-01 18:00:00,563.71,3638.0,922.0,40.0,517.0,395.0,102.0
19,2019-01-01 19:00:00,557.24,3531.0,887.0,42.0,526.0,422.0,103.0
20,2019-01-01 20:00:00,522.42,2970.0,878.0,45.0,516.0,544.0,104.0
21,2019-01-01 21:00:00,486.24,2619.0,877.0,43.0,561.0,680.0,105.0
22,2019-01-01 22:00:00,453.12,2369.0,960.0,40.0,638.0,778.0,103.0
23,2019-01-01 23:00:00,460.18,2625.0,1126.0,44.0,591.0,880.0,102.0
24,2019-01-02 00:00:00,528.94,3648.0,1353.0,45.0,228.0,923.0,103.0
25,2019-01-02 01:00:00,551.73,4211.0,1563.0,43.0,5.0,1031.0,101.0
26,2019-01-02 02:00:00,556.33,4327.0,1614.0,43.0,0.0,1004.0,103.0
27,2019-01-02 03:00:00,554.08,4315.0,1642.0,46.0,0.0,1016.0,103.0
28,2019-01-02 04:00:00,555.34,4292.0,1646.0,41.0,0.0,995.0,102.0
29,2019-01-02 05:00:00,547.62,4127.0,1747.0,45.0,0.0,994.0,103.0
30,2019-01-02 06:00:00,548.42,4108.0,1650.0,42.0,0.0,1011.0,101.0
31,2019-01-02 07:00:00,553.19,4106.0,1504.0,43.0,0.0,998.0,102.0
32,2019-01-02 08:00:00,564.42,4071.0,1369.0,44.0,0.0,897.0,102.0
33,2019-01-02 09:00:00,575.0,4078.0,1153.0,42.0,0.0,859.0,101.0
34,2019-01-02 10:00:00,572.93,4059.0,1165.0,42.0,0.0,871.0,100.0
35,2019-01-02 11:00:00,578.32,4060.0,1160.0,42.0,0.0,815.0,101.0
36,2019-01-02 12:00:00,580.33,4079.0,1062.0,42.0,0.0,835.0,100.0
37,2019-01-02 13:00:00,572.66,4049.0,1102.0,39.0,0.0,896.0,98.0
38,2019-01-02 14:00:00,570.74,4042.0,1021.0,41.0,0.0,941.0,99.0
39,2019-01-02 15:00:00,566.02,4006.0,1064.0,43.0,1.0,962.0,98.0
40,2019-01-02 16:00:00,557.81,4031.0,1055.0,39.0,148.0,922.0,99.0
41,2019-01-02 17:00:00,529.92,4068.0,1000.0,37.0,554.0,882.0,100.0
42,2019-01-02 18:00:00,530.54,4118.0,944.0,38.0,633.0,833.0,102.0
43,2019-01-02 19:00:00,532.58,4171.0,944.0,42.0,581.0,878.0,101.0
44,2019-01-02 20:00:00,526.99,4082.0,1051.0,40.0,558.0,903.0,101.0
45,2019-01-02 21:00:00,528.11,3984.0,873.0,40.0,576.0,881.0,102.0
46,2019-01-02 22:00:00,516.31,3969.0,960.0,43.0,657.0,913.0,103.0
47,2019-01-02 23:00:00,517.68,3982.0,1069.0,42.0,602.0,926.0,100.0
48,2019-01-03 00:00:00,544.71,3960.0,1190.0,42.0,224.0,923.0,100.0
49,2019-01-03 01:00:00,556.86,3974.0,1281.0,41.0,3.0,979.0,98.0
