,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2019-01-01 00:00:00,293.07,426.0,1266.0,991.0,98.0,0.0,81.0
1,2019-01-01 01:00:00,292.32,432.0,1210.0,993.0,98.0,0.0,81.0
2,2019-01-01 02:00:00,289.4,432.0,1133.0,993.0,100.0,0.0,76.0
3,2019-01-01 03:00:00,278.43,375.0,1106.0,990.0,98.0,0.0,71.0
4,2019-01-01 04:00:00,268.17,329.0,1046.0,992.0,99.0,0.0,79.0
5,2019-01-01 05:00:00,265.55,332.0,962.0,992.0,99.0,0.0,81.0
6,2019-01-01 06:00:00,263.38,327.0,920.0,990.0,96.0,0.0,82.0
7,2019-01-01 07:00:00,264.39,329.0,957.0,993.0,100.0,0.0,80.0
8,2019-01-01 08:00:00,265.63,328.0,983.0,993.0,98.0,0.0,81.0
9,2019-01-01 09:00:00,264.63,327.0,956.0,991.0,98.0,0.0,82.0
10,2019-01-01 10:00:00,266.36,329.0,996.0,991.0,99.0,0.0,80.0
11,2019-01-01 11:00:00,263.71,329.0,931.0,993.0,97.0,0.0,81.0
12,2019-01-01 12:00:00,263.36,328.0,928.0,991.0,98.0,0.0,80.0
13,2019-01-01 13:00:00,258.38,330.0,816.0,992.0,98.0,0.0,79.0
14,2019-01-01 14:00:00,256.24,328.0,840.0,992.0,98.0,26.0,79.0
15,2019-01-01 15:00:00,256.87,326.0,870.0,991.0,98.0,33.0,81.0
16,2019-01-01 16:00:00,256.99,325.0,922.0,992.0,98.0,53.0,82.0
17,2019-01-01 17:00:00,256.23,328.0,990.0,993.0,98.0,93.0,80.0
18,2019-01-01 18:00:00,256.38,329.0,1011.0,991.0,97.0,107.0,81.0
19,2019-01-01 19:00:00,258.87,327.0,1049.0,991.0,98.0,92.0,80.0
20,2019-01-01 20:00:00,262.68,327.0,1067.0,993.0,87.0,69.0,79.0
21,2019-01-01 21:00:00,265.93,328.0,1096.0,991.0,93.0,45.0,78.0
22,2019-01-01 22:00:00,268.13,326.0,1107.0,992.0,99.0,18.0,79.0
23,2019-01-01 23:00:00,265.0,329.0,1167.0,993.0,172.0,2.0,77.0
24,2019-01-02 00:00:00,256.67,327.0,1150.0,990.0,257.0,0.0,79.0
25,2019-01-02 01:00:00,252.86,326.0,1081.0,992.0,262.0,0.0,78.0
26,2019-01-02 02:00:00,255.71,298.0,1109.0,992.0,190.0,0.0,79.0
27,2019-01-02 03:00:00,267.31,316.0,1088.0,990.0,99.0,0.0,77.0
28,2019-01-02 04:00:00,264.73,326.0,985.0,993.0,100.0,0.0,78.0
