datetime,other_actual,avg_other_production_forecast
2020-01-01T00:00:00.000000000,710.0,740.69965
2020-01-01T01:00:00.000000000,713.0,723.92069
2020-01-01T02:00:00.000000000,709.0,689.77826
2020-01-01T03:00:00.000000000,722.0,697.9694
2020-01-01T04:00:00.000000000,709.0,642.51591
2020-01-01T05:00:00.000000000,538.0,679.95495
2020-01-01T06:00:00.000000000,57.0,660.75036
2020-01-01T07:00:00.000000000,64.0,640.43649
2020-01-01T08:00:00.000000000,62.0,655.97833
2020-01-01T09:00:00.000000000,53.0,669.77011
2020-01-01T10:00:00.000000000,54.0,710.73773
2020-01-01T11:00:00.000000000,39.0,720.7113
2020-01-01T12:00:00.000000000,40.0,698.82501
2020-01-01T13:00:00.000000000,60.0,715.144
2020-01-01T14:00:00.000000000,50.0,735.91754
2020-01-01T15:00:00.000000000,57.0,773.37824
2020-01-01T16:00:00.000000000,64.0,770.58214
2020-01-01T17:00:00.000000000,67.0,791.91379
2020-01-01T18:00:00.000000000,78.0,775.68529
2020-01-01T19:00:00.000000000,82.0,801.8065
2020-01-01T20:00:00.000000000,81.0,793.08871
2020-01-01T21:00:00.000000000,79.0,783.18385
2020-01-01T22:00:00.000000000,85.0,778.28259
2020-01-01T23:00:00.000000000,89.0,789.60345
2020-01-02T00:00:00.000000000,89.0,627.11569
2020-01-02T01:00:00.000000000,88.0,612.99124
2020-01-02T02:00:00.000000000,90.0,628.16802
2020-01-02T03:00:00.000000000,87.0,611.4009
2020-01-02T04:00:00.000000000,88.0,637.53572
2020-01-02T05:00:00.000000000,90.0,644.14444
2020-01-02T06:00:00.000000000,564.0,661.75042
2020-01-02T07:00:00.000000000,556.0,659.50007
2020-01-02T08:00:00.000000000,544.0,680.23728
2020-01-02T09:00:00.000000000,551.0,701.62799
2020-01-02T10:00:00.000000000,561.0,686.72715
2020-01-02T11:00:00.000000000,559.0,656.5772
2020-01-02T12:00:00.000000000,558.0,662.36899
2020-01-02T13:00:00.000000000,540.0,686.10338
2020-01-02T14:00:00.000000000,554.0,696.57367
2020-01-02T15:00:00.000000000,559.0,715.28032
2020-01-02T16:00:00.000000000,562.0,688.95138
2020-01-02T17:00:00.000000000,571.0,687.28486
2020-01-02T18:00:00.000000000,576.0,703.3557
2020-01-02T19:00:00.000000000,559.0,704.00234
2020-01-02T20:00:00.000000000,553.0,690.01228
2020-01-02T21:00:00.000000000,560.0,706.93256
2020-01-02T22:00:00.000000000,561.0,730.6275
2020-01-02T23:00:00.000000000,554.0,737.98154
2020-01-03T00:00:00.000000000,543.0,579.54628
2020-01-03T01:00:00.000000000,540.0,576.83687
2020-01-03T02:00:00.000000000,559.0,601.87252
2020-01-03T03:00:00.000000000,561.0,589.29268
2020-01-03T04:00:00.000000000,565.0,616.59936
2020-01-03T05:00:00.000000000,563.0,623.90341
2020-01-03T06:00:00.000000000,564.0,640.61668
2020-01-03T07:00:00.000000000,564.0,639.18828
2020-01-03T08:00:00.000000000,567.0,653.73236
2020-01-03T09:00:00.000000000,632.0,669.36942
2020-01-03T10:00:00.000000000,791.0,652.94323
2020-01-03T11:00:00.000000000,856.0,616.43262
2020-01-03T12:00:00.000000000,934.0,616.70423
2020-01-03T13:00:00.000000000,931.0,628.82531
2020-01-03T14:00:00.000000000,936.0,638.06237
2020-01-03T15:00:00.000000000,939.0,648.83365
2020-01-03T16:00:00.000000000,931.0,621.55099
2020-01-03T17:00:00.000000000,938.0,616.70703
2020-01-03T18:00:00.000000000,933.0,632.11581
2020-01-03T19:00:00.000000000,939.0,632.58726
2020-01-03T20:00:00.000000000,935.0,619.20201
2020-01-03T21:00:00.000000000,938.0,641.81269
2020-01-03T22:00:00.000000000,936.0,671.19623
2020-01-03T23:00:00.000000000,934.0,686.60285
2020-01-04T00:00:00.000000000,944.0,579.54628
2020-01-04T01:00:00.000000000,942.0,576.83687
2020-01-04T02:00:00.000000000,972.0,601.87252
2020-01-04T03:00:00.000000000,680.0,589.29268
2020-01-04T04:00:00.000000000,590.0,616.59936
2020-01-04T05:00:00.000000000,565.0,623.90341
2020-01-04T06:00:00.000000000,588.0,640.61668
2020-01-04T07:00:00.000000000,594.0,639.18828
2020-01-04T08:00:00.000000000,595.0,653.73236
2020-01-04T09:00:00.000000000,588.0,669.36942
2020-01-04T10:00:00.000000000,584.0,652.94323
2020-01-04T11:00:00.000000000,577.0,616.43262
2020-01-04T12:00:00.000000000,577.0,616.70423
2020-01-04T13:00:00.000000000,582.0,628.82531
2020-01-04T14:00:00.000000000,582.0,638.06237
2020-01-04T15:00:00.000000000,582.0,648.83365
2020-01-04T16:00:00.000000000,571.0,621.55099
2020-01-04T17:00:00.000000000,584.0,616.70703
2020-01-04T18:00:00.000000000,695.0,632.11581
2020-01-04T19:00:00.000000000,839.0,632.58726
2020-01-04T20:00:00.000000000,936.0,619.20201
2020-01-04T21:00:00.000000000,962.0,641.81269
2020-01-04T22:00:00.000000000,952.0,671.19623
2020-01-04T23:00:00.000000000,946.0,686.60285
2020-01-02T00:00:00.000000000,89.0,490.53043
2020-01-02T01:00:00.000000000,88.0,529.0154
2020-01-02T02:00:00.000000000,90.0,507.86769
2020-01-02T03:00:00.000000000,87.0,492.0343
2020-01-02T04:00:00.000000000,88.0,477.45987
2020-01-02T05:00:00.000000000,90.0,536.45416
2020-01-02T06:00:00.000000000,564.0,577.39417
2020-01-02T07:00:00.000000000,556.0,499.61444
2020-01-02T08:00:00.000000000,544.0,561.44941
2020-01-02T09:00:00.000000000,551.0,565.1827
2020-01-02T10:00:00.000000000,561.0,549.6166
2020-01-02T11:00:00.000000000,559.0,546.2808
2020-01-02T12:00:00.000000000,558.0,561.95589
2020-01-02T13:00:00.000000000,540.0,539.31023
2020-01-02T14:00:00.000000000,554.0,540.1281
2020-01-02T15:00:00.000000000,559.0,556.36786
2020-01-02T16:00:00.000000000,562.0,578.0769
2020-01-02T17:00:00.000000000,571.0,567.5767
2020-01-02T18:00:00.000000000,576.0,537.1521
2020-01-02T19:00:00.000000000,559.0,558.27
2020-01-02T20:00:00.000000000,553.0,546.87146
2020-01-02T21:00:00.000000000,560.0,534.92926
2020-01-02T22:00:00.000000000,561.0,545.19977
2020-01-02T23:00:00.000000000,554.0,579.91437
2020-01-03T00:00:00.000000000,543.0,579.54628
2020-01-03T01:00:00.000000000,540.0,576.83687
2020-01-03T02:00:00.000000000,559.0,601.87252
2020-01-03T03:00:00.000000000,561.0,589.29268
2020-01-03T04:00:00.000000000,565.0,616.59936
2020-01-03T05:00:00.000000000,563.0,623.90341
2020-01-03T06:00:00.000000000,564.0,640.61668
2020-01-03T07:00:00.000000000,564.0,639.18828
2020-01-03T08:00:00.000000000,567.0,653.73236
2020-01-03T09:00:00.000000000,632.0,669.36942
2020-01-03T10:00:00.000000000,791.0,652.94323
2020-01-03T11:00:00.000000000,856.0,616.43262
2020-01-03T12:00:00.000000000,934.0,616.70423
2020-01-03T13:00:00.000000000,931.0,628.82531
2020-01-03T14:00:00.000000000,936.0,638.06237
2020-01-03T15:00:00.000000000,939.0,648.83365
2020-01-03T16:00:00.000000000,931.0,621.55099
2020-01-03T17:00:00.000000000,938.0,616.70703
2020-01-03T18:00:00.000000000,933.0,632.11581
2020-01-03T19:00:00.000000000,939.0,632.58726
2020-01-03T20:00:00.000000000,935.0,619.20201
2020-01-03T21:00:00.000000000,938.0,641.81269
2020-01-03T22:00:00.000000000,936.0,671.19623
2020-01-03T23:00:00.000000000,934.0,686.60285
2020-01-04T00:00:00.000000000,944.0,579.54628
2020-01-04T01:00:00.000000000,942.0,576.83687
2020-01-04T02:00:00.000000000,972.0,601.87252
2020-01-04T03:00:00.000000000,680.0,589.29268
2020-01-04T04:00:00.000000000,590.0,616.59936
2020-01-04T05:00:00.000000000,565.0,623.90341
2020-01-04T06:00:00.000000000,588.0,640.61668
2020-01-04T07:00:00.000000000,594.0,639.18828
2020-01-04T08:00:00.000000000,595.0,653.73236
2020-01-04T09:00:00.000000000,588.0,669.36942
2020-01-04T10:00:00.000000000,584.0,652.94323
2020-01-04T11:00:00.000000000,577.0,616.43262
2020-01-04T12:00:00.000000000,577.0,616.70423
2020-01-04T13:00:00.000000000,582.0,628.82531
2020-01-04T14:00:00.000000000,582.0,638.06237
2020-01-04T15:00:00.000000000,582.0,648.83365
2020-01-04T16:00:00.000000000,571.0,621.55099
2020-01-04T17:00:00.000000000,584.0,616.70703
2020-01-04T18:00:00.000000000,695.0,632.11581
2020-01-04T19:00:00.000000000,839.0,632.58726
2020-01-04T20:00:00.000000000,936.0,619.20201
2020-01-04T21:00:00.000000000,962.0,641.81269
2020-01-04T22:00:00.000000000,952.0,671.19623
2020-01-04T23:00:00.000000000,946.0,686.60285
2020-01-05T00:00:00.000000000,942.0,579.54628
2020-01-05T01:00:00.000000000,943.0,576.83687
2020-01-05T02:00:00.000000000,898.0,601.87252
2020-01-05T03:00:00.000000000,898.0,589.29268
2020-01-05T04:00:00.000000000,693.0,616.59936
2020-01-05T05:00:00.000000000,596.0,623.90341
2020-01-05T06:00:00.000000000,558.0,640.61668
2020-01-05T07:00:00.000000000,556.0,639.18828
2020-01-05T08:00:00.000000000,542.0,653.73236
2020-01-05T09:00:00.000000000,536.0,669.36942
2020-01-05T10:00:00.000000000,554.0,652.94323
2020-01-05T11:00:00.000000000,539.0,616.43262
2020-01-05T12:00:00.000000000,539.0,616.70423
2020-01-05T13:00:00.000000000,534.0,628.82531
2020-01-05T14:00:00.000000000,523.0,638.06237
2020-01-05T15:00:00.000000000,530.0,648.83365
2020-01-05T16:00:00.000000000,516.0,621.55099
2020-01-05T17:00:00.000000000,521.0,616.70703
2020-01-05T18:00:00.000000000,642.0,632.11581
2020-01-05T19:00:00.000000000,775.0,632.58726
2020-01-05T20:00:00.000000000,817.0,619.20201
2020-01-05T21:00:00.000000000,892.0,641.81269
2020-01-05T22:00:00.000000000,914.0,671.19623
2020-01-05T23:00:00.000000000,900.0,686.60285
2020-01-03T00:00:00.000000000,543.0,639.99159
2020-01-03T01:00:00.000000000,540.0,619.97201
2020-01-03T02:00:00.000000000,559.0,607.2381
2020-01-03T03:00:00.000000000,561.0,620.0749
2020-01-03T04:00:00.000000000,565.0,573.41534
2020-01-03T05:00:00.000000000,563.0,610.9366
2020-01-03T06:00:00.000000000,564.0,598.407
2020-01-03T07:00:00.000000000,564.0,592.0852
2020-01-03T08:00:00.000000000,567.0,594.2011
2020-01-03T09:00:00.000000000,632.0,606.70123
2020-01-03T10:00:00.000000000,791.0,631.90389
2020-01-03T11:00:00.000000000,856.0,663.84261
2020-01-03T12:00:00.000000000,934.0,647.15879
2020-01-03T13:00:00.000000000,931.0,667.598
2020-01-03T14:00:00.000000000,936.0,653.27435
2020-01-03T15:00:00.000000000,939.0,697.38525
2020-01-03T16:00:00.000000000,931.0,675.65959
2020-01-03T17:00:00.000000000,938.0,710.0924
2020-01-03T18:00:00.000000000,933.0,688.4904
2020-01-03T19:00:00.000000000,939.0,688.20264
2020-01-03T20:00:00.000000000,935.0,701.78961
2020-01-03T21:00:00.000000000,938.0,690.50353
2020-01-03T22:00:00.000000000,936.0,689.10449
2020-01-03T23:00:00.000000000,934.0,671.03809
2020-01-04T00:00:00.000000000,944.0,579.54628
2020-01-04T01:00:00.000000000,942.0,576.83687
2020-01-04T02:00:00.000000000,972.0,601.87252
2020-01-04T03:00:00.000000000,680.0,589.29268
2020-01-04T04:00:00.000000000,590.0,616.59936
2020-01-04T05:00:00.000000000,565.0,623.90341
2020-01-04T06:00:00.000000000,588.0,640.61668
2020-01-04T07:00:00.000000000,594.0,639.18828
2020-01-04T08:00:00.000000000,595.0,653.73236
2020-01-04T09:00:00.000000000,588.0,669.36942
2020-01-04T10:00:00.000000000,584.0,652.94323
2020-01-04T11:00:00.000000000,577.0,616.43262
2020-01-04T12:00:00.000000000,577.0,616.70423
2020-01-04T13:00:00.000000000,582.0,628.82531
