,UTC time,actual_carbon_intensity_direct,forecasted_carbon_intensity_direct
0,2021-07-01 00:00:00,402.21,405.93
1,2021-07-01 01:00:00,405.33,406.76
2,2021-07-01 02:00:00,403.6,403.38
3,2021-07-01 03:00:00,398.23,395.96
4,2021-07-01 04:00:00,401.77,386.98
5,2021-07-01 05:00:00,386.31,378.84
6,2021-07-01 06:00:00,376.65,373.05
7,2021-07-01 07:00:00,370.79,373.32
8,2021-07-01 08:00:00,369.4,369.92
9,2021-07-01 09:00:00,370.1,370.11
10,2021-07-01 10:00:00,370.01,372.68
11,2021-07-01 11:00:00,373.61,377.08
12,2021-07-01 12:00:00,372.12,379.83
13,2021-07-01 13:00:00,372.42,380.57
14,2021-07-01 14:00:00,378.13,385.51
15,2021-07-01 15:00:00,378.54,390.6
16,2021-07-01 16:00:00,370.61,387.6
17,2021-07-01 17:00:00,368.48,386.26
18,2021-07-01 18:00:00,364.64,385.37
19,2021-07-01 19:00:00,360.07,385.06
20,2021-07-01 20:00:00,362.0,382.01
21,2021-07-01 21:00:00,365.41,388.69
22,2021-07-01 22:00:00,366.31,390.44
23,2021-07-01 23:00:00,372.96,393.11
24,2021-07-02 00:00:00,371.8,386.55
25,2021-07-02 01:00:00,368.19,391.03
26,2021-07-02 02:00:00,365.54,389.61
27,2021-07-02 03:00:00,357.61,385.37
28,2021-07-02 04:00:00,392.98,382.34
29,2021-07-02 05:00:00,336.99,369.72
30,2021-07-02 06:00:00,332.67,364.27
31,2021-07-02 07:00:00,326.42,359.42
32,2021-07-02 08:00:00,323.53,352.37
33,2021-07-02 09:00:00,324.04,349.31
34,2021-07-02 10:00:00,326.91,352.54
35,2021-07-02 11:00:00,330.39,360.42
36,2021-07-02 12:00:00,339.19,366.4
37,2021-07-02 13:00:00,344.61,371.34
38,2021-07-02 14:00:00,346.19,375.96
39,2021-07-02 15:00:00,340.69,380.57
40,2021-07-02 16:00:00,333.24,382.39
41,2021-07-02 17:00:00,334.74,379.93
42,2021-07-02 18:00:00,334.08,378.32
43,2021-07-02 19:00:00,330.48,376.54
44,2021-07-02 20:00:00,330.37,372.4
45,2021-07-02 21:00:00,333.71,374.8
46,2021-07-02 22:00:00,336.37,377.51
47,2021-07-02 23:00:00,342.93,381.65
48,2021-07-03 00:00:00,340.11,372.3
49,2021-07-03 01:00:00,338.45,377.12
50,2021-07-03 02:00:00,334.92,376.41
51,2021-07-03 03:00:00,322.56,373.15
52,2021-07-03 04:00:00,343.45,370.56
53,2021-07-03 05:00:00,309.94,359.47
54,2021-07-03 06:00:00,307.08,354.55
55,2021-07-03 07:00:00,301.5,350.9
56,2021-07-03 08:00:00,298.22,344.61
57,2021-07-03 09:00:00,297.31,342.0
58,2021-07-03 10:00:00,297.25,344.99
59,2021-07-03 11:00:00,296.41,351.93
60,2021-07-03 12:00:00,296.25,356.84
61,2021-07-03 13:00:00,303.03,360.66
62,2021-07-03 14:00:00,303.89,363.93
63,2021-07-03 15:00:00,306.73,367.28
64,2021-07-03 16:00:00,311.56,368.39
65,2021-07-03 17:00:00,315.35,365.57
66,2021-07-03 18:00:00,318.23,363.14
67,2021-07-03 19:00:00,316.96,360.91
68,2021-07-03 20:00:00,314.07,356.49
69,2021-07-03 21:00:00,312.77,358.39
70,2021-07-03 22:00:00,315.57,361.06
71,2021-07-03 23:00:00,319.19,365.08
72,2021-07-04 00:00:00,326.07,365.4
73,2021-07-04 01:00:00,325.24,367.98
74,2021-07-04 02:00:00,322.13,364.53
75,2021-07-04 03:00:00,313.67,359.55
76,2021-07-04 04:00:00,314.2,357.01
77,2021-07-04 05:00:00,292.37,344.75
78,2021-07-04 06:00:00,288.35,341.2
79,2021-07-04 07:00:00,282.47,340.14
80,2021-07-04 08:00:00,277.14,337.16
81,2021-07-04 09:00:00,274.85,337.29
82,2021-07-04 10:00:00,276.23,343.34
83,2021-07-04 11:00:00,274.97,351.86
84,2021-07-04 12:00:00,280.73,357.96
85,2021-07-04 13:00:00,290.97,361.98
86,2021-07-04 14:00:00,307.86,364.89
87,2021-07-04 15:00:00,319.64,368.19
88,2021-07-04 16:00:00,327.91,369.08
89,2021-07-04 17:00:00,338.13,366.31
90,2021-07-04 18:00:00,335.97,364.85
91,2021-07-04 19:00:00,335.22,363.32
92,2021-07-04 20:00:00,336.36,358.9
93,2021-07-04 21:00:00,336.18,360.32
94,2021-07-04 22:00:00,338.49,361.82
95,2021-07-04 23:00:00,345.45,363.36
96,2021-07-02 00:00:00,371.8,383.93
97,2021-07-02 01:00:00,368.19,383.13
98,2021-07-02 02:00:00,365.54,378.07
99,2021-07-02 03:00:00,357.61,369.08
100,2021-07-02 04:00:00,392.98,359.88
101,2021-07-02 05:00:00,336.99,351.21
102,2021-07-02 06:00:00,332.67,343.34
103,2021-07-02 07:00:00,326.42,343.47
104,2021-07-02 08:00:00,323.53,340.02
105,2021-07-02 09:00:00,324.04,339.29
106,2021-07-02 10:00:00,326.91,339.68
107,2021-07-02 11:00:00,330.39,345.63
108,2021-07-02 12:00:00,339.19,349.27
109,2021-07-02 13:00:00,344.61,351.1
110,2021-07-02 14:00:00,346.19,358.67
111,2021-07-02 15:00:00,340.69,365.54
112,2021-07-02 16:00:00,333.24,364.17
113,2021-07-02 17:00:00,334.74,363.34
114,2021-07-02 18:00:00,334.08,363.86
115,2021-07-02 19:00:00,330.48,364.01
116,2021-07-02 20:00:00,330.37,359.13
117,2021-07-02 21:00:00,333.71,365.99
118,2021-07-02 22:00:00,336.37,368.05
119,2021-07-02 23:00:00,342.93,370.19
120,2021-07-03 00:00:00,340.11,359.62
121,2021-07-03 01:00:00,338.45,362.62
122,2021-07-03 02:00:00,334.92,360.54
123,2021-07-03 03:00:00,322.56,356.28
124,2021-07-03 04:00:00,343.45,352.76
125,2021-07-03 05:00:00,309.94,341.29
126,2021-07-03 06:00:00,307.08,336.43
127,2021-07-03 07:00:00,301.5,333.28
128,2021-07-03 08:00:00,298.22,327.77
129,2021-07-03 09:00:00,297.31,326.31
130,2021-07-03 10:00:00,297.25,330.4
131,2021-07-03 11:00:00,296.41,337.75
132,2021-07-03 12:00:00,296.25,342.87
133,2021-07-03 13:00:00,303.03,346.62
134,2021-07-03 14:00:00,303.89,349.91
135,2021-07-03 15:00:00,306.73,353.39
136,2021-07-03 16:00:00,311.56,354.94
137,2021-07-03 17:00:00,315.35,353.09
138,2021-07-03 18:00:00,318.23,351.76
139,2021-07-03 19:00:00,316.96,350.66
140,2021-07-03 20:00:00,314.07,347.06
141,2021-07-03 21:00:00,312.77,349.15
142,2021-07-03 22:00:00,315.57,351.6
143,2021-07-03 23:00:00,319.19,354.93
144,2021-07-04 00:00:00,326.07,348.73
145,2021-07-04 01:00:00,325.24,350.93
146,2021-07-04 02:00:00,322.13,348.23
147,2021-07-04 03:00:00,313.67,343.86
148,2021-07-04 04:00:00,314.2,340.86
149,2021-07-04 05:00:00,292.37,330.12
