datetime,biomass_actual,avg_biomass_production_forecast
2022-01-01T00:00:00.000000000,476.0,534.31321
2022-01-01T01:00:00.000000000,468.0,532.3783
2022-01-01T02:00:00.000000000,480.0,526.41939
2022-01-01T03:00:00.000000000,541.0,520.16226
2022-01-01T04:00:00.000000000,518.0,523.7949
2022-01-01T05:00:00.000000000,510.0,524.10282
2022-01-01T06:00:00.000000000,512.0,526.4637
2022-01-01T07:00:00.000000000,516.0,526.16501
2022-01-01T08:00:00.000000000,524.0,526.40966
2022-01-01T09:00:00.000000000,521.0,524.97384
2022-01-01T10:00:00.000000000,527.0,521.66197
2022-01-01T11:00:00.000000000,536.0,522.28324
2022-01-01T12:00:00.000000000,533.0,524.97489
2022-01-01T13:00:00.000000000,533.0,530.12241
2022-01-01T14:00:00.000000000,532.0,533.08144
2022-01-01T15:00:00.000000000,534.0,532.84567
2022-01-01T16:00:00.000000000,536.0,531.7534
2022-01-01T17:00:00.000000000,497.0,532.77736
2022-01-01T18:00:00.000000000,491.0,532.39376
2022-01-01T19:00:00.000000000,501.0,529.29371
2022-01-01T20:00:00.000000000,522.0,534.80821
2022-01-01T21:00:00.000000000,526.0,538.25302
2022-01-01T22:00:00.000000000,530.0,534.53565
2022-01-01T23:00:00.000000000,538.0,533.86935
2022-01-02T00:00:00.000000000,533.0,537.26582
2022-01-02T01:00:00.000000000,471.0,535.27516
2022-01-02T02:00:00.000000000,413.0,529.23914
2022-01-02T03:00:00.000000000,411.0,522.91083
2022-01-02T04:00:00.000000000,410.0,526.55165
2022-01-02T05:00:00.000000000,400.0,526.83507
2022-01-02T06:00:00.000000000,467.0,529.19387
2022-01-02T07:00:00.000000000,506.0,528.88414
2022-01-02T08:00:00.000000000,502.0,529.13969
2022-01-02T09:00:00.000000000,471.0,527.69065
2022-01-02T10:00:00.000000000,469.0,524.33727
2022-01-02T11:00:00.000000000,526.0,524.94267
2022-01-02T12:00:00.000000000,531.0,527.62809
2022-01-02T13:00:00.000000000,536.0,532.78803
2022-01-02T14:00:00.000000000,535.0,535.72698
2022-01-02T15:00:00.000000000,529.0,535.48034
2022-01-02T16:00:00.000000000,537.0,534.36932
2022-01-02T17:00:00.000000000,539.0,535.40083
2022-01-02T18:00:00.000000000,538.0,535.01906
2022-01-02T19:00:00.000000000,539.0,531.88236
2022-01-02T20:00:00.000000000,547.0,537.42689
2022-01-02T21:00:00.000000000,549.0,540.89671
2022-01-02T22:00:00.000000000,553.0,537.14065
2022-01-02T23:00:00.000000000,551.0,536.46517
2022-01-03T00:00:00.000000000,473.0,539.83058
2022-01-03T01:00:00.000000000,425.0,537.79146
2022-01-03T02:00:00.000000000,420.0,531.68846
2022-01-03T03:00:00.000000000,423.0,525.29831
2022-01-03T04:00:00.000000000,424.0,528.94626
2022-01-03T05:00:00.000000000,449.0,529.20839
2022-01-03T06:00:00.000000000,491.0,531.56539
2022-01-03T07:00:00.000000000,559.0,531.24612
2022-01-03T08:00:00.000000000,568.0,531.5111
2022-01-03T09:00:00.000000000,571.0,530.05053
2022-01-03T10:00:00.000000000,565.0,526.66114
2022-01-03T11:00:00.000000000,566.0,527.25274
2022-01-03T12:00:00.000000000,572.0,529.93271
2022-01-03T13:00:00.000000000,573.0,535.10347
2022-01-03T14:00:00.000000000,570.0,538.02497
2022-01-03T15:00:00.000000000,572.0,537.76887
2022-01-03T16:00:00.000000000,575.0,536.64164
2022-01-03T17:00:00.000000000,573.0,537.67965
2022-01-03T18:00:00.000000000,573.0,537.29945
2022-01-03T19:00:00.000000000,560.0,534.13098
2022-01-03T20:00:00.000000000,553.0,539.70156
2022-01-03T21:00:00.000000000,551.0,543.19309
2022-01-03T22:00:00.000000000,548.0,539.40348
2022-01-03T23:00:00.000000000,545.0,538.72
2022-01-04T00:00:00.000000000,552.0,539.58552
2022-01-04T01:00:00.000000000,558.0,537.55104
2022-01-04T02:00:00.000000000,550.0,531.45443
2022-01-04T03:00:00.000000000,550.0,525.07019
2022-01-04T04:00:00.000000000,552.0,528.71746
2022-01-04T05:00:00.000000000,549.0,528.98163
2022-01-04T06:00:00.000000000,570.0,531.3388
2022-01-04T07:00:00.000000000,574.0,531.02045
2022-01-04T08:00:00.000000000,568.0,531.28451
2022-01-04T09:00:00.000000000,553.0,529.82502
2022-01-04T10:00:00.000000000,537.0,526.43911
2022-01-04T11:00:00.000000000,542.0,527.03201
2022-01-04T12:00:00.000000000,538.0,529.71251
2022-01-04T13:00:00.000000000,555.0,534.88224
2022-01-04T14:00:00.000000000,573.0,537.8054
2022-01-04T15:00:00.000000000,576.0,537.55021
2022-01-04T16:00:00.000000000,572.0,536.42454
2022-01-04T17:00:00.000000000,563.0,537.46191
2022-01-04T18:00:00.000000000,570.0,537.08157
2022-01-04T19:00:00.000000000,552.0,533.91614
2022-01-04T20:00:00.000000000,546.0,539.48421
2022-01-04T21:00:00.000000000,550.0,542.97367
2022-01-04T22:00:00.000000000,539.0,539.18726
2022-01-04T23:00:00.000000000,538.0,538.50456
2022-01-05T00:00:00.000000000,533.0,539.34015
2022-01-05T01:00:00.000000000,536.0,537.31029
2022-01-05T02:00:00.000000000,544.0,531.22007
2022-01-05T03:00:00.000000000,548.0,524.84178
2022-01-05T04:00:00.000000000,549.0,528.48835
2022-01-05T05:00:00.000000000,554.0,528.75455
2022-01-05T06:00:00.000000000,549.0,531.11191
2022-01-05T07:00:00.000000000,548.0,530.79444
2022-01-05T08:00:00.000000000,553.0,531.05764
2022-01-05T09:00:00.000000000,530.0,529.59923
2022-01-05T10:00:00.000000000,551.0,526.21675
2022-01-05T11:00:00.000000000,567.0,526.81101
2022-01-05T12:00:00.000000000,577.0,529.49203
2022-01-05T13:00:00.000000000,590.0,534.66071
2022-01-05T14:00:00.000000000,593.0,537.58553
2022-01-05T15:00:00.000000000,586.0,537.33123
2022-01-05T16:00:00.000000000,587.0,536.2071
2022-01-05T17:00:00.000000000,595.0,537.24389
2022-01-05T18:00:00.000000000,586.0,536.86339
2022-01-05T19:00:00.000000000,555.0,533.701
2022-01-05T20:00:00.000000000,549.0,539.26658
2022-01-05T21:00:00.000000000,555.0,542.75396
2022-01-05T22:00:00.000000000,553.0,538.97077
2022-01-05T23:00:00.000000000,555.0,538.28884
2022-01-06T00:00:00.000000000,557.0,539.0927
2022-01-06T01:00:00.000000000,554.0,537.06755
2022-01-06T02:00:00.000000000,552.0,530.98377
2022-01-06T03:00:00.000000000,552.0,524.61145
2022-01-06T04:00:00.000000000,557.0,528.25734
2022-01-06T05:00:00.000000000,546.0,528.5256
2022-01-06T06:00:00.000000000,544.0,530.8831
2022-01-06T07:00:00.000000000,557.0,530.5666
2022-01-06T08:00:00.000000000,578.0,530.82887
2022-01-06T09:00:00.000000000,567.0,529.37156
2022-01-06T10:00:00.000000000,548.0,525.99257
2022-01-06T11:00:00.000000000,575.0,526.58815
2022-01-06T12:00:00.000000000,578.0,529.26968
2022-01-06T13:00:00.000000000,570.0,534.43733
2022-01-06T14:00:00.000000000,568.0,537.36384
2022-01-06T15:00:00.000000000,577.0,537.11048
2022-01-06T16:00:00.000000000,565.0,535.9879
2022-01-06T17:00:00.000000000,577.0,537.02405
2022-01-06T18:00:00.000000000,569.0,536.64341
2022-01-06T19:00:00.000000000,545.0,533.48407
2022-01-06T20:00:00.000000000,539.0,539.04715
2022-01-06T21:00:00.000000000,544.0,542.53243
2022-01-06T22:00:00.000000000,542.0,538.75247
2022-01-06T23:00:00.000000000,518.0,538.07129
2022-01-07T00:00:00.000000000,532.0,538.84169
2022-01-07T01:00:00.000000000,532.0,536.82124
2022-01-07T02:00:00.000000000,535.0,530.74405
2022-01-07T03:00:00.000000000,539.0,524.37776
2022-01-07T04:00:00.000000000,529.0,528.02297
2022-01-07T05:00:00.000000000,535.0,528.29332
2022-01-07T06:00:00.000000000,557.0,530.65101
2022-01-07T07:00:00.000000000,577.0,530.33539
2022-01-07T08:00:00.000000000,564.0,530.59675
2022-01-07T09:00:00.000000000,567.0,529.14063
2022-01-07T10:00:00.000000000,572.0,525.76512
2022-01-07T11:00:00.000000000,566.0,526.36203
2022-01-07T12:00:00.000000000,564.0,529.04411
2022-01-07T13:00:00.000000000,564.0,534.21071
2022-01-07T14:00:00.000000000,563.0,537.13893
2022-01-07T15:00:00.000000000,569.0,536.88646
2022-01-07T16:00:00.000000000,568.0,535.76548
2022-01-07T17:00:00.000000000,576.0,536.801
2022-01-07T18:00:00.000000000,571.0,536.4202
2022-01-07T19:00:00.000000000,546.0,533.264
2022-01-07T20:00:00.000000000,548.0,538.82452
2022-01-07T21:00:00.000000000,554.0,542.3077
2022-01-07T22:00:00.000000000,551.0,538.531
2022-01-07T23:00:00.000000000,549.0,537.85059
2022-01-02T00:00:00.000000000,533.0,534.08347
2022-01-02T01:00:00.000000000,471.0,532.1529
2022-01-02T02:00:00.000000000,413.0,526.19996
2022-01-02T03:00:00.000000000,411.0,519.94837
