UTC Time,Solar,Wind Onshore
2019-01-01 00:00:00+00:00,0.0,374.0
2019-01-01 01:00:00+00:00,0.0,396.0
2019-01-01 02:00:00+00:00,0.0,418.0
2019-01-01 03:00:00+00:00,0.0,411.0
2019-01-01 04:00:00+00:00,0.0,395.0
2019-01-01 05:00:00+00:00,0.0,381.0
2019-01-01 06:00:00+00:00,22.0,336.0
2019-01-01 07:00:00+00:00,84.0,284.0
2019-01-01 08:00:00+00:00,152.0,279.0
2019-01-01 09:00:00+00:00,195.0,234.0
2019-01-01 10:00:00+00:00,186.0,111.0
2019-01-01 11:00:00+00:00,174.0,103.0
2019-01-01 12:00:00+00:00,137.0,134.0
2019-01-01 13:00:00+00:00,70.0,82.0
2019-01-01 14:00:00+00:00,9.0,47.0
2019-01-01 15:00:00+00:00,0.0,41.0
2019-01-01 16:00:00+00:00,0.0,36.0
2019-01-01 17:00:00+00:00,0.0,14.0
2019-01-01 18:00:00+00:00,0.0,12.0
2019-01-01 19:00:00+00:00,0.0,14.0
2019-01-01 20:00:00+00:00,0.0,17.0
2019-01-01 21:00:00+00:00,0.0,12.0
2019-01-01 22:00:00+00:00,0.0,2.0
2019-01-01 23:00:00+00:00,0.0,4.0
2019-01-02 00:00:00+00:00,0.0,4.0
2019-01-02 01:00:00+00:00,0.0,3.0
2019-01-02 02:00:00+00:00,0.0,10.0
2019-01-02 03:00:00+00:00,0.0,24.0
2019-01-02 04:00:00+00:00,0.0,61.0
2019-01-02 05:00:00+00:00,0.0,73.0
2019-01-02 06:00:00+00:00,43.0,69.0
2019-01-02 07:00:00+00:00,164.0,78.0
2019-01-02 08:00:00+00:00,268.0,66.0
2019-01-02 09:00:00+00:00,319.0,71.0
2019-01-02 10:00:00+00:00,318.0,80.0
2019-01-02 11:00:00+00:00,260.0,96.0
2019-01-02 12:00:00+00:00,160.0,130.0
2019-01-02 13:00:00+00:00,56.0,128.0
2019-01-02 14:00:00+00:00,5.0,108.0
2019-01-02 15:00:00+00:00,0.0,91.0
2019-01-02 16:00:00+00:00,0.0,74.0
2019-01-02 17:00:00+00:00,0.0,73.0
2019-01-02 18:00:00+00:00,0.0,74.0
2019-01-02 19:00:00+00:00,0.0,80.0
2019-01-02 20:00:00+00:00,0.0,92.0
2019-01-02 21:00:00+00:00,0.0,71.0
2019-01-02 22:00:00+00:00,0.0,84.0
2019-01-02 23:00:00+00:00,0.0,96.0
2019-01-03 00:00:00+00:00,0.0,186.0
2019-01-03 01:00:00+00:00,0.0,292.0
2019-01-03 02:00:00+00:00,0.0,325.0
2019-01-03 03:00:00+00:00,0.0,280.0
2019-01-03 04:00:00+00:00,0.0,260.0
2019-01-03 05:00:00+00:00,0.0,280.0
2019-01-03 22:00:00+00:00,0.0,627.0
2019-01-03 23:00:00+00:00,0.0,628.0
2019-01-04 00:00:00+00:00,0.0,627.0
2019-01-04 01:00:00+00:00,0.0,624.0
2019-01-04 02:00:00+00:00,0.0,619.0
2019-01-04 03:00:00+00:00,0.0,613.0
