UTC time,nat_gas,hydro,solar,wind,biomass,unknown
2023-01-01 00:00:00,0.0,0.0,0.0,33.0,20.0,14.0
2023-01-01 01:00:00,0.0,0.0,0.0,15.0,19.0,14.0
2023-01-01 02:00:00,0.0,0.0,0.0,18.0,19.0,14.0
2023-01-01 03:00:00,0.0,0.0,0.0,11.0,19.0,13.0
2023-01-01 04:00:00,0.0,0.0,0.0,7.0,19.0,13.0
2023-01-01 05:00:00,0.0,0.0,0.0,3.0,19.0,14.0
2023-01-01 06:00:00,0.0,89.0,0.0,4.0,19.0,14.0
2023-01-01 07:00:00,0.0,91.0,0.0,10.0,20.0,14.0
2023-01-01 08:00:00,0.0,105.0,0.0,10.0,20.0,14.0
2023-01-01 09:00:00,0.0,560.0,0.0,4.0,19.0,13.0
2023-01-01 10:00:00,0.0,573.0,0.0,6.0,19.0,13.0
2023-01-01 11:00:00,0.0,559.0,0.0,3.0,20.0,14.0
2023-01-01 12:00:00,0.0,556.0,0.0,0.0,20.0,14.0
2023-01-01 13:00:00,0.0,572.0,0.0,0.0,20.0,14.0
2023-01-01 14:00:00,0.0,664.0,0.0,0.0,19.0,13.0
2023-01-01 15:00:00,0.0,665.0,0.0,2.0,22.0,14.0
2023-01-01 16:00:00,0.0,881.0,0.0,5.0,25.0,14.0
2023-01-01 17:00:00,0.0,890.0,0.0,3.0,27.0,14.0
2023-01-01 18:00:00,0.0,895.0,0.0,11.0,26.0,13.0
2023-01-01 19:00:00,0.0,892.0,0.0,16.0,23.0,13.0
2023-01-01 20:00:00,0.0,815.0,0.0,2.0,19.0,13.0
2023-01-01 21:00:00,0.0,763.0,0.0,0.0,18.0,12.0
2023-01-01 22:00:00,0.0,531.0,0.0,0.0,21.0,15.0
2023-01-01 23:00:00,0.0,454.0,0.0,0.0,24.0,15.0
2023-01-02 00:00:00,0.0,452.0,0.0,0.0,22.0,15.0
2023-01-02 01:00:00,0.0,452.0,0.0,0.0,23.0,15.0
2023-01-02 02:00:00,0.0,452.0,0.0,0.0,27.0,15.0
2023-01-02 03:00:00,0.0,452.0,0.0,1.0,30.0,15.0
2023-01-02 04:00:00,0.0,452.0,0.0,9.0,30.0,15.0
2023-01-02 05:00:00,0.0,508.0,0.0,17.0,31.0,15.0
2023-01-02 06:00:00,0.0,664.0,0.0,16.0,32.0,15.0
2023-01-02 07:00:00,0.0,671.0,0.0,24.0,33.0,17.0
2023-01-02 08:00:00,0.0,632.0,0.0,22.0,32.0,17.0
2023-01-02 09:00:00,0.0,719.0,0.0,15.0,33.0,17.0
2023-01-02 10:00:00,0.0,797.0,0.0,15.0,33.0,17.0
2023-01-02 11:00:00,0.0,858.0,0.0,16.0,32.0,17.0
2023-01-02 12:00:00,0.0,849.0,0.0,15.0,31.0,16.0
2023-01-02 13:00:00,0.0,932.0,0.0,16.0,33.0,16.0
2023-01-02 14:00:00,0.0,967.0,0.0,23.0,34.0,17.0
2023-01-02 15:00:00,0.0,967.0,0.0,28.0,34.0,17.0
2023-01-02 16:00:00,0.0,975.0,0.0,36.0,34.0,17.0
2023-01-02 17:00:00,0.0,984.0,0.0,35.0,34.0,18.0
2023-01-02 18:00:00,0.0,984.0,0.0,31.0,34.0,17.0
2023-01-02 19:00:00,0.0,965.0,0.0,52.0,34.0,18.0
2023-01-02 20:00:00,0.0,709.0,0.0,76.0,32.0,17.0
2023-01-02 21:00:00,0.0,633.0,0.0,84.0,28.0,17.0
2023-01-02 22:00:00,0.0,494.0,0.0,99.0,24.0,15.0
2023-01-02 23:00:00,0.0,645.0,0.0,98.0,28.0,20.0
2023-01-03 00:00:00,0.0,644.0,0.0,101.0,26.0,20.0
2023-01-03 01:00:00,0.0,644.0,0.0,99.0,28.0,21.0
2023-01-03 02:00:00,0.0,642.0,0.0,96.0,29.0,19.0
2023-01-03 03:00:00,0.0,627.0,0.0,87.0,33.0,20.0
2023-01-03 04:00:00,0.0,684.0,0.0,89.0,33.0,18.0
2023-01-03 05:00:00,0.0,821.0,0.0,97.0,35.0,19.0
2023-01-03 06:00:00,2.0,848.0,0.0,87.0,36.0,21.0
2023-01-03 07:00:00,17.0,938.0,0.0,89.0,38.0,23.0
2023-01-03 08:00:00,42.0,974.0,0.0,76.0,40.0,26.0
2023-01-03 09:00:00,68.0,986.0,0.0,74.0,39.0,25.0
2023-01-03 10:00:00,71.0,1058.0,0.0,79.0,39.0,25.0
2023-01-03 11:00:00,65.0,1058.0,0.0,74.0,38.0,24.0
2023-01-03 12:00:00,65.0,1059.0,0.0,73.0,38.0,24.0
2023-01-03 13:00:00,65.0,1060.0,0.0,68.0,39.0,23.0
2023-01-03 14:00:00,65.0,1060.0,0.0,62.0,38.0,23.0
2023-01-03 15:00:00,65.0,1108.0,0.0,61.0,39.0,24.0
2023-01-03 16:00:00,65.0,1107.0,0.0,52.0,39.0,24.0
2023-01-03 17:00:00,65.0,1108.0,0.0,42.0,40.0,24.0
2023-01-03 18:00:00,63.0,1049.0,0.0,38.0,40.0,25.0
2023-01-03 19:00:00,61.0,994.0,0.0,37.0,38.0,23.0
2023-01-03 20:00:00,54.0,935.0,0.0,36.0,37.0,22.0
2023-01-03 21:00:00,53.0,926.0,0.0,32.0,35.0,21.0
2023-01-03 22:00:00,53.0,775.0,0.0,30.0,30.0,17.0
2023-01-03 23:00:00,52.0,687.0,0.0,22.0,32.0,21.0
2023-01-04 00:00:00,52.0,687.0,0.0,13.0,34.0,21.0
2023-01-04 01:00:00,52.0,682.0,0.0,8.0,35.0,21.0
2023-01-04 02:00:00,52.0,686.0,0.0,12.0,35.0,21.0
2023-01-04 03:00:00,51.0,687.0,0.0,16.0,36.0,21.0
2023-01-04 04:00:00,51.0,688.0,0.0,17.0,37.0,21.0
2023-01-04 05:00:00,52.0,970.0,0.0,13.0,37.0,21.0
2023-01-04 06:00:00,52.0,1109.0,0.0,8.0,36.0,20.0
2023-01-04 07:00:00,52.0,1108.0,0.0,8.0,37.0,21.0
2023-01-04 08:00:00,63.0,1108.0,0.0,4.0,37.0,20.0
2023-01-04 09:00:00,63.0,1108.0,0.0,3.0,37.0,21.0
2023-01-04 10:00:00,63.0,1096.0,0.0,7.0,37.0,21.0
2023-01-04 11:00:00,63.0,1095.0,0.0,10.0,36.0,21.0
2023-01-04 12:00:00,63.0,1105.0,0.0,14.0,35.0,21.0
2023-01-04 13:00:00,63.0,1107.0,0.0,16.0,36.0,21.0
2023-01-04 14:00:00,63.0,1106.0,0.0,26.0,36.0,21.0
2023-01-04 15:00:00,63.0,1111.0,0.0,37.0,37.0,22.0
2023-01-04 16:00:00,63.0,1107.0,0.0,42.0,37.0,22.0
2023-01-04 17:00:00,63.0,1108.0,0.0,45.0,37.0,22.0
2023-01-04 18:00:00,63.0,1108.0,0.0,48.0,37.0,23.0
2023-01-04 19:00:00,63.0,1109.0,0.0,66.0,35.0,21.0
2023-01-04 20:00:00,63.0,1109.0,0.0,67.0,31.0,21.0
2023-01-04 21:00:00,63.0,1108.0,0.0,72.0,28.0,21.0
2023-01-04 22:00:00,64.0,1107.0,0.0,74.0,26.0,21.0
2023-01-04 23:00:00,78.0,1074.0,0.0,69.0,24.0,19.0
2023-01-05 00:00:00,86.0,1082.0,0.0,74.0,24.0,19.0
2023-01-05 01:00:00,142.0,1090.0,0.0,79.0,24.0,19.0
2023-01-05 02:00:00,211.0,1000.0,0.0,77.0,24.0,19.0
2023-01-05 03:00:00,212.0,995.0,0.0,79.0,27.0,20.0
2023-01-05 04:00:00,212.0,1053.0,0.0,85.0,30.0,20.0
2023-01-05 05:00:00,213.0,1089.0,0.0,86.0,33.0,21.0
2023-01-05 06:00:00,215.0,1105.0,0.0,85.0,38.0,23.0
2023-01-05 07:00:00,217.0,1194.0,0.0,86.0,39.0,24.0
2023-01-05 08:00:00,218.0,1193.0,0.0,91.0,37.0,22.0
2023-01-05 09:00:00,216.0,1206.0,0.0,92.0,38.0,22.0
2023-01-05 10:00:00,211.0,1172.0,0.0,87.0,37.0,22.0
2023-01-05 11:00:00,211.0,1171.0,0.0,89.0,35.0,22.0
2023-01-05 12:00:00,211.0,1171.0,0.0,90.0,35.0,22.0
