UTC time,wind,biomass,unknown,hydro,nat_gas,solar
2023-01-01 00:00:00,33.0,20.0,14.0,0.0,0.0,0.0
2023-01-01 01:00:00,15.0,19.0,14.0,0.0,0.0,0.0
2023-01-01 02:00:00,18.0,19.0,14.0,0.0,0.0,0.0
2023-01-01 03:00:00,11.0,19.0,13.0,0.0,0.0,0.0
2023-01-01 04:00:00,7.0,19.0,13.0,0.0,0.0,0.0
2023-01-01 05:00:00,3.0,19.0,14.0,0.0,0.0,0.0
2023-01-01 06:00:00,4.0,19.0,14.0,89.0,0.0,0.0
2023-01-01 07:00:00,10.0,20.0,14.0,91.0,0.0,0.0
2023-01-01 08:00:00,10.0,20.0,14.0,105.0,0.0,0.0
2023-01-01 09:00:00,4.0,19.0,13.0,560.0,0.0,0.0
2023-01-01 10:00:00,6.0,19.0,13.0,573.0,0.0,0.0
2023-01-01 11:00:00,3.0,20.0,14.0,559.0,0.0,0.0
2023-01-01 12:00:00,0.0,20.0,14.0,556.0,0.0,0.0
2023-01-01 13:00:00,0.0,20.0,14.0,572.0,0.0,0.0
2023-01-01 14:00:00,0.0,19.0,13.0,664.0,0.0,0.0
2023-01-01 15:00:00,2.0,22.0,14.0,665.0,0.0,0.0
2023-01-01 16:00:00,5.0,25.0,14.0,881.0,0.0,0.0
2023-01-01 17:00:00,3.0,27.0,14.0,890.0,0.0,0.0
2023-01-01 18:00:00,11.0,26.0,13.0,895.0,0.0,0.0
2023-01-01 19:00:00,16.0,23.0,13.0,892.0,0.0,0.0
2023-01-01 20:00:00,2.0,19.0,13.0,815.0,0.0,0.0
2023-01-01 21:00:00,0.0,18.0,12.0,763.0,0.0,0.0
2023-01-01 22:00:00,0.0,21.0,15.0,531.0,0.0,0.0
2023-01-01 23:00:00,0.0,24.0,15.0,454.0,0.0,0.0
2023-01-02 00:00:00,0.0,22.0,15.0,452.0,0.0,0.0
2023-01-02 01:00:00,0.0,23.0,15.0,452.0,0.0,0.0
2023-01-02 02:00:00,0.0,27.0,15.0,452.0,0.0,0.0
2023-01-02 03:00:00,1.0,30.0,15.0,452.0,0.0,0.0
2023-01-02 04:00:00,9.0,30.0,15.0,452.0,0.0,0.0
2023-01-02 05:00:00,17.0,31.0,15.0,508.0,0.0,0.0
2023-01-02 06:00:00,16.0,32.0,15.0,664.0,0.0,0.0
2023-01-02 07:00:00,24.0,33.0,17.0,671.0,0.0,0.0
2023-01-02 08:00:00,22.0,32.0,17.0,632.0,0.0,0.0
2023-01-02 09:00:00,15.0,33.0,17.0,719.0,0.0,0.0
2023-01-02 10:00:00,15.0,33.0,17.0,797.0,0.0,0.0
2023-01-02 11:00:00,16.0,32.0,17.0,858.0,0.0,0.0
2023-01-02 12:00:00,15.0,31.0,16.0,849.0,0.0,0.0
2023-01-02 13:00:00,16.0,33.0,16.0,932.0,0.0,0.0
2023-01-02 14:00:00,23.0,34.0,17.0,967.0,0.0,0.0
2023-01-02 15:00:00,28.0,34.0,17.0,967.0,0.0,0.0
2023-01-02 16:00:00,36.0,34.0,17.0,975.0,0.0,0.0
2023-01-02 17:00:00,35.0,34.0,18.0,984.0,0.0,0.0
2023-01-02 18:00:00,31.0,34.0,17.0,984.0,0.0,0.0
2023-01-02 19:00:00,52.0,34.0,18.0,965.0,0.0,0.0
2023-01-02 20:00:00,76.0,32.0,17.0,709.0,0.0,0.0
2023-01-02 21:00:00,84.0,28.0,17.0,633.0,0.0,0.0
2023-01-02 22:00:00,99.0,24.0,15.0,494.0,0.0,0.0
2023-01-02 23:00:00,98.0,28.0,20.0,645.0,0.0,0.0
2023-01-03 00:00:00,101.0,26.0,20.0,644.0,0.0,0.0
2023-01-03 01:00:00,99.0,28.0,21.0,644.0,0.0,0.0
2023-01-03 02:00:00,96.0,29.0,19.0,642.0,0.0,0.0
2023-01-03 03:00:00,87.0,33.0,20.0,627.0,0.0,0.0
2023-01-03 04:00:00,89.0,33.0,18.0,684.0,0.0,0.0
2023-01-03 05:00:00,97.0,35.0,19.0,821.0,0.0,0.0
2023-01-03 06:00:00,87.0,36.0,21.0,848.0,2.0,0.0
2023-01-03 07:00:00,89.0,38.0,23.0,938.0,17.0,0.0
2023-01-03 08:00:00,76.0,40.0,26.0,974.0,42.0,0.0
2023-01-03 09:00:00,74.0,39.0,25.0,986.0,68.0,0.0
2023-01-03 10:00:00,79.0,39.0,25.0,1058.0,71.0,0.0
2023-01-03 11:00:00,74.0,38.0,24.0,1058.0,65.0,0.0
2023-01-03 12:00:00,73.0,38.0,24.0,1059.0,65.0,0.0
2023-01-03 13:00:00,68.0,39.0,23.0,1060.0,65.0,0.0
2023-01-03 14:00:00,62.0,38.0,23.0,1060.0,65.0,0.0
2023-01-03 15:00:00,61.0,39.0,24.0,1108.0,65.0,0.0
2023-01-03 16:00:00,52.0,39.0,24.0,1107.0,65.0,0.0
2023-01-03 17:00:00,42.0,40.0,24.0,1108.0,65.0,0.0
2023-01-03 18:00:00,38.0,40.0,25.0,1049.0,63.0,0.0
2023-01-03 19:00:00,37.0,38.0,23.0,994.0,61.0,0.0
2023-01-03 20:00:00,36.0,37.0,22.0,935.0,54.0,0.0
2023-01-03 21:00:00,32.0,35.0,21.0,926.0,53.0,0.0
2023-01-03 22:00:00,30.0,30.0,17.0,775.0,53.0,0.0
2023-01-03 23:00:00,22.0,32.0,21.0,687.0,52.0,0.0
2023-01-04 00:00:00,13.0,34.0,21.0,687.0,52.0,0.0
2023-01-04 01:00:00,8.0,35.0,21.0,682.0,52.0,0.0
2023-01-04 02:00:00,12.0,35.0,21.0,686.0,52.0,0.0
2023-01-04 03:00:00,16.0,36.0,21.0,687.0,51.0,0.0
2023-01-04 04:00:00,17.0,37.0,21.0,688.0,51.0,0.0
2023-01-04 05:00:00,13.0,37.0,21.0,970.0,52.0,0.0
2023-01-04 06:00:00,8.0,36.0,20.0,1109.0,52.0,0.0
2023-01-04 07:00:00,8.0,37.0,21.0,1108.0,52.0,0.0
2023-01-04 08:00:00,4.0,37.0,20.0,1108.0,63.0,0.0
2023-01-04 09:00:00,3.0,37.0,21.0,1108.0,63.0,0.0
2023-01-04 10:00:00,7.0,37.0,21.0,1096.0,63.0,0.0
2023-01-04 11:00:00,10.0,36.0,21.0,1095.0,63.0,0.0
2023-01-04 12:00:00,14.0,35.0,21.0,1105.0,63.0,0.0
2023-01-04 13:00:00,16.0,36.0,21.0,1107.0,63.0,0.0
2023-01-04 14:00:00,26.0,36.0,21.0,1106.0,63.0,0.0
2023-01-04 15:00:00,37.0,37.0,22.0,1111.0,63.0,0.0
2023-01-04 16:00:00,42.0,37.0,22.0,1107.0,63.0,0.0
2023-01-04 17:00:00,45.0,37.0,22.0,1108.0,63.0,0.0
2023-01-04 18:00:00,48.0,37.0,23.0,1108.0,63.0,0.0
2023-01-04 19:00:00,66.0,35.0,21.0,1109.0,63.0,0.0
2023-01-04 20:00:00,67.0,31.0,21.0,1109.0,63.0,0.0
2023-01-04 21:00:00,72.0,28.0,21.0,1108.0,63.0,0.0
2023-01-04 22:00:00,74.0,26.0,21.0,1107.0,64.0,0.0
2023-01-04 23:00:00,69.0,24.0,19.0,1074.0,78.0,0.0
2023-01-05 00:00:00,74.0,24.0,19.0,1082.0,86.0,0.0
2023-01-05 01:00:00,79.0,24.0,19.0,1090.0,142.0,0.0
2023-01-05 02:00:00,77.0,24.0,19.0,1000.0,211.0,0.0
2023-01-05 03:00:00,79.0,27.0,20.0,995.0,212.0,0.0
2023-01-05 04:00:00,85.0,30.0,20.0,1053.0,212.0,0.0
2023-01-05 05:00:00,86.0,33.0,21.0,1089.0,213.0,0.0
2023-01-05 06:00:00,85.0,38.0,23.0,1105.0,215.0,0.0
2023-01-05 07:00:00,86.0,39.0,24.0,1194.0,217.0,0.0
2023-01-05 08:00:00,91.0,37.0,22.0,1193.0,218.0,0.0
2023-01-05 09:00:00,92.0,38.0,22.0,1206.0,216.0,0.0
2023-01-05 10:00:00,87.0,37.0,22.0,1172.0,211.0,0.0
2023-01-05 11:00:00,89.0,35.0,22.0,1171.0,211.0,0.0
2023-01-05 12:00:00,90.0,35.0,22.0,1171.0,211.0,0.0
2023-01-05 13:00:00,83.0,38.0,23.0,1171.0,212.0,0.0
2023-01-05 14:00:00,79.0,37.0,23.0,1169.0,212.0,0.0
2023-01-05 15:00:00,70.0,38.0,22.0,1150.0,213.0,0.0
2023-01-05 16:00:00,75.0,38.0,21.0,1153.0,213.0,0.0
2023-01-05 17:00:00,66.0,37.0,21.0,1124.0,213.0,0.0
2023-01-05 18:00:00,65.0,37.0,21.0,1121.0,212.0,0.0
2023-01-05 19:00:00,43.0,37.0,21.0,1114.0,210.0,0.0
2023-01-05 20:00:00,40.0,33.0,20.0,1114.0,211.0,0.0
2023-01-05 21:00:00,32.0,30.0,20.0,1105.0,211.0,0.0
2023-01-05 22:00:00,24.0,30.0,19.0,1135.0,211.0,0.0
2023-01-05 23:00:00,18.0,29.0,18.0,1087.0,211.0,0.0
2023-01-06 00:00:00,14.0,29.0,18.0,1084.0,209.0,0.0
2023-01-06 01:00:00,17.0,30.0,19.0,1083.0,211.0,0.0
2023-01-06 02:00:00,10.0,32.0,19.0,1082.0,210.0,0.0
2023-01-06 03:00:00,8.0,34.0,19.0,1080.0,213.0,0.0
2023-01-06 04:00:00,15.0,35.0,19.0,1082.0,298.0,0.0
2023-01-06 05:00:00,12.0,34.0,19.0,1255.0,451.0,0.0
