UTC time,nat_gas,hydro,solar,wind,biomass,unknown
2023-01-01 00:00:00,26.0,25.0,0.0,505.0,90.0,12.0
2023-01-01 01:00:00,25.0,25.0,0.0,461.0,90.0,12.0
2023-01-01 02:00:00,25.0,25.0,0.0,444.0,90.0,12.0
2023-01-01 03:00:00,26.0,25.0,0.0,427.0,90.0,12.0
2023-01-01 04:00:00,26.0,25.0,0.0,376.0,89.0,11.0
2023-01-01 05:00:00,26.0,25.0,0.0,431.0,90.0,10.0
2023-01-01 06:00:00,26.0,47.0,0.0,507.0,90.0,10.0
2023-01-01 07:00:00,26.0,31.0,6.0,551.0,90.0,11.0
2023-01-01 08:00:00,26.0,26.0,6.0,571.0,90.0,12.0
2023-01-01 09:00:00,26.0,26.0,6.0,572.0,90.0,12.0
2023-01-01 10:00:00,26.0,26.0,6.0,571.0,90.0,11.0
2023-01-01 11:00:00,26.0,47.0,6.0,571.0,90.0,11.0
2023-01-01 12:00:00,25.0,47.0,6.0,569.0,90.0,11.0
2023-01-01 13:00:00,25.0,88.0,6.0,516.0,90.0,11.0
2023-01-01 14:00:00,25.0,66.0,6.0,547.0,90.0,10.0
2023-01-01 15:00:00,26.0,64.0,6.0,571.0,90.0,10.0
2023-01-01 16:00:00,26.0,90.0,6.0,569.0,90.0,10.0
2023-01-01 17:00:00,26.0,80.0,6.0,570.0,90.0,10.0
2023-01-01 18:00:00,26.0,88.0,6.0,565.0,89.0,10.0
2023-01-01 19:00:00,26.0,51.0,6.0,557.0,89.0,10.0
2023-01-01 20:00:00,26.0,47.0,6.0,513.0,88.0,10.0
2023-01-01 21:00:00,26.0,50.0,6.0,407.0,84.0,11.0
2023-01-01 22:00:00,25.0,74.0,6.0,322.0,84.0,10.0
2023-01-01 23:00:00,25.0,47.0,6.0,222.0,80.0,10.0
2023-01-02 00:00:00,25.0,57.0,6.0,188.0,74.0,10.0
2023-01-02 01:00:00,25.0,47.0,6.0,143.0,74.0,10.0
2023-01-02 02:00:00,26.0,47.0,6.0,111.0,74.0,10.0
2023-01-02 03:00:00,26.0,47.0,6.0,41.0,74.0,10.0
2023-01-02 04:00:00,26.0,47.0,6.0,36.0,73.0,9.0
2023-01-02 05:00:00,26.0,47.0,6.0,66.0,73.0,10.0
2023-01-02 06:00:00,26.0,68.0,6.0,84.0,73.0,10.0
2023-01-02 07:00:00,26.0,68.0,6.0,100.0,73.0,10.0
2023-01-02 08:00:00,27.0,88.0,6.0,112.0,73.0,10.0
2023-01-02 09:00:00,26.0,92.0,18.0,126.0,72.0,11.0
2023-01-02 10:00:00,26.0,92.0,17.0,141.0,72.0,11.0
2023-01-02 11:00:00,26.0,88.0,12.0,202.0,72.0,10.0
2023-01-02 12:00:00,26.0,88.0,7.0,267.0,72.0,9.0
2023-01-02 13:00:00,26.0,88.0,2.0,329.0,72.0,9.0
2023-01-02 14:00:00,26.0,88.0,0.0,370.0,72.0,9.0
2023-01-02 15:00:00,26.0,91.0,0.0,392.0,72.0,9.0
2023-01-02 16:00:00,26.0,88.0,0.0,443.0,72.0,10.0
2023-01-02 17:00:00,26.0,88.0,0.0,492.0,72.0,10.0
2023-01-02 18:00:00,27.0,88.0,0.0,521.0,72.0,10.0
2023-01-02 19:00:00,26.0,88.0,0.0,545.0,72.0,9.0
2023-01-02 20:00:00,26.0,88.0,0.0,535.0,72.0,9.0
2023-01-02 21:00:00,26.0,47.0,0.0,549.0,73.0,10.0
2023-01-02 22:00:00,26.0,47.0,0.0,549.0,74.0,9.0
2023-01-02 23:00:00,26.0,47.0,0.0,560.0,83.0,8.0
2023-01-03 00:00:00,26.0,47.0,0.0,558.0,88.0,8.0
2023-01-03 01:00:00,26.0,47.0,0.0,555.0,89.0,9.0
2023-01-03 02:00:00,26.0,50.0,0.0,528.0,90.0,8.0
2023-01-03 03:00:00,26.0,50.0,0.0,530.0,89.0,8.0
2023-01-03 04:00:00,26.0,50.0,0.0,563.0,89.0,9.0
2023-01-03 05:00:00,26.0,90.0,0.0,566.0,88.0,9.0
2023-01-03 06:00:00,26.0,96.0,0.0,569.0,88.0,8.0
2023-01-03 07:00:00,26.0,96.0,5.0,567.0,88.0,9.0
2023-01-03 08:00:00,27.0,96.0,15.0,560.0,88.0,9.0
2023-01-03 09:00:00,26.0,96.0,20.0,548.0,88.0,10.0
2023-01-03 10:00:00,26.0,96.0,28.0,532.0,88.0,10.0
2023-01-03 11:00:00,26.0,98.0,24.0,515.0,88.0,9.0
2023-01-03 12:00:00,26.0,98.0,14.0,477.0,88.0,9.0
2023-01-03 13:00:00,26.0,98.0,4.0,423.0,88.0,9.0
2023-01-03 14:00:00,26.0,98.0,0.0,426.0,88.0,9.0
2023-01-03 15:00:00,26.0,98.0,0.0,423.0,88.0,10.0
2023-01-03 16:00:00,26.0,98.0,0.0,384.0,88.0,9.0
2023-01-03 17:00:00,26.0,98.0,0.0,331.0,88.0,9.0
2023-01-03 18:00:00,26.0,98.0,0.0,320.0,88.0,9.0
2023-01-03 19:00:00,26.0,98.0,0.0,257.0,89.0,9.0
2023-01-03 20:00:00,26.0,98.0,0.0,239.0,89.0,9.0
2023-01-03 21:00:00,26.0,98.0,0.0,202.0,89.0,9.0
2023-01-03 22:00:00,26.0,92.0,0.0,149.0,89.0,9.0
2023-01-03 23:00:00,25.0,94.0,0.0,130.0,90.0,9.0
2023-01-04 00:00:00,25.0,94.0,0.0,120.0,90.0,9.0
2023-01-04 01:00:00,26.0,88.0,0.0,91.0,90.0,9.0
2023-01-04 02:00:00,26.0,88.0,0.0,87.0,89.0,9.0
2023-01-04 03:00:00,26.0,93.0,0.0,66.0,89.0,8.0
2023-01-04 04:00:00,26.0,94.0,0.0,47.0,89.0,9.0
2023-01-04 05:00:00,26.0,97.0,0.0,48.0,89.0,9.0
2023-01-04 06:00:00,26.0,97.0,0.0,80.0,89.0,9.0
2023-01-04 07:00:00,27.0,96.0,10.0,105.0,89.0,9.0
2023-01-04 08:00:00,26.0,96.0,34.0,112.0,89.0,9.0
2023-01-04 09:00:00,24.0,96.0,61.0,120.0,89.0,9.0
2023-01-04 10:00:00,24.0,93.0,55.0,120.0,88.0,10.0
2023-01-04 11:00:00,26.0,96.0,42.0,120.0,88.0,9.0
2023-01-04 12:00:00,27.0,96.0,26.0,130.0,88.0,8.0
2023-01-04 13:00:00,27.0,96.0,6.0,207.0,88.0,8.0
2023-01-04 14:00:00,27.0,89.0,0.0,322.0,88.0,8.0
2023-01-04 15:00:00,26.0,47.0,0.0,428.0,88.0,8.0
2023-01-04 16:00:00,26.0,88.0,0.0,445.0,88.0,8.0
2023-01-04 17:00:00,26.0,88.0,0.0,433.0,88.0,8.0
2023-01-04 18:00:00,24.0,95.0,0.0,368.0,89.0,9.0
2023-01-04 19:00:00,24.0,96.0,0.0,337.0,89.0,10.0
2023-01-04 20:00:00,23.0,74.0,0.0,296.0,89.0,10.0
2023-01-04 21:00:00,23.0,50.0,0.0,246.0,89.0,9.0
2023-01-04 22:00:00,22.0,74.0,0.0,211.0,89.0,9.0
2023-01-04 23:00:00,23.0,57.0,0.0,247.0,89.0,9.0
2023-01-05 00:00:00,22.0,61.0,0.0,280.0,89.0,9.0
2023-01-05 01:00:00,23.0,47.0,0.0,319.0,89.0,9.0
2023-01-05 02:00:00,23.0,47.0,0.0,306.0,89.0,9.0
2023-01-05 03:00:00,23.0,47.0,0.0,262.0,89.0,9.0
2023-01-05 04:00:00,22.0,47.0,0.0,269.0,89.0,9.0
