datetime,hydro_actual,avg_hydro_production_forecast
2020-01-01T00:00:00.000000000,66.0,29.08934
2020-01-01T01:00:00.000000000,66.0,42.14276
2020-01-01T02:00:00.000000000,66.0,42.62315
2020-01-01T03:00:00.000000000,66.0,42.46737
2020-01-01T04:00:00.000000000,41.0,37.1646
2020-01-01T05:00:00.000000000,39.0,21.13014
2020-01-01T06:00:00.000000000,2.0,17.94953
2020-01-01T07:00:00.000000000,20.0,11.82926
2020-01-01T08:00:00.000000000,12.0,0.0
2020-01-01T09:00:00.000000000,3.0,6.04382
2020-01-01T10:00:00.000000000,5.0,8.04335
2020-01-01T11:00:00.000000000,42.0,14.5476
2020-01-01T12:00:00.000000000,43.0,20.07503
2020-01-01T13:00:00.000000000,68.0,43.58306
2020-01-01T14:00:00.000000000,70.0,50.12805
2020-01-01T15:00:00.000000000,70.0,51.90336
2020-01-01T16:00:00.000000000,70.0,60.88082
2020-01-01T17:00:00.000000000,106.0,60.09656
2020-01-01T18:00:00.000000000,88.0,42.74414
2020-01-01T19:00:00.000000000,116.0,40.51336
2020-01-01T20:00:00.000000000,22.0,41.42231
2020-01-01T21:00:00.000000000,3.0,30.80376
2020-01-01T22:00:00.000000000,5.0,32.77128
2020-01-01T23:00:00.000000000,42.0,34.66313
2020-01-02T00:00:00.000000000,42.0,51.6706
2020-01-02T01:00:00.000000000,42.0,42.29859
2020-01-02T02:00:00.000000000,42.0,40.12747
2020-01-02T03:00:00.000000000,42.0,33.05705
2020-01-02T04:00:00.000000000,42.0,29.76303
2020-01-02T05:00:00.000000000,42.0,25.16235
2020-01-02T06:00:00.000000000,5.0,22.56366
2020-01-02T07:00:00.000000000,27.0,22.6164
2020-01-02T08:00:00.000000000,6.0,20.09614
2020-01-02T09:00:00.000000000,3.0,20.05378
2020-01-02T10:00:00.000000000,31.0,20.41675
2020-01-02T11:00:00.000000000,51.0,24.59139
2020-01-02T12:00:00.000000000,89.0,30.83248
2020-01-02T13:00:00.000000000,116.0,34.38786
2020-01-02T14:00:00.000000000,116.0,39.28409
2020-01-02T15:00:00.000000000,116.0,42.37594
2020-01-02T16:00:00.000000000,116.0,52.83429
2020-01-02T17:00:00.000000000,164.0,56.77105
2020-01-02T18:00:00.000000000,147.0,63.10542
2020-01-02T19:00:00.000000000,146.0,61.11996
2020-01-02T20:00:00.000000000,60.0,58.3892
2020-01-02T21:00:00.000000000,52.0,61.00919
2020-01-02T22:00:00.000000000,91.0,65.31922
2020-01-02T23:00:00.000000000,91.0,59.05395
2020-01-03T00:00:00.000000000,91.0,64.72804
2020-01-03T01:00:00.000000000,93.0,55.093
2020-01-03T02:00:00.000000000,94.0,53.21768
2020-01-03T03:00:00.000000000,93.0,45.85773
2020-01-03T04:00:00.000000000,93.0,43.20728
2020-01-03T05:00:00.000000000,93.0,38.31958
2020-01-03T06:00:00.000000000,27.0,35.42942
2020-01-03T07:00:00.000000000,23.0,35.59463
2020-01-03T08:00:00.000000000,14.0,32.77356
2020-01-03T09:00:00.000000000,6.0,31.26236
2020-01-03T10:00:00.000000000,34.0,30.71588
2020-01-03T11:00:00.000000000,55.0,33.89044
2020-01-03T12:00:00.000000000,93.0,39.47859
2020-01-03T13:00:00.000000000,119.0,42.35724
2020-01-03T14:00:00.000000000,120.0,47.64
2020-01-03T15:00:00.000000000,119.0,50.83573
2020-01-03T16:00:00.000000000,119.0,61.64753
2020-01-03T17:00:00.000000000,169.0,65.56936
2020-01-03T18:00:00.000000000,150.0,72.15419
2020-01-03T19:00:00.000000000,111.0,69.82713
2020-01-03T20:00:00.000000000,53.0,67.36409
2020-01-03T21:00:00.000000000,53.0,70.93638
2020-01-03T22:00:00.000000000,55.0,76.35283
2020-01-03T23:00:00.000000000,93.0,71.05145
2020-01-04T00:00:00.000000000,94.0,70.62692
2020-01-04T01:00:00.000000000,94.0,60.85336
