datetime,coal_actual,avg_coal_production_forecast
2020-01-01T00:00:00.000000000,8284.0,6939.03046
2020-01-01T01:00:00.000000000,8988.0,7383.61599
2020-01-01T02:00:00.000000000,7285.0,7717.4251
2020-01-01T03:00:00.000000000,6317.0,7650.20095
2020-01-01T04:00:00.000000000,5907.0,7536.71887
2020-01-01T05:00:00.000000000,5775.0,7170.41596
2020-01-01T06:00:00.000000000,5756.0,6872.12849
2020-01-01T07:00:00.000000000,5787.0,6369.82959
2020-01-01T08:00:00.000000000,5761.0,6219.31838
2020-01-01T09:00:00.000000000,5726.0,6061.29901
2020-01-01T10:00:00.000000000,5606.0,6384.31484
2020-01-01T11:00:00.000000000,5503.0,6766.65761
2020-01-01T12:00:00.000000000,5600.0,7204.48084
2020-01-01T13:00:00.000000000,5656.0,7800.57974
2020-01-01T14:00:00.000000000,5732.0,8222.2231
2020-01-01T15:00:00.000000000,5714.0,8599.75414
2020-01-01T16:00:00.000000000,5932.0,8735.12025
2020-01-01T17:00:00.000000000,6349.0,8678.23409
2020-01-01T18:00:00.000000000,6428.0,8422.96028
2020-01-01T19:00:00.000000000,6539.0,8165.4081
2020-01-01T20:00:00.000000000,7011.0,8042.18002
2020-01-01T21:00:00.000000000,6859.0,7828.32112
2020-01-01T22:00:00.000000000,6745.0,7900.05984
2020-01-01T23:00:00.000000000,7018.0,8142.02416
2020-01-02T00:00:00.000000000,7893.0,7399.29084
2020-01-02T01:00:00.000000000,7891.0,7567.04105
2020-01-02T02:00:00.000000000,7076.0,7729.39446
2020-01-02T03:00:00.000000000,6703.0,7596.52679
2020-01-02T04:00:00.000000000,6662.0,7311.73891
2020-01-02T05:00:00.000000000,6921.0,7009.29332
2020-01-02T06:00:00.000000000,6608.0,6759.88674
2020-01-02T07:00:00.000000000,6491.0,6685.26908
2020-01-02T08:00:00.000000000,6215.0,6547.84598
2020-01-02T09:00:00.000000000,6221.0,6575.64568
2020-01-02T10:00:00.000000000,5937.0,6717.18572
2020-01-02T11:00:00.000000000,6282.0,6885.82409
2020-01-02T12:00:00.000000000,6361.0,7062.62322
2020-01-02T13:00:00.000000000,6250.0,7334.60333
2020-01-02T14:00:00.000000000,6854.0,7642.18119
2020-01-02T15:00:00.000000000,7171.0,7771.10553
2020-01-02T16:00:00.000000000,7599.0,7891.37792
2020-01-02T17:00:00.000000000,7858.0,7901.72711
2020-01-02T18:00:00.000000000,8123.0,7826.52636
2020-01-02T19:00:00.000000000,9281.0,7654.87959
2020-01-02T20:00:00.000000000,10046.0,7543.33393
2020-01-02T21:00:00.000000000,8856.0,7433.00059
2020-01-02T22:00:00.000000000,7970.0,7363.109
2020-01-02T23:00:00.000000000,9024.0,7337.72473
2020-01-03T00:00:00.000000000,10965.0,7440.96303
2020-01-03T01:00:00.000000000,11466.0,7593.18829
2020-01-03T02:00:00.000000000,10732.0,7740.20618
2020-01-03T03:00:00.000000000,10084.0,7598.63682
2020-01-03T04:00:00.000000000,8886.0,7314.02617
2020-01-03T05:00:00.000000000,9102.0,7016.74909
2020-01-03T06:00:00.000000000,9205.0,6778.78774
2020-01-03T07:00:00.000000000,9142.0,6722.09595
2020-01-03T08:00:00.000000000,8337.0,6603.96752
2020-01-03T09:00:00.000000000,7303.0,6647.39692
2020-01-03T10:00:00.000000000,6526.0,6800.70998
2020-01-03T11:00:00.000000000,6429.0,6974.73329
2020-01-03T12:00:00.000000000,6748.0,7146.41498
2020-01-03T13:00:00.000000000,7183.0,7400.08642
2020-01-03T14:00:00.000000000,7116.0,7679.88007
2020-01-03T15:00:00.000000000,7136.0,7780.75336
2020-01-03T16:00:00.000000000,6843.0,7882.1007
2020-01-03T17:00:00.000000000,6397.0,7889.25603
2020-01-03T18:00:00.000000000,6002.0,7822.55139
2020-01-03T19:00:00.000000000,5992.0,7666.06785
2020-01-03T20:00:00.000000000,5952.0,7569.47623
2020-01-03T21:00:00.000000000,6078.0,7475.57379
2020-01-03T22:00:00.000000000,6393.0,7418.14011
2020-01-03T23:00:00.000000000,6694.0,7392.47878
2020-01-04T00:00:00.000000000,8360.0,7869.45402
2020-01-04T01:00:00.000000000,10043.0,8053.80611
2020-01-04T02:00:00.000000000,10083.0,8270.94586
