datetime,other_actual,avg_other_production_forecast
2020-01-01T00:00:00.000000000,665.0,671.0543
2020-01-01T01:00:00.000000000,665.0,669.2799
2020-01-01T02:00:00.000000000,675.0,672.82901
2020-01-01T03:00:00.000000000,687.0,671.23956
2020-01-01T04:00:00.000000000,673.0,674.37389
2020-01-01T05:00:00.000000000,683.0,676.3675
2020-01-01T06:00:00.000000000,666.0,679.1198
2020-01-01T07:00:00.000000000,660.0,681.79974
2020-01-01T08:00:00.000000000,655.0,680.2649
2020-01-01T09:00:00.000000000,644.0,679.56396
2020-01-01T10:00:00.000000000,648.0,679.93891
2020-01-01T11:00:00.000000000,660.0,681.82294
2020-01-01T12:00:00.000000000,661.0,681.31946
2020-01-01T13:00:00.000000000,655.0,685.27563
2020-01-01T14:00:00.000000000,647.0,682.1882
2020-01-01T15:00:00.000000000,648.0,681.72844
2020-01-01T16:00:00.000000000,658.0,685.0129
2020-01-01T17:00:00.000000000,660.0,681.58911
2020-01-01T18:00:00.000000000,651.0,684.4258
2020-01-01T19:00:00.000000000,664.0,681.7141
2020-01-01T20:00:00.000000000,661.0,680.10596
2020-01-01T21:00:00.000000000,672.0,679.82904
2020-01-01T22:00:00.000000000,684.0,685.2872
2020-01-01T23:00:00.000000000,699.0,686.3603
2020-01-02T00:00:00.000000000,697.0,688.54844
2020-01-02T01:00:00.000000000,689.0,691.10174
2020-01-02T02:00:00.000000000,688.0,691.34768
2020-01-02T03:00:00.000000000,668.0,695.50007
2020-01-02T04:00:00.000000000,656.0,693.70726
2020-01-02T05:00:00.000000000,650.0,687.97189
2020-01-02T06:00:00.000000000,661.0,686.896
2020-01-02T07:00:00.000000000,663.0,683.71672
2020-01-02T08:00:00.000000000,655.0,685.19279
2020-01-02T09:00:00.000000000,661.0,689.59758
2020-01-02T10:00:00.000000000,662.0,686.93211
2020-01-02T11:00:00.000000000,634.0,684.38454
2020-01-02T12:00:00.000000000,642.0,682.75591
2020-01-02T13:00:00.000000000,637.0,678.83801
2020-01-02T14:00:00.000000000,639.0,678.91102
2020-01-02T15:00:00.000000000,650.0,678.85
2020-01-02T16:00:00.000000000,657.0,681.71218
2020-01-02T17:00:00.000000000,630.0,676.96032
2020-01-02T18:00:00.000000000,626.0,678.49864
2020-01-02T19:00:00.000000000,624.0,681.09375
2020-01-02T20:00:00.000000000,634.0,679.90928
2020-01-02T21:00:00.000000000,633.0,680.46494
2020-01-02T22:00:00.000000000,649.0,680.20546
2020-01-02T23:00:00.000000000,666.0,682.34225
2020-01-03T00:00:00.000000000,652.0,684.18428
2020-01-03T01:00:00.000000000,640.0,686.77079
2020-01-03T02:00:00.000000000,621.0,687.07733
2020-01-03T03:00:00.000000000,604.0,691.08199
2020-01-03T04:00:00.000000000,593.0,689.31205
2020-01-03T05:00:00.000000000,602.0,683.69873
2020-01-03T06:00:00.000000000,590.0,682.65563
2020-01-03T07:00:00.000000000,570.0,679.603
2020-01-03T08:00:00.000000000,574.0,681.08167
2020-01-03T09:00:00.000000000,577.0,685.41202
2020-01-03T10:00:00.000000000,579.0,682.82643
