datetime,other_actual,avg_other_production_forecast
2020-01-01T00:00:00.000000000,665,671.0543
2020-01-01T01:00:00.000000000,665,669.2799
2020-01-01T02:00:00.000000000,675,672.829
2020-01-01T03:00:00.000000000,687,671.23956
2020-01-01T04:00:00.000000000,673,674.3739
2020-01-01T05:00:00.000000000,683,676.3675
2020-01-01T06:00:00.000000000,666,679.1198
2020-01-01T07:00:00.000000000,660,681.79974
2020-01-01T08:00:00.000000000,655,680.2649
2020-01-01T09:00:00.000000000,644,679.56396
2020-01-01T10:00:00.000000000,648,679.9389
2020-01-01T11:00:00.000000000,660,681.82294
2020-01-01T12:00:00.000000000,661,681.31946
2020-01-01T13:00:00.000000000,655,685.27563
2020-01-01T14:00:00.000000000,647,682.1882
2020-01-01T15:00:00.000000000,648,681.72845
2020-01-01T16:00:00.000000000,658,685.0129
2020-01-01T17:00:00.000000000,660,681.5891
2020-01-01T18:00:00.000000000,651,684.4258
2020-01-01T19:00:00.000000000,664,681.7141
2020-01-01T20:00:00.000000000,661,680.10596
2020-01-01T21:00:00.000000000,672,679.82904
2020-01-01T22:00:00.000000000,684,685.2872
2020-01-01T23:00:00.000000000,699,686.3603
2020-01-02T00:00:00.000000000,697,669.813
2020-01-02T01:00:00.000000000,689,667.5305
2020-01-02T02:00:00.000000000,688,671.0421
2020-01-02T03:00:00.000000000,668,668.36536
2020-01-02T04:00:00.000000000,656,671.84814
2020-01-02T05:00:00.000000000,650,673.1427
2020-01-02T06:00:00.000000000,661,675.7773
2020-01-02T07:00:00.000000000,663,678.66016
2020-01-02T08:00:00.000000000,655,676.7623
2020-01-02T09:00:00.000000000,661,675.26904
2020-01-02T10:00:00.000000000,662,675.66455
2020-01-02T11:00:00.000000000,634,677.33673
2020-01-02T12:00:00.000000000,642,676.586
2020-01-02T13:00:00.000000000,637,679.91284
2020-01-02T14:00:00.000000000,639,676.83417
2020-01-02T15:00:00.000000000,650,677.0419
2020-01-02T16:00:00.000000000,657,679.9048
