,UTC time,Local time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other,avg_nuclear_production_forecast
660,01/28/2019 12:00:00,2019-01-28 07:00:00,265.42,139,4628,4057,0,1257,0,603,848,0
661,01/28/2019 13:00:00,2019-01-28 08:00:00,276.89,145,5236,4026,0,1269,2,634,855,0
662,01/28/2019 14:00:00,2019-01-28 09:00:00,276.35,136,5282,4019,5,1237,13,661,823,0
663,01/28/2019 15:00:00,2019-01-28 10:00:00,267.1,135,4570,3984,9,1010,51,665,801,0
664,01/28/2019 16:00:00,2019-01-28 11:00:00,256.59,135,4025,4026,10,993,65,602,807,0
665,01/28/2019 17:00:00,2019-01-28 12:00:00,253.67,135,3874,4020,0,998,84,563,813,0
666,01/28/2019 18:00:00,2019-01-28 13:00:00,258.1,137,4073,4053,0,970,81,577,821,0
667,01/28/2019 19:00:00,2019-01-28 14:00:00,267.6,137,4420,4027,0,950,68,512,806,0
668,01/28/2019 20:00:00,2019-01-28 15:00:00,276.9,137,4689,4031,1,949,46,376,814,0
669,01/28/2019 21:00:00,2019-01-28 16:00:00,281.26,138,4921,4053,0,962,26,393,835,0
670,01/28/2019 22:00:00,2019-01-28 17:00:00,278.46,167,5328,4068,0,1625,15,329,881,0
671,01/28/2019 23:00:00,2019-01-28 18:00:00,280.83,194,5906,4057,0,2185,11,228,897,0
672,01/29/2019 00:00:00,2019-01-28 19:00:00,276.64,194,5849,4021,0,2417,10,203,892,0
673,01/29/2019 01:00:00,2019-01-28 20:00:00,271.41,191,5531,4008,0,2369,0,260,886,0
674,01/29/2019 02:00:00,2019-01-28 21:00:00,283.17,188,5491,3986,0,1831,0,204,898,0
675,01/29/2019 03:00:00,2019-01-28 22:00:00,290.61,183,5310,4001,0,1328,0,211,909,0
676,01/29/2019 04:00:00,2019-01-28 23:00:00,276.9,138,4433,3950,0,1181,0,194,891,0
677,01/29/2019 05:00:00,2019-01-29 00:00:00,258.18,105,3566,3975,0,1037,0,220,883,0
678,01/29/2019 06:00:00,2019-01-29 01:00:00,243.99,107,3113,4025,0,999,0,354,896,0
679,01/29/2019 07:00:00,2019-01-29 02:00:00,239.78,106,2985,4029,0,973,0,455,920,0
680,01/29/2019 08:00:00,2019-01-29 03:00:00,237.24,106,2896,4037,0,971,0,450,917,0
681,01/29/2019 09:00:00,2019-01-29 04:00:00,246.06,123,3183,4046,0,994,0,422,925,0
682,01/29/2019 10:00:00,2019-01-29 05:00:00,249.31,126,3414,4044,1,1091,0,431,919,0
683,01/29/2019 11:00:00,2019-01-29 06:00:00,263.78,164,3997,4049,5,1099,0,456,919,0
684,01/29/2019 12:00:00,2019-01-29 07:00:00,273.6,241,4864,4048,21,1630,0,439,912,0
685,01/29/2019 13:00:00,2019-01-29 08:00:00,284.83,247,5599,4018,47,1776,2,437,919,0
686,01/29/2019 14:00:00,2019-01-29 09:00:00,305.46,348,5947,4012,0,1256,10,348,911,0
687,01/29/2019 15:00:00,2019-01-29 10:00:00,308.59,395,5845,4022,0,1148,13,309,901,0
688,01/29/2019 16:00:00,2019-01-29 11:00:00,313.1,399,5942,4027,1,1056,16,268,903,0
689,01/29/2019 17:00:00,2019-01-29 12:00:00,315.48,404,6014,4042,0,1020,19,222,893,0
690,01/29/2019 18:00:00,2019-01-29 13:00:00,322.08,405,6470,4034,0,996,16,219,879,0
691,01/29/2019 19:00:00,2019-01-29 14:00:00,321.48,407,6350,4025,0,1006,16,207,900,0
692,01/29/2019 20:00:00,2019-01-29 15:00:00,320.42,406,6301,4023,0,1015,9,231,907,0
693,01/29/2019 21:00:00,2019-01-29 16:00:00,318.23,408,6314,4042,0,1068,5,261,902,0
694,01/29/2019 22:00:00,2019-01-29 17:00:00,317.19,409,6609,4046,0,1257,1,326,929,0
695,01/29/2019 23:00:00,2019-01-29 18:00:00,302.68,409,6696,4032,0,1934,0,428,931,0
696,01/30/2019 00:00:00,2019-01-29 19:00:00,306.12,407,6683,4015,0,1634,0,540,922,0
697,01/30/2019 01:00:00,2019-01-29 20:00:00,309.27,405,6441,4005,0,1251,0,595,906,0
698,01/30/2019 02:00:00,2019-01-29 21:00:00,305.5,406,5887,3997,0,1077,0,598,906,0
699,01/30/2019 03:00:00,2019-01-29 22:00:00,291.03,387,4937,3983,0,1054,0,591,908,0
700,01/30/2019 04:00:00,2019-01-29 23:00:00,267.69,308,3871,3998,0,1036,0,565,900,0
701,01/30/2019 05:00:00,2019-01-30 00:00:00,251.44,278,3232,3984,0,967,0,635,886,0
702,01/30/2019 06:00:00,2019-01-30 01:00:00,249.88,216,3258,4005,0,908,0,600,879,0
703,01/30/2019 07:00:00,2019-01-30 02:00:00,241.22,217,2898,4022,0,880,0,556,860,0
704,01/30/2019 08:00:00,2019-01-30 03:00:00,235.74,218,2862,4035,0,937,0,636,838,0
705,01/30/2019 09:00:00,2019-01-30 04:00:00,237.85,217,2880,4013,0,934,0,563,825,0
706,01/30/2019 10:00:00,2019-01-30 05:00:00,242.46,222,3017,4040,0,893,0,542,823,0
707,01/30/2019 11:00:00,2019-01-30 06:00:00,258.55,250,3526,4046,0,871,0,473,821,0
708,01/30/2019 12:00:00,2019-01-30 07:00:00,274.93,277,4603,4040,0,1161,0,560,848,0
709,01/30/2019 13:00:00,2019-01-30 08:00:00,291.57,290,5426,4029,7,1180,1,511,865,0
710,01/30/2019 14:00:00,2019-01-30 09:00:00,300.22,382,5375,4021,81,1137,11,425,880,0
711,01/30/2019 15:00:00,2019-01-30 10:00:00,292.24,288,5068,4025,126,1148,29,405,877,0
712,01/30/2019 16:00:00,2019-01-30 11:00:00,288.27,403,4784,4021,58,1185,37,475,885,0
713,01/30/2019 17:00:00,2019-01-30 12:00:00,293.02,467,4753,4014,58,985,41,553,875,0
714,01/30/2019 18:00:00,2019-01-30 13:00:00,284.87,443,4447,4013,44,1018,42,578,876,0
715,01/30/2019 19:00:00,2019-01-30 14:00:00,284.29,397,4402,4022,96,1023,40,504,855,0
716,01/30/2019 20:00:00,2019-01-30 15:00:00,289.79,466,4572,4029,31,960,34,480,836,0
717,01/30/2019 21:00:00,2019-01-30 16:00:00,297.13,509,5220,4053,2,1000,18,622,838,0
718,01/30/2019 22:00:00,2019-01-30 17:00:00,313.84,658,6162,4052,0,1235,2,552,855,0
719,01/30/2019 23:00:00,2019-01-30 18:00:00,309.29,775,6740,4031,0,2150,0,480,873,0
720,01/31/2019 00:00:00,2019-01-30 19:00:00,317.76,803,7106,4019,0,2083,0,399,879,0
721,01/31/2019 01:00:00,2019-01-30 20:00:00,323.03,800,7231,4014,0,1821,0,457,877,0
722,01/31/2019 02:00:00,2019-01-30 21:00:00,331.95,806,7584,4023,0,1521,0,501,881,0
723,01/31/2019 03:00:00,2019-01-30 22:00:00,325.97,764,6980,3996,0,1212,0,702,854,0
724,01/31/2019 04:00:00,2019-01-30 23:00:00,316.61,615,6435,4007,0,1052,0,723,845,0
725,01/31/2019 05:00:00,2019-01-31 00:00:00,305.09,583,5590,3996,0,1033,0,753,884,0
726,01/31/2019 06:00:00,2019-01-31 01:00:00,296.16,586,5044,3998,0,981,0,820,872,0
727,01/31/2019 07:00:00,2019-01-31 02:00:00,295.92,593,4996,4024,0,968,0,801,875,0
728,01/31/2019 08:00:00,2019-01-31 03:00:00,297.38,590,5003,4012,0,963,0,749,871,0
729,01/31/2019 09:00:00,2019-01-31 04:00:00,293.28,513,4818,3983,0,922,0,697,854,0
730,01/31/2019 10:00:00,2019-01-31 05:00:00,290.7,445,4954,4061,0,954,0,676,861,0
731,01/31/2019 11:00:00,2019-01-31 06:00:00,302.59,519,5675,4051,0,1055,0,694,859,0
732,01/31/2019 12:00:00,2019-01-31 07:00:00,324.27,612,7330,4086,0,1182,0,666,855,0
733,01/31/2019 13:00:00,2019-01-31 08:00:00,341.88,647,8891,4031,0,1167,2,679,837,0
734,01/31/2019 14:00:00,2019-01-31 09:00:00,341.73,647,8700,4010,8,1148,11,634,832,0
735,01/31/2019 15:00:00,2019-01-31 10:00:00,337.44,639,8190,4007,22,1125,24,613,825,0
736,01/31/2019 16:00:00,2019-01-31 11:00:00,332.51,627,7636,4015,97,1078,29,689,844,0
737,01/31/2019 17:00:00,2019-01-31 12:00:00,322.15,624,7241,4020,0,1134,34,802,841,0
738,01/31/2019 18:00:00,2019-01-31 13:00:00,322.91,629,7209,4020,1,1034,39,853,844,0
739,01/31/2019 19:00:00,2019-01-31 14:00:00,321.99,625,7118,4021,26,1028,38,869,841,0
740,01/31/2019 20:00:00,2019-01-31 15:00:00,319.76,620,7061,4020,38,1055,35,928,843,0
741,01/31/2019 21:00:00,2019-01-31 16:00:00,324.71,627,7354,4027,68,1036,20,934,856,0
742,01/31/2019 22:00:00,2019-01-31 17:00:00,326.03,615,7512,4028,122,1174,4,899,879,0
743,01/31/2019 23:00:00,2019-01-31 18:00:00,334.79,630,8469,4041,186,1375,0,855,903,0
744,02/01/2019 00:00:00,2019-01-31 19:00:00,331.14,636,8443,4013,304,1735,0,830,895,0
745,02/01/2019 01:00:00,2019-01-31 20:00:00,331.56,623,8438,4015,208,1580,0,823,883,0
746,02/01/2019 02:00:00,2019-01-31 21:00:00,331.27,620,8487,3998,64,1498,0,796,871,0
747,02/01/2019 03:00:00,2019-01-31 22:00:00,325.05,615,7536,3978,0,1280,0,776,872,0
748,02/01/2019 04:00:00,2019-01-31 23:00:00,319.49,595,6700,3986,0,1054,0,759,870,0
749,02/01/2019 05:00:00,2019-02-01 00:00:00,310.04,600,5950,4008,0,967,0,803,858,0
750,02/01/2019 06:00:00,2019-02-01 01:00:00,302.91,522,5580,4014,0,913,0,782,848,0
751,02/01/2019 07:00:00,2019-02-01 02:00:00,293.37,389,5326,4011,0,899,0,781,834,0
752,02/01/2019 08:00:00,2019-02-01 03:00:00,289.22,378,5323,4030,0,902,0,898,820,0
753,02/01/2019 09:00:00,2019-02-01 04:00:00,293,375,5589,4029,0,897,0,882,795,0
754,02/01/2019 10:00:00,2019-02-01 05:00:00,297.39,437,5709,4031,0,890,0,888,795,0
755,02/01/2019 11:00:00,2019-02-01 06:00:00,298.26,568,5852,4049,0,1242,0,896,843,0
756,02/01/2019 12:00:00,2019-02-01 07:00:00,294.85,578,6880,4080,0,2207,0,878,876,0
757,02/01/2019 13:00:00,2019-02-01 08:00:00,308.61,569,7890,4011,0,2145,2,875,866,0
758,02/01/2019 14:00:00,2019-02-01 09:00:00,307.9,569,7693,4021,0,2089,12,820,860,0
759,02/01/2019 15:00:00,2019-02-01 10:00:00,322.86,520,8033,4017,0,1397,25,832,879,0
760,02/01/2019 16:00:00,2019-02-01 11:00:00,322.57,404,7843,4004,0,1088,33,843,864,0
761,02/01/2019 17:00:00,2019-02-01 12:00:00,314.08,314,7477,4021,0,1111,40,817,832,0
762,02/01/2019 18:00:00,2019-02-01 13:00:00,313.84,272,7411,4010,1,1023,37,811,826,0
763,02/01/2019 19:00:00,2019-02-01 14:00:00,308.74,159,7311,4018,0,1011,39,810,831,0
764,02/01/2019 20:00:00,2019-02-01 15:00:00,307.98,134,7343,4026,0,1015,32,800,818,0
765,02/01/2019 21:00:00,2019-02-01 16:00:00,311.76,142,7499,4026,0,984,20,781,828,0
766,02/01/2019 22:00:00,2019-02-01 17:00:00,316.62,188,8043,4045,0,1176,5,768,843,0
767,02/01/2019 23:00:00,2019-02-01 18:00:00,312.36,276,8307,4031,0,1739,0,803,873,0
768,02/02/2019 00:00:00,2019-02-01 19:00:00,314.58,294,8380,3999,0,1682,0,847,875,0
769,02/02/2019 01:00:00,2019-02-01 20:00:00,317.13,295,8340,4013,0,1444,0,882,856,0
770,02/02/2019 02:00:00,2019-02-01 21:00:00,318.45,183,8368,4008,0,1207,0,890,865,0
771,02/02/2019 03:00:00,2019-02-01 22:00:00,307.52,64,7409,3978,0,977,0,886,842,0
772,02/02/2019 04:00:00,2019-02-01 23:00:00,299.56,1,6772,3986,0,916,0,773,828,0
773,02/02/2019 05:00:00,2019-02-02 00:00:00,285.71,1,6038,4003,0,980,0,825,832,0
774,02/02/2019 06:00:00,2019-02-02 01:00:00,272.47,1,5183,4009,0,980,0,771,845,0
775,02/02/2019 07:00:00,2019-02-02 02:00:00,264.33,1,4824,4019,0,1051,0,720,826,0
776,02/02/2019 08:00:00,2019-02-02 03:00:00,257.93,1,4699,4035,0,1264,0,710,842,0
777,02/02/2019 09:00:00,2019-02-02 04:00:00,255.55,1,4623,4031,0,1379,0,670,856,0
778,02/02/2019 10:00:00,2019-02-02 05:00:00,256.89,1,4727,4024,0,1416,0,692,864,0
779,02/02/2019 11:00:00,2019-02-02 06:00:00,257.56,1,4833,4039,0,1555,0,649,884,0
780,02/02/2019 12:00:00,2019-02-02 07:00:00,254.66,1,5228,4059,0,2151,0,578,878,0
781,02/02/2019 13:00:00,2019-02-02 08:00:00,279.91,1,6016,4019,0,1661,2,492,881,0
782,02/02/2019 14:00:00,2019-02-02 09:00:00,284.12,1,6166,4010,0,1577,13,492,887,0
783,02/02/2019 15:00:00,2019-02-02 10:00:00,290.89,1,6261,4013,0,1447,28,380,908,0
784,02/02/2019 16:00:00,2019-02-02 11:00:00,295.85,1,6026,4001,0,1041,41,337,877,0
785,02/02/2019 17:00:00,2019-02-02 12:00:00,298.55,1,6208,4037,0,958,46,370,869,0
786,02/02/2019 18:00:00,2019-02-02 13:00:00,295.41,1,6170,4017,1,968,45,452,839,0
787,02/02/2019 19:00:00,2019-02-02 14:00:00,292.68,1,5931,4011,0,932,43,449,841,0
788,02/02/2019 20:00:00,2019-02-02 15:00:00,287.15,1,5764,4024,0,935,33,549,831,0
789,02/02/2019 21:00:00,2019-02-02 16:00:00,286.16,1,5745,4021,0,936,12,590,825,0
790,02/02/2019 22:00:00,2019-02-02 17:00:00,281.5,1,5891,4039,0,1171,5,673,823,0
791,02/02/2019 23:00:00,2019-02-02 18:00:00,284.76,1,6433,4047,0,1348,0,763,827,0
792,02/03/2019 00:00:00,2019-02-02 19:00:00,277.93,1,6266,4000,0,1572,0,806,826,0
793,02/03/2019 01:00:00,2019-02-02 20:00:00,280.31,1,6098,4013,0,1279,0,822,826,0
794,02/03/2019 02:00:00,2019-02-02 21:00:00,273.05,1,5611,4013,0,1181,0,873,826,0
795,02/03/2019 03:00:00,2019-02-02 22:00:00,264.94,1,5046,3999,0,1116,0,842,823,0
796,02/03/2019 04:00:00,2019-02-02 23:00:00,262.32,1,4648,4021,0,930,0,775,832,0
797,02/03/2019 05:00:00,2019-02-03 00:00:00,251.29,1,4009,4004,0,897,0,684,822,0
798,02/03/2019 06:00:00,2019-02-03 01:00:00,245.65,1,3527,3991,0,831,0,508,822,0
799,02/03/2019 07:00:00,2019-02-03 02:00:00,242.91,1,3314,4023,0,817,0,412,840,0
800,02/03/2019 08:00:00,2019-02-03 03:00:00,244.86,1,3411,4031,0,873,0,363,834,0
801,02/03/2019 09:00:00,2019-02-03 04:00:00,239.96,1,3195,4011,0,846,0,358,825,0
802,02/03/2019 10:00:00,2019-02-03 05:00:00,237.93,1,3152,4063,0,873,0,348,841,0
803,02/03/2019 11:00:00,2019-02-03 06:00:00,241.69,1,3266,4030,0,881,0,353,845,0
804,02/03/2019 12:00:00,2019-02-03 07:00:00,242.3,1,3441,4037,0,954,0,410,830,0
805,02/03/2019 13:00:00,2019-02-03 08:00:00,252.44,1,3872,4039,0,971,0,417,834,0
806,02/03/2019 14:00:00,2019-02-03 09:00:00,270.94,1,4629,4040,0,982,2,314,830,0
807,02/03/2019 15:00:00,2019-02-03 10:00:00,273.46,1,4761,4044,0,1125,5,193,840,0
808,02/03/2019 16:00:00,2019-02-03 11:00:00,274.27,1,4855,4034,0,1296,9,82,841,0
809,02/03/2019 17:00:00,2019-02-03 12:00:00,280.12,1,4994,4024,0,1216,12,32,841,0
810,02/03/2019 18:00:00,2019-02-03 13:00:00,280.09,1,4938,4024,0,1174,17,22,839,0
811,02/03/2019 19:00:00,2019-02-03 14:00:00,285.14,1,5070,4017,0,1058,30,21,837,0
812,02/03/2019 20:00:00,2019-02-03 15:00:00,282.53,1,4849,4013,0,922,49,55,824,0
813,02/03/2019 21:00:00,2019-02-03 16:00:00,283.31,1,4935,4035,0,906,37,84,818,0
814,02/03/2019 22:00:00,2019-02-03 17:00:00,297.42,1,5764,4055,0,941,8,95,828,0
815,02/03/2019 23:00:00,2019-02-03 18:00:00,300.74,1,6451,4061,0,1309,0,87,848,0
816,02/04/2019 00:00:00,2019-02-03 19:00:00,292.46,1,6030,4023,0,1394,0,106,836,0
817,02/04/2019 01:00:00,2019-02-03 20:00:00,290.82,1,5605,4034,0,1087,0,136,821,0
818,02/04/2019 02:00:00,2019-02-03 21:00:00,288.94,1,5360,4028,0,951,0,160,812,0
819,02/04/2019 03:00:00,2019-02-03 22:00:00,275.89,1,4655,4016,0,898,0,194,802,0
820,02/04/2019 04:00:00,2019-02-03 23:00:00,258.76,1,3944,4048,0,880,0,237,797,0
821,02/04/2019 05:00:00,2019-02-04 00:00:00,240.04,1,3434,4023,0,1090,0,285,781,0
822,02/04/2019 06:00:00,2019-02-04 01:00:00,230.24,1,2908,4031,0,841,0,303,774,0
823,02/04/2019 07:00:00,2019-02-04 02:00:00,230.37,1,2918,4041,0,823,0,310,771,0
824,02/04/2019 08:00:00,2019-02-04 03:00:00,229.22,1,2861,4042,0,813,0,340,791,0
825,02/04/2019 09:00:00,2019-02-04 04:00:00,228.47,1,2832,4049,0,814,0,343,798,0
826,02/04/2019 10:00:00,2019-02-04 05:00:00,230.85,1,2963,4054,0,815,0,381,791,0
827,02/04/2019 11:00:00,2019-02-04 06:00:00,241.58,1,3437,4071,0,872,0,406,793,0
828,02/04/2019 12:00:00,2019-02-04 07:00:00,249.39,1,4388,4074,0,1492,0,493,809,0
829,02/04/2019 13:00:00,2019-02-04 08:00:00,257.78,1,4966,4040,0,1565,4,592,796,0
830,02/04/2019 14:00:00,2019-02-04 09:00:00,260.95,1,4843,3998,0,1266,25,649,804,0
831,02/04/2019 15:00:00,2019-02-04 10:00:00,258.43,1,4416,3975,0,1027,54,556,784,0
832,02/04/2019 16:00:00,2019-02-04 11:00:00,255.44,1,4037,4035,0,860,77,392,778,0
833,02/04/2019 17:00:00,2019-02-04 12:00:00,258.68,1,4042,4040,0,837,86,269,776,0
834,02/04/2019 18:00:00,2019-02-04 13:00:00,253.39,1,3824,4066,0,864,92,228,781,0
835,02/04/2019 19:00:00,2019-02-04 14:00:00,260.8,1,4090,4004,0,882,91,199,766,0
836,02/04/2019 20:00:00,2019-02-04 15:00:00,258.13,1,3996,4034,0,904,77,186,769,0
837,02/04/2019 21:00:00,2019-02-04 16:00:00,270.09,1,4471,4070,0,893,49,161,789,0
838,02/04/2019 22:00:00,2019-02-04 17:00:00,280.42,1,4946,4051,0,956,12,161,814,0
839,02/04/2019 23:00:00,2019-02-04 18:00:00,268.09,1,5220,4084,0,1736,0,169,820,0
840,02/05/2019 00:00:00,2019-02-04 19:00:00,267.4,1,5349,4014,0,1980,0,143,815,0
841,02/05/2019 01:00:00,2019-02-04 20:00:00,271.18,1,5298,4026,0,1707,0,154,806,0
842,02/05/2019 02:00:00,2019-02-04 21:00:00,279.16,1,5194,4006,0,1224,0,195,806,0
843,02/05/2019 03:00:00,2019-02-04 22:00:00,268.65,1,4369,3997,0,926,0,251,810,0
844,02/05/2019 04:00:00,2019-02-04 23:00:00,246.58,1,3402,4015,0,855,0,273,811,0
845,02/05/2019 05:00:00,2019-02-05 00:00:00,227.85,1,2848,4015,0,892,0,344,796,0
846,02/05/2019 06:00:00,2019-02-05 01:00:00,215.12,1,2488,4028,0,844,0,429,789,0
847,02/05/2019 07:00:00,2019-02-05 02:00:00,222.17,1,2809,4026,0,835,0,488,757,0
848,02/05/2019 08:00:00,2019-02-05 03:00:00,221.78,1,2782,4022,0,789,0,524,760,0
849,02/05/2019 09:00:00,2019-02-05 04:00:00,223.15,1,2831,4026,0,779,0,545,765,0
850,02/05/2019 10:00:00,2019-02-05 05:00:00,225.89,1,2941,4034,0,820,0,524,767,0
851,02/05/2019 11:00:00,2019-02-05 06:00:00,240.93,1,3531,4042,0,821,0,550,762,0
852,02/05/2019 12:00:00,2019-02-05 07:00:00,260.21,1,4479,4042,0,883,0,607,758,0
853,02/05/2019 13:00:00,2019-02-05 08:00:00,274.42,1,5259,4040,0,905,3,646,760,0
854,02/05/2019 14:00:00,2019-02-05 09:00:00,273.42,1,5132,4000,0,860,11,645,750,0
855,02/05/2019 15:00:00,2019-02-05 10:00:00,267.21,1,4794,4003,0,830,23,644,751,0
856,02/05/2019 16:00:00,2019-02-05 11:00:00,257.23,1,4346,3998,0,854,34,641,751,0
857,02/05/2019 17:00:00,2019-02-05 12:00:00,251.63,1,4003,4023,0,857,51,514,755,0
858,02/05/2019 18:00:00,2019-02-05 13:00:00,253.21,1,4048,4030,0,868,83,441,752,0
859,02/05/2019 19:00:00,2019-02-05 14:00:00,250.26,1,3841,3920,0,856,82,440,730,0
860,02/05/2019 20:00:00,2019-02-05 15:00:00,250.28,1,3911,3991,0,871,83,448,743,0
861,02/05/2019 21:00:00,2019-02-05 16:00:00,250.35,1,4121,4094,0,919,70,537,753,0
862,02/05/2019 22:00:00,2019-02-05 17:00:00,253.53,1,4416,4036,0,966,29,699,733,0
863,02/05/2019 23:00:00,2019-02-05 18:00:00,261.33,1,5279,4058,0,1210,20,922,744,0
864,02/06/2019 00:00:00,2019-02-05 19:00:00,251.03,1,5202,4019,0,1700,6,952,741,0
865,02/06/2019 01:00:00,2019-02-05 20:00:00,248.51,1,4870,4000,0,1509,0,957,743,0
866,02/06/2019 02:00:00,2019-02-05 21:00:00,247.56,1,4683,4015,0,1343,0,965,748,0
867,02/06/2019 03:00:00,2019-02-05 22:00:00,246.46,1,4470,4001,0,1218,0,932,748,0
868,02/06/2019 04:00:00,2019-02-05 23:00:00,240.02,1,3824,4007,0,910,0,821,743,0
869,02/06/2019 05:00:00,2019-02-06 00:00:00,226.17,1,3148,3998,0,851,0,658,715,0
870,02/06/2019 06:00:00,2019-02-06 01:00:00,215.36,1,2746,4024,0,804,0,646,721,0
871,02/06/2019 07:00:00,2019-02-06 02:00:00,208.12,1,2501,4004,0,802,0,656,725,0
872,02/06/2019 08:00:00,2019-02-06 03:00:00,204.18,1,2345,4030,0,847,0,550,731,0
873,02/06/2019 09:00:00,2019-02-06 04:00:00,203.3,1,2304,4036,0,879,0,510,738,0
874,02/06/2019 10:00:00,2019-02-06 05:00:00,210.85,1,2578,4056,0,919,0,491,728,0
875,02/06/2019 11:00:00,2019-02-06 06:00:00,234.13,1,3410,4059,0,940,0,507,728,0
876,02/06/2019 12:00:00,2019-02-06 07:00:00,259.34,1,4545,4069,0,1060,0,460,729,0
877,02/06/2019 13:00:00,2019-02-06 08:00:00,283.57,1,5706,4044,0,1096,6,353,725,0
878,02/06/2019 14:00:00,2019-02-06 09:00:00,278.42,1,5347,4005,0,1089,33,300,712,0
879,02/06/2019 15:00:00,2019-02-06 10:00:00,270.4,1,4720,3997,0,990,62,208,716,0
880,02/06/2019 16:00:00,2019-02-06 11:00:00,263.16,1,4309,4026,0,968,78,151,732,0
881,02/06/2019 17:00:00,2019-02-06 12:00:00,261.2,1,4139,4036,0,960,90,72,737,0
882,02/06/2019 18:00:00,2019-02-06 13:00:00,264.41,1,4240,4026,0,939,83,40,719,0
883,02/06/2019 19:00:00,2019-02-06 14:00:00,266.2,1,4333,4053,0,972,61,34,732,0
884,02/06/2019 20:00:00,2019-02-06 15:00:00,280.91,1,5079,4054,0,1002,39,54,737,0
885,02/06/2019 21:00:00,2019-02-06 16:00:00,292.85,1,5824,4060,0,1035,22,81,732,0
886,02/06/2019 22:00:00,2019-02-06 17:00:00,296.64,1,6263,4036,41,1241,4,119,734,0
887,02/06/2019 23:00:00,2019-02-06 18:00:00,276.92,1,6492,4052,0,2290,0,157,734,0
888,02/07/2019 00:00:00,2019-02-06 19:00:00,281.09,1,6696,3993,0,2270,0,170,727,0
889,02/07/2019 01:00:00,2019-02-06 20:00:00,281.72,1,6385,3999,0,2008,0,154,735,0
890,02/07/2019 02:00:00,2019-02-06 21:00:00,283.81,1,6061,3974,0,1696,0,134,738,0
891,02/07/2019 03:00:00,2019-02-06 22:00:00,273.74,1,5080,3979,0,1295,0,126,701,0
892,02/07/2019 04:00:00,2019-02-06 23:00:00,260.8,1,4134,3973,0,960,0,138,688,0
893,02/07/2019 05:00:00,2019-02-07 00:00:00,238.99,1,3261,4009,0,944,0,155,714,0
894,02/07/2019 06:00:00,2019-02-07 01:00:00,229.19,1,2866,3959,0,905,0,158,705,0
895,02/07/2019 07:00:00,2019-02-07 02:00:00,220.34,1,2611,4031,0,920,0,114,708,0
896,02/07/2019 08:00:00,2019-02-07 03:00:00,229.99,1,2915,4032,0,920,0,100,706,0
897,02/07/2019 09:00:00,2019-02-07 04:00:00,226.89,1,2801,4020,0,918,0,106,709,0
898,02/07/2019 10:00:00,2019-02-07 05:00:00,226.44,1,2806,4046,0,954,0,99,722,0
899,02/07/2019 11:00:00,2019-02-07 06:00:00,240.81,1,3393,4090,0,1041,0,90,732,0
900,02/07/2019 12:00:00,2019-02-07 07:00:00,251.89,1,4375,4045,0,1632,0,81,713,0
901,02/07/2019 13:00:00,2019-02-07 08:00:00,274.78,1,5572,4058,0,1649,0,76,706,0
902,02/07/2019 14:00:00,2019-02-07 09:00:00,291.76,1,6331,4017,0,1493,5,78,713,0
903,02/07/2019 15:00:00,2019-02-07 10:00:00,297.51,1,6359,4001,0,1260,10,63,703,0
904,02/07/2019 16:00:00,2019-02-07 11:00:00,299.44,1,6178,4008,0,1055,13,45,702,0
905,02/07/2019 17:00:00,2019-02-07 12:00:00,302.44,1,6317,4024,0,1006,14,44,704,0
906,02/07/2019 18:00:00,2019-02-07 13:00:00,299.66,1,6139,4022,0,1002,19,50,708,0
907,02/07/2019 19:00:00,2019-02-07 14:00:00,298.11,1,6087,4010,0,1001,18,71,692,0
908,02/07/2019 20:00:00,2019-02-07 15:00:00,296.84,1,6088,4028,0,1043,11,84,700,0
909,02/07/2019 21:00:00,2019-02-07 16:00:00,297.94,1,6193,4036,0,1081,4,97,719,0
910,02/07/2019 22:00:00,2019-02-07 17:00:00,297.98,1,6352,4058,0,1150,1,122,723,0
911,02/07/2019 23:00:00,2019-02-07 18:00:00,290.16,1,6590,4036,0,1715,0,117,718,0
912,02/08/2019 00:00:00,2019-02-07 19:00:00,290.12,1,6539,4009,0,1696,0,120,713,0
913,02/08/2019 01:00:00,2019-02-07 20:00:00,294.95,1,6539,4011,0,1447,0,126,708,0
914,02/08/2019 02:00:00,2019-02-07 21:00:00,290.2,1,6007,3991,0,1283,0,122,696,0
915,02/08/2019 03:00:00,2019-02-07 22:00:00,278.19,1,5118,3993,0,1104,0,125,693,0
916,02/08/2019 04:00:00,2019-02-07 23:00:00,255.22,1,4040,3989,0,1100,0,136,694,0
917,02/08/2019 05:00:00,2019-02-08 00:00:00,236.11,1,3284,4008,0,1100,0,116,697,0
918,02/08/2019 06:00:00,2019-02-08 01:00:00,231.76,1,3015,4028,0,967,0,101,703,0
919,02/08/2019 07:00:00,2019-02-08 02:00:00,231.31,1,2986,4022,0,956,0,99,702,0
920,02/08/2019 08:00:00,2019-02-08 03:00:00,231.2,1,2972,4029,0,956,0,97,710,0
921,02/08/2019 09:00:00,2019-02-08 04:00:00,232.69,1,3042,4026,0,957,0,92,696,0
922,02/08/2019 10:00:00,2019-02-08 05:00:00,236.98,1,3164,4035,0,968,0,85,717,0
923,02/08/2019 11:00:00,2019-02-08 06:00:00,240.66,1,3313,4043,0,1006,0,107,741,0
924,02/08/2019 12:00:00,2019-02-08 07:00:00,265.01,1,4649,4065,0,1264,0,146,744,0
