datetime,wind_actual,avg_wind_production_forecast
2020-01-01T00:00:00.000000000,291,435.84326
2020-01-01T01:00:00.000000000,237,438.5859
2020-01-01T02:00:00.000000000,197,448.2869
2020-01-01T03:00:00.000000000,151,455.28088
2020-01-01T04:00:00.000000000,110,481.15637
2020-01-01T05:00:00.000000000,130,502.66336
2020-01-01T06:00:00.000000000,181,512.66296
2020-01-01T07:00:00.000000000,203,537.3375
2020-01-01T08:00:00.000000000,236,550.0256
2020-01-01T09:00:00.000000000,270,568.54956
2020-01-01T10:00:00.000000000,355,578.7987
2020-01-01T11:00:00.000000000,386,596.7837
2020-01-01T12:00:00.000000000,372,600.4293
2020-01-01T13:00:00.000000000,418,615.79236
2020-01-01T14:00:00.000000000,430,627.80316
2020-01-01T15:00:00.000000000,405,645.25854
2020-01-01T16:00:00.000000000,458,658.4183
2020-01-01T17:00:00.000000000,522,670.9135
2020-01-01T18:00:00.000000000,558,689.2637
2020-01-01T19:00:00.000000000,562,698.1329
2020-01-01T20:00:00.000000000,556,695.3993
2020-01-01T21:00:00.000000000,560,692.17126
2020-01-01T22:00:00.000000000,620,692.12964
2020-01-01T23:00:00.000000000,628,693.0186
2020-01-02T00:00:00.000000000,644,708.74524
2020-01-02T01:00:00.000000000,683,701.40955
2020-01-02T02:00:00.000000000,689,706.7648
2020-01-02T03:00:00.000000000,688,712.36053
2020-01-02T04:00:00.000000000,670,721.96387
2020-01-02T05:00:00.000000000,636,724.1887
2020-01-02T06:00:00.000000000,637,725.3564
2020-01-02T07:00:00.000000000,618,730.18243
2020-01-02T08:00:00.000000000,653,718.70026
2020-01-02T09:00:00.000000000,654,713.8997
2020-01-02T10:00:00.000000000,647,703.7048
2020-01-02T11:00:00.000000000,630,691.7653
2020-01-02T12:00:00.000000000,582,667.92346
2020-01-02T13:00:00.000000000,536,649.97943
2020-01-02T14:00:00.000000000,490,633.5433
2020-01-02T15:00:00.000000000,444,615.0596
2020-01-02T16:00:00.000000000,397,597.2527
2020-01-02T17:00:00.000000000,373,581.5762
2020-01-02T18:00:00.000000000,307,563.55804
2020-01-02T19:00:00.000000000,261,546.10455
2020-01-02T20:00:00.000000000,217,518.0421
2020-01-02T21:00:00.000000000,193,500.30493
2020-01-02T22:00:00.000000000,185,482.06775
2020-01-02T23:00:00.000000000,201,465.2469
2020-01-03T00:00:00.000000000,257,272.61945
2020-01-03T01:00:00.000000000,268,284.66727
2020-01-03T02:00:00.000000000,291,311.46402
2020-01-03T03:00:00.000000000,337,335.0284
2020-01-03T04:00:00.000000000,330,358.43396
2020-01-03T05:00:00.000000000,299,378.7444
2020-01-03T06:00:00.000000000,314,401.5292
2020-01-03T07:00:00.000000000,338,412.71008
2020-01-03T08:00:00.000000000,366,419.06213
2020-01-03T09:00:00.000000000,406,430.26035
2020-01-03T10:00:00.000000000,473,433.08707
2020-01-03T11:00:00.000000000,517,418.26505
2020-01-03T12:00:00.000000000,483,410.51196
2020-01-03T13:00:00.000000000,427,395.4599
2020-01-03T14:00:00.000000000,397,367.83847
2020-01-03T15:00:00.000000000,344,349.31635
2020-01-03T16:00:00.000000000,365,323.76648
2020-01-03T17:00:00.000000000,349,293.69525
2020-01-03T18:00:00.000000000,344,260.4435
2020-01-03T19:00:00.000000000,368,235.11313
2020-01-03T20:00:00.000000000,358,210.72232
2020-01-03T21:00:00.000000000,369,191.6064
2020-01-03T22:00:00.000000000,392,170.27316
2020-01-03T23:00:00.000000000,422,156.61154
2020-01-04T00:00:00.000000000,463,410.93625
2020-01-04T01:00:00.000000000,478,394.73782
2020-01-04T02:00:00.000000000,459,376.90994
2020-01-04T03:00:00.000000000,525,366.50668
2020-01-04T04:00:00.000000000,515,355.12073
2020-01-04T05:00:00.000000000,479,321.60477
2020-01-04T06:00:00.000000000,443,311.36703
2020-01-04T07:00:00.000000000,433,295.73364
2020-01-04T08:00:00.000000000,398,270.11234
2020-01-04T09:00:00.000000000,346,248.8098
2020-01-04T10:00:00.000000000,339,229.6856
2020-01-04T11:00:00.000000000,260,203.16821
2020-01-04T12:00:00.000000000,210,179.3956
2020-01-04T13:00:00.000000000,189,157.44478
2020-01-04T14:00:00.000000000,149,140.36789
2020-01-04T15:00:00.000000000,95,121.62583
2020-01-04T16:00:00.000000000,48,112.18963
2020-01-04T17:00:00.000000000,44,96.89102
2020-01-04T18:00:00.000000000,50,100.93024
2020-01-04T19:00:00.000000000,35,108.83878
2020-01-04T20:00:00.000000000,24,99.511925
2020-01-04T21:00:00.000000000,25,108.885574
2020-01-04T22:00:00.000000000,34,114.73866
2020-01-04T23:00:00.000000000,18,116.94495
2020-01-05T00:00:00.000000000,28,101.807
2020-01-05T01:00:00.000000000,34,132.18224
2020-01-05T02:00:00.000000000,39,167.42274
2020-01-05T03:00:00.000000000,55,204.8898
2020-01-05T04:00:00.000000000,84,259.29385
2020-01-05T05:00:00.000000000,129,327.0955
2020-01-05T06:00:00.000000000,188,400.37006
2020-01-05T07:00:00.000000000,247,465.29163
2020-01-05T08:00:00.000000000,277,507.58664
2020-01-05T09:00:00.000000000,346,599.2275
2020-01-05T10:00:00.000000000,417,629.9939
2020-01-05T11:00:00.000000000,484,660.7779
2020-01-05T12:00:00.000000000,536,673.6346
2020-01-05T13:00:00.000000000,608,699.87463
2020-01-05T14:00:00.000000000,679,749.03577
2020-01-05T15:00:00.000000000,775,763.4274
2020-01-05T16:00:00.000000000,860,754.2518
2020-01-05T17:00:00.000000000,911,770.6941
2020-01-05T18:00:00.000000000,935,774.4489
2020-01-05T19:00:00.000000000,944,776.1226
2020-01-05T20:00:00.000000000,969,767.40546
2020-01-05T21:00:00.000000000,963,749.2467
2020-01-05T22:00:00.000000000,977,735.4099
2020-01-05T23:00:00.000000000,941,743.40857
