,UTC time,carbon_intensity,nat_gas,solar,other,hydro
37,2019-01-02 13:00:00,213.56,530.0,1.0,17.0,416.0
38,2019-01-02 14:00:00,228.38,655.0,1.0,19.0,434.0
39,2019-01-02 15:00:00,208.82,649.0,1.0,16.0,528.0
40,2019-01-02 16:00:00,213.34,653.0,3.0,18.0,507.0
41,2019-01-02 17:00:00,207.73,609.0,38.0,16.0,466.0
42,2019-01-02 18:00:00,231.86,641.0,89.0,19.0,321.0
43,2019-01-02 19:00:00,247.9,636.0,94.0,18.0,243.0
44,2019-01-02 20:00:00,238.88,574.0,97.0,17.0,242.0
45,2019-01-02 21:00:00,251.41,692.0,101.0,16.0,246.0
46,2019-01-02 22:00:00,263.42,763.0,95.0,18.0,235.0
47,2019-01-02 23:00:00,270.51,919.0,93.0,16.0,263.0
48,2019-01-03 00:00:00,270.59,933.0,59.0,18.0,304.0
49,2019-01-03 01:00:00,250.01,982.0,12.0,19.0,484.0
50,2019-01-03 02:00:00,219.54,1065.0,0.0,18.0,759.0
51,2019-01-03 03:00:00,213.33,1081.0,0.0,16.0,821.0
52,2019-01-03 04:00:00,254.02,1065.0,0.0,18.0,509.0
53,2019-01-03 05:00:00,260.21,1061.0,0.0,16.0,467.0
54,2019-01-03 06:00:00,246.58,999.0,0.0,18.0,524.0
55,2019-01-03 07:00:00,259.2,1016.0,0.0,17.0,455.0
56,2019-01-03 08:00:00,279.93,1010.0,0.0,19.0,345.0
57,2019-01-03 09:00:00,300.32,980.0,0.0,16.0,242.0
58,2019-01-03 10:00:00,299.46,961.0,0.0,17.0,242.0
59,2019-01-03 11:00:00,302.33,959.0,0.0,17.0,230.0
60,2019-01-03 12:00:00,290.56,956.0,0.0,18.0,279.0
61,2019-01-03 13:00:00,275.85,960.0,0.0,16.0,345.0
62,2019-01-03 14:00:00,260.53,974.0,0.0,18.0,431.0
63,2019-01-03 15:00:00,246.42,981.0,0.0,18.0,516.0
64,2019-01-03 16:00:00,241.74,1000.0,4.0,17.0,550.0
65,2019-01-03 17:00:00,248.82,1000.0,36.0,16.0,472.0
66,2019-01-03 18:00:00,253.5,991.0,91.0,17.0,386.0
67,2019-01-03 19:00:00,257.68,979.0,105.0,14.0,339.0
68,2019-01-03 20:00:00,271.15,974.0,90.0,16.0,283.0
69,2019-01-03 21:00:00,275.57,965.0,88.0,15.0,259.0
70,2019-01-03 22:00:00,273.74,916.0,100.0,19.0,243.0
71,2019-01-03 23:00:00,268.54,957.0,56.0,17.0,325.0
72,2019-01-04 00:00:00,272.73,970.0,23.0,19.0,344.0
73,2019-01-04 01:00:00,243.27,1012.0,12.0,16.0,537.0
74,2019-01-04 02:00:00,246.27,1098.0,1.0,19.0,576.0
75,2019-01-04 03:00:00,243.81,1103.0,1.0,17.0,593.0
76,2019-01-04 04:00:00,242.52,1055.0,1.0,20.0,581.0
77,2019-01-04 05:00:00,254.61,1039.0,1.0,16.0,490.0
78,2019-01-04 06:00:00,260.3,1009.0,1.0,18.0,446.0
79,2019-01-04 07:00:00,274.0,1003.0,1.0,16.0,368.0
80,2019-01-04 08:00:00,297.5,998.0,1.0,18.0,259.0
81,2019-01-04 09:00:00,309.23,979.0,1.0,17.0,206.0
82,2019-01-04 10:00:00,320.16,964.0,1.0,20.0,165.0
83,2019-01-04 11:00:00,319.03,965.0,1.0,16.0,166.0
84,2019-01-04 12:00:00,320.39,959.0,1.0,17.0,161.0
85,2019-01-04 13:00:00,302.57,963.0,1.0,16.0,228.0
86,2019-01-04 14:00:00,277.29,989.0,1.0,18.0,349.0
87,2019-01-04 15:00:00,248.87,978.0,1.0,16.0,496.0
88,2019-01-04 16:00:00,247.83,1012.0,2.0,16.0,518.0
89,2019-01-04 17:00:00,258.69,1019.0,20.0,16.0,438.0
90,2019-01-04 18:00:00,260.97,1010.0,64.0,15.0,376.0
91,2019-01-04 19:00:00,259.75,982.0,87.0,1.0,331.0
92,2019-01-04 20:00:00,264.98,960.0,86.0,9.0,305.0
93,2019-01-04 21:00:00,280.78,945.0,90.0,15.0,226.0
94,2019-01-04 22:00:00,280.15,898.0,100.0,19.0,208.0
95,2019-01-04 23:00:00,281.18,909.0,93.0,19.0,214.0
96,2019-01-05 00:00:00,276.35,940.0,70.0,18.0,268.0
97,2019-01-05 01:00:00,264.78,964.0,7.0,17.0,396.0
98,2019-01-05 02:00:00,251.89,1015.0,0.0,18.0,499.0
99,2019-01-05 03:00:00,244.53,1031.0,0.0,17.0,552.0
100,2019-01-05 04:00:00,247.67,1031.0,0.0,18.0,533.0
101,2019-01-05 05:00:00,269.39,1019.0,0.0,18.0,401.0
102,2019-01-05 06:00:00,264.35,1005.0,0.0,19.0,424.0
103,2019-01-05 07:00:00,272.76,1005.0,0.0,16.0,376.0
104,2019-01-05 08:00:00,290.91,991.0,0.0,19.0,288.0
105,2019-01-05 09:00:00,300.83,976.0,0.0,16.0,239.0
106,2019-01-05 10:00:00,313.49,954.0,0.0,18.0,187.0
107,2019-01-05 11:00:00,318.62,952.0,0.0,18.0,168.0
108,2019-01-05 12:00:00,308.5,954.0,0.0,16.0,204.0
109,2019-01-05 13:00:00,310.11,956.0,0.0,18.0,200.0
110,2019-01-05 14:00:00,307.37,972.0,0.0,16.0,212.0
111,2019-01-05 15:00:00,297.36,959.0,0.0,19.0,252.0
112,2019-01-05 16:00:00,280.0,974.0,0.0,17.0,331.0
113,2019-01-05 17:00:00,275.31,975.0,3.0,19.0,353.0
114,2019-01-05 18:00:00,260.04,971.0,2.0,16.0,428.0
115,2019-01-05 19:00:00,251.88,1002.0,6.0,18.0,487.0
116,2019-01-05 20:00:00,259.14,1004.0,6.0,16.0,443.0
117,2019-01-05 21:00:00,259.9,999.0,10.0,18.0,435.0
118,2019-01-05 22:00:00,265.32,996.0,17.0,18.0,397.0
119,2019-01-05 23:00:00,266.93,998.0,8.0,17.0,397.0
120,2019-01-06 00:00:00,273.29,1018.0,3.0,17.0,376.0
121,2019-01-06 01:00:00,266.43,1022.0,0.0,17.0,417.0
122,2019-01-06 02:00:00,250.01,1043.0,0.0,18.0,524.0
123,2019-01-06 03:00:00,238.34,1034.0,0.0,19.0,598.0
124,2019-01-06 04:00:00,243.85,1023.0,0.0,19.0,555.0
125,2019-01-06 05:00:00,262.01,1027.0,0.0,14.0,440.0
126,2019-01-06 06:00:00,279.48,997.0,0.0,19.0,343.0
127,2019-01-06 07:00:00,289.66,1014.0,0.0,17.0,298.0
128,2019-01-06 08:00:00,300.64,938.0,0.0,16.0,231.0
129,2019-01-06 09:00:00,307.52,804.0,0.0,18.0,179.0
130,2019-01-06 10:00:00,322.74,775.0,0.0,16.0,126.0
131,2019-01-06 11:00:00,317.95,748.0,0.0,18.0,137.0
132,2019-01-06 12:00:00,315.13,736.0,0.0,18.0,143.0
133,2019-01-06 13:00:00,321.51,740.0,0.0,17.0,125.0
134,2019-01-06 14:00:00,319.75,779.0,0.0,17.0,136.0
135,2019-01-06 15:00:00,296.48,847.0,0.0,17.0,226.0
136,2019-01-06 16:00:00,291.48,915.0,0.0,18.0,264.0
137,2019-01-06 17:00:00,282.88,956.0,8.0,18.0,305.0
138,2019-01-06 18:00:00,272.27,975.0,8.0,18.0,362.0
139,2019-01-06 19:00:00,267.55,994.0,14.0,16.0,385.0
140,2019-01-06 20:00:00,267.03,999.0,6.0,18.0,400.0
141,2019-01-06 21:00:00,269.27,1020.0,6.0,18.0,396.0
142,2019-01-06 22:00:00,280.46,1028.0,21.0,16.0,324.0
143,2019-01-06 23:00:00,261.76,1024.0,3.0,18.0,442.0
144,2019-01-07 00:00:00,253.64,1043.0,4.0,17.0,496.0
145,2019-01-07 01:00:00,254.82,1096.0,1.0,18.0,517.0
146,2019-01-07 02:00:00,245.66,1118.0,1.0,18.0,589.0
147,2019-01-07 03:00:00,244.65,1101.0,1.0,11.0,578.0
148,2019-01-07 04:00:00,274.96,995.0,1.0,1.0,344.0
149,2019-01-07 05:00:00,257.85,1021.0,1.0,4.0,448.0
150,2019-01-07 06:00:00,270.16,970.0,1.0,12.0,371.0
151,2019-01-07 07:00:00,302.68,959.0,1.0,13.0,224.0
152,2019-01-07 08:00:00,320.22,842.0,1.0,19.0,145.0
153,2019-01-07 09:00:00,318.15,835.0,1.0,16.0,148.0
154,2019-01-07 10:00:00,323.69,804.0,1.0,18.0,128.0
155,2019-01-07 11:00:00,321.89,755.0,1.0,18.0,126.0
156,2019-01-07 12:00:00,319.93,762.0,1.0,16.0,131.0
157,2019-01-07 13:00:00,321.79,857.0,1.0,16.0,140.0
158,2019-01-07 14:00:00,307.86,976.0,1.0,15.0,209.0
159,2019-01-07 15:00:00,286.72,1005.0,1.0,18.0,309.0
160,2019-01-07 16:00:00,266.93,1008.0,1.0,18.0,409.0
161,2019-01-07 17:00:00,276.54,1008.0,8.0,17.0,351.0
162,2019-01-07 18:00:00,283.16,1016.0,30.0,13.0,295.0
163,2019-01-07 19:00:00,281.63,941.0,49.0,18.0,265.0
164,2019-01-07 20:00:00,280.06,975.0,55.0,17.0,276.0
165,2019-01-07 21:00:00,279.22,956.0,69.0,20.0,263.0
166,2019-01-07 22:00:00,281.72,952.0,61.0,17.0,255.0
167,2019-01-07 23:00:00,287.64,992.0,37.0,19.0,266.0
168,2019-01-08 00:00:00,277.41,1021.0,22.0,17.0,337.0
169,2019-01-08 01:00:00,265.47,1062.0,8.0,17.0,430.0
170,2019-01-08 02:00:00,259.29,1101.0,0.0,18.0,492.0
171,2019-01-08 03:00:00,257.72,1114.0,0.0,16.0,505.0
172,2019-01-08 04:00:00,272.28,1109.0,0.0,18.0,418.0
173,2019-01-08 05:00:00,274.19,1083.0,0.0,16.0,396.0
174,2019-01-08 06:00:00,273.98,1071.0,0.0,17.0,394.0
175,2019-01-08 07:00:00,294.63,1043.0,0.0,17.0,283.0
176,2019-01-08 08:00:00,309.37,1019.0,0.0,19.0,216.0
177,2019-01-08 09:00:00,326.41,914.0,0.0,17.0,135.0
178,2019-01-08 10:00:00,323.83,842.0,0.0,18.0,134.0
179,2019-01-08 11:00:00,328.63,866.0,0.0,16.0,121.0
180,2019-01-08 12:00:00,325.84,843.0,0.0,18.0,128.0
181,2019-01-08 13:00:00,326.18,858.0,0.0,18.0,129.0
182,2019-01-08 14:00:00,302.43,956.0,0.0,16.0,228.0
183,2019-01-08 15:00:00,256.7,952.0,0.0,16.0,440.0
184,2019-01-08 16:00:00,253.57,1023.0,0.0,16.0,490.0
185,2019-01-08 17:00:00,276.52,1017.0,8.0,15.0,352.0
186,2019-01-08 18:00:00,278.82,1009.0,16.0,17.0,332.0
187,2019-01-08 19:00:00,272.95,999.0,16.0,17.0,358.0
188,2019-01-08 20:00:00,270.81,997.0,26.0,15.0,356.0
189,2019-01-08 21:00:00,269.79,976.0,19.0,19.0,365.0
190,2019-01-08 22:00:00,265.24,981.0,17.0,15.0,388.0
191,2019-01-08 23:00:00,274.78,974.0,13.0,16.0,342.0
192,2019-01-09 00:00:00,267.67,987.0,5.0,18.0,393.0
193,2019-01-09 01:00:00,262.58,1007.0,3.0,16.0,428.0
194,2019-01-09 02:00:00,264.56,1054.0,1.0,17.0,439.0
195,2019-01-09 03:00:00,267.81,1075.0,1.0,19.0,431.0
196,2019-01-09 04:00:00,269.51,1067.0,1.0,16.0,415.0
197,2019-01-09 05:00:00,277.77,1041.0,1.0,19.0,365.0
198,2019-01-09 06:00:00,282.95,1032.0,1.0,16.0,333.0
199,2019-01-09 07:00:00,298.33,1008.0,1.0,16.0,256.0
200,2019-01-09 08:00:00,313.82,972.0,1.0,18.0,188.0
201,2019-01-09 09:00:00,317.48,896.0,1.0,17.0,161.0
202,2019-01-09 10:00:00,315.6,825.0,1.0,18.0,156.0
203,2019-01-09 11:00:00,309.85,786.0,1.0,18.0,167.0
204,2019-01-09 12:00:00,307.8,764.0,1.0,18.0,169.0
205,2019-01-09 13:00:00,309.69,837.0,1.0,14.0,174.0
206,2019-01-09 14:00:00,312.03,968.0,1.0,18.0,194.0
207,2019-01-09 15:00:00,273.58,1008.0,1.0,17.0,373.0
208,2019-01-09 16:00:00,271.43,1046.0,1.0,18.0,399.0
209,2019-01-09 17:00:00,291.91,1015.0,9.0,18.0,280.0
210,2019-01-09 18:00:00,298.69,1027.0,24.0,16.0,236.0
211,2019-01-09 19:00:00,296.08,1036.0,47.0,11.0,222.0
212,2019-01-09 20:00:00,300.59,1002.0,53.0,16.0,193.0
213,2019-01-09 21:00:00,289.32,951.0,64.0,16.0,217.0
214,2019-01-09 22:00:00,288.83,851.0,59.0,19.0,199.0
215,2019-01-09 23:00:00,296.55,949.0,41.0,17.0,210.0
216,2019-01-10 00:00:00,300.78,1002.0,19.0,18.0,228.0
217,2019-01-10 01:00:00,289.17,1031.0,7.0,18.0,299.0
218,2019-01-10 02:00:00,268.49,1083.0,1.0,18.0,429.0
219,2019-01-10 03:00:00,284.53,1104.0,1.0,17.0,348.0
220,2019-01-10 04:00:00,277.99,1039.0,1.0,16.0,360.0
221,2019-01-10 05:00:00,285.9,1043.0,1.0,18.0,324.0
222,2019-01-10 06:00:00,284.75,1021.0,1.0,16.0,321.0
223,2019-01-10 07:00:00,282.82,1007.0,1.0,18.0,328.0
224,2019-01-10 08:00:00,295.49,947.0,1.0,15.0,252.0
225,2019-01-10 09:00:00,288.67,753.0,1.0,18.0,229.0
226,2019-01-10 10:00:00,302.42,724.0,1.0,18.0,177.0
227,2019-01-10 11:00:00,287.9,712.0,1.0,17.0,219.0
228,2019-01-10 12:00:00,282.19,718.0,1.0,15.0,238.0
229,2019-01-10 13:00:00,277.4,766.0,1.0,18.0,274.0
230,2019-01-10 14:00:00,292.13,906.0,1.0,16.0,256.0
231,2019-01-10 15:00:00,286.32,1026.0,1.0,17.0,316.0
232,2019-01-10 16:00:00,283.9,1067.0,3.0,16.0,337.0
233,2019-01-10 17:00:00,295.51,1043.0,11.0,17.0,268.0
234,2019-01-10 18:00:00,293.49,1057.0,40.0,14.0,249.0
235,2019-01-10 19:00:00,305.53,1061.0,32.0,16.0,206.0
236,2019-01-10 20:00:00,305.35,1006.0,47.0,17.0,181.0
237,2019-01-10 21:00:00,299.64,930.0,53.0,17.0,181.0
238,2019-01-10 22:00:00,302.27,949.0,43.0,17.0,185.0
239,2019-01-10 23:00:00,301.09,968.0,36.0,17.0,201.0
240,2019-01-11 00:00:00,296.71,1008.0,13.0,16.0,251.0
241,2019-01-11 01:00:00,265.75,1053.0,4.0,18.0,430.0
242,2019-01-11 02:00:00,251.55,1121.0,0.0,18.0,551.0
243,2019-01-11 03:00:00,273.76,1127.0,0.0,18.0,416.0
244,2019-01-11 04:00:00,273.48,1097.0,0.0,18.0,407.0
245,2019-01-11 05:00:00,286.95,1095.0,0.0,19.0,336.0
246,2019-01-11 06:00:00,299.18,1074.0,0.0,16.0,269.0
247,2019-01-11 07:00:00,297.43,968.0,0.0,18.0,253.0
248,2019-01-11 08:00:00,311.41,906.0,0.0,16.0,184.0
249,2019-01-11 09:00:00,322.94,933.0,0.0,18.0,150.0
250,2019-01-11 10:00:00,324.59,841.0,0.0,16.0,130.0
251,2019-01-11 11:00:00,321.61,823.0,0.0,18.0,138.0
252,2019-01-11 12:00:00,317.62,803.0,0.0,18.0,147.0
253,2019-01-11 13:00:00,317.08,841.0,0.0,18.0,155.0
254,2019-01-11 14:00:00,313.54,920.0,0.0,16.0,179.0
255,2019-01-11 15:00:00,276.58,1050.0,0.0,17.0,373.0
256,2019-01-11 16:00:00,264.37,1045.0,3.0,14.0,431.0
257,2019-01-11 17:00:00,281.99,1049.0,11.0,15.0,332.0
258,2019-01-11 18:00:00,287.95,1060.0,30.0,14.0,286.0
259,2019-01-11 19:00:00,290.19,1041.0,57.0,17.0,246.0
260,2019-01-11 20:00:00,287.77,973.0,79.0,13.0,212.0
261,2019-01-11 21:00:00,271.87,879.0,81.0,15.0,253.0
262,2019-01-11 22:00:00,261.7,871.0,72.0,13.0,304.0
263,2019-01-11 23:00:00,282.02,876.0,35.0,18.0,257.0
264,2019-01-12 00:00:00,268.5,901.0,16.0,17.0,344.0
265,2019-01-12 01:00:00,265.12,1051.0,6.0,19.0,432.0
266,2019-01-12 02:00:00,217.92,1094.0,1.0,18.0,792.0
267,2019-01-12 03:00:00,229.79,1098.0,1.0,20.0,699.0
268,2019-01-12 04:00:00,251.71,1085.0,1.0,18.0,532.0
269,2019-01-12 05:00:00,255.29,1086.0,1.0,16.0,507.0
270,2019-01-12 06:00:00,280.88,1047.0,1.0,17.0,349.0
271,2019-01-12 07:00:00,299.54,1068.0,1.0,15.0,264.0
272,2019-01-12 08:00:00,322.31,959.0,1.0,18.0,155.0
273,2019-01-12 09:00:00,325.81,874.0,1.0,15.0,129.0
274,2019-01-12 10:00:00,323.44,849.0,1.0,19.0,136.0
275,2019-01-12 11:00:00,324.06,828.0,1.0,15.0,128.0
276,2019-01-12 12:00:00,319.98,800.0,1.0,15.0,136.0
277,2019-01-12 13:00:00,320.23,815.0,1.0,18.0,140.0
278,2019-01-12 14:00:00,312.24,874.0,1.0,17.0,175.0
279,2019-01-12 15:00:00,292.57,879.0,1.0,18.0,249.0
280,2019-01-12 16:00:00,288.42,955.0,3.0,18.0,285.0
281,2019-01-12 17:00:00,279.58,909.0,19.0,18.0,294.0
282,2019-01-12 18:00:00,286.9,925.0,59.0,15.0,224.0
283,2019-01-12 19:00:00,281.37,861.0,94.0,18.0,196.0
284,2019-01-12 20:00:00,273.93,825.0,110.0,17.0,198.0
285,2019-01-12 21:00:00,272.33,764.0,98.0,18.0,196.0
286,2019-01-12 22:00:00,264.19,749.0,112.0,17.0,208.0
287,2019-01-12 23:00:00,263.21,744.0,100.0,17.0,222.0
288,2019-01-13 00:00:00,273.83,818.0,73.0,17.0,233.0
289,2019-01-13 01:00:00,289.57,901.0,19.0,18.0,249.0
290,2019-01-13 02:00:00,248.69,1023.0,1.0,16.0,519.0
291,2019-01-13 03:00:00,244.92,1053.0,1.0,18.0,561.0
292,2019-01-13 04:00:00,271.3,1074.0,1.0,19.0,411.0
293,2019-01-13 05:00:00,271.45,1069.0,1.0,16.0,405.0
294,2019-01-13 06:00:00,282.33,1051.0,1.0,18.0,344.0
295,2019-01-13 07:00:00,302.82,1049.0,1.0,17.0,247.0
296,2019-01-13 08:00:00,317.74,1007.0,1.0,19.0,180.0
297,2019-01-13 09:00:00,321.07,993.0,1.0,16.0,163.0
298,2019-01-13 10:00:00,322.82,978.0,1.0,18.0,156.0
299,2019-01-13 11:00:00,317.99,997.0,1.0,16.0,175.0
300,2019-01-13 12:00:00,319.38,906.0,1.0,18.0,157.0
301,2019-01-13 13:00:00,320.88,913.0,1.0,18.0,153.0
302,2019-01-13 14:00:00,319.71,974.0,1.0,16.0,165.0
303,2019-01-13 15:00:00,295.35,977.0,1.0,18.0,263.0
304,2019-01-13 16:00:00,287.33,987.0,2.0,16.0,298.0
305,2019-01-13 17:00:00,284.35,978.0,47.0,18.0,266.0
306,2019-01-13 18:00:00,274.5,912.0,94.0,18.0,243.0
307,2019-01-13 19:00:00,263.55,849.0,104.0,17.0,259.0
308,2019-01-13 20:00:00,261.89,819.0,98.0,15.0,258.0
309,2019-01-13 21:00:00,268.31,893.0,88.0,18.0,271.0
310,2019-01-13 22:00:00,261.03,833.0,102.0,16.0,265.0
311,2019-01-13 23:00:00,271.7,840.0,75.0,18.0,249.0
312,2019-01-14 00:00:00,291.77,968.0,36.0,18.0,241.0
313,2019-01-14 01:00:00,288.36,1014.0,8.0,16.0,295.0
314,2019-01-14 02:00:00,270.24,1078.0,1.0,16.0,415.0
315,2019-01-14 03:00:00,262.94,1103.0,1.0,10.0,460.0
316,2019-01-14 04:00:00,262.02,1107.0,1.0,4.0,460.0
317,2019-01-14 05:00:00,268.89,1106.0,1.0,1.0,416.0
318,2019-01-14 06:00:00,281.39,1073.0,1.0,2.0,339.0
319,2019-01-14 07:00:00,302.11,1064.0,1.0,1.0,239.0
320,2019-01-14 08:00:00,327.22,1044.0,1.0,2.0,137.0
321,2019-01-14 09:00:00,322.88,1005.0,1.0,3.0,148.0
322,2019-01-14 10:00:00,318.69,929.0,1.0,3.0,151.0
323,2019-01-14 11:00:00,319.63,905.0,1.0,3.0,144.0
324,2019-01-14 12:00:00,316.49,928.0,1.0,5.0,160.0
325,2019-01-14 13:00:00,313.12,1022.0,1.0,4.0,188.0
326,2019-01-14 14:00:00,285.42,1049.0,1.0,9.0,319.0
327,2019-01-14 15:00:00,257.7,1075.0,1.0,11.0,481.0
328,2019-01-14 16:00:00,242.23,1084.0,1.0,14.0,590.0
329,2019-01-14 17:00:00,257.7,1082.0,22.0,15.0,468.0
330,2019-01-14 18:00:00,259.64,1083.0,34.0,17.0,447.0
331,2019-01-14 19:00:00,254.67,1084.0,32.0,16.0,479.0
332,2019-01-14 20:00:00,252.03,1068.0,44.0,18.0,479.0
333,2019-01-14 21:00:00,256.39,1061.0,27.0,16.0,463.0
334,2019-01-14 22:00:00,251.93,1056.0,11.0,18.0,507.0
335,2019-01-14 23:00:00,259.23,1059.0,9.0,16.0,463.0
336,2019-01-15 00:00:00,260.37,1067.0,12.0,18.0,459.0
337,2019-01-15 01:00:00,256.39,1079.0,2.0,16.0,496.0
338,2019-01-15 02:00:00,236.08,1126.0,0.0,19.0,666.0
339,2019-01-15 03:00:00,240.43,1114.0,0.0,17.0,624.0
340,2019-01-15 04:00:00,260.48,1108.0,0.0,20.0,490.0
341,2019-01-15 05:00:00,269.98,1098.0,0.0,17.0,426.0
342,2019-01-15 06:00:00,271.96,1066.0,0.0,15.0,401.0
343,2019-01-15 07:00:00,289.8,1067.0,0.0,18.0,313.0
344,2019-01-15 08:00:00,311.0,1045.0,0.0,15.0,211.0
345,2019-01-15 09:00:00,310.66,857.0,0.0,18.0,179.0
346,2019-01-15 10:00:00,308.98,791.0,0.0,16.0,170.0
347,2019-01-15 11:00:00,304.65,760.0,0.0,18.0,179.0
348,2019-01-15 12:00:00,301.76,799.0,0.0,18.0,197.0
349,2019-01-15 13:00:00,300.49,832.0,0.0,17.0,208.0
350,2019-01-15 14:00:00,303.16,1023.0,0.0,15.0,239.0
351,2019-01-15 15:00:00,270.68,1054.0,0.0,18.0,407.0
352,2019-01-15 16:00:00,247.77,1066.0,0.0,16.0,547.0
353,2019-01-15 17:00:00,257.89,1074.0,4.0,18.0,485.0
354,2019-01-15 18:00:00,284.12,1084.0,10.0,15.0,333.0
355,2019-01-15 19:00:00,273.17,1062.0,12.0,15.0,381.0
356,2019-01-15 20:00:00,263.98,1037.0,14.0,14.0,419.0
357,2019-01-15 21:00:00,262.93,1029.0,17.0,16.0,421.0
358,2019-01-15 22:00:00,261.4,1036.0,10.0,13.0,436.0
359,2019-01-15 23:00:00,266.02,1030.0,7.0,15.0,413.0
360,2019-01-16 00:00:00,272.98,1045.0,6.0,15.0,382.0
361,2019-01-16 01:00:00,264.67,1043.0,2.0,17.0,433.0
362,2019-01-16 02:00:00,248.02,1064.0,1.0,18.0,546.0
363,2019-01-16 03:00:00,264.32,1078.0,1.0,17.0,450.0
364,2019-01-16 04:00:00,268.28,1053.0,1.0,19.0,420.0
365,2019-01-16 05:00:00,261.03,1029.0,1.0,17.0,449.0
366,2019-01-16 06:00:00,262.68,1003.0,1.0,17.0,429.0
367,2019-01-16 07:00:00,275.25,1019.0,1.0,14.0,365.0
368,2019-01-16 08:00:00,286.75,909.0,1.0,18.0,281.0
369,2019-01-16 09:00:00,283.58,819.0,1.0,15.0,264.0
370,2019-01-16 10:00:00,282.81,822.0,1.0,18.0,271.0
371,2019-01-16 11:00:00,284.86,812.0,1.0,17.0,259.0
372,2019-01-16 12:00:00,288.53,861.0,1.0,17.0,259.0
373,2019-01-16 13:00:00,282.72,824.0,1.0,18.0,272.0
374,2019-01-16 14:00:00,281.45,913.0,1.0,17.0,304.0
375,2019-01-16 15:00:00,247.72,995.0,1.0,15.0,510.0
376,2019-01-16 16:00:00,249.4,1033.0,1.0,18.0,522.0
377,2019-01-16 17:00:00,273.09,1021.0,6.0,16.0,374.0
378,2019-01-16 18:00:00,273.95,1002.0,5.0,17.0,365.0
379,2019-01-16 19:00:00,263.39,985.0,15.0,18.0,405.0
380,2019-01-16 20:00:00,267.38,1030.0,17.0,18.0,399.0
381,2019-01-16 21:00:00,262.38,1036.0,6.0,16.0,438.0
382,2019-01-16 22:00:00,260.12,1035.0,5.0,18.0,454.0
383,2019-01-16 23:00:00,271.44,1021.0,4.0,19.0,388.0
384,2019-01-17 00:00:00,250.37,1105.0,2.0,17.0,548.0
385,2019-01-17 01:00:00,257.17,1097.0,1.0,20.0,505.0
386,2019-01-17 02:00:00,270.68,1115.0,1.0,15.0,425.0
387,2019-01-17 03:00:00,261.65,882.0,1.0,19.0,387.0
388,2019-01-17 04:00:00,261.71,889.0,1.0,16.0,386.0
389,2019-01-17 05:00:00,224.34,780.0,1.0,17.0,532.0
390,2019-01-17 06:00:00,220.41,750.0,1.0,18.0,537.0
391,2019-01-17 07:00:00,240.15,750.0,1.0,19.0,431.0
392,2019-01-17 08:00:00,241.35,677.0,1.0,16.0,382.0
