,UTC time,actual_carbon_intensity_lifecycle,forecasted_carbon_intensity_lifecycle
0,2021-07-01 00:00:00,53.78,52.0
1,2021-07-01 01:00:00,53.47,51.03
2,2021-07-01 02:00:00,53.11,50.51
3,2021-07-01 03:00:00,52.27,50.23
4,2021-07-01 04:00:00,52.18,50.77
5,2021-07-01 05:00:00,52.87,52.3
6,2021-07-01 06:00:00,52.28,54.53
7,2021-07-01 07:00:00,55.89,56.91
8,2021-07-01 08:00:00,58.1,59.91
9,2021-07-01 09:00:00,58.48,62.96
10,2021-07-01 10:00:00,59.11,64.26
11,2021-07-01 11:00:00,58.71,64.26
12,2021-07-01 12:00:00,59.62,61.64
13,2021-07-01 13:00:00,59.71,59.88
14,2021-07-01 14:00:00,59.04,59.1
15,2021-07-01 15:00:00,58.55,58.01
16,2021-07-01 16:00:00,57.43,57.33
17,2021-07-01 17:00:00,55.76,56.75
18,2021-07-01 18:00:00,55.17,56.35
19,2021-07-01 19:00:00,55.18,57.04
20,2021-07-01 20:00:00,54.75,57.25
21,2021-07-01 21:00:00,54.74,56.94
22,2021-07-01 22:00:00,54.44,55.54
23,2021-07-01 23:00:00,54.0,54.9
24,2021-07-02 00:00:00,53.18,53.71
25,2021-07-02 01:00:00,52.59,52.49
26,2021-07-02 02:00:00,52.42,51.73
27,2021-07-02 03:00:00,52.01,51.26
28,2021-07-02 04:00:00,51.65,51.69
29,2021-07-02 05:00:00,52.24,53.23
30,2021-07-02 06:00:00,53.7,55.51
31,2021-07-02 07:00:00,56.5,57.93
32,2021-07-02 08:00:00,58.36,61.0
33,2021-07-02 09:00:00,59.79,64.09
34,2021-07-02 10:00:00,61.87,65.27
35,2021-07-02 11:00:00,64.44,64.85
36,2021-07-02 12:00:00,69.12,61.82
37,2021-07-02 13:00:00,71.14,59.75
38,2021-07-02 14:00:00,69.88,58.73
39,2021-07-02 15:00:00,68.25,57.69
40,2021-07-02 16:00:00,65.57,57.05
41,2021-07-02 17:00:00,63.68,56.64
42,2021-07-02 18:00:00,63.86,56.48
43,2021-07-02 19:00:00,64.22,57.34
44,2021-07-02 20:00:00,64.14,57.76
45,2021-07-02 21:00:00,63.46,57.63
46,2021-07-02 22:00:00,64.39,56.16
47,2021-07-02 23:00:00,64.65,55.42
48,2021-07-03 00:00:00,63.16,54.4
49,2021-07-03 01:00:00,62.36,53.06
50,2021-07-03 02:00:00,62.04,52.2
51,2021-07-03 03:00:00,63.1,51.63
52,2021-07-03 04:00:00,61.97,51.98
53,2021-07-03 05:00:00,62.58,53.51
54,2021-07-03 06:00:00,64.23,55.78
55,2021-07-03 07:00:00,66.93,58.19
56,2021-07-03 08:00:00,69.71,61.29
57,2021-07-03 09:00:00,70.68,64.41
58,2021-07-03 10:00:00,72.32,65.57
59,2021-07-03 11:00:00,74.74,65.07
60,2021-07-03 12:00:00,76.8,61.9
61,2021-07-03 13:00:00,78.01,59.73
62,2021-07-03 14:00:00,75.37,58.64
63,2021-07-03 15:00:00,74.51,57.6
64,2021-07-03 16:00:00,72.71,56.96
65,2021-07-03 17:00:00,70.32,56.6
66,2021-07-03 18:00:00,70.83,56.5
67,2021-07-03 19:00:00,70.88,57.41
68,2021-07-03 20:00:00,69.61,57.9
69,2021-07-03 21:00:00,68.1,57.83
70,2021-07-03 22:00:00,66.81,56.35
71,2021-07-03 23:00:00,66.21,55.56
72,2021-07-04 00:00:00,64.76,54.74
73,2021-07-04 01:00:00,63.96,53.33
74,2021-07-04 02:00:00,63.47,52.27
75,2021-07-04 03:00:00,61.2,51.59
76,2021-07-04 04:00:00,62.59,51.89
77,2021-07-04 05:00:00,64.33,53.47
78,2021-07-04 06:00:00,67.85,55.73
79,2021-07-04 07:00:00,70.65,58.19
80,2021-07-04 08:00:00,71.55,61.4
81,2021-07-04 09:00:00,72.49,64.66
82,2021-07-04 10:00:00,74.21,65.92
83,2021-07-04 11:00:00,73.69,65.05
84,2021-07-04 12:00:00,75.78,61.6
85,2021-07-04 13:00:00,77.84,59.24
86,2021-07-04 14:00:00,75.6,57.84
87,2021-07-04 15:00:00,75.27,56.89
88,2021-07-04 16:00:00,71.0,56.2
89,2021-07-04 17:00:00,68.47,55.84
90,2021-07-04 18:00:00,68.58,55.94
91,2021-07-04 19:00:00,69.56,56.89
92,2021-07-04 20:00:00,67.82,57.49
93,2021-07-04 21:00:00,67.28,57.61
94,2021-07-04 22:00:00,65.54,56.11
95,2021-07-04 23:00:00,62.28,55.31
96,2021-07-02 00:00:00,53.18,52.19
97,2021-07-02 01:00:00,52.59,51.37
98,2021-07-02 02:00:00,52.42,50.95
99,2021-07-02 03:00:00,52.01,50.77
100,2021-07-02 04:00:00,51.65,51.4
101,2021-07-02 05:00:00,52.24,52.94
102,2021-07-02 06:00:00,53.7,55.14
103,2021-07-02 07:00:00,56.5,57.46
104,2021-07-02 08:00:00,58.36,60.35
105,2021-07-02 09:00:00,59.79,63.31
106,2021-07-02 10:00:00,61.87,64.62
107,2021-07-02 11:00:00,64.44,64.72
108,2021-07-02 12:00:00,69.12,62.46
109,2021-07-02 13:00:00,71.14,61.04
110,2021-07-02 14:00:00,69.88,60.5
111,2021-07-02 15:00:00,68.25,59.67
112,2021-07-02 16:00:00,65.57,59.17
113,2021-07-02 17:00:00,63.68,58.67
114,2021-07-02 18:00:00,63.86,58.33
115,2021-07-02 19:00:00,64.22,59.07
116,2021-07-02 20:00:00,64.14,59.31
117,2021-07-02 21:00:00,63.46,59.05
118,2021-07-02 22:00:00,64.39,57.62
119,2021-07-02 23:00:00,64.65,57.02
120,2021-07-03 00:00:00,63.16,56.0
121,2021-07-03 01:00:00,62.36,54.72
122,2021-07-03 02:00:00,62.04,53.96
123,2021-07-03 03:00:00,63.1,53.47
124,2021-07-03 04:00:00,61.97,53.91
125,2021-07-03 05:00:00,62.58,55.47
126,2021-07-03 06:00:00,64.23,57.78
127,2021-07-03 07:00:00,66.93,60.21
128,2021-07-03 08:00:00,69.71,63.33
129,2021-07-03 09:00:00,70.68,66.45
130,2021-07-03 10:00:00,72.32,67.7
131,2021-07-03 11:00:00,74.74,67.42
132,2021-07-03 12:00:00,76.8,64.43
133,2021-07-03 13:00:00,78.01,62.42
134,2021-07-03 14:00:00,75.37,61.45
135,2021-07-03 15:00:00,74.51,60.36
136,2021-07-03 16:00:00,72.71,59.66
137,2021-07-03 17:00:00,70.32,59.13
138,2021-07-03 18:00:00,70.83,58.82
139,2021-07-03 19:00:00,70.88,59.58
140,2021-07-03 20:00:00,69.61,59.82
141,2021-07-03 21:00:00,68.1,59.54
142,2021-07-03 22:00:00,66.81,57.93
143,2021-07-03 23:00:00,66.21,57.16
144,2021-07-04 00:00:00,64.76,56.15
145,2021-07-04 01:00:00,63.96,54.95
146,2021-07-04 02:00:00,63.47,54.0
147,2021-07-04 03:00:00,61.2,53.38
148,2021-07-04 04:00:00,62.59,53.68
149,2021-07-04 05:00:00,64.33,55.2
150,2021-07-04 06:00:00,67.85,57.32
151,2021-07-04 07:00:00,70.65,59.62
152,2021-07-04 08:00:00,71.55,62.69
153,2021-07-04 09:00:00,72.49,65.87
154,2021-07-04 10:00:00,74.21,67.27
155,2021-07-04 11:00:00,73.69,66.73
156,2021-07-04 12:00:00,75.78,63.66
157,2021-07-04 13:00:00,77.84,61.59
158,2021-07-04 14:00:00,75.6,60.33
159,2021-07-04 15:00:00,75.27,59.37
160,2021-07-04 16:00:00,71.0,58.55
161,2021-07-04 17:00:00,68.47,57.95
162,2021-07-04 18:00:00,68.58,57.81
163,2021-07-04 19:00:00,69.56,58.55
164,2021-07-04 20:00:00,67.82,58.92
165,2021-07-04 21:00:00,67.28,58.95
