,UTC time,Local time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other,demand,avg_demand_forecast
7381,11/04/2019 13:00:00,2019-11-04 05:00:00,441.85,15,11058,1112,88,0,0,182,0,19770,19511
7382,11/04/2019 14:00:00,2019-11-04 06:00:00,449.9,14,13119,1112,88,0,0,141,0,21536,21131
7383,11/04/2019 15:00:00,2019-11-04 07:00:00,391.78,13,12570,1112,87,0,2332,83,0,23644,23193
7384,11/04/2019 16:00:00,2019-11-04 08:00:00,279.99,15,8804,1112,87,0,6712,52,0,23860,24181
7385,11/04/2019 17:00:00,2019-11-04 09:00:00,270.84,15,8872,1111,88,0,7443,67,0,23349,24099
7386,11/04/2019 18:00:00,2019-11-04 10:00:00,259.4,15,8554,1111,88,0,8048,60,0,22848,23745
7387,11/04/2019 19:00:00,2019-11-04 11:00:00,257.23,18,8397,1110,88,0,8048,77,0,23107,23456
7388,11/04/2019 20:00:00,2019-11-04 12:00:00,262.04,13,8892,1111,46,0,8093,71,0,23293,23387
7389,11/04/2019 21:00:00,2019-11-04 13:00:00,265.46,12,9227,1112,46,0,8159,61,0,23928,23611
7390,11/04/2019 22:00:00,2019-11-04 14:00:00,264.87,13,9070,1110,47,0,8077,42,0,24450,24277
7391,11/04/2019 23:00:00,2019-11-04 15:00:00,304.29,12,11042,1109,47,0,6636,96,0,25287,25135
7392,11/05/2019 00:00:00,2019-11-04 16:00:00,405.92,12,14755,1112,47,0,2163,97,0,26279,26002
7393,11/05/2019 01:00:00,2019-11-04 17:00:00,458.35,12,17056,1111,47,0,0,128,0,27245,27233
7394,11/05/2019 02:00:00,2019-11-04 18:00:00,458.03,13,16819,1110,47,0,0,126,0,28724,29308
7395,11/05/2019 03:00:00,2019-11-04 19:00:00,456.75,12,16314,1109,46,0,0,140,0,28518,29052
7396,11/05/2019 04:00:00,2019-11-04 20:00:00,456.64,11,15850,1108,46,0,0,110,0,27615,28108
7397,11/05/2019 05:00:00,2019-11-04 21:00:00,453.88,11,14850,1108,46,0,0,135,0,26519,26893
7398,11/05/2019 06:00:00,2019-11-04 22:00:00,449.62,12,13246,1107,46,0,0,146,0,24991,25354
7399,11/05/2019 07:00:00,2019-11-04 23:00:00,447.91,12,12146,1107,46,0,0,97,0,23166,23388
7400,11/05/2019 08:00:00,2019-11-05 00:00:00,447.41,12,11560,1108,93,0,0,76,0,21637,21752
7401,11/05/2019 09:00:00,2019-11-05 01:00:00,445.09,11,10923,1108,93,0,0,78,0,20691,20880
7402,11/05/2019 10:00:00,2019-11-05 02:00:00,444.75,12,10903,1111,92,0,0,83,0,19997,20170
7403,11/05/2019 11:00:00,2019-11-05 03:00:00,445.75,12,10934,1111,92,0,0,58,0,19590,19632
7404,11/05/2019 12:00:00,2019-11-05 04:00:00,446.14,11,10872,1109,92,0,0,42,0,19582,19588
7405,11/05/2019 13:00:00,2019-11-05 05:00:00,448.47,12,11508,1110,93,0,0,38,0,20083,20140
7406,11/05/2019 14:00:00,2019-11-05 06:00:00,451.96,11,12781,1111,93,0,0,45,0,21658,21731
7407,11/05/2019 15:00:00,2019-11-05 07:00:00,393.7,10,12329,1111,92,0,2227,38,0,23683,23800
7408,11/05/2019 16:00:00,2019-11-05 08:00:00,296.98,10,10211,1112,92,0,6667,41,0,24216,24600
7409,11/05/2019 17:00:00,2019-11-05 09:00:00,265.2,14,9103,1110,92,0,8122,79,0,23672,24239
7410,11/05/2019 18:00:00,2019-11-05 10:00:00,257.11,14,8604,1111,92,0,8252,102,0,23379,23772
7411,11/05/2019 19:00:00,2019-11-05 11:00:00,251.62,11,8420,1111,93,0,8448,161,0,23369,23554
7412,11/05/2019 20:00:00,2019-11-05 12:00:00,259.2,12,8809,1110,92,0,8219,165,0,23628,23631
7413,11/05/2019 21:00:00,2019-11-05 13:00:00,252.84,11,8556,1111,93,0,8475,179,0,23874,23933
7414,11/05/2019 22:00:00,2019-11-05 14:00:00,262.39,11,9001,1109,93,0,8196,125,0,24774,24721
7415,11/05/2019 23:00:00,2019-11-05 15:00:00,300.49,11,10616,1108,93,0,6631,125,0,25571,25571
7416,11/06/2019 00:00:00,2019-11-05 16:00:00,406.48,11,14367,1109,93,0,2016,154,0,26626,26476
7417,11/06/2019 01:00:00,2019-11-05 17:00:00,457.22,12,16480,1109,93,0,0,154,0,27414,27743
7418,11/06/2019 02:00:00,2019-11-05 18:00:00,456.38,12,16139,1109,93,0,0,162,0,28861,29756
7419,11/06/2019 03:00:00,2019-11-05 19:00:00,455.51,12,15737,1109,93,0,0,165,0,28530,29479
7420,11/06/2019 04:00:00,2019-11-05 20:00:00,453.19,12,14994,1108,93,0,0,194,0,27729,28525
7421,11/06/2019 05:00:00,2019-11-05 21:00:00,450.12,12,14403,1109,93,0,0,254,0,26790,27311
7422,11/06/2019 06:00:00,2019-11-05 22:00:00,445.02,12,12892,1111,93,0,0,282,0,25400,25713
7423,11/06/2019 07:00:00,2019-11-05 23:00:00,439.6,16,11939,1111,92,0,0,355,0,23537,23742
7424,11/06/2019 08:00:00,2019-11-06 00:00:00,435.24,16,10666,1111,93,0,0,330,0,21920,22089
7425,11/06/2019 09:00:00,2019-11-06 01:00:00,435.83,13,10707,1111,92,0,0,315,0,21011,20885
7426,11/06/2019 10:00:00,2019-11-06 02:00:00,436.41,14,10559,1111,93,0,0,281,0,20311,20183
7427,11/06/2019 11:00:00,2019-11-06 03:00:00,432.86,14,10493,1112,92,0,0,372,0,19836,19742
7428,11/06/2019 12:00:00,2019-11-06 04:00:00,433.32,16,10587,1113,93,0,0,373,0,19777,19697
7429,11/06/2019 13:00:00,2019-11-06 05:00:00,435.56,13,10794,1113,92,0,0,332,0,20269,20181
7430,11/06/2019 14:00:00,2019-11-06 06:00:00,444.85,14,12443,1114,92,0,0,239,0,21778,21749
7431,11/06/2019 15:00:00,2019-11-06 07:00:00,390.72,14,11820,1119,92,0,2056,181,0,23730,23485
7432,11/06/2019 16:00:00,2019-11-06 08:00:00,295.33,12,10048,1118,92,0,6570,118,0,24501,24405
7433,11/06/2019 17:00:00,2019-11-06 09:00:00,271.81,13,9656,1113,93,0,8081,104,0,24351,24263
7434,11/06/2019 18:00:00,2019-11-06 10:00:00,262.68,17,9122,1111,93,0,8311,125,0,24292,23820
7435,11/06/2019 19:00:00,2019-11-06 11:00:00,260.11,16,8947,1111,92,0,8233,221,0,23835,23644
7436,11/06/2019 20:00:00,2019-11-06 12:00:00,263.25,17,9341,1110,93,0,8395,208,0,24047,23584
7437,11/06/2019 21:00:00,2019-11-06 13:00:00,269.95,15,9661,1110,93,0,8145,197,0,24283,23844
7438,11/06/2019 22:00:00,2019-11-06 14:00:00,269.73,15,9770,1111,93,0,7910,509,0,24956,24597
7439,11/06/2019 23:00:00,2019-11-06 15:00:00,300.98,15,10655,1109,93,0,6092,601,0,25630,25466
7440,11/07/2019 00:00:00,2019-11-06 16:00:00,386,15,12565,1109,93,0,1947,691,0,26355,26343
7441,11/07/2019 01:00:00,2019-11-06 17:00:00,441.55,15,14886,1111,93,0,0,625,0,27233,27475
7442,11/07/2019 02:00:00,2019-11-06 18:00:00,441.72,15,14562,1110,93,0,0,583,0,28743,29323
7443,11/07/2019 03:00:00,2019-11-06 19:00:00,440.9,15,14016,1110,93,0,0,552,0,28512,29105
7444,11/07/2019 04:00:00,2019-11-06 20:00:00,443.02,14,13910,1110,93,0,0,462,0,27731,28268
7445,11/07/2019 05:00:00,2019-11-06 21:00:00,438.44,15,13147,1110,93,0,0,538,0,26819,27163
7446,11/07/2019 06:00:00,2019-11-06 22:00:00,434.25,15,12369,1115,93,0,0,578,0,25501,25573
7447,11/07/2019 07:00:00,2019-11-06 23:00:00,433.3,15,11424,1115,93,0,0,483,0,23662,23597
7448,11/07/2019 08:00:00,2019-11-07 00:00:00,436.21,15,10735,1112,93,0,0,309,0,22103,21929
7449,11/07/2019 09:00:00,2019-11-07 01:00:00,443,16,10973,1110,93,0,0,145,0,21310,20786
7450,11/07/2019 10:00:00,2019-11-07 02:00:00,444.64,17,10734,1113,93,0,0,71,0,20701,20054
7451,11/07/2019 11:00:00,2019-11-07 03:00:00,443.66,15,10574,1116,92,0,0,76,0,20274,19595
7452,11/07/2019 12:00:00,2019-11-07 04:00:00,443.86,15,10554,1114,93,0,0,71,0,19865,19510
7453,11/07/2019 13:00:00,2019-11-07 05:00:00,446.59,15,11055,1115,92,0,0,45,0,20322,20057
7454,11/07/2019 14:00:00,2019-11-07 06:00:00,451.06,15,12210,1114,92,0,0,23,0,21829,21509
7455,11/07/2019 15:00:00,2019-11-07 07:00:00,396.09,14,11992,1112,93,0,2050,23,0,23886,23531
7456,11/07/2019 16:00:00,2019-11-07 08:00:00,295.3,16,9765,1112,92,0,6481,18,0,24635,24356
7457,11/07/2019 17:00:00,2019-11-07 09:00:00,266.92,16,9069,1111,92,0,8008,27,0,24420,24108
7458,11/07/2019 18:00:00,2019-11-07 10:00:00,261.92,15,8899,1111,93,0,8219,54,0,24237,23750
7459,11/07/2019 19:00:00,2019-11-07 11:00:00,259.58,14,8819,1111,93,0,8279,99,0,24083,23679
7460,11/07/2019 20:00:00,2019-11-07 12:00:00,261.45,14,8987,1111,92,0,8260,130,0,24123,23680
7461,11/07/2019 21:00:00,2019-11-07 13:00:00,261.38,14,9079,1110,93,0,8386,113,0,24492,24031
7462,11/07/2019 22:00:00,2019-11-07 14:00:00,269.05,12,9383,1110,93,0,8090,67,0,25223,24985
7463,11/07/2019 23:00:00,2019-11-07 15:00:00,296.97,11,9914,1111,93,0,6444,42,0,26039,25964
7464,11/08/2019 00:00:00,2019-11-07 16:00:00,407.58,17,13258,1109,93,0,1860,23,0,26763,26954
7465,11/08/2019 01:00:00,2019-11-07 17:00:00,459.04,17,15254,1110,93,0,0,0,0,27576,27946
7466,11/08/2019 02:00:00,2019-11-07 18:00:00,458.69,15,15107,1110,93,0,0,1,0,28997,29498
7467,11/08/2019 03:00:00,2019-11-07 19:00:00,457.23,16,14846,1109,93,0,0,37,0,28758,29205
7468,11/08/2019 04:00:00,2019-11-07 20:00:00,453.21,15,14154,1109,93,0,0,125,0,27958,28358
7469,11/08/2019 05:00:00,2019-11-07 21:00:00,448.46,14,13330,1110,93,0,0,213,0,26989,27271
7470,11/08/2019 06:00:00,2019-11-07 22:00:00,448.07,14,12713,1110,93,0,0,167,0,25637,25755
7471,11/08/2019 07:00:00,2019-11-07 23:00:00,444.5,14,11564,1110,92,0,0,162,0,23831,23859
7472,11/08/2019 08:00:00,2019-11-08 00:00:00,442.8,14,10886,1112,92,0,0,137,0,22235,22195
7473,11/08/2019 09:00:00,2019-11-08 01:00:00,439.55,14,9899,1110,93,0,0,116,0,21181,21005
7474,11/08/2019 10:00:00,2019-11-08 02:00:00,440.63,14,9723,1110,92,0,0,67,0,20366,20189
7475,11/08/2019 11:00:00,2019-11-08 03:00:00,440.62,14,9654,1112,93,0,0,58,0,19894,19697
7476,11/08/2019 12:00:00,2019-11-08 04:00:00,439.45,14,9750,1110,93,0,0,101,0,19794,19530
7477,11/08/2019 13:00:00,2019-11-08 05:00:00,441.08,15,10198,1113,93,0,0,108,0,20327,20074
7478,11/08/2019 14:00:00,2019-11-08 06:00:00,444.79,14,11190,1112,93,0,0,113,0,21781,21601
7479,11/08/2019 15:00:00,2019-11-08 07:00:00,386.61,14,10871,1113,92,0,2009,136,0,23661,23655
7480,11/08/2019 16:00:00,2019-11-08 08:00:00,283.04,16,8925,1111,92,0,6468,179,0,24477,24572
7481,11/08/2019 17:00:00,2019-11-08 09:00:00,258.99,15,8635,1111,93,0,8030,189,0,24416,24234
7482,11/08/2019 18:00:00,2019-11-08 10:00:00,256.51,17,8518,1110,92,0,8088,214,0,24478,23868
7483,11/08/2019 19:00:00,2019-11-08 11:00:00,250.68,15,8341,1112,92,0,8254,327,0,24386,23859
7484,11/08/2019 20:00:00,2019-11-08 12:00:00,253.94,14,8578,1112,93,0,8202,358,0,24472,24007
7485,11/08/2019 21:00:00,2019-11-08 13:00:00,260.11,15,8992,1115,93,0,8167,315,0,24927,24388
7486,11/08/2019 22:00:00,2019-11-08 14:00:00,270.94,14,9460,1113,93,0,7859,198,0,25588,25146
7487,11/08/2019 23:00:00,2019-11-08 15:00:00,293.79,14,9651,1113,93,0,6150,320,0,26172,26130
7488,11/09/2019 00:00:00,2019-11-08 16:00:00,401.42,13,13019,1111,93,0,1711,357,0,27106,27130
7489,11/09/2019 01:00:00,2019-11-08 17:00:00,448.54,14,14140,1112,93,0,0,285,0,27908,28209
7490,11/09/2019 02:00:00,2019-11-08 18:00:00,445.44,15,13655,1111,93,0,0,349,0,29052,29777
7491,11/09/2019 03:00:00,2019-11-08 19:00:00,443.48,15,13443,1111,93,0,0,395,0,28509,29226
7492,11/09/2019 04:00:00,2019-11-08 20:00:00,440.37,15,12676,1112,92,0,0,414,0,27551,28171
7493,11/09/2019 05:00:00,2019-11-08 21:00:00,441.06,15,12492,1113,92,0,0,369,0,26702,26992
7494,11/09/2019 06:00:00,2019-11-08 22:00:00,438.63,16,11584,1113,92,0,0,341,0,25677,25640
7495,11/09/2019 07:00:00,2019-11-08 23:00:00,432.49,15,10551,1115,93,0,0,389,0,24090,23985
7496,11/09/2019 08:00:00,2019-11-09 00:00:00,431.02,14,10059,1114,92,0,0,362,0,22511,22368
7497,11/09/2019 09:00:00,2019-11-09 01:00:00,427.85,15,9512,1114,92,0,0,370,0,21423,21364
7498,11/09/2019 10:00:00,2019-11-09 02:00:00,428.38,15,9232,1114,93,0,0,315,0,20585,20356
7499,11/09/2019 11:00:00,2019-11-09 03:00:00,428.05,15,9224,1116,92,0,0,320,0,19973,19737
7500,11/09/2019 12:00:00,2019-11-09 04:00:00,433.29,15,9117,1115,92,0,0,173,0,19626,19460
7501,11/09/2019 13:00:00,2019-11-09 05:00:00,434.83,17,8902,1114,93,0,0,110,0,19739,19649
7502,11/09/2019 14:00:00,2019-11-09 06:00:00,439.52,17,9501,1115,92,0,0,67,0,20292,20195
7503,11/09/2019 15:00:00,2019-11-09 07:00:00,386.11,17,8900,1115,92,0,1553,25,0,20958,20702
7504,11/09/2019 16:00:00,2019-11-09 08:00:00,263.39,17,6860,1113,92,0,5976,58,0,21363,20964
7505,11/09/2019 17:00:00,2019-11-09 09:00:00,229.46,16,6216,1113,92,0,7693,30,0,21402,21181
7506,11/09/2019 18:00:00,2019-11-09 10:00:00,231.75,16,6622,1113,92,0,8058,39,0,21599,21264
7507,11/09/2019 19:00:00,2019-11-09 11:00:00,239.1,16,6865,1112,93,0,7734,71,0,21764,21049
7508,11/09/2019 20:00:00,2019-11-09 12:00:00,243.19,16,7052,1113,92,0,7603,99,0,21871,21238
7509,11/09/2019 21:00:00,2019-11-09 13:00:00,245.63,15,7324,1113,92,0,7715,118,0,22294,21580
7510,11/09/2019 22:00:00,2019-11-09 14:00:00,253.38,16,7428,1115,92,0,7237,107,0,22815,22094
7511,11/09/2019 23:00:00,2019-11-09 15:00:00,276.89,15,7788,1114,93,0,5908,141,0,23739,23044
7512,11/10/2019 00:00:00,2019-11-09 16:00:00,388.84,16,10665,1113,93,0,1680,299,0,24674,24185
7513,11/10/2019 01:00:00,2019-11-09 17:00:00,436.62,16,12632,1120,93,0,0,528,0,25686,25522
7514,11/10/2019 02:00:00,2019-11-09 18:00:00,432.98,15,11802,1122,93,0,0,537,0,26956,27382
7515,11/10/2019 03:00:00,2019-11-09 19:00:00,429.63,16,11276,1120,92,0,0,572,0,26592,27248
7516,11/10/2019 04:00:00,2019-11-09 20:00:00,418.19,16,11114,1120,92,0,0,911,0,25776,26303
7517,11/10/2019 05:00:00,2019-11-09 21:00:00,414.88,16,10831,1120,92,0,0,967,0,24990,25169
7518,11/10/2019 06:00:00,2019-11-09 22:00:00,412.45,16,10342,1119,93,0,0,953,0,24025,24056
7519,11/10/2019 07:00:00,2019-11-09 23:00:00,412.04,15,9940,1119,92,0,0,886,0,22744,22700
7520,11/10/2019 08:00:00,2019-11-10 00:00:00,403.99,15,8986,1121,92,0,0,922,0,21397,21339
7521,11/10/2019 09:00:00,2019-11-10 01:00:00,390.82,15,8449,1121,92,0,0,1168,0,20404,20503
7522,11/10/2019 10:00:00,2019-11-10 02:00:00,392.9,16,8484,1121,92,0,0,1119,0,19758,19637
7523,11/10/2019 11:00:00,2019-11-10 03:00:00,396.85,14,8452,1121,92,0,0,998,0,19433,19060
7524,11/10/2019 12:00:00,2019-11-10 04:00:00,415.44,15,8491,1120,93,0,0,517,0,19161,18724
7525,11/10/2019 13:00:00,2019-11-10 05:00:00,422.39,15,8448,1122,93,0,0,335,0,19152,18754
7526,11/10/2019 14:00:00,2019-11-10 06:00:00,411.94,16,8453,1123,93,0,0,597,0,19527,19150
7527,11/10/2019 15:00:00,2019-11-10 07:00:00,367.55,15,8174,1122,93,0,1467,454,0,19930,19489
7528,11/10/2019 16:00:00,2019-11-10 08:00:00,248.02,15,6033,1121,93,0,5842,233,0,20204,19489
7529,11/10/2019 17:00:00,2019-11-10 09:00:00,224.25,16,5668,1120,92,0,7226,103,0,20122,19460
7530,11/10/2019 18:00:00,2019-11-10 10:00:00,216.43,15,5505,1118,93,0,7639,84,0,19779,19315
7531,11/10/2019 19:00:00,2019-11-10 11:00:00,216.89,16,5549,1118,92,0,7651,101,0,19576,19360
7532,11/10/2019 20:00:00,2019-11-10 12:00:00,216.8,14,5599,1115,93,0,7762,80,0,19597,19522
7533,11/10/2019 21:00:00,2019-11-10 13:00:00,223.51,15,6011,1114,92,0,7877,39,0,20035,19977
7534,11/10/2019 22:00:00,2019-11-10 14:00:00,241.57,15,6767,1113,92,0,7436,44,0,20756,20892
7535,11/10/2019 23:00:00,2019-11-10 15:00:00,276.99,15,7662,1114,93,0,5860,76,0,21525,21847
7536,11/11/2019 00:00:00,2019-11-10 16:00:00,392.68,16,9963,1117,92,0,1616,34,0,22427,22958
7537,11/11/2019 01:00:00,2019-11-10 17:00:00,442.67,16,12032,1115,92,0,0,265,0,23921,24471
7538,11/11/2019 02:00:00,2019-11-10 18:00:00,434.95,16,12057,1116,93,0,0,514,0,25854,26610
7539,11/11/2019 03:00:00,2019-11-10 19:00:00,424.75,15,11134,1116,92,0,0,707,0,25807,26810
7540,11/11/2019 04:00:00,2019-11-10 20:00:00,423.19,15,11094,1117,92,0,0,749,0,25204,26172
7541,11/11/2019 05:00:00,2019-11-10 21:00:00,425.26,15,10836,1119,93,0,0,642,0,24477,25177
7542,11/11/2019 06:00:00,2019-11-10 22:00:00,430.34,15,10756,1118,92,0,0,477,0,23465,23950
7543,11/11/2019 07:00:00,2019-11-10 23:00:00,434.33,16,10326,1121,92,0,0,301,0,22152,22348
7544,11/11/2019 08:00:00,2019-11-11 00:00:00,430.07,16,9982,1121,93,0,0,373,0,21024,20847
7545,11/11/2019 09:00:00,2019-11-11 01:00:00,428.75,16,9369,1120,92,0,0,320,0,20198,19800
7546,11/11/2019 10:00:00,2019-11-11 02:00:00,427.31,16,8739,1117,92,0,0,266,0,19550,19164
7547,11/11/2019 11:00:00,2019-11-11 03:00:00,428.61,16,8551,1115,93,0,0,209,0,19189,18767
7548,11/11/2019 12:00:00,2019-11-11 04:00:00,428.91,16,8419,1117,92,0,0,180,0,19117,18749
7549,11/11/2019 13:00:00,2019-11-11 05:00:00,431.01,16,8711,1120,92,0,0,169,0,19593,19395
7550,11/11/2019 14:00:00,2019-11-11 06:00:00,431.46,16,8940,1119,92,0,0,191,0,20527,20927
7551,11/11/2019 15:00:00,2019-11-11 07:00:00,376.64,14,9020,1119,92,0,1825,111,0,21825,22923
7552,11/11/2019 16:00:00,2019-11-11 08:00:00,262.58,15,7218,1120,92,0,6311,126,0,22556,23939
7553,11/11/2019 17:00:00,2019-11-11 09:00:00,240.75,15,6900,1120,92,0,7500,182,0,22783,24028
7554,11/11/2019 18:00:00,2019-11-11 10:00:00,232.17,14,6610,1119,92,0,7852,158,0,22571,23746
7555,11/11/2019 19:00:00,2019-11-11 11:00:00,236.67,14,7057,1117,93,0,7970,247,0,22634,23484
7556,11/11/2019 20:00:00,2019-11-11 12:00:00,234.29,15,6756,1115,93,0,7706,307,0,23057,23451
7557,11/11/2019 21:00:00,2019-11-11 13:00:00,243.13,13,7258,1115,93,0,7723,212,0,23263,23809
7558,11/11/2019 22:00:00,2019-11-11 14:00:00,251.29,14,7474,1114,93,0,7373,173,0,23810,24595
7559,11/11/2019 23:00:00,2019-11-11 15:00:00,300.51,15,9053,1113,93,0,5472,126,0,24534,25396
7560,11/12/2019 00:00:00,2019-11-11 16:00:00,406.32,15,11287,1111,93,0,1383,90,0,25572,26373
7561,11/12/2019 01:00:00,2019-11-11 17:00:00,454.7,15,13968,1111,93,0,0,56,0,26651,27535
7562,11/12/2019 02:00:00,2019-11-11 18:00:00,453.39,15,13674,1115,93,0,0,73,0,28303,29332
7563,11/12/2019 03:00:00,2019-11-11 19:00:00,450.18,14,12710,1115,93,0,0,94,0,27931,29227
7564,11/12/2019 04:00:00,2019-11-11 20:00:00,449.17,14,12223,1115,93,0,0,81,0,27065,28118
7565,11/12/2019 05:00:00,2019-11-11 21:00:00,449.75,15,12070,1114,93,0,0,51,0,26122,26942
7566,11/12/2019 06:00:00,2019-11-11 22:00:00,449,15,11617,1114,92,0,0,31,0,24954,25349
7567,11/12/2019 07:00:00,2019-11-11 23:00:00,446.16,15,10616,1114,92,0,0,14,0,23226,23430
7568,11/12/2019 08:00:00,2019-11-12 00:00:00,442.99,15,9688,1113,92,0,0,1,0,21622,21809
7569,11/12/2019 09:00:00,2019-11-12 01:00:00,441.36,15,9322,1114,92,0,0,0,0,20584,20730
7570,11/12/2019 10:00:00,2019-11-12 02:00:00,439.63,15,9002,1112,92,0,0,7,0,19877,19880
7571,11/12/2019 11:00:00,2019-11-12 03:00:00,439.3,15,8903,1112,92,0,0,3,0,19408,19386
7572,11/12/2019 12:00:00,2019-11-12 04:00:00,438.85,16,8919,1111,93,0,0,18,0,19289,19224
7573,11/12/2019 13:00:00,2019-11-12 05:00:00,438.11,14,9147,1113,92,0,0,59,0,19834,19734
7574,11/12/2019 14:00:00,2019-11-12 06:00:00,440.94,15,9929,1113,93,0,0,81,0,21167,21006
7575,11/12/2019 15:00:00,2019-11-12 07:00:00,388.84,14,10072,1113,92,0,1699,120,0,22979,22885
7576,11/12/2019 16:00:00,2019-11-12 08:00:00,285.25,13,8546,1113,92,0,6019,146,0,23686,23789
7577,11/12/2019 17:00:00,2019-11-12 09:00:00,263.93,14,8349,1114,93,0,7353,161,0,23579,24263
7578,11/12/2019 18:00:00,2019-11-12 10:00:00,263.36,14,8174,1115,92,0,7245,133,0,23551,23874
7579,11/12/2019 19:00:00,2019-11-12 11:00:00,255.01,16,7887,1114,92,0,7537,185,0,23476,23719
7580,11/12/2019 20:00:00,2019-11-12 12:00:00,265.04,17,8472,1113,93,0,7327,225,0,23705,23802
7581,11/12/2019 21:00:00,2019-11-12 13:00:00,269.43,16,9132,1111,93,0,7622,239,0,24181,24168
7582,11/12/2019 22:00:00,2019-11-12 14:00:00,281.26,15,9595,1111,93,0,7130,228,0,24966,25008
7583,11/12/2019 23:00:00,2019-11-12 15:00:00,310.69,15,10062,1110,93,0,5430,231,0,25385,25948
7584,11/13/2019 00:00:00,2019-11-12 16:00:00,404.81,15,11863,1110,93,0,1402,252,0,25990,26794
7585,11/13/2019 01:00:00,2019-11-12 17:00:00,448.69,14,13516,1110,93,0,0,223,0,26911,27770
7586,11/13/2019 02:00:00,2019-11-12 18:00:00,448.85,14,13405,1110,93,0,0,207,0,28301,29440
7587,11/13/2019 03:00:00,2019-11-12 19:00:00,447.32,15,12589,1110,93,0,0,180,0,27892,29278
7588,11/13/2019 04:00:00,2019-11-12 20:00:00,445.62,16,12153,1111,93,0,0,190,0,27100,28331
7589,11/13/2019 05:00:00,2019-11-12 21:00:00,442.17,15,11258,1113,92,0,0,196,0,26124,27154
7590,11/13/2019 06:00:00,2019-11-12 22:00:00,439.08,15,10665,1114,92,0,0,216,0,24901,25539
7591,11/13/2019 07:00:00,2019-11-12 23:00:00,433.96,15,9545,1113,92,0,0,215,0,23228,23608
7592,11/13/2019 08:00:00,2019-11-13 00:00:00,433.65,15,9571,1113,93,0,0,227,0,21826,21918
7593,11/13/2019 09:00:00,2019-11-13 01:00:00,430.19,14,9234,1112,93,0,0,270,0,20852,20632
7594,11/13/2019 10:00:00,2019-11-13 02:00:00,426.95,14,8954,1113,93,0,0,310,0,20120,19865
7595,11/13/2019 11:00:00,2019-11-13 03:00:00,427.43,14,9038,1112,92,0,0,311,0,19638,19365
7596,11/13/2019 12:00:00,2019-11-13 04:00:00,428.57,14,9166,1112,92,0,0,301,0,19533,19257
7597,11/13/2019 13:00:00,2019-11-13 05:00:00,427.29,15,9250,1113,93,0,0,347,0,19952,19782
7598,11/13/2019 14:00:00,2019-11-13 06:00:00,432.97,13,10012,1115,92,0,0,300,0,21260,21096
7599,11/13/2019 15:00:00,2019-11-13 07:00:00,389.38,13,9825,1116,92,0,1483,228,0,22893,22911
7600,11/13/2019 16:00:00,2019-11-13 08:00:00,320.89,14,9373,1116,92,0,4505,112,0,23672,23933
7601,11/13/2019 17:00:00,2019-11-13 09:00:00,282.84,15,8403,1117,93,0,6163,54,0,23643,23842
7602,11/13/2019 18:00:00,2019-11-13 10:00:00,283.22,14,8390,1117,92,0,6184,0,0,23328,23486
7603,11/13/2019 19:00:00,2019-11-13 11:00:00,271.44,15,8528,1117,92,0,7083,51,0,23181,23228
7604,11/13/2019 20:00:00,2019-11-13 12:00:00,271.44,15,8528,1117,92,0,7083,51,0,23329,23329
7605,11/13/2019 21:00:00,2019-11-13 13:00:00,286.62,14,8898,1113,93,0,6139,225,0,23999,23618
7606,11/13/2019 22:00:00,2019-11-13 14:00:00,317.89,14,10016,1114,93,0,4918,257,0,24624,24274
7607,11/13/2019 23:00:00,2019-11-13 15:00:00,358.87,14,10581,1112,93,0,2958,307,0,25001,25067
7608,11/14/2019 00:00:00,2019-11-13 16:00:00,413.77,14,11792,1111,93,0,958,315,0,25385,25795
7609,11/14/2019 01:00:00,2019-11-13 17:00:00,444.6,14,13403,1111,93,0,0,351,0,26360,26718
7610,11/14/2019 02:00:00,2019-11-13 18:00:00,441.39,14,12529,1114,93,0,0,361,0,27898,28345
7611,11/14/2019 03:00:00,2019-11-13 19:00:00,433.37,14,11820,1112,93,0,0,536,0,27636,28174
7612,11/14/2019 04:00:00,2019-11-13 20:00:00,427.72,13,11498,1112,93,0,0,671,0,26879,27218
7613,11/14/2019 05:00:00,2019-11-13 21:00:00,416.18,14,10932,1112,93,0,0,950,0,26090,26264
7614,11/14/2019 06:00:00,2019-11-13 22:00:00,400.25,13,9938,1113,93,0,0,1255,0,24804,25094
7615,11/14/2019 07:00:00,2019-11-13 23:00:00,384.69,14,8968,1114,92,0,0,1498,0,23198,23403
7616,11/14/2019 08:00:00,2019-11-14 00:00:00,388.73,15,8827,1115,93,0,0,1336,0,21805,21834
7617,11/14/2019 09:00:00,2019-11-14 01:00:00,392.36,14,8340,1116,92,0,0,1100,0,20772,20639
7618,11/14/2019 10:00:00,2019-11-14 02:00:00,385.21,14,8235,1116,93,0,0,1275,0,19826,19856
7619,11/14/2019 11:00:00,2019-11-14 03:00:00,389.37,13,8317,1115,92,0,0,1178,0,19629,19363
7620,11/14/2019 12:00:00,2019-11-14 04:00:00,394.68,15,8502,1117,92,0,0,1076,0,19490,19235
7621,11/14/2019 13:00:00,2019-11-14 05:00:00,401.7,14,8804,1115,92,0,0,951,0,19957,19716
7622,11/14/2019 14:00:00,2019-11-14 06:00:00,409.72,14,9875,1116,92,0,0,945,0,21097,21018
