datetime,other_actual,avg_other_production_forecast
2020-01-01T00:00:00.000000000,0.0,2.18569
2020-01-01T01:00:00.000000000,0.0,3.38375
2020-01-01T02:00:00.000000000,0.0,5.3791
2020-01-01T03:00:00.000000000,0.0,8.3899
2020-01-01T04:00:00.000000000,0.0,11.85948
2020-01-01T05:00:00.000000000,0.0,11.95379
2020-01-01T06:00:00.000000000,0.0,11.44574
2020-01-01T07:00:00.000000000,0.0,9.6155
2020-01-01T08:00:00.000000000,0.0,6.7382
2020-01-01T09:00:00.000000000,0.0,3.63241
2020-01-01T10:00:00.000000000,0.0,0.0
2020-01-01T11:00:00.000000000,0.0,0.0
2020-01-01T12:00:00.000000000,0.0,0.0
2020-01-01T13:00:00.000000000,0.0,0.48425
2020-01-01T14:00:00.000000000,0.0,5.18997
2020-01-01T15:00:00.000000000,0.0,6.53717
2020-01-01T16:00:00.000000000,0.0,7.73568
2020-01-01T17:00:00.000000000,0.0,6.58965
2020-01-01T18:00:00.000000000,0.0,4.19652
2020-01-01T19:00:00.000000000,0.0,2.62165
2020-01-01T20:00:00.000000000,0.0,1.03592
2020-01-01T21:00:00.000000000,0.0,0.12402
2020-01-01T22:00:00.000000000,0.0,0.0
2020-01-01T23:00:00.000000000,0.0,0.03067
2020-01-02T00:00:00.000000000,0.0,6.38962
2020-01-02T01:00:00.000000000,0.0,8.12093
2020-01-02T02:00:00.000000000,0.0,9.75464
2020-01-02T03:00:00.000000000,0.0,10.52264
2020-01-02T04:00:00.000000000,0.0,9.96426
2020-01-02T05:00:00.000000000,0.0,8.05003
2020-01-02T06:00:00.000000000,0.0,8.16137
2020-01-02T07:00:00.000000000,0.0,8.32259
2020-01-02T08:00:00.000000000,0.0,7.58503
2020-01-02T09:00:00.000000000,0.0,8.21244
2020-01-02T10:00:00.000000000,0.0,8.38443
2020-01-02T11:00:00.000000000,0.0,8.46533
2020-01-02T12:00:00.000000000,0.0,10.15435
2020-01-02T13:00:00.000000000,0.0,8.06825
