,UTC time,actual_carbon_intensity_lifecycle,forecasted_carbon_intensity_lifecycle
0,2021-07-01 00:00:00,402.51,409.05
1,2021-07-01 01:00:00,404.99,404.98
2,2021-07-01 02:00:00,401.36,398.04
3,2021-07-01 03:00:00,393.55,389.52
4,2021-07-01 04:00:00,381.49,379.93
5,2021-07-01 05:00:00,369.4,370.93
6,2021-07-01 06:00:00,361.21,363.04
7,2021-07-01 07:00:00,354.45,359.63
8,2021-07-01 08:00:00,348.29,359.88
9,2021-07-01 09:00:00,346.87,360.43
10,2021-07-01 10:00:00,356.35,364.7
11,2021-07-01 11:00:00,365.52,367.84
12,2021-07-01 12:00:00,373.62,370.34
13,2021-07-01 13:00:00,375.48,372.98
14,2021-07-01 14:00:00,372.24,374.99
15,2021-07-01 15:00:00,371.24,378.47
16,2021-07-01 16:00:00,371.8,381.09
17,2021-07-01 17:00:00,372.72,384.65
18,2021-07-01 18:00:00,380.83,388.97
19,2021-07-01 19:00:00,384.73,392.03
20,2021-07-01 20:00:00,393.05,397.68
21,2021-07-01 21:00:00,402.48,400.95
22,2021-07-01 22:00:00,406.42,404.13
23,2021-07-01 23:00:00,409.42,405.59
24,2021-07-02 00:00:00,410.08,412.56
25,2021-07-02 01:00:00,410.41,408.63
26,2021-07-02 02:00:00,407.8,401.94
27,2021-07-02 03:00:00,398.68,393.72
28,2021-07-02 04:00:00,386.67,384.22
29,2021-07-02 05:00:00,375.39,374.91
30,2021-07-02 06:00:00,364.6,366.18
31,2021-07-02 07:00:00,357.39,361.65
32,2021-07-02 08:00:00,352.34,361.07
33,2021-07-02 09:00:00,351.16,360.9
34,2021-07-02 10:00:00,356.78,364.89
35,2021-07-02 11:00:00,366.19,368.26
36,2021-07-02 12:00:00,372.39,371.42
37,2021-07-02 13:00:00,371.07,374.79
38,2021-07-02 14:00:00,366.79,377.46
39,2021-07-02 15:00:00,366.04,381.58
40,2021-07-02 16:00:00,373.0,384.84
41,2021-07-02 17:00:00,374.22,388.74
42,2021-07-02 18:00:00,378.44,393.14
43,2021-07-02 19:00:00,384.36,396.19
44,2021-07-02 20:00:00,392.44,401.63
45,2021-07-02 21:00:00,394.83,404.67
46,2021-07-02 22:00:00,396.23,407.56
47,2021-07-02 23:00:00,405.34,408.79
48,2021-07-03 00:00:00,414.68,415.07
49,2021-07-03 01:00:00,414.61,410.98
50,2021-07-03 02:00:00,411.68,404.45
51,2021-07-03 03:00:00,404.81,396.4
52,2021-07-03 04:00:00,393.71,387.18
53,2021-07-03 05:00:00,387.42,377.84
54,2021-07-03 06:00:00,377.29,368.75
55,2021-07-03 07:00:00,370.09,363.67
56,2021-07-03 08:00:00,365.85,362.78
57,2021-07-03 09:00:00,362.76,362.43
58,2021-07-03 10:00:00,363.19,366.63
59,2021-07-03 11:00:00,366.13,370.65
60,2021-07-03 12:00:00,371.72,374.67
61,2021-07-03 13:00:00,373.7,379.05
62,2021-07-03 14:00:00,371.77,382.46
63,2021-07-03 15:00:00,372.44,387.14
64,2021-07-03 16:00:00,375.51,390.85
65,2021-07-03 17:00:00,387.27,394.76
66,2021-07-03 18:00:00,398.83,398.74
67,2021-07-03 19:00:00,401.01,401.32
68,2021-07-03 20:00:00,404.36,406.0
69,2021-07-03 21:00:00,404.16,408.46
70,2021-07-03 22:00:00,408.37,410.65
71,2021-07-03 23:00:00,413.5,411.25
72,2021-07-04 00:00:00,415.26,416.76
73,2021-07-04 01:00:00,415.16,412.63
74,2021-07-04 02:00:00,411.87,406.51
75,2021-07-04 03:00:00,405.46,399.0
76,2021-07-04 04:00:00,397.75,390.27
77,2021-07-04 05:00:00,387.83,380.98
78,2021-07-04 06:00:00,379.38,371.65
79,2021-07-04 07:00:00,371.38,365.98
80,2021-07-04 08:00:00,365.47,364.36
81,2021-07-04 09:00:00,363.05,363.3
82,2021-07-04 10:00:00,361.89,367.03
83,2021-07-04 11:00:00,364.29,371.12
84,2021-07-04 12:00:00,371.67,375.54
85,2021-07-04 13:00:00,375.93,380.67
86,2021-07-04 14:00:00,373.91,384.83
87,2021-07-04 15:00:00,374.48,390.13
88,2021-07-04 16:00:00,376.71,394.43
89,2021-07-04 17:00:00,376.49,398.66
90,2021-07-04 18:00:00,380.12,402.64
91,2021-07-04 19:00:00,386.61,404.98
92,2021-07-04 20:00:00,397.87,409.13
93,2021-07-04 21:00:00,405.08,411.24
94,2021-07-04 22:00:00,407.0,412.82
95,2021-07-04 23:00:00,409.75,412.9
96,2021-07-02 00:00:00,410.08,413.11
97,2021-07-02 01:00:00,410.41,410.15
98,2021-07-02 02:00:00,407.8,403.59
99,2021-07-02 03:00:00,398.68,395.22
100,2021-07-02 04:00:00,386.67,384.96
101,2021-07-02 05:00:00,375.39,375.19
102,2021-07-02 06:00:00,364.6,365.89
103,2021-07-02 07:00:00,357.39,361.17
104,2021-07-02 08:00:00,352.34,360.45
105,2021-07-02 09:00:00,351.16,360.56
106,2021-07-02 10:00:00,356.78,365.11
107,2021-07-02 11:00:00,366.19,368.3
108,2021-07-02 12:00:00,372.39,370.85
109,2021-07-02 13:00:00,371.07,372.92
110,2021-07-02 14:00:00,366.79,374.26
111,2021-07-02 15:00:00,366.04,377.42
112,2021-07-02 16:00:00,373.0,379.65
113,2021-07-02 17:00:00,374.22,383.17
114,2021-07-02 18:00:00,378.44,387.71
115,2021-07-02 19:00:00,384.36,391.11
116,2021-07-02 20:00:00,392.44,397.62
117,2021-07-02 21:00:00,394.83,401.62
118,2021-07-02 22:00:00,396.23,405.78
119,2021-07-02 23:00:00,405.34,408.6
120,2021-07-03 00:00:00,414.68,416.15
121,2021-07-03 01:00:00,414.61,412.76
122,2021-07-03 02:00:00,411.68,406.33
123,2021-07-03 03:00:00,404.81,398.2
124,2021-07-03 04:00:00,393.71,388.54
125,2021-07-03 05:00:00,387.42,379.13
126,2021-07-03 06:00:00,377.29,370.04
127,2021-07-03 07:00:00,370.09,365.05
128,2021-07-03 08:00:00,365.85,364.09
129,2021-07-03 09:00:00,362.76,363.7
130,2021-07-03 10:00:00,363.19,367.47
131,2021-07-03 11:00:00,366.13,370.54
132,2021-07-03 12:00:00,371.72,373.5
133,2021-07-03 13:00:00,373.7,376.5
134,2021-07-03 14:00:00,371.77,378.78
135,2021-07-03 15:00:00,372.44,382.76
136,2021-07-03 16:00:00,375.51,385.9
137,2021-07-03 17:00:00,387.27,389.82
138,2021-07-03 18:00:00,398.83,394.28
139,2021-07-03 19:00:00,401.01,397.48
140,2021-07-03 20:00:00,404.36,403.27
141,2021-07-03 21:00:00,404.16,406.65
142,2021-07-03 22:00:00,408.37,409.92
143,2021-07-03 23:00:00,413.5,411.82
144,2021-07-04 00:00:00,415.26,417.63
145,2021-07-04 01:00:00,415.16,414.18
146,2021-07-04 02:00:00,411.87,408.26
147,2021-07-04 03:00:00,405.46,400.83
148,2021-07-04 04:00:00,397.75,391.91
149,2021-07-04 05:00:00,387.83,382.73
150,2021-07-04 06:00:00,379.38,373.55
151,2021-07-04 07:00:00,371.38,368.02
152,2021-07-04 08:00:00,365.47,366.33
153,2021-07-04 09:00:00,363.05,365.17
154,2021-07-04 10:00:00,361.89,368.72
155,2021-07-04 11:00:00,364.29,372.09
156,2021-07-04 12:00:00,371.67,375.59
157,2021-07-04 13:00:00,375.93,379.44
158,2021-07-04 14:00:00,373.91,382.45
159,2021-07-04 15:00:00,374.48,386.99
160,2021-07-04 16:00:00,376.71,390.62
161,2021-07-04 17:00:00,376.49,394.7
162,2021-07-04 18:00:00,380.12,398.92
163,2021-07-04 19:00:00,386.61,401.65
164,2021-07-04 20:00:00,397.87,406.67
165,2021-07-04 21:00:00,405.08,409.53
166,2021-07-04 22:00:00,407.0,412.02
167,2021-07-04 23:00:00,409.75,413.22
168,2021-07-05 00:00:00,414.12,419.83
169,2021-07-05 01:00:00,416.25,415.71
170,2021-07-05 02:00:00,413.48,409.9
171,2021-07-05 03:00:00,408.78,402.69
172,2021-07-05 04:00:00,401.27,394.28
173,2021-07-05 05:00:00,392.35,385.32
174,2021-07-05 06:00:00,384.15,376.22
175,2021-07-05 07:00:00,377.27,370.42
176,2021-07-05 08:00:00,371.9,368.36
177,2021-07-05 09:00:00,369.5,366.5
178,2021-07-05 10:00:00,370.63,368.92
179,2021-07-05 11:00:00,372.83,371.81
180,2021-07-05 12:00:00,377.72,375.41
181,2021-07-05 13:00:00,374.44,380.09
182,2021-07-05 14:00:00,374.8,384.18
183,2021-07-05 15:00:00,375.04,389.66
184,2021-07-05 16:00:00,379.47,394.45
185,2021-07-05 17:00:00,384.71,399.28
186,2021-07-05 18:00:00,389.89,403.99
187,2021-07-05 19:00:00,393.48,406.96
188,2021-07-05 20:00:00,401.92,411.59
189,2021-07-05 21:00:00,405.02,414.08
190,2021-07-05 22:00:00,405.97,415.81
191,2021-07-05 23:00:00,407.36,416.05
192,2021-07-03 00:00:00,414.68,416.19
193,2021-07-03 01:00:00,414.61,414.33
194,2021-07-03 02:00:00,411.68,408.6
