datetime,carbon_intensity_actual,avg_carbon_intensity_forecast
2022-06-28T02:00:00.000000000,688.37,672.53557
2022-06-28T03:00:00.000000000,708.9,675.26384
2022-06-28T04:00:00.000000000,722.97,682.06324
2022-06-28T05:00:00.000000000,723.62,684.02048
2022-06-28T06:00:00.000000000,710.13,686.94595
2022-06-28T07:00:00.000000000,691.2,686.32126
2022-06-28T08:00:00.000000000,692.18,684.74278
2022-06-28T09:00:00.000000000,690.34,681.314
2022-06-28T10:00:00.000000000,689.57,678.07751
2022-06-28T11:00:00.000000000,697.29,676.83198
2022-06-28T12:00:00.000000000,695.96,675.44589
2022-06-28T13:00:00.000000000,683.68,669.31363
2022-06-28T14:00:00.000000000,671.52,669.79201
2022-06-28T15:00:00.000000000,666.15,669.70085
2022-06-28T16:00:00.000000000,664.98,671.73197
2022-06-28T17:00:00.000000000,664.15,673.68335
2022-06-28T18:00:00.000000000,659.13,672.89795
2022-06-28T19:00:00.000000000,640.93,673.76393
2022-06-28T20:00:00.000000000,635.25,671.43502
2022-06-28T21:00:00.000000000,632.88,671.06038
2022-06-28T22:00:00.000000000,642.92,669.44699
2022-06-28T23:00:00.000000000,651.38,668.55933
2022-06-29T00:00:00.000000000,658.15,667.27537
2022-06-29T01:00:00.000000000,662.15,668.61436
2022-06-29T02:00:00.000000000,669.55,674.9418
2022-06-29T03:00:00.000000000,672.14,676.17466
2022-06-29T04:00:00.000000000,692.22,681.75271
2022-06-29T05:00:00.000000000,696.9,682.62974
2022-06-29T06:00:00.000000000,694.32,685.9104
2022-06-29T07:00:00.000000000,693.06,686.04443
2022-06-29T08:00:00.000000000,689.33,686.21704
2022-06-29T09:00:00.000000000,693.38,684.94092
2022-06-29T10:00:00.000000000,685.89,683.64758
2022-06-29T11:00:00.000000000,687.86,684.02407
2022-06-29T12:00:00.000000000,683.14,683.42374
2022-06-29T13:00:00.000000000,672.84,677.46509
2022-06-29T14:00:00.000000000,681.47,677.00757
2022-06-29T15:00:00.000000000,676.08,675.53535
2022-06-29T16:00:00.000000000,664.5,676.8212
2022-06-29T17:00:00.000000000,667.99,677.73519
2022-06-29T18:00:00.000000000,661.52,676.9145
2022-06-29T19:00:00.000000000,646.87,678.23743
2022-06-29T20:00:00.000000000,647.02,677.11131
2022-06-29T21:00:00.000000000,636.73,677.62691
2022-06-29T22:00:00.000000000,631.6,676.46499
2022-06-29T23:00:00.000000000,631.62,675.80721
2022-06-30T00:00:00.000000000,654.74,674.35496
2022-06-30T01:00:00.000000000,659.4,674.25843
2022-06-30T02:00:00.000000000,673.7,682.1368
2022-06-30T03:00:00.000000000,709.4,681.54592
2022-06-30T04:00:00.000000000,711.08,684.69294
2022-06-30T05:00:00.000000000,696.0,684.18751
2022-06-30T06:00:00.000000000,693.03,685.83221
2022-06-30T07:00:00.000000000,684.47,686.94977
2022-06-30T08:00:00.000000000,682.9,687.94002
2022-06-30T09:00:00.000000000,683.09,688.90384
2022-06-30T10:00:00.000000000,673.57,689.65448
2022-06-30T11:00:00.000000000,676.3,691.4408
2022-06-30T12:00:00.000000000,679.75,692.08521
2022-06-30T13:00:00.000000000,675.1,685.94603
2022-06-30T14:00:00.000000000,683.12,683.74543
2022-06-30T15:00:00.000000000,678.53,681.04883
2022-06-30T16:00:00.000000000,677.45,679.7542
2022-06-30T17:00:00.000000000,681.92,678.94107
2022-06-30T18:00:00.000000000,681.27,677.10464
2022-06-30T19:00:00.000000000,682.86,678.5633
2022-06-30T20:00:00.000000000,670.2,678.82751
2022-06-30T21:00:00.000000000,669.64,680.52204
2022-06-30T22:00:00.000000000,679.26,681.21873
2022-06-30T23:00:00.000000000,687.78,682.09467
2022-07-01T00:00:00.000000000,683.08,681.68203
2022-07-01T01:00:00.000000000,677.07,681.19137
2022-07-01T02:00:00.000000000,688.09,686.10789
2022-07-01T03:00:00.000000000,700.75,684.97636
2022-07-01T04:00:00.000000000,714.32,686.29877
2022-07-01T05:00:00.000000000,701.18,684.65138
2022-07-01T06:00:00.000000000,690.08,684.50349
2022-07-01T07:00:00.000000000,680.49,685.49454
2022-07-01T08:00:00.000000000,663.53,686.29869
2022-07-01T09:00:00.000000000,657.67,687.99781
2022-07-01T10:00:00.000000000,646.15,689.88377
2022-07-01T11:00:00.000000000,644.63,692.33011
2022-07-01T12:00:00.000000000,647.04,693.9088
2022-07-01T13:00:00.000000000,661.1,688.12992
2022-07-01T14:00:00.000000000,676.83,685.44672
2022-07-01T15:00:00.000000000,681.8,682.09926
2022-07-01T16:00:00.000000000,680.19,679.18733
2022-07-01T17:00:00.000000000,685.18,677.06857
2022-07-01T18:00:00.000000000,682.0,674.16638
2022-07-01T19:00:00.000000000,660.36,675.25657
