,UTC time,actual_carbon_intensity_direct,forecasted_carbon_intensity_direct
0,2021-07-01 00:00:00,162.35,178.92
1,2021-07-01 01:00:00,183.72,204.89
2,2021-07-01 02:00:00,226.5,237.87
3,2021-07-01 03:00:00,250.79,250.42
4,2021-07-01 04:00:00,251.0,248.42
5,2021-07-01 05:00:00,253.65,249.58
6,2021-07-01 06:00:00,242.78,250.05
7,2021-07-01 07:00:00,245.9,242.54
8,2021-07-01 08:00:00,243.18,231.84
9,2021-07-01 09:00:00,239.27,224.23
10,2021-07-01 10:00:00,236.96,218.75
11,2021-07-01 11:00:00,235.3,218.74
12,2021-07-01 12:00:00,233.51,221.09
13,2021-07-01 13:00:00,228.12,198.4
14,2021-07-01 14:00:00,168.95,150.78
15,2021-07-01 15:00:00,144.28,125.99
16,2021-07-01 16:00:00,133.48,118.2
17,2021-07-01 17:00:00,132.39,114.32
18,2021-07-01 18:00:00,128.73,112.6
19,2021-07-01 19:00:00,136.27,116.43
20,2021-07-01 20:00:00,137.5,121.19
21,2021-07-01 21:00:00,140.8,128.58
22,2021-07-01 22:00:00,148.03,136.36
23,2021-07-01 23:00:00,156.27,145.91
24,2021-07-02 00:00:00,164.05,172.71
25,2021-07-02 01:00:00,183.26,197.39
26,2021-07-02 02:00:00,228.33,221.78
27,2021-07-02 03:00:00,250.12,232.53
28,2021-07-02 04:00:00,248.23,227.59
29,2021-07-02 05:00:00,241.91,224.89
30,2021-07-02 06:00:00,237.49,219.89
31,2021-07-02 07:00:00,235.49,209.92
32,2021-07-02 08:00:00,236.83,200.37
33,2021-07-02 09:00:00,229.4,189.07
34,2021-07-02 10:00:00,228.7,193.74
35,2021-07-02 11:00:00,226.58,194.06
36,2021-07-02 12:00:00,236.3,197.6
37,2021-07-02 13:00:00,237.47,187.55
38,2021-07-02 14:00:00,188.81,150.0
39,2021-07-02 15:00:00,158.87,119.34
40,2021-07-02 16:00:00,146.93,102.88
41,2021-07-02 17:00:00,138.94,99.41
42,2021-07-02 18:00:00,144.33,101.88
43,2021-07-02 19:00:00,150.66,104.71
44,2021-07-02 20:00:00,156.93,113.6
45,2021-07-02 21:00:00,160.17,127.16
46,2021-07-02 22:00:00,168.86,140.01
47,2021-07-02 23:00:00,168.74,150.81
48,2021-07-03 00:00:00,184.24,174.91
49,2021-07-03 01:00:00,194.82,195.67
50,2021-07-03 02:00:00,229.61,218.03
51,2021-07-03 03:00:00,253.62,228.93
52,2021-07-03 04:00:00,246.29,221.34
53,2021-07-03 05:00:00,249.4,215.69
54,2021-07-03 06:00:00,241.42,209.06
55,2021-07-03 07:00:00,234.11,198.31
56,2021-07-03 08:00:00,231.8,189.62
57,2021-07-03 09:00:00,241.24,180.72
58,2021-07-03 10:00:00,238.27,187.37
59,2021-07-03 11:00:00,231.77,184.57
60,2021-07-03 12:00:00,225.48,190.32
61,2021-07-03 13:00:00,224.57,185.09
62,2021-07-03 14:00:00,190.47,151.1
63,2021-07-03 15:00:00,148.11,117.69
64,2021-07-03 16:00:00,144.4,99.8
65,2021-07-03 17:00:00,132.37,97.02
66,2021-07-03 18:00:00,127.84,101.64
67,2021-07-03 19:00:00,132.05,105.66
68,2021-07-03 20:00:00,139.79,116.08
69,2021-07-03 21:00:00,147.99,129.63
70,2021-07-03 22:00:00,146.68,142.4
