,UTC time,Local time,net_generation,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,forecasted_avg_solar_production,forecasted_avg_wind_production
30,01/02/2020 06:00:00,2020-01-01 22:00:00,11328,272.08,8,6113,2273,45,0,0,2920,0,3.57223505486469,280.049877183593,274.37441506328,5.34203858032991,0,0,85.95
31,01/02/2020 07:00:00,2020-01-01 23:00:00,10782,262.3,7,5535,2274,91,0,0,2906,0,3.13414463019287,279.686897067431,273.827552291157,0,0,0,85.3
32,01/02/2020 08:00:00,2020-01-02 00:00:00,10817,253.61,7,5356,2272,91,0,0,3121,0,3.13414463019287,279.686897067431,273.827552291157,0,0,0,159.4
33,01/02/2020 09:00:00,2020-01-02 01:00:00,10424,251.88,7,5121,2270,90,0,0,2967,0,3.13414463019287,279.686897067431,273.827552291157,0,0,0,161.92
34,01/02/2020 10:00:00,2020-01-02 02:00:00,9406,276.14,7,5087,2272,90,0,0,1981,0,2.65039934612806,279.470278892113,273.351594303174,0,0,0,154.75
35,01/02/2020 11:00:00,2020-01-02 03:00:00,9860,277.64,7,5369,2275,91,0,0,2151,0,2.65039934612806,279.470278892113,273.351594303174,0,0,0,143.46
36,01/02/2020 12:00:00,2020-01-02 04:00:00,10186,282.97,8,5664,2272,90,0,0,2185,0,2.65039934612806,279.470278892113,273.351594303174,0,0,0,142.49
37,01/02/2020 13:00:00,2020-01-02 05:00:00,10101,276.57,7,5482,2276,90,0,0,2279,0,2.30477454918538,279.370215038338,272.971258476207,0,0,0,145.32
38,01/02/2020 14:00:00,2020-01-02 06:00:00,10909,275.14,7,5897,2275,91,0,0,2674,0,2.30477454918538,279.370215038338,272.971258476207,0,0,4.52,138.94
39,01/02/2020 15:00:00,2020-01-02 07:00:00,11611,289.96,5,6619,2273,90,0,145,2480,0,2.30477454918538,279.370215038338,272.971258476207,0,0,981.85,130.07
40,01/02/2020 16:00:00,2020-01-02 08:00:00,13234,263.71,8,6624,2273,91,0,3085,1154,0,2.10722069873974,282.768869494504,274.542121379381,79.9520814927057,0,3512.61,117
41,01/02/2020 17:00:00,2020-01-02 09:00:00,15158,222.5,7,6131,2273,91,0,5978,679,0,2.10722069873974,282.768869494504,274.542121379381,79.9520814927057,0,5563.09,101.66
42,01/02/2020 18:00:00,2020-01-02 10:00:00,14688,213.27,6,5619,2272,90,0,6318,383,0,2.10722069873974,282.768869494504,274.542121379381,79.9520814927057,0,6407.81,90.83
43,01/02/2020 19:00:00,2020-01-02 11:00:00,15706,209.17,6,5879,2272,84,0,6926,538,0,2.24027394360731,284.478438976098,275.376839784526,442.85405467325,0,6637.51,81.64
44,01/02/2020 20:00:00,2020-01-02 12:00:00,15614,216.79,7,6104,2275,91,0,6573,565,0,2.24027394360731,284.478438976098,275.376839784526,442.85405467325,0,6741.87,76.26
45,01/02/2020 21:00:00,2020-01-02 13:00:00,15834,219.9,5,6290,2274,92,0,6760,414,0,2.24027394360731,284.478438976098,275.376839784526,442.85405467325,0,6665.46,74.78
46,01/02/2020 22:00:00,2020-01-02 14:00:00,15771,227.09,7,6508,2273,92,0,6586,305,0,2.0980620853459,283.069021641603,275.896040009778,367.86306377361,0,5748.45,76.22
47,01/02/2020 23:00:00,2020-01-02 15:00:00,14479,261.27,5,7088,2274,91,0,4825,196,0,2.0980620853459,283.069021641603,275.896040009778,367.86306377361,0,3398.83,77.45
48,01/03/2020 00:00:00,2020-01-02 16:00:00,12279,345.68,6,8344,2274,90,0,1416,149,0,2.0980620853459,283.069021641603,275.896040009778,367.86306377361,0,831.72,86.16
49,01/03/2020 01:00:00,2020-01-02 17:00:00,12628,397.08,5,10040,2274,91,0,51,167,0,2.15791424258394,281.243264380656,275.11111150348,11.8280453193817,0,0.03,112.88
50,01/03/2020 02:00:00,2020-01-02 18:00:00,12846,397.19,6,10218,2273,91,0,50,209,0,2.15791424258394,281.243264380656,275.11111150348,11.8280453193817,0,0,127.11
51,01/03/2020 03:00:00,2020-01-02 19:00:00,12898,399.71,5,10328,2274,91,0,49,150,0,2.15791424258394,281.243264380656,275.11111150348,11.8280453193817,0,0,135.47
52,01/03/2020 04:00:00,2020-01-02 20:00:00,12804,403.84,5,10367,2272,90,0,10,60,0,2.52082787008177,280.72820782973,274.597847165151,5.24704584617743,0.017901100613118,0,148.93
53,01/03/2020 05:00:00,2020-01-02 21:00:00,12673,400.57,5,10198,2274,90,0,0,136,0,2.52082787008177,280.72820782973,274.597847165151,5.24704584617743,0.017901100613118,0,171.43
54,01/03/2020 06:00:00,2020-01-02 22:00:00,12223,398.26,6,9773,2268,90,0,0,118,0,2.52082787008177,280.72820782973,274.597847165151,5.24704584617743,0.017901100613118,0,205.61
55,01/03/2020 07:00:00,2020-01-02 23:00:00,11720,391.74,5,9266,2270,46,0,0,164,0,2.89178411932189,280.264302605162,274.355431272557,0,0.357389697318695,0,251.02
56,01/03/2020 08:00:00,2020-01-03 00:00:00,11104,386.39,6,8651,2269,46,0,0,164,0,2.89178411932189,280.264302605162,274.355431272557,0,0.357389697318695,0,420.83
57,01/03/2020 09:00:00,2020-01-03 01:00:00,10916,383.11,6,8428,2267,46,0,0,200,0,2.89178411932189,280.264302605162,274.355431272557,0,0.357389697318695,0,575.82
58,01/03/2020 10:00:00,2020-01-03 02:00:00,10858,384.46,6,8355,2270,91,0,0,169,0,3.14396536820087,279.876116077003,274.245607065041,0,0.749862798355911,0,739.98
59,01/03/2020 11:00:00,2020-01-03 03:00:00,10702,379.69,6,8188,2271,46,0,0,226,0,3.14396536820087,279.876116077003,274.245607065041,0,0.749862798355911,0,876.78
60,01/03/2020 12:00:00,2020-01-03 04:00:00,10779,384.41,7,8352,2271,45,0,0,137,0,3.14396536820087,279.876116077003,274.245607065041,0,0.749862798355911,0,948.05
61,01/03/2020 13:00:00,2020-01-03 05:00:00,10964,384.24,7,8465,2268,46,0,5,173,0,3.22371155224532,279.50776687678,274.047220746472,0,0.132410624836512,0,1023.01
62,01/03/2020 14:00:00,2020-01-03 06:00:00,11321,387.66,6,8767,2269,90,0,4,185,0,3.22371155224532,279.50776687678,274.047220746472,0,0.132410624836512,4.79,1131.41
63,01/03/2020 15:00:00,2020-01-03 07:00:00,12060,388.25,6,9349,2269,90,0,189,156,0,3.22371155224532,279.50776687678,274.047220746472,0,0.132410624836512,1108.58,1238.51
64,01/03/2020 16:00:00,2020-01-03 08:00:00,14345,316.28,4,8799,2268,90,0,2995,190,0,3.3046935718055,282.689486141556,275.197849087455,79.5152232334173,0.161032640204894,3923.19,1277.2
65,01/03/2020 17:00:00,2020-01-03 09:00:00,15902,259.66,7,7714,2269,90,0,5697,125,0,3.3046935718055,282.689486141556,275.197849087455,79.5152232334173,0.161032640204894,6038.75,1234.39
66,01/03/2020 18:00:00,2020-01-03 10:00:00,15737,231.58,7,6698,2268,49,0,6579,136,0,3.3046935718055,282.689486141556,275.197849087455,79.5152232334173,0.161032640204894,6745.74,1189.02
67,01/03/2020 19:00:00,2020-01-03 11:00:00,16393,215.46,8,6377,2270,50,0,7549,140,0,3.61892707147309,283.967338649471,275.574951646957,437.218033145943,0.005454610103868,6870.85,1233.33
68,01/03/2020 20:00:00,2020-01-03 12:00:00,15939,220.7,7,6390,2267,51,0,7084,139,0,3.61892707147309,283.967338649471,275.574951646957,437.218033145943,0.005454610103868,6886.15,1305.34
69,01/03/2020 21:00:00,2020-01-03 13:00:00,16028,219.32,7,6322,2267,91,0,7203,139,0,3.61892707147309,283.967338649471,275.574951646957,437.218033145943,0.005454610103868,6675.44,1314.31
70,01/03/2020 22:00:00,2020-01-03 14:00:00,15975,230.88,5,6722,2269,91,0,6713,175,0,3.35655669759835,282.487157412129,276.003184637319,360.577040867504,0.006447955045039,5658.51,1268.78
71,01/03/2020 23:00:00,2020-01-03 15:00:00,15226,255.67,5,7261,2269,91,0,5387,214,0,3.35655669759835,282.487157412129,276.003184637319,360.577040867504,0.006447955045039,3260.49,1131.48
72,01/04/2020 00:00:00,2020-01-03 16:00:00,12459,335.2,6,8172,2266,92,0,1731,192,0,3.35655669759835,282.487157412129,276.003184637319,360.577040867504,0.006447955045039,760.21,872.92
73,01/04/2020 01:00:00,2020-01-03 17:00:00,12393,395.24,7,9803,2270,91,0,4,218,0,3.55714846413588,280.177338954951,275.025018838856,10.7146669708402,0,2.38,667.74
74,01/04/2020 02:00:00,2020-01-03 18:00:00,12521,392.87,6,9845,2269,91,0,9,301,0,3.55714846413588,280.177338954951,275.025018838856,10.7146669708402,0,0,538.23
75,01/04/2020 03:00:00,2020-01-03 19:00:00,12395,390.88,5,9695,2268,91,0,9,327,0,3.55714846413588,280.177338954951,275.025018838856,10.7146669708402,0,0,426.9
76,01/04/2020 04:00:00,2020-01-03 20:00:00,12279,389.94,5,9606,2267,90,0,0,343,0,3.8694695643766,279.624097384133,274.392434939788,5.10349739445097,0.004461274541802,0,336.85
77,01/04/2020 05:00:00,2020-01-03 21:00:00,12072,389.8,7,9434,2265,91,0,0,307,0,3.8694695643766,279.624097384133,274.392434939788,5.10349739445097,0.004461274541802,0,274.26
78,01/04/2020 06:00:00,2020-01-03 22:00:00,12141,392.01,7,9547,2266,90,0,0,264,0,3.8694695643766,279.624097384133,274.392434939788,5.10349739445097,0.004461274541802,0,294.02
79,01/04/2020 07:00:00,2020-01-03 23:00:00,11166,386.5,7,8702,2267,46,0,0,178,0,4.1806676799185,279.083726221138,273.849088976661,0,0.027365784566646,0,369.72
80,01/04/2020 08:00:00,2020-01-04 00:00:00,10372,378.4,6,7845,2269,90,0,0,194,0,4.1806676799185,279.083726221138,273.849088976661,0,0.027365784566646,0,678.71
81,01/04/2020 09:00:00,2020-01-04 01:00:00,9470,359.98,6,6788,2267,91,0,0,352,0,4.1806676799185,279.083726221138,273.849088976661,0,0.027365784566646,0,924.73
82,01/04/2020 10:00:00,2020-01-04 02:00:00,9149,354.15,7,6440,2269,91,0,0,375,0,4.35896967171345,278.626368603311,273.52484928883,0,0.076883666031978,0,1241.96
83,01/04/2020 11:00:00,2020-01-04 03:00:00,8520,346.35,8,5851,2270,90,0,0,336,0,4.35896967171345,278.626368603311,273.52484928883,0,0.076883666031978,0,1590.98
84,01/04/2020 12:00:00,2020-01-04 04:00:00,8621,343.96,5,5885,2270,90,0,0,408,0,4.35896967171345,278.626368603311,273.52484928883,0,0.076883666031978,0,1763.75
85,01/04/2020 13:00:00,2020-01-04 05:00:00,8659,337.71,7,5794,2270,90,0,0,534,0,4.4094359486895,278.300214542059,273.219935676493,0,0.112092379967588,0,1760.86
86,01/04/2020 14:00:00,2020-01-04 06:00:00,9076,329.32,11,5912,2272,90,0,0,827,0,4.4094359486895,278.300214542059,273.219935676493,0,0.112092379967588,3.39,1775.81
87,01/04/2020 15:00:00,2020-01-04 07:00:00,9634,310.79,12,5873,2271,90,0,162,1226,0,4.4094359486895,278.300214542059,273.219935676493,0,0.112092379967588,989.9,1817.08
88,01/04/2020 16:00:00,2020-01-04 08:00:00,11389,216.34,10,4511,2272,90,0,3239,1268,0,4.99411259153038,281.524354506773,274.019279893953,83.5747176304276,0.23650238970855,3658.94,1826.51
89,01/04/2020 17:00:00,2020-01-04 09:00:00,13342,143.62,11,3083,2271,90,0,6591,1297,0,4.99411259153038,281.524354506773,274.019279893953,83.5747176304276,0.23650238970855,5816.45,1813.68
90,01/04/2020 18:00:00,2020-01-04 10:00:00,13798,136.53,16,2950,2272,90,0,7242,1228,0,4.99411259153038,281.524354506773,274.019279893953,83.5747176304276,0.23650238970855,6617.08,1896.52
91,01/04/2020 19:00:00,2020-01-04 11:00:00,14019,142.18,16,3165,2272,91,0,7345,1131,0,5.93369150695322,282.846712590971,273.865627742105,455.024446772769,0.037566597524885,6820.82,2042.84
92,01/04/2020 20:00:00,2020-01-04 12:00:00,13858,137.91,16,3008,2272,90,0,7209,1263,0,5.93369150695322,282.846712590971,273.865627742105,455.024446772769,0.037566597524885,6878.9,2146.56
93,01/04/2020 21:00:00,2020-01-04 13:00:00,14379,146.72,15,3423,2272,90,0,7056,1522,0,5.93369150695322,282.846712590971,273.865627742105,455.024446772769,0.037566597524885,6819.56,2143.71
94,01/04/2020 22:00:00,2020-01-04 14:00:00,13910,152.53,13,3505,2272,90,0,6456,1574,0,5.5662721895356,281.728514694873,274.110394181207,380.589114572544,0.05554044460357,6037.88,2068.02
95,01/04/2020 23:00:00,2020-01-04 15:00:00,14014,189.2,15,4677,2272,90,0,5444,1516,0,5.5662721895356,281.728514694873,274.110394181207,380.589114572544,0.05554044460357,3663.09,1986.45
96,01/05/2020 00:00:00,2020-01-04 16:00:00,11200,269.44,17,5780,2272,90,0,1541,1500,0,5.5662721895356,281.728514694873,274.110394181207,380.589114572544,0.05554044460357,909.59,1943.82
97,01/05/2020 01:00:00,2020-01-04 17:00:00,10840,309.21,13,6616,2272,91,0,0,1873,0,4.99142672006715,279.588116973094,273.727416746942,13.5256985682035,0.002478502483138,4.21,1956.92
98,01/05/2020 02:00:00,2020-01-04 18:00:00,11383,319.53,13,7198,2271,90,0,0,1831,0,4.99142672006715,279.588116973094,273.727416746942,13.5256985682035,0.002478502483138,0,1968.8
99,01/05/2020 03:00:00,2020-01-04 19:00:00,11318,320.59,13,7182,2271,90,0,0,1783,0,4.99142672006715,279.588116973094,273.727416746942,13.5256985682035,0.002478502483138,0,1892.3
100,01/05/2020 04:00:00,2020-01-04 20:00:00,11464,330.21,15,7503,2272,90,0,0,1604,0,4.92150834755608,278.949891842012,272.861246297427,6.62810730818768,0.003980971325947,0,1604.83
101,01/05/2020 05:00:00,2020-01-04 21:00:00,11640,343.77,15,7951,2272,90,0,0,1333,0,4.92150834755608,278.949891842012,272.861246297427,6.62810730818768,0.003980971325947,0,1205.84
102,01/05/2020 06:00:00,2020-01-04 22:00:00,11333,353.25,13,7975,2271,90,0,0,1018,0,4.92150834755608,278.949891842012,272.861246297427,6.62810730818768,0.003980971325947,0,905.7
103,01/05/2020 07:00:00,2020-01-04 23:00:00,10475,353.98,13,7378,2273,90,0,0,755,0,4.85241553544174,278.469998592141,272.022789751724,0,0.000493752812577,0,786.14
104,01/05/2020 08:00:00,2020-01-05 00:00:00,10539,332.94,13,6958,2273,90,0,0,1237,0,4.85241553544174,278.469998592141,272.022789751724,0,0.000493752812577,0,517.68
105,01/05/2020 09:00:00,2020-01-05 01:00:00,10200,330.26,13,6733,2271,46,0,0,1171,0,4.85241553544174,278.469998592141,272.022789751724,0,0.000493752812577,0,481.43
106,01/05/2020 10:00:00,2020-01-05 02:00:00,10865,311.98,13,6701,2274,90,0,0,1820,0,4.64505732785773,278.099029463061,271.242092415452,0,0.000493752812577,0,451.47
107,01/05/2020 11:00:00,2020-01-05 03:00:00,10403,312.3,13,6419,2274,90,0,0,1642,0,4.64505732785773,278.099029463061,271.242092415452,0,0.000493752812577,0,430.42
108,01/05/2020 12:00:00,2020-01-05 04:00:00,10411,305.3,13,6272,2274,90,0,0,1798,0,4.64505732785773,278.099029463061,271.242092415452,0,0.000493752812577,0,410.18
109,01/05/2020 13:00:00,2020-01-05 05:00:00,10465,324.76,14,6730,2273,90,0,0,1394,0,4.19693982617281,277.85639644505,270.640942158052,0,0,0,386.52
110,01/05/2020 14:00:00,2020-01-05 06:00:00,10637,279.83,13,5843,2274,91,0,0,2454,0,4.19693982617281,277.85639644505,270.640942158052,0,0,4.6,359.74
111,01/05/2020 15:00:00,2020-01-05 07:00:00,11128,282.06,11,6141,2274,91,0,169,2443,0,4.19693982617281,277.85639644505,270.640942158052,0,0,1346.22,336.07
112,01/05/2020 16:00:00,2020-01-05 08:00:00,12803,218.99,12,5236,2273,91,0,2490,2701,0,3.90788014661167,281.426585022603,271.613364395121,95.4403582361789,0,4819.86,319.54
113,01/05/2020 17:00:00,2020-01-05 09:00:00,12302,133.61,14,2652,2274,90,0,4905,2366,0,3.90788014661167,281.426585022603,271.613364395121,95.4403582361789,0,7333.75,318.46
114,01/05/2020 18:00:00,2020-01-05 10:00:00,14406,138.15,14,3219,2273,90,0,6434,2376,0,3.90788014661167,281.426585022603,271.613364395121,95.4403582361789,0,7979.38,338.56
115,01/05/2020 19:00:00,2020-01-05 11:00:00,14574,120.68,11,2683,2274,90,0,7194,2322,0,3.90449853804801,283.472400461048,272.079966637194,504.054863964672,0,8038.64,354.78
116,01/05/2020 20:00:00,2020-01-05 12:00:00,14497,122.54,13,2722,2273,90,0,7138,2260,0,3.90449853804801,283.472400461048,272.079966637194,504.054863964672,0,8125.01,361.64
117,01/05/2020 21:00:00,2020-01-05 13:00:00,14527,114.82,13,2485,2274,91,0,7262,2402,0,3.90449853804801,283.472400461048,272.079966637194,504.054863964672,0,8159.4,348.33
118,01/05/2020 22:00:00,2020-01-05 14:00:00,13228,115.47,13,2350,2274,47,0,6278,2266,0,3.65615658184971,282.330417871544,273.271303716747,419.20939748985,0,7449.98,307.47
119,01/05/2020 23:00:00,2020-01-05 15:00:00,13289,153.28,13,3508,2274,46,0,4948,2500,0,3.65615658184971,282.330417871544,273.271303716747,419.20939748985,0,4717.33,269.88
120,01/06/2020 00:00:00,2020-01-05 16:00:00,11231,228.82,12,4859,2273,91,0,1441,2556,0,3.65615658184971,282.330417871544,273.271303716747,419.20939748985,0,1226.12,255.81
121,01/06/2020 01:00:00,2020-01-05 17:00:00,11621,292.47,12,6704,2274,91,0,0,2577,0,3.76614828754387,280.333774715259,272.732866299686,14.4581915640625,0,12.32,248.49
122,01/06/2020 02:00:00,2020-01-05 18:00:00,11810,319.25,12,7475,2274,91,0,0,1991,0,3.76614828754387,280.333774715259,272.732866299686,14.4581915640625,0,0,243.91
123,01/06/2020 03:00:00,2020-01-05 19:00:00,11511,351.07,13,8049,2274,90,0,0,1118,0,3.76614828754387,280.333774715259,272.732866299686,14.4581915640625,0,0,242.31
124,01/06/2020 04:00:00,2020-01-05 20:00:00,11414,362.96,12,8266,2274,90,0,0,805,0,3.5418211845913,279.843104201926,272.174454013613,7.16293303776865,0.000987505625153,0,234.01
125,01/06/2020 05:00:00,2020-01-05 21:00:00,11092,366.92,12,8122,2277,90,0,0,625,0,3.5418211845913,279.843104201926,272.174454013613,7.16293303776865,0.000987505625153,0,224.61
126,01/06/2020 06:00:00,2020-01-05 22:00:00,11065,368.04,12,8128,2275,90,0,0,594,0,3.5418211845913,279.843104201926,272.174454013613,7.16293303776865,0.000987505625153,0,220.39
127,01/06/2020 07:00:00,2020-01-05 23:00:00,10636,362.03,12,7675,2274,90,0,0,620,0,3.22640968920093,279.453168768474,271.66880877003,0,0,0,215.83
128,01/06/2020 08:00:00,2020-01-06 00:00:00,10562,359.69,13,7566,2276,90,0,0,650,0,3.22640968920093,279.453168768474,271.66880877003,0,0,0,226.42
129,01/06/2020 09:00:00,2020-01-06 01:00:00,10443,357.5,13,7432,2275,90,0,0,667,0,3.22640968920093,279.453168768474,271.66880877003,0,0,0,213.57
130,01/06/2020 10:00:00,2020-01-06 02:00:00,10293,358.75,12,7353,2277,90,0,0,596,0,3.08568715224034,279.143764708351,271.360308911447,0,0,0,197.58
131,01/06/2020 11:00:00,2020-01-06 03:00:00,10260,356.13,11,7275,2274,90,0,0,646,0,3.08568715224034,279.143764708351,271.360308911447,0,0,0,189.46
132,01/06/2020 12:00:00,2020-01-06 04:00:00,10642,362.62,12,7692,2274,91,0,0,609,0,3.08568715224034,279.143764708351,271.360308911447,0,0,0,187.66
133,01/06/2020 13:00:00,2020-01-06 05:00:00,10961,368.62,13,8123,2275,46,0,0,541,0,2.95219902248065,278.786319054203,271.119216822788,0,0,0,186.58
134,01/06/2020 14:00:00,2020-01-06 06:00:00,11882,377.13,13,9024,2276,46,0,0,562,0,2.95219902248065,278.786319054203,271.119216822788,0,0,4.82,180.05
135,01/06/2020 15:00:00,2020-01-06 07:00:00,12910,381.48,12,9829,2276,90,0,157,546,0,2.95219902248065,278.786319054203,271.119216822788,0,0,1216.16,167.8
136,01/06/2020 16:00:00,2020-01-06 08:00:00,15126,308.12,14,8998,2276,91,0,3317,431,0,3.05707371935257,282.624174448599,272.546033123154,90.7340392003262,0.001986671162901,4353.45,158.9
137,01/06/2020 17:00:00,2020-01-06 09:00:00,15965,242.28,14,7198,2276,48,0,5876,551,0,3.05707371935257,282.624174448599,272.546033123154,90.7340392003262,0.001986671162901,6656.12,138.76
138,01/06/2020 18:00:00,2020-01-06 10:00:00,16511,229.39,13,6904,2275,91,0,6703,525,0,3.05707371935257,282.624174448599,272.546033123154,90.7340392003262,0.001986671162901,7276.39,124.03
139,01/06/2020 19:00:00,2020-01-06 11:00:00,16206,227.39,13,6689,2276,90,0,6839,299,0,3.78222893449513,284.238186311972,273.236109072712,474.489591190259,0.0094413645489,7321.07,125.66
140,01/06/2020 20:00:00,2020-01-06 12:00:00,17449,235.14,12,7509,2274,91,0,7180,383,0,3.78222893449513,284.238186311972,273.236109072712,474.489591190259,0.0094413645489,7337.29,132.33
141,01/06/2020 21:00:00,2020-01-06 13:00:00,17359,233.98,14,7406,2274,91,0,7403,172,0,3.78222893449513,284.238186311972,273.236109072712,474.489591190259,0.0094413645489,7153.96,155.66
142,01/06/2020 22:00:00,2020-01-06 14:00:00,16606,233.3,16,7056,2274,91,0,7011,158,0,3.74922992297938,282.682907005138,274.234950656721,390.802376932985,0.161366680372991,6169.73,219.72
143,01/06/2020 23:00:00,2020-01-06 15:00:00,16210,258.79,15,7818,2275,91,0,5862,149,0,3.74922992297938,282.682907005138,274.234950656721,390.802376932985,0.161366680372991,3718.19,346.74
