,UTC time,actual_carbon_intensity_lifecycle,forecasted_carbon_intensity_lifecycle
0,2021-07-01 00:00:00,477.51,481.28
1,2021-07-01 01:00:00,479.65,481.33
2,2021-07-01 02:00:00,475.76,476.59
3,2021-07-01 03:00:00,468.1,467.67
4,2021-07-01 04:00:00,471.82,456.38
5,2021-07-01 05:00:00,452.2,447.15
6,2021-07-01 06:00:00,442.04,440.11
7,2021-07-01 07:00:00,435.89,439.66
8,2021-07-01 08:00:00,434.32,435.98
9,2021-07-01 09:00:00,434.97,436.67
10,2021-07-01 10:00:00,435.5,440.04
11,2021-07-01 11:00:00,440.85,445.83
12,2021-07-01 12:00:00,439.34,449.2
13,2021-07-01 13:00:00,440.61,451.08
14,2021-07-01 14:00:00,448.44,457.34
15,2021-07-01 15:00:00,450.13,463.12
16,2021-07-01 16:00:00,441.69,461.02
17,2021-07-01 17:00:00,439.75,459.75
18,2021-07-01 18:00:00,435.89,459.15
19,2021-07-01 19:00:00,430.87,458.78
20,2021-07-01 20:00:00,432.86,456.05
21,2021-07-01 21:00:00,436.45,462.88
22,2021-07-01 22:00:00,437.09,464.75
23,2021-07-01 23:00:00,443.65,467.24
24,2021-07-02 00:00:00,441.67,458.6
25,2021-07-02 01:00:00,436.92,462.16
26,2021-07-02 02:00:00,432.19,460.34
27,2021-07-02 03:00:00,422.49,455.19
28,2021-07-02 04:00:00,459.9,450.97
29,2021-07-02 05:00:00,398.61,437.62
30,2021-07-02 06:00:00,393.71,431.69
31,2021-07-02 07:00:00,386.27,426.76
32,2021-07-02 08:00:00,383.88,419.85
33,2021-07-02 09:00:00,384.61,417.03
34,2021-07-02 10:00:00,388.2,420.88
35,2021-07-02 11:00:00,393.85,429.6
36,2021-07-02 12:00:00,404.82,435.64
37,2021-07-02 13:00:00,411.3,441.01
38,2021-07-02 14:00:00,413.82,445.98
39,2021-07-02 15:00:00,408.54,451.0
40,2021-07-02 16:00:00,400.87,452.94
41,2021-07-02 17:00:00,403.52,450.49
42,2021-07-02 18:00:00,403.68,448.84
43,2021-07-02 19:00:00,399.73,447.2
44,2021-07-02 20:00:00,399.77,442.82
45,2021-07-02 21:00:00,403.48,445.35
46,2021-07-02 22:00:00,405.93,448.32
47,2021-07-02 23:00:00,412.39,452.12
48,2021-07-03 00:00:00,407.62,442.66
49,2021-07-03 01:00:00,404.89,446.46
50,2021-07-03 02:00:00,399.84,445.25
51,2021-07-03 03:00:00,384.22,440.94
52,2021-07-03 04:00:00,405.97,437.04
53,2021-07-03 05:00:00,368.87,425.08
54,2021-07-03 06:00:00,364.7,419.57
55,2021-07-03 07:00:00,358.07,415.82
56,2021-07-03 08:00:00,353.74,409.74
57,2021-07-03 09:00:00,352.88,407.59
58,2021-07-03 10:00:00,351.9,411.46
59,2021-07-03 11:00:00,351.53,419.61
60,2021-07-03 12:00:00,353.17,424.96
61,2021-07-03 13:00:00,362.11,429.4
62,2021-07-03 14:00:00,364.86,433.21
63,2021-07-03 15:00:00,369.25,437.07
64,2021-07-03 16:00:00,375.21,438.32
65,2021-07-03 17:00:00,379.59,435.44
66,2021-07-03 18:00:00,383.68,432.78
67,2021-07-03 19:00:00,382.31,430.49
68,2021-07-03 20:00:00,379.01,425.67
69,2021-07-03 21:00:00,377.76,427.51
70,2021-07-03 22:00:00,380.91,430.3
71,2021-07-03 23:00:00,384.79,433.86
72,2021-07-04 00:00:00,392.27,436.23
73,2021-07-04 01:00:00,390.87,437.27
74,2021-07-04 02:00:00,386.28,433.02
75,2021-07-04 03:00:00,375.39,426.56
76,2021-07-04 04:00:00,373.4,422.23
77,2021-07-04 05:00:00,348.0,408.78
78,2021-07-04 06:00:00,342.77,404.23
79,2021-07-04 07:00:00,333.95,402.94
80,2021-07-04 08:00:00,327.96,400.27
81,2021-07-04 09:00:00,325.6,401.16
82,2021-07-04 10:00:00,326.98,408.51
83,2021-07-04 11:00:00,326.52,418.82
84,2021-07-04 12:00:00,334.87,426.0
85,2021-07-04 13:00:00,349.44,431.18
86,2021-07-04 14:00:00,370.23,435.12
87,2021-07-04 15:00:00,384.58,439.37
88,2021-07-04 16:00:00,394.23,440.63
89,2021-07-04 17:00:00,406.78,438.0
90,2021-07-04 18:00:00,404.84,436.25
91,2021-07-04 19:00:00,404.45,434.64
92,2021-07-04 20:00:00,405.87,429.66
93,2021-07-04 21:00:00,405.86,430.82
94,2021-07-04 22:00:00,408.68,432.18
95,2021-07-04 23:00:00,416.03,432.95
96,2021-07-02 00:00:00,441.67,453.44
97,2021-07-02 01:00:00,436.92,451.84
98,2021-07-02 02:00:00,432.19,445.59
99,2021-07-02 03:00:00,422.49,435.44
100,2021-07-02 04:00:00,459.9,424.22
101,2021-07-02 05:00:00,398.61,414.84
102,2021-07-02 06:00:00,393.71,405.99
103,2021-07-02 07:00:00,386.27,405.88
104,2021-07-02 08:00:00,383.88,402.19
105,2021-07-02 09:00:00,384.61,402.2
106,2021-07-02 10:00:00,388.2,403.06
107,2021-07-02 11:00:00,393.85,410.66
108,2021-07-02 12:00:00,404.82,415.13
109,2021-07-02 13:00:00,411.3,418.04
110,2021-07-02 14:00:00,413.82,427.27
111,2021-07-02 15:00:00,408.54,435.04
112,2021-07-02 16:00:00,400.87,434.89
113,2021-07-02 17:00:00,403.52,434.04
114,2021-07-02 18:00:00,403.68,434.72
115,2021-07-02 19:00:00,399.73,434.38
116,2021-07-02 20:00:00,399.77,429.39
117,2021-07-02 21:00:00,403.48,436.18
118,2021-07-02 22:00:00,405.93,438.27
119,2021-07-02 23:00:00,412.39,440.14
120,2021-07-03 00:00:00,407.62,429.26
