,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
0,01/01/2020 00:00:00,349.51,13695,35193,28879,206,3697,0,2209,710
1,01/01/2020 01:00:00,346.39,12995,33634,28882,208,2691,0,2310,713
2,01/01/2020 02:00:00,345.41,12459,32597,28801,212,1753,0,2320,709
3,01/01/2020 03:00:00,342.86,11961,31081,28780,211,964,0,2330,722
4,01/01/2020 04:00:00,333.82,10988,29768,29015,214,933,0,2144,709
5,01/01/2020 05:00:00,333.74,11757,27375,28811,212,696,0,2397,538
6,01/01/2020 06:00:00,317.71,12177,32353,33093,214,489,0,4964,57
7,01/01/2020 07:00:00,320.74,13080,30802,33083,213,503,0,4762,64
8,01/01/2020 08:00:00,319.17,12638,30171,33070,219,492,0,4141,62
9,01/01/2020 09:00:00,316.14,12382,29844,32942,221,581,0,4369,53
10,01/01/2020 10:00:00,320.26,13113,29946,32945,221,1020,0,4111,54
11,01/01/2020 11:00:00,318.39,12283,31291,32956,218,1136,0,3861,39
12,01/01/2020 12:00:00,320.8,12272,32508,32961,217,1502,0,3515,40
13,01/01/2020 13:00:00,319.73,12094,33202,32960,215,1782,0,3653,60
14,01/01/2020 14:00:00,315.46,11992,33347,32968,214,1810,368,4369,50
15,01/01/2020 15:00:00,309.86,11843,32583,33026,213,1847,835,4751,57
16,01/01/2020 16:00:00,314.5,11851,33401,33039,211,1236,911,4444,64
17,01/01/2020 17:00:00,311.96,11567,33571,33018,212,1108,974,4878,67
18,01/01/2020 18:00:00,305.19,11488,32173,33079,211,1089,984,5788,78
19,01/01/2020 19:00:00,299.92,11224,31053,33087,213,1138,924,6132,82
20,01/01/2020 20:00:00,299.27,11216,30889,33062,210,1125,866,6281,81
21,01/01/2020 21:00:00,300.53,11213,31060,33060,209,1179,573,6229,79
22,01/01/2020 22:00:00,301.74,11165,32377,33076,207,1882,128,6357,85
23,01/01/2020 23:00:00,312.93,12344,36930,33074,208,3361,0,6553,89
24,01/02/2020 00:00:00,315.28,12940,37956,33067,210,3863,0,6945,89
25,01/02/2020 01:00:00,318.17,13023,38412,33061,206,3136,0,7138,88
26,01/02/2020 02:00:00,324.77,14049,38237,33071,209,2238,0,7524,90
27,01/02/2020 03:00:00,322.3,13676,37216,33068,207,1662,0,7683,87
28,01/02/2020 04:00:00,315.9,13047,34738,33062,209,1146,0,7696,88
29,01/02/2020 05:00:00,310.62,12539,32946,32956,210,920,0,7672,90
30,01/02/2020 06:00:00,312.36,10078,22691,28859,181,757,0,1792,564
31,01/02/2020 07:00:00,313.95,10100,23187,28862,184,711,0,1810,556
32,01/02/2020 08:00:00,314.14,10144,22908,28909,187,729,0,1606,544
33,01/02/2020 09:00:00,314.83,10252,23192,28990,188,766,0,1695,551
34,01/02/2020 10:00:00,322.63,10810,24853,29003,188,954,0,1653,561
35,01/02/2020 11:00:00,320.88,11720,26859,28983,186,4108,0,1592,559
36,01/02/2020 12:00:00,329.35,12969,29373,28999,184,5089,0,1857,558
37,01/02/2020 13:00:00,343.68,13743,29768,29002,183,2910,20,1788,540
38,01/02/2020 14:00:00,343.89,13279,28926,28977,181,2052,57,1535,554
39,01/02/2020 15:00:00,343.27,12617,28757,28998,181,1186,93,1436,559
40,01/02/2020 16:00:00,338.1,11974,28084,28975,181,1143,85,1416,562
41,01/02/2020 17:00:00,333.76,11483,27398,28986,178,1133,70,1337,571
42,01/02/2020 18:00:00,333.5,11349,27679,28972,177,1156,50,1343,576
43,01/02/2020 19:00:00,335.06,11403,28043,28984,174,1182,28,1217,559
44,01/02/2020 20:00:00,340.29,11920,28475,28975,173,1305,24,916,553
45,01/02/2020 21:00:00,340.81,12117,28603,28963,175,1714,0,797,560
46,01/02/2020 22:00:00,346.98,13241,31539,28974,173,3311,0,742,561
47,01/02/2020 23:00:00,347.41,13654,31291,28961,174,3798,0,656,554
48,01/03/2020 00:00:00,350.12,13799,30707,28960,171,3012,0,726,543
49,01/03/2020 01:00:00,347.21,13273,29986,28964,173,2458,0,882,540
50,01/03/2020 02:00:00,341.76,12308,28441,28956,174,1549,0,953,559
