UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,other,avg_solar_production_forecast,avg_wind_production_forecast
2019-01-14 13:00:00,13,8062,2265,90,1028,0,1786,45,0,0
2019-01-14 14:00:00,12,8626,2265,90,1753,0,1727,0,0,0
2019-01-14 15:00:00,14,9802,2262,90,2143,27,1794,46,0,0
2019-01-14 16:00:00,15,9977,2264,90,2082,815,1479,46,0,0
2019-01-14 17:00:00,13,9542,2264,90,1895,1650,1989,4,0,0
2019-01-14 18:00:00,16,9615,2263,91,1822,1878,2093,0,0,0
2019-01-14 19:00:00,12,9803,2262,90,1724,2026,1707,0,0,0
2019-01-14 20:00:00,11,9970,2262,91,2022,1681,1173,0,0,0
2019-01-14 21:00:00,13,9723,2263,91,1857,1498,1367,0,0,0
2019-01-14 22:00:00,12,10192,2264,91,1691,1105,1166,0,0,0
2019-01-14 23:00:00,12,9940,2263,91,1690,906,848,0,0,0
2019-01-15 00:00:00,15,10296,2262,91,2468,254,680,0,0,0
2019-01-15 01:00:00,11,11658,2263,91,2926,0,888,57,0,0
2019-01-15 02:00:00,14,12195,2264,91,3124,0,1087,1,0,0
2019-01-15 03:00:00,13,11664,2262,91,2919,0,963,39,0,0
2019-01-15 04:00:00,11,11301,2263,89,2492,0,881,39,0,0
2019-01-15 05:00:00,12,10683,2263,90,2030,0,737,19,0,0
2019-01-15 06:00:00,12,10467,2263,90,1509,0,614,9,0,0
2019-01-15 07:00:00,11,9633,2264,90,1241,0,608,0,0,0
2019-01-15 08:00:00,14,8803,2263,90,1205,0,700,31,0,0
2019-01-15 09:00:00,12,8801,2263,90,1008,0,732,0,0,0
2019-01-15 10:00:00,14,8841,2261,90,743,0,801,0,0,0
2019-01-15 11:00:00,11,8645,2264,90,820,0,844,0,0,0
2019-01-15 12:00:00,15,8691,2264,90,848,0,868,4,0,0
2019-01-15 13:00:00,14,7889,2265,90,1531,0,1029,0,0,0
2019-01-15 14:00:00,14,8877,2264,90,2151,0,1202,0,0,0
2019-01-15 15:00:00,14,10123,2262,90,2622,0,1169,26,0,0
2019-01-15 16:00:00,11,10691,2264,90,2514,360,1281,15,0,0
2019-01-15 17:00:00,12,10540,2263,90,2043,915,1306,0,0,0
2019-01-15 18:00:00,13,10277,2262,91,1475,1621,1083,0,0,0
2019-01-15 19:00:00,15,10022,2263,91,1351,1515,1341,0,0,0
2019-01-15 20:00:00,14,10208,2263,91,818,1857,1239,0,0,0
2019-01-15 21:00:00,15,10385,2261,91,922,2248,1170,38,0,0
2019-01-15 22:00:00,14,10246,2262,91,1592,2129,1282,0,0,0
2019-01-15 23:00:00,15,9919,2263,91,2072,1489,1356,0,0,0
2019-01-16 00:00:00,15,10296,2262,90,2386,667,1396,0,0,0
2019-01-16 01:00:00,13,11945,2265,91,2966,0,1266,17,0,0
2019-01-16 02:00:00,15,12479,2262,91,2918,0,1499,0,0,0
2019-01-16 03:00:00,16,11757,2263,90,3172,0,1721,34,0,0
2019-01-16 04:00:00,16,11770,2262,90,3187,0,1470,5,0,0
2019-01-16 05:00:00,17,11324,2263,90,2895,0,1138,0,0,0
2019-01-16 06:00:00,17,10567,2262,90,2010,0,896,0,0,0
2019-01-16 07:00:00,13,9705,2262,90,1214,0,872,33,0,0
2019-01-16 08:00:00,12,9050,2263,90,854,0,1148,0,0,0
2019-01-16 09:00:00,14,8376,2262,90,857,0,1136,21,0,0
2019-01-16 10:00:00,14,7956,2262,90,783,0,1301,35,0,0
2019-01-16 11:00:00,15,7922,2262,90,816,0,1360,8,0,0
2019-01-16 12:00:00,16,7569,2262,91,952,0,1588,0,0,0
2019-01-16 13:00:00,15,6976,2264,90,1644,0,1818,0,0,0
2019-01-16 14:00:00,13,8529,2264,90,1976,0,1865,9,0,0
2019-01-16 15:00:00,13,9701,2264,89,2357,47,1383,49,0,0
2019-01-16 16:00:00,14,9798,2264,90,1677,1844,1005,0,0,0
2019-01-16 17:00:00,11,8747,2263,90,1494,3251,1107,64,0,0
2019-01-16 18:00:00,13,8449,2263,91,1441,4046,1393,31,0,0
2019-01-16 19:00:00,13,8420,2262,90,1385,4418,1346,30,0,0
