datetime,hydro_actual,avg_hydro_production_forecast
2020-01-01T00:00:00.000000000,0,265.56415
2020-01-01T01:00:00.000000000,0,366.78928
2020-01-01T02:00:00.000000000,0,398.42288
2020-01-01T03:00:00.000000000,0,472.2772
2020-01-01T04:00:00.000000000,0,594.5077
2020-01-01T05:00:00.000000000,0,217.3226
2020-01-01T06:00:00.000000000,0,210.6908
2020-01-01T07:00:00.000000000,0,208.48007
2020-01-01T08:00:00.000000000,0,90.173676
2020-01-01T09:00:00.000000000,0,35.405807
2020-01-01T10:00:00.000000000,0,23.20083
2020-01-01T11:00:00.000000000,0,232.4525
2020-01-01T12:00:00.000000000,0,380.05127
2020-01-01T13:00:00.000000000,0,313.0748
2020-01-01T14:00:00.000000000,0,226.25137
2020-01-01T15:00:00.000000000,0,435.1898
2020-01-01T16:00:00.000000000,0,128.58115
2020-01-01T17:00:00.000000000,0,214.37311
2020-01-01T18:00:00.000000000,0,156.38818
2020-01-01T19:00:00.000000000,0,127.632744
2020-01-01T20:00:00.000000000,0,143.36844
2020-01-01T21:00:00.000000000,0,121.692635
2020-01-01T22:00:00.000000000,0,159.86433
2020-01-01T23:00:00.000000000,0,31.533215
2020-01-02T00:00:00.000000000,0,263.11526
2020-01-02T01:00:00.000000000,0,367.9419
2020-01-02T02:00:00.000000000,0,396.20358
2020-01-02T03:00:00.000000000,0,469.32996
2020-01-02T04:00:00.000000000,0,599.3458
2020-01-02T05:00:00.000000000,0,221.12721
2020-01-02T06:00:00.000000000,0,215.25642
2020-01-02T07:00:00.000000000,0,216.19162
2020-01-02T08:00:00.000000000,0,92.96041
2020-01-02T09:00:00.000000000,0,38.72095
2020-01-02T10:00:00.000000000,0,23.067657
2020-01-02T11:00:00.000000000,0,228.66553
2020-01-02T12:00:00.000000000,0,376.93433
2020-01-02T13:00:00.000000000,0,321.5613
2020-01-02T14:00:00.000000000,0,236.51057
2020-01-02T15:00:00.000000000,0,450.0595
2020-01-02T16:00:00.000000000,0,142.65913
2020-01-02T17:00:00.000000000,0,224.83635
2020-01-02T18:00:00.000000000,0,166.88005
2020-01-02T19:00:00.000000000,0,139.6055
2020-01-02T20:00:00.000000000,0,150.5688
2020-01-02T21:00:00.000000000,0,128.92784
2020-01-02T22:00:00.000000000,0,161.84094
2020-01-02T23:00:00.000000000,0,31.50026
2020-01-03T00:00:00.000000000,0,260.6366
2020-01-03T01:00:00.000000000,0,369.1362
2020-01-03T02:00:00.000000000,0,394.00763
2020-01-03T03:00:00.000000000,0,466.36652
2020-01-03T04:00:00.000000000,0,604.3404
2020-01-03T05:00:00.000000000,0,225.07668
2020-01-03T06:00:00.000000000,0,219.93541
2020-01-03T07:00:00.000000000,0,224.06416
2020-01-03T08:00:00.000000000,0,95.83271
2020-01-03T09:00:00.000000000,0,42.153736
2020-01-03T10:00:00.000000000,0,23.000935
2020-01-03T11:00:00.000000000,0,224.84341
2020-01-03T12:00:00.000000000,0,373.7871
2020-01-03T13:00:00.000000000,0,330.14084
2020-01-03T14:00:00.000000000,0,246.91817
2020-01-03T15:00:00.000000000,0,465.02924
2020-01-03T16:00:00.000000000,0,156.98581
2020-01-03T17:00:00.000000000,0,235.40167
2020-01-03T18:00:00.000000000,0,177.53058
2020-01-03T19:00:00.000000000,0,151.72733
2020-01-03T20:00:00.000000000,0,157.92766
2020-01-03T21:00:00.000000000,0,136.20868
2020-01-03T22:00:00.000000000,0,163.77867
2020-01-03T23:00:00.000000000,0,31.451288
2020-01-04T00:00:00.000000000,0,258.12885
2020-01-04T01:00:00.000000000,0,370.3718
2020-01-04T02:00:00.000000000,0,391.8354
2020-01-04T03:00:00.000000000,0,463.388
2020-01-04T04:00:00.000000000,0,609.48926
2020-01-04T05:00:00.000000000,0,229.169
2020-01-04T06:00:00.000000000,0,224.72511
2020-01-04T07:00:00.000000000,0,232.0953
2020-01-04T08:00:00.000000000,0,98.78956
2020-01-04T09:00:00.000000000,0,45.703403
2020-01-04T10:00:00.000000000,0,23.00111
2020-01-04T11:00:00.000000000,0,220.98743
2020-01-04T12:00:00.000000000,0,370.6109
2020-01-04T13:00:00.000000000,0,338.8104
2020-01-04T14:00:00.000000000,0,257.47134
2020-01-04T15:00:00.000000000,0,480.09427
2020-01-04T16:00:00.000000000,0,171.55669
2020-01-04T17:00:00.000000000,0,246.06532
2020-01-04T18:00:00.000000000,0,188.33586
2020-01-04T19:00:00.000000000,0,163.99448
2020-01-04T20:00:00.000000000,0,165.44286
2020-01-04T21:00:00.000000000,0,143.53339
2020-01-04T22:00:00.000000000,0,165.67705
2020-01-04T23:00:00.000000000,0,31.386675
2020-01-05T00:00:00.000000000,0,322.87997
2020-01-05T01:00:00.000000000,0,448.74603
2020-01-05T02:00:00.000000000,0,357.71277
2020-01-05T03:00:00.000000000,0,507.20474
2020-01-05T04:00:00.000000000,0,589.30414
2020-01-05T05:00:00.000000000,0,271.96756
2020-01-05T06:00:00.000000000,0,167.57788
2020-01-05T07:00:00.000000000,0,285.2874
2020-01-05T08:00:00.000000000,0,103.903404
2020-01-05T09:00:00.000000000,0,88.676414
2020-01-05T10:00:00.000000000,0,17.848595
2020-01-05T11:00:00.000000000,0,262.6137
2020-01-05T12:00:00.000000000,0,429.616
2020-01-05T13:00:00.000000000,0,216.5802
2020-01-05T14:00:00.000000000,0,322.81168
2020-01-05T15:00:00.000000000,0,425.89166
2020-01-05T16:00:00.000000000,0,206.57271
2020-01-05T17:00:00.000000000,0,221.7581
2020-01-05T18:00:00.000000000,0,117.17395
2020-01-05T19:00:00.000000000,0,34.119656
2020-01-05T20:00:00.000000000,0,162.64372
2020-01-05T21:00:00.000000000,0,135.9605
2020-01-05T22:00:00.000000000,0,33.91987
2020-01-05T23:00:00.000000000,0,51.652206
2020-01-06T00:00:00.000000000,0,319.21967
2020-01-06T01:00:00.000000000,0,448.4941
2020-01-06T02:00:00.000000000,0,355.38043
2020-01-06T03:00:00.000000000,0,502.1953
2020-01-06T04:00:00.000000000,0,593.8098
2020-01-06T05:00:00.000000000,0,273.34943
2020-01-06T06:00:00.000000000,0,171.87332
2020-01-06T07:00:00.000000000,0,292.71155
2020-01-06T08:00:00.000000000,0,107.81118
2020-01-06T09:00:00.000000000,0,91.66892
2020-01-06T10:00:00.000000000,0,18.07399
2020-01-06T11:00:00.000000000,0,258.14517
2020-01-06T12:00:00.000000000,0,429.41513
2020-01-06T13:00:00.000000000,0,224.49911
2020-01-06T14:00:00.000000000,0,334.9865
2020-01-06T15:00:00.000000000,0,442.84628
2020-01-06T16:00:00.000000000,0,218.5626
2020-01-06T17:00:00.000000000,0,232.1352
2020-01-06T18:00:00.000000000,0,127.64139
2020-01-06T19:00:00.000000000,0,45.154285
2020-01-06T20:00:00.000000000,0,168.23715
2020-01-06T21:00:00.000000000,0,144.72385
2020-01-06T22:00:00.000000000,0,37.424114
2020-01-06T23:00:00.000000000,0,52.6122
2020-01-07T00:00:00.000000000,0,250.43985
2020-01-07T01:00:00.000000000,0,374.32404
2020-01-07T02:00:00.000000000,0,385.4695
2020-01-07T03:00:00.000000000,0,454.3721
2020-01-07T04:00:00.000000000,0,625.8505
2020-01-07T05:00:00.000000000,0,242.2955
2020-01-07T06:00:00.000000000,0,239.75015
2020-01-07T07:00:00.000000000,0,257.1172
2020-01-07T08:00:00.000000000,0,108.16071
2020-01-07T09:00:00.000000000,0,57.04217
2020-01-07T10:00:00.000000000,0,23.402395
2020-01-07T11:00:00.000000000,0,209.22678
2020-01-07T12:00:00.000000000,0,360.9149
2020-01-07T13:00:00.000000000,0,365.33414
2020-01-07T14:00:00.000000000,0,289.97052
2020-01-07T15:00:00.000000000,0,525.8151
2020-01-07T16:00:00.000000000,0,216.69202
2020-01-07T17:00:00.000000000,0,278.61722
2020-01-07T18:00:00.000000000,0,221.65176
2020-01-07T19:00:00.000000000,0,201.63298
2020-01-07T20:00:00.000000000,0,188.90582
2020-01-07T21:00:00.000000000,0,165.74658
2020-01-07T22:00:00.000000000,0,171.13007
2020-01-07T23:00:00.000000000,0,31.099466
2020-01-08T00:00:00.000000000,0,248.30734
2020-01-08T01:00:00.000000000,0,376.1017
2020-01-08T02:00:00.000000000,0,384.2893
2020-01-08T03:00:00.000000000,0,451.8861
2020-01-08T04:00:00.000000000,0,632.90485
2020-01-08T05:00:00.000000000,0,248.05634
2020-01-08T06:00:00.000000000,0,247.00148
2020-01-08T07:00:00.000000000,0,265.94815
2020-01-08T08:00:00.000000000,0,113.84415
2020-01-08T09:00:00.000000000,0,61.587486
2020-01-08T10:00:00.000000000,0,23.961922
2020-01-08T11:00:00.000000000,0,205.97606
2020-01-08T12:00:00.000000000,0,358.34332
2020-01-08T13:00:00.000000000,0,373.76428
2020-01-08T14:00:00.000000000,0,299.94974
2020-01-08T15:00:00.000000000,0,540.1468
2020-01-08T16:00:00.000000000,0,231.84135
2020-01-08T17:00:00.000000000,0,289.0051
2020-01-08T18:00:00.000000000,0,232.26216
2020-01-08T19:00:00.000000000,0,213.72932
2020-01-08T20:00:00.000000000,0,197.3185
2020-01-08T21:00:00.000000000,0,173.38565
2020-01-08T22:00:00.000000000,0,172.09253
2020-01-08T23:00:00.000000000,0,31.35422
2020-01-09T00:00:00.000000000,0,246.52972
2020-01-09T01:00:00.000000000,0,378.14584
2020-01-09T02:00:00.000000000,0,383.51926
2020-01-09T03:00:00.000000000,0,449.7813
2020-01-09T04:00:00.000000000,0,640.5942
2020-01-09T05:00:00.000000000,0,254.59517
2020-01-09T06:00:00.000000000,0,255.31946
2020-01-09T07:00:00.000000000,0,274.91666
2020-01-09T08:00:00.000000000,0,120.94795
2020-01-09T09:00:00.000000000,0,66.446556
2020-01-09T10:00:00.000000000,0,24.64324
2020-01-09T11:00:00.000000000,0,203.03015
2020-01-09T12:00:00.000000000,0,356.23724
2020-01-09T13:00:00.000000000,0,382.03033
2020-01-09T14:00:00.000000000,0,309.62878
2020-01-09T15:00:00.000000000,0,554.1792
2020-01-09T16:00:00.000000000,0,247.15761
2020-01-09T17:00:00.000000000,0,299.3399
2020-01-09T18:00:00.000000000,0,242.7104
2020-01-09T19:00:00.000000000,0,225.5355
2020-01-09T20:00:00.000000000,0,205.89874
2020-01-09T21:00:00.000000000,0,181.38931
2020-01-09T22:00:00.000000000,0,172.82307
2020-01-09T23:00:00.000000000,0,31.87759
2020-01-10T00:00:00.000000000,0,245.85512
2020-01-10T01:00:00.000000000,0,379.88293
2020-01-10T02:00:00.000000000,0,381.5543
2020-01-10T03:00:00.000000000,0,448.8841
2020-01-10T04:00:00.000000000,0,646.24084
2020-01-10T05:00:00.000000000,0,262.23337
2020-01-10T06:00:00.000000000,0,262.01816
2020-01-10T07:00:00.000000000,0,282.68713
2020-01-10T08:00:00.000000000,0,129.69455
2020-01-10T09:00:00.000000000,0,71.55388
2020-01-10T10:00:00.000000000,0,25.933455
2020-01-10T11:00:00.000000000,0,200.31526
2020-01-10T12:00:00.000000000,0,355.06964
2020-01-10T13:00:00.000000000,0,389.84625
2020-01-10T14:00:00.000000000,0,320.16174
2020-01-10T15:00:00.000000000,0,567.52313
2020-01-10T16:00:00.000000000,0,263.75772
2020-01-10T17:00:00.000000000,0,310.39496
