datetime,coal_actual,avg_coal_production_forecast
2020-01-01T00:00:00.000000000,45194,40745.848
2020-01-01T01:00:00.000000000,44882,40912.18
2020-01-01T02:00:00.000000000,45031,40858.945
2020-01-01T03:00:00.000000000,45652,43639.793
2020-01-01T04:00:00.000000000,45883,48886.043
2020-01-01T05:00:00.000000000,45795,57597.49
2020-01-01T06:00:00.000000000,45161,63347.387
2020-01-01T07:00:00.000000000,45918,68131.836
2020-01-01T08:00:00.000000000,47562,71454.72
2020-01-01T09:00:00.000000000,48274,72952.89
2020-01-01T10:00:00.000000000,49080,73296.97
2020-01-01T11:00:00.000000000,48902,71569.54
2020-01-01T12:00:00.000000000,49144,70259.27
2020-01-01T13:00:00.000000000,48700,69663.49
2020-01-01T14:00:00.000000000,51742,70821.6
2020-01-01T15:00:00.000000000,53156,72556.58
2020-01-01T16:00:00.000000000,53458,74196.83
2020-01-01T17:00:00.000000000,53446,79684.57
2020-01-01T18:00:00.000000000,52056,78321.34
2020-01-01T19:00:00.000000000,50593,78317.055
2020-01-01T20:00:00.000000000,51934,77401.29
2020-01-01T21:00:00.000000000,52332,71129.84
2020-01-01T22:00:00.000000000,52071,66935.375
2020-01-01T23:00:00.000000000,51771,62001.504
2020-01-02T00:00:00.000000000,50453,45457.496
2020-01-02T01:00:00.000000000,50301,45730.56
2020-01-02T02:00:00.000000000,49305,44765.49
2020-01-02T03:00:00.000000000,46267,47806.723
2020-01-02T04:00:00.000000000,42247,50966.848
2020-01-02T05:00:00.000000000,46020,56389.348
2020-01-02T06:00:00.000000000,50483,58823.957
2020-01-02T07:00:00.000000000,52180,62572.887
2020-01-02T08:00:00.000000000,54375,64528.023
2020-01-02T09:00:00.000000000,55424,66004.51
2020-01-02T10:00:00.000000000,56047,64656.387
2020-01-02T11:00:00.000000000,56138,63538.9
2020-01-02T12:00:00.000000000,56325,62657.72
2020-01-02T13:00:00.000000000,56620,59764.492
2020-01-02T14:00:00.000000000,53845,60011
2020-01-02T15:00:00.000000000,53688,60912.59
2020-01-02T16:00:00.000000000,53258,60766.652
2020-01-02T17:00:00.000000000,53457,63583.957
2020-01-02T18:00:00.000000000,55405,59749.332
2020-01-02T19:00:00.000000000,56575,59644.375
2020-01-02T20:00:00.000000000,54849,58435.047
2020-01-02T21:00:00.000000000,52898,53294.543
2020-01-02T22:00:00.000000000,50049,50574.24
2020-01-02T23:00:00.000000000,41542,47925.58
2020-01-03T00:00:00.000000000,40326,34558.78
2020-01-03T01:00:00.000000000,37417,34004.938
2020-01-03T02:00:00.000000000,35174,35864.188
2020-01-03T03:00:00.000000000,34520,38313.8
2020-01-03T04:00:00.000000000,34119,42547.902
2020-01-03T05:00:00.000000000,34675,46863.47
2020-01-03T06:00:00.000000000,36925,51670.68
2020-01-03T07:00:00.000000000,43261,53059.016
2020-01-03T08:00:00.000000000,45222,55159.16
2020-01-03T09:00:00.000000000,46872,55296.395
2020-01-03T10:00:00.000000000,47762,57388.305
2020-01-03T11:00:00.000000000,49514,55996.7
2020-01-03T12:00:00.000000000,51050,54480.547
2020-01-03T13:00:00.000000000,50430,53854.547
2020-01-03T14:00:00.000000000,49940,53753.992
2020-01-03T15:00:00.000000000,49248,52642.344
2020-01-03T16:00:00.000000000,49928,54064.895
2020-01-03T17:00:00.000000000,48590,56657.02
2020-01-03T18:00:00.000000000,45386,53510.797
2020-01-03T19:00:00.000000000,41258,54606.242
2020-01-03T20:00:00.000000000,39143,53584.473
2020-01-03T21:00:00.000000000,37130,48052.883
2020-01-03T22:00:00.000000000,35849,46885.258
2020-01-03T23:00:00.000000000,34091,44877.7
2020-01-04T00:00:00.000000000,32216,26208.238
2020-01-04T01:00:00.000000000,32113,23140.543
2020-01-04T02:00:00.000000000,33995,24597.15
2020-01-04T03:00:00.000000000,33536,26310.695
2020-01-04T04:00:00.000000000,32485,31717.729
2020-01-04T05:00:00.000000000,33279,34214.254
2020-01-04T06:00:00.000000000,33129,40928.777
2020-01-04T07:00:00.000000000,34543,42924.383
2020-01-04T08:00:00.000000000,36970,44561.37
2020-01-04T09:00:00.000000000,38071,44473.668
2020-01-04T10:00:00.000000000,35922,46328.87
2020-01-04T11:00:00.000000000,38203,47004.535
2020-01-04T12:00:00.000000000,38422,46246.926
2020-01-04T13:00:00.000000000,39059,47363.67
2020-01-04T14:00:00.000000000,41376,49448.01
2020-01-04T15:00:00.000000000,42815,48912.32
2020-01-04T16:00:00.000000000,46416,51088.906
2020-01-04T17:00:00.000000000,50409,53959.3
2020-01-04T18:00:00.000000000,50764,51825.28
2020-01-04T19:00:00.000000000,50162,53592.906
2020-01-04T20:00:00.000000000,51281,53037.074
2020-01-04T21:00:00.000000000,51661,50221.824
2020-01-04T22:00:00.000000000,53761,47211.547
2020-01-04T23:00:00.000000000,52665,44864.78
2020-01-05T00:00:00.000000000,49566,43879.566
2020-01-05T01:00:00.000000000,48915,43560.363
2020-01-05T02:00:00.000000000,47284,42424.03
2020-01-05T03:00:00.000000000,47771,44602.59
2020-01-05T04:00:00.000000000,48595,52159.65
2020-01-05T05:00:00.000000000,48620,61193.363
2020-01-05T06:00:00.000000000,49598,68632.21
2020-01-05T07:00:00.000000000,50611,74516.3
2020-01-05T08:00:00.000000000,51930,80535.18
2020-01-05T09:00:00.000000000,52970,85132.73
2020-01-05T10:00:00.000000000,53818,83852.086
2020-01-05T11:00:00.000000000,54172,86275.734
2020-01-05T12:00:00.000000000,53348,87188.34
2020-01-05T13:00:00.000000000,53493,84384.625
2020-01-05T14:00:00.000000000,54706,88407.07
2020-01-05T15:00:00.000000000,55167,89896.28
2020-01-05T16:00:00.000000000,55633,90131.445
2020-01-05T17:00:00.000000000,56624,95475.46
2020-01-05T18:00:00.000000000,57047,95028.875
2020-01-05T19:00:00.000000000,56124,98927.89
2020-01-05T20:00:00.000000000,55318,96655.3
2020-01-05T21:00:00.000000000,54909,95180.98
2020-01-05T22:00:00.000000000,53030,89639.375
2020-01-05T23:00:00.000000000,50621,86949.59
2020-01-06T00:00:00.000000000,50065,45361.35
2020-01-06T01:00:00.000000000,49342,45041.203
2020-01-06T02:00:00.000000000,49688,43475.16
2020-01-06T03:00:00.000000000,49204,45317.28
2020-01-06T04:00:00.000000000,53190,51941.42
2020-01-06T05:00:00.000000000,58223,60831.688
