datetime,wind_actual,avg_wind_production_forecast
2020-01-01T00:00:00.000000000,26849.0,26352.00052
2020-01-01T01:00:00.000000000,28292.0,28135.99876
2020-01-01T02:00:00.000000000,29573.0,30461.99949
2020-01-01T03:00:00.000000000,30068.0,32128.00076
2020-01-01T04:00:00.000000000,30890.0,32047.99977
2020-01-01T05:00:00.000000000,30658.0,30718.00106
2020-01-01T06:00:00.000000000,29480.0,29546.00115
2020-01-01T07:00:00.000000000,29096.0,28904.00077
2020-01-01T08:00:00.000000000,29178.0,28963.00059
2020-01-01T09:00:00.000000000,29243.0,29167.00004
2020-01-01T10:00:00.000000000,28825.0,28750.99918
2020-01-01T11:00:00.000000000,28464.0,28566.0004
2020-01-01T12:00:00.000000000,29784.0,28603.99906
2020-01-01T13:00:00.000000000,30849.0,29826.9995
2020-01-01T14:00:00.000000000,29041.0,31979.99907
2020-01-01T15:00:00.000000000,29039.0,34904.99894
2020-01-01T16:00:00.000000000,35410.0,39128.00035
2020-01-01T17:00:00.000000000,43406.0,44115.00011
2020-01-01T18:00:00.000000000,50904.0,48640.99995
2020-01-01T19:00:00.000000000,54228.0,50929.00202
2020-01-01T20:00:00.000000000,55758.0,51229.00104
2020-01-01T21:00:00.000000000,55380.0,50817.00117
2020-01-01T22:00:00.000000000,49633.0,50736.9975
2020-01-01T23:00:00.000000000,48988.0,49697.9996
2020-01-02T00:00:00.000000000,48391.0,52571.96681
2020-01-02T01:00:00.000000000,47178.0,50865.41471
2020-01-02T02:00:00.000000000,46698.0,49895.42983
2020-01-02T03:00:00.000000000,45594.0,49825.70446
2020-01-02T04:00:00.000000000,46630.0,49596.59307
2020-01-02T05:00:00.000000000,49193.0,48629.30764
2020-01-02T06:00:00.000000000,54300.0,47129.36071
2020-01-02T07:00:00.000000000,56984.0,46306.15366
2020-01-02T08:00:00.000000000,57801.0,46009.31472
2020-01-02T09:00:00.000000000,59095.0,47037.78257
2020-01-02T10:00:00.000000000,58755.0,48615.87461
2020-01-02T11:00:00.000000000,55806.0,52544.65084
2020-01-02T12:00:00.000000000,53122.0,57130.56372
2020-01-02T13:00:00.000000000,54567.0,61973.44493
2020-01-02T14:00:00.000000000,58604.0,66431.38514
2020-01-02T15:00:00.000000000,64069.0,70943.74306
2020-01-02T16:00:00.000000000,70959.0,75885.642
2020-01-02T17:00:00.000000000,80290.0,81411.98495
2020-01-02T18:00:00.000000000,88219.0,86783.09818
2020-01-02T19:00:00.000000000,92304.0,90114.84899
2020-01-02T20:00:00.000000000,95490.0,92585.6592
2020-01-02T21:00:00.000000000,97481.0,95327.00467
2020-01-02T22:00:00.000000000,97323.0,97837.73905
2020-01-02T23:00:00.000000000,99082.0,99812.61972
2020-01-03T00:00:00.000000000,104416.0,110191.24379
2020-01-03T01:00:00.000000000,109196.0,109229.9893
2020-01-03T02:00:00.000000000,111994.0,109775.31255
2020-01-03T03:00:00.000000000,116067.0,111391.21847
2020-01-03T04:00:00.000000000,120305.0,113059.9674
2020-01-03T05:00:00.000000000,124745.0,113056.80732
2020-01-03T06:00:00.000000000,130716.0,112779.54483
2020-01-03T07:00:00.000000000,133497.0,112839.73638
2020-01-03T08:00:00.000000000,132878.0,113120.41605
2020-01-03T09:00:00.000000000,130443.0,114058.62871
2020-01-03T10:00:00.000000000,132398.0,114313.59923
2020-01-03T11:00:00.000000000,130898.0,117454.95769
2020-01-03T12:00:00.000000000,125756.0,121257.28774
2020-01-03T13:00:00.000000000,129109.0,124691.46273
2020-01-03T14:00:00.000000000,129015.0,126714.79444
