datetime,unknown_actual,avg_unknown_production_forecast
2020-01-01T00:00:00.000000000,2276,2260.8826
2020-01-01T01:00:00.000000000,2269,2236.067
2020-01-01T02:00:00.000000000,2263,2181.99
2020-01-01T03:00:00.000000000,2300,2164.614
2020-01-01T04:00:00.000000000,2295,2165.7346
2020-01-01T05:00:00.000000000,2286,2161.0122
2020-01-01T06:00:00.000000000,2280,2205.73
2020-01-01T07:00:00.000000000,2280,2210.0837
2020-01-01T08:00:00.000000000,2286,2243.8218
2020-01-01T09:00:00.000000000,2287,2239.1199
2020-01-01T10:00:00.000000000,2290,2258.8755
2020-01-01T11:00:00.000000000,2290,2235.3845
2020-01-01T12:00:00.000000000,2289,2224.1943
2020-01-01T13:00:00.000000000,2291,2231.949
2020-01-01T14:00:00.000000000,2292,2209.413
2020-01-01T15:00:00.000000000,2294,2170.6333
2020-01-01T16:00:00.000000000,2288,2195.0776
2020-01-01T17:00:00.000000000,2288,2214.3853
2020-01-01T18:00:00.000000000,2304,2239.9924
2020-01-01T19:00:00.000000000,2304,2255.8252
2020-01-01T20:00:00.000000000,2306,2271.8462
2020-01-01T21:00:00.000000000,2314,2274.437
2020-01-01T22:00:00.000000000,2322,2294.6914
2020-01-01T23:00:00.000000000,2315,2261.972
2020-01-02T00:00:00.000000000,2298,2286.5198
2020-01-02T01:00:00.000000000,2296,2287.0042
2020-01-02T02:00:00.000000000,2296,2245.1387
2020-01-02T03:00:00.000000000,2292,2231.8765
2020-01-02T04:00:00.000000000,2288,2231.6953
2020-01-02T05:00:00.000000000,2287,2209.7424
2020-01-02T06:00:00.000000000,2281,2232.5078
2020-01-02T07:00:00.000000000,2290,2211.9624
2020-01-02T08:00:00.000000000,2284,2226.9512
2020-01-02T09:00:00.000000000,2286,2215.404
2020-01-02T10:00:00.000000000,2286,2232.3508
2020-01-02T11:00:00.000000000,2276,2227.505
2020-01-02T12:00:00.000000000,2272,2233.4578
2020-01-02T13:00:00.000000000,2265,2263.4236
2020-01-02T14:00:00.000000000,2264,2265.8752
2020-01-02T15:00:00.000000000,2264,2224.4329
2020-01-02T16:00:00.000000000,2268,2246.5188
2020-01-02T17:00:00.000000000,2266,2252.0752
2020-01-02T18:00:00.000000000,2264,2255.2292
2020-01-02T19:00:00.000000000,2264,2258.117
2020-01-02T20:00:00.000000000,2264,2258.585
2020-01-02T21:00:00.000000000,2265,2249.492
2020-01-02T22:00:00.000000000,2251,2271.1711
2020-01-02T23:00:00.000000000,2244,2253.2458
2020-01-03T00:00:00.000000000,2264,2224.5415
2020-01-03T01:00:00.000000000,2234,2225.908
2020-01-03T02:00:00.000000000,2232,2185.262
2020-01-03T03:00:00.000000000,2232,2174.2966
2020-01-03T04:00:00.000000000,2232,2177.3918
2020-01-03T05:00:00.000000000,2232,2159.1873
2020-01-03T06:00:00.000000000,2232,2185.1558
2020-01-03T07:00:00.000000000,2232,2166.6934
2020-01-03T08:00:00.000000000,2232,2183.6504
2020-01-03T09:00:00.000000000,2232,2172.3845
2020-01-03T10:00:00.000000000,2231,2187.5864
2020-01-03T11:00:00.000000000,2217,2184.8184
2020-01-03T12:00:00.000000000,2181,2189.7534
2020-01-03T13:00:00.000000000,2183,2216.0344
2020-01-03T14:00:00.000000000,2184,2220.4658
2020-01-03T15:00:00.000000000,2182,2180.6208
2020-01-03T16:00:00.000000000,2184,2202.505
2020-01-03T17:00:00.000000000,2181,2209.4512
2020-01-03T18:00:00.000000000,2122,2211.9617
2020-01-03T19:00:00.000000000,2026,2216.4255
2020-01-03T20:00:00.000000000,1912,2216.281
2020-01-03T21:00:00.000000000,1754,2205.5483
2020-01-03T22:00:00.000000000,1663,2224.431
2020-01-03T23:00:00.000000000,1642,2204.2773
2020-01-04T00:00:00.000000000,1531,1669.601
2020-01-04T01:00:00.000000000,1621,1684.6948
2020-01-04T02:00:00.000000000,1764,1675.746
2020-01-04T03:00:00.000000000,1764,1701.3059
2020-01-04T04:00:00.000000000,1827,1734.2108
2020-01-04T05:00:00.000000000,2017,1736.4534
2020-01-04T06:00:00.000000000,2218,1782.1483
2020-01-04T07:00:00.000000000,2220,1792.0659
2020-01-04T08:00:00.000000000,2220,1814.7003
2020-01-04T09:00:00.000000000,2201,1811.1398
2020-01-04T10:00:00.000000000,2192,1814.7927
2020-01-04T11:00:00.000000000,2191,1814.9061
2020-01-04T12:00:00.000000000,2189,1793.9738
2020-01-04T13:00:00.000000000,2191,1834.1122
2020-01-04T14:00:00.000000000,2192,1835.2354
2020-01-04T15:00:00.000000000,2204,1820.941
2020-01-04T16:00:00.000000000,2216,1844.917
2020-01-04T17:00:00.000000000,2216,1850.1105
2020-01-04T18:00:00.000000000,2216,1835.8707
2020-01-04T19:00:00.000000000,2216,1853.3661
2020-01-04T20:00:00.000000000,2216,1823.5468
2020-01-04T21:00:00.000000000,2216,1798.7544
2020-01-04T22:00:00.000000000,2215,1806.9446
2020-01-04T23:00:00.000000000,2153,1773.0297
2020-01-05T00:00:00.000000000,1976,2134.1772
2020-01-05T01:00:00.000000000,1972,2117.0542
2020-01-05T02:00:00.000000000,1975,2089.394
2020-01-05T03:00:00.000000000,1976,2075.4512
2020-01-05T04:00:00.000000000,1975,2105.373
2020-01-05T05:00:00.000000000,1988,2134.668
2020-01-05T06:00:00.000000000,1989,2148.2546
2020-01-05T07:00:00.000000000,1992,2164.7554
2020-01-05T08:00:00.000000000,1989,2188.5583
2020-01-05T09:00:00.000000000,1992,2188.406
2020-01-05T10:00:00.000000000,1988,2196.8923
2020-01-05T11:00:00.000000000,1989,2188.1975
2020-01-05T12:00:00.000000000,1990,2174.6328
2020-01-05T13:00:00.000000000,1991,2181.1482
2020-01-05T14:00:00.000000000,1991,2162.601
2020-01-05T15:00:00.000000000,1992,2142.0176
2020-01-05T16:00:00.000000000,1992,2167.2842
2020-01-05T17:00:00.000000000,1988,2200.716
2020-01-05T18:00:00.000000000,1988,2214.7573
2020-01-05T19:00:00.000000000,1988,2219.7693
2020-01-05T20:00:00.000000000,1992,2203.0154
2020-01-05T21:00:00.000000000,1993,2220.0667
2020-01-05T22:00:00.000000000,1996,2190.0076
2020-01-05T23:00:00.000000000,2019,2173.9194
2020-01-06T00:00:00.000000000,2092,1999.0199
2020-01-06T01:00:00.000000000,2092,1998.5587
2020-01-06T02:00:00.000000000,2092,1958.0587
2020-01-06T03:00:00.000000000,2088,1942.3944
2020-01-06T04:00:00.000000000,2087,1951.5443
2020-01-06T05:00:00.000000000,2109,1936.7092
2020-01-06T06:00:00.000000000,2155,1955.9403
2020-01-06T07:00:00.000000000,2148,1951.7548
2020-01-06T08:00:00.000000000,2148,1982.8064
2020-01-06T09:00:00.000000000,2148,1978.7566
2020-01-06T10:00:00.000000000,2148,1999.5757
2020-01-06T11:00:00.000000000,2148,2009.2174
2020-01-06T12:00:00.000000000,2151,2013.7863
2020-01-06T13:00:00.000000000,2145,2044.2098
2020-01-06T14:00:00.000000000,2140,2050.311
2020-01-06T15:00:00.000000000,2141,2017.2297
2020-01-06T16:00:00.000000000,2144,2041.8899
2020-01-06T17:00:00.000000000,2146,2050.0522
2020-01-06T18:00:00.000000000,2148,2062.7134
2020-01-06T19:00:00.000000000,2148,2079.7976
2020-01-06T20:00:00.000000000,2148,2073.1877
2020-01-06T21:00:00.000000000,2145,2080.9795
2020-01-06T22:00:00.000000000,2143,2090.587
2020-01-06T23:00:00.000000000,2147,2072.5044
2020-01-07T00:00:00.000000000,2164,2121.6287
2020-01-07T01:00:00.000000000,2161,2119.6123
