datetime,nat_gas_actual,avg_nat_gas_production_forecast
2022-01-01T00:00:00.000000000,329.0,111.60801
2022-01-01T01:00:00.000000000,335.0,138.40381
2022-01-01T02:00:00.000000000,449.0,147.87568
2022-01-01T03:00:00.000000000,437.0,144.48602
2022-01-01T04:00:00.000000000,396.0,174.74587
2022-01-01T05:00:00.000000000,318.0,172.4692
2022-01-01T06:00:00.000000000,318.0,183.8421
2022-01-01T07:00:00.000000000,299.0,171.76058
2022-01-01T08:00:00.000000000,302.0,194.50246
2022-01-01T09:00:00.000000000,369.0,186.32997
2022-01-01T10:00:00.000000000,386.0,200.75882
2022-01-01T11:00:00.000000000,405.0,187.04915
2022-01-01T12:00:00.000000000,421.0,206.67109
2022-01-01T13:00:00.000000000,400.0,204.96801
2022-01-01T14:00:00.000000000,322.0,194.3542
2022-01-01T15:00:00.000000000,342.0,196.65167
2022-01-01T16:00:00.000000000,329.0,170.48252
2022-01-01T17:00:00.000000000,325.0,187.29771
2022-01-01T18:00:00.000000000,334.0,175.15256
2022-01-01T19:00:00.000000000,427.0,216.0613
2022-01-01T20:00:00.000000000,494.0,233.0886
2022-01-01T21:00:00.000000000,506.0,206.46745
2022-01-01T22:00:00.000000000,501.0,224.94658
2022-01-01T23:00:00.000000000,506.0,245.46426
2022-01-02T00:00:00.000000000,510.0,184.00975
2022-01-02T01:00:00.000000000,509.0,206.4874
2022-01-02T02:00:00.000000000,516.0,213.88355
2022-01-02T03:00:00.000000000,556.0,210.38669
2022-01-02T04:00:00.000000000,655.0,231.8474
2022-01-02T05:00:00.000000000,740.0,230.84211
2022-01-02T06:00:00.000000000,878.0,238.41098
2022-01-02T07:00:00.000000000,1024.0,223.6868
2022-01-02T08:00:00.000000000,1049.0,241.89463
2022-01-02T09:00:00.000000000,1047.0,231.41703
2022-01-02T10:00:00.000000000,1046.0,245.7946
2022-01-02T11:00:00.000000000,1057.0,241.23422
2022-01-02T12:00:00.000000000,1076.0,261.13298
2022-01-02T13:00:00.000000000,1081.0,258.82259
2022-01-02T14:00:00.000000000,1109.0,251.93082
2022-01-02T15:00:00.000000000,1287.0,250.15894
2022-01-02T16:00:00.000000000,1415.0,239.4924
2022-01-02T17:00:00.000000000,1436.0,249.24163
2022-01-02T18:00:00.000000000,1438.0,238.98865
2022-01-02T19:00:00.000000000,1361.0,271.35427
2022-01-02T20:00:00.000000000,1381.0,288.82863
2022-01-02T21:00:00.000000000,1386.0,271.11419
2022-01-02T22:00:00.000000000,1425.0,286.77483
2022-01-02T23:00:00.000000000,1387.0,301.61757
2022-01-03T00:00:00.000000000,1542.0,268.34624
2022-01-03T01:00:00.000000000,1572.0,286.10431
2022-01-03T02:00:00.000000000,1398.0,288.30751
2022-01-03T03:00:00.000000000,1332.0,292.59406
2022-01-03T04:00:00.000000000,1302.0,303.9357
2022-01-03T05:00:00.000000000,1147.0,298.73898
2022-01-03T06:00:00.000000000,1121.0,296.99883
2022-01-03T07:00:00.000000000,1118.0,282.50407
2022-01-03T08:00:00.000000000,1189.0,290.93937
2022-01-03T09:00:00.000000000,1406.0,290.1959
2022-01-03T10:00:00.000000000,1564.0,302.18058
2022-01-03T11:00:00.000000000,1611.0,302.00276
2022-01-03T12:00:00.000000000,1708.0,321.05134
2022-01-03T13:00:00.000000000,1753.0,322.71224
2022-01-03T14:00:00.000000000,1736.0,320.12768
2022-01-03T15:00:00.000000000,1555.0,325.11636
2022-01-03T16:00:00.000000000,1327.0,312.80855
2022-01-03T17:00:00.000000000,1222.0,322.78556
2022-01-03T18:00:00.000000000,1127.0,320.53614
2022-01-03T19:00:00.000000000,900.0,348.75381
2022-01-03T20:00:00.000000000,661.0,359.2526
2022-01-03T21:00:00.000000000,538.0,347.4461
2022-01-03T22:00:00.000000000,461.0,352.87327
2022-01-03T23:00:00.000000000,513.0,369.65
2022-01-04T00:00:00.000000000,645.0,132.61692
2022-01-04T01:00:00.000000000,521.0,160.831
2022-01-04T02:00:00.000000000,694.0,171.75431
2022-01-04T03:00:00.000000000,711.0,164.93699
2022-01-04T04:00:00.000000000,745.0,195.11329
2022-01-04T05:00:00.000000000,736.0,191.04904
2022-01-04T06:00:00.000000000,698.0,202.72011
2022-01-04T07:00:00.000000000,758.0,186.76371
2022-01-04T08:00:00.000000000,747.0,210.60548
2022-01-04T09:00:00.000000000,691.0,196.20726
2022-01-04T10:00:00.000000000,696.0,211.27438
2022-01-04T11:00:00.000000000,740.0,198.46908
2022-01-04T12:00:00.000000000,735.0,220.69768
2022-01-04T13:00:00.000000000,679.0,216.17674
2022-01-04T14:00:00.000000000,678.0,204.77013
2022-01-04T15:00:00.000000000,605.0,204.9553
2022-01-04T16:00:00.000000000,426.0,183.38044
2022-01-04T17:00:00.000000000,301.0,199.75417
2022-01-04T18:00:00.000000000,313.0,184.50122
2022-01-04T19:00:00.000000000,313.0,225.57559
2022-01-04T20:00:00.000000000,312.0,246.00804
2022-01-04T21:00:00.000000000,313.0,219.62977
2022-01-04T22:00:00.000000000,313.0,243.355
2022-01-04T23:00:00.000000000,317.0,261.87748
2022-01-05T00:00:00.000000000,490.0,63.91179
2022-01-05T01:00:00.000000000,472.0,81.86483
2022-01-05T02:00:00.000000000,459.0,84.64756
2022-01-05T03:00:00.000000000,497.0,85.69502
2022-01-05T04:00:00.000000000,502.0,110.2644
2022-01-05T05:00:00.000000000,497.0,121.17465
2022-01-05T06:00:00.000000000,499.0,131.92467
2022-01-05T07:00:00.000000000,511.0,130.62776
2022-01-05T08:00:00.000000000,493.0,147.82798
2022-01-05T09:00:00.000000000,480.0,152.14237
2022-01-05T10:00:00.000000000,511.0,163.12256
2022-01-05T11:00:00.000000000,563.0,154.42985
2022-01-05T12:00:00.000000000,679.0,160.94347
2022-01-05T13:00:00.000000000,690.0,167.30978
2022-01-05T14:00:00.000000000,940.0,162.93312
2022-01-05T15:00:00.000000000,737.0,160.92141
2022-01-05T16:00:00.000000000,777.0,144.40282
2022-01-05T17:00:00.000000000,727.0,152.94328
2022-01-05T18:00:00.000000000,788.0,153.37277
2022-01-05T19:00:00.000000000,725.0,185.3456
2022-01-05T20:00:00.000000000,626.0,198.83158
2022-01-05T21:00:00.000000000,611.0,181.54145
2022-01-05T22:00:00.000000000,714.0,182.59698
2022-01-05T23:00:00.000000000,816.0,202.15897
2022-01-06T00:00:00.000000000,956.0,45.85189
2022-01-06T01:00:00.000000000,937.0,59.46414
2022-01-06T02:00:00.000000000,1041.0,59.26356
2022-01-06T03:00:00.000000000,1106.0,60.58806
2022-01-06T04:00:00.000000000,1020.0,82.14913
2022-01-06T05:00:00.000000000,1107.0,99.57683
2022-01-06T06:00:00.000000000,1126.0,110.46713
2022-01-06T07:00:00.000000000,1116.0,113.24337
2022-01-06T08:00:00.000000000,1086.0,128.42776
2022-01-06T09:00:00.000000000,955.0,136.33242
2022-01-06T10:00:00.000000000,1038.0,146.07684
2022-01-06T11:00:00.000000000,1073.0,140.83645
2022-01-06T12:00:00.000000000,1176.0,141.76721
2022-01-06T13:00:00.000000000,1344.0,151.28422
2022-01-06T14:00:00.000000000,1373.0,150.04947
2022-01-06T15:00:00.000000000,1410.0,144.49389
2022-01-06T16:00:00.000000000,1393.0,135.9193
2022-01-06T17:00:00.000000000,1360.0,139.6383
2022-01-06T18:00:00.000000000,1383.0,145.10605
2022-01-06T19:00:00.000000000,1393.0,172.22369
2022-01-06T20:00:00.000000000,1318.0,185.50715
2022-01-06T21:00:00.000000000,1149.0,173.14832
2022-01-06T22:00:00.000000000,1315.0,167.32224
2022-01-06T23:00:00.000000000,1449.0,184.93106
2022-01-07T00:00:00.000000000,1674.0,45.85189
2022-01-07T01:00:00.000000000,1655.0,59.46414
2022-01-07T02:00:00.000000000,1680.0,59.26356
2022-01-07T03:00:00.000000000,1579.0,60.58806
2022-01-07T04:00:00.000000000,1378.0,82.14913
2022-01-07T05:00:00.000000000,1336.0,99.57683
2022-01-07T06:00:00.000000000,1433.0,110.46713
2022-01-07T07:00:00.000000000,1427.0,113.24337
2022-01-07T08:00:00.000000000,1400.0,128.42776
2022-01-07T09:00:00.000000000,1341.0,136.33242
2022-01-07T10:00:00.000000000,1345.0,146.07684
2022-01-07T11:00:00.000000000,1198.0,140.83645
2022-01-07T12:00:00.000000000,1255.0,141.76721
2022-01-07T13:00:00.000000000,1471.0,151.28422
2022-01-07T14:00:00.000000000,1495.0,150.04947
2022-01-07T15:00:00.000000000,1458.0,144.49389
2022-01-07T16:00:00.000000000,1403.0,135.9193
2022-01-07T17:00:00.000000000,1369.0,139.6383
2022-01-07T18:00:00.000000000,1296.0,145.10605
2022-01-07T19:00:00.000000000,1208.0,172.22369
2022-01-07T20:00:00.000000000,1144.0,185.50715
2022-01-07T21:00:00.000000000,994.0,173.14832
2022-01-07T22:00:00.000000000,951.0,167.32224
2022-01-07T23:00:00.000000000,1141.0,184.93106
2022-01-02T00:00:00.000000000,510.0,476.42506
2022-01-02T01:00:00.000000000,509.0,487.06748
2022-01-02T02:00:00.000000000,516.0,477.53247
2022-01-02T03:00:00.000000000,556.0,491.23651
2022-01-02T04:00:00.000000000,655.0,481.6313
2022-01-02T05:00:00.000000000,740.0,465.92197
2022-01-02T06:00:00.000000000,878.0,441.91044
2022-01-02T07:00:00.000000000,1024.0,425.01012
2022-01-02T08:00:00.000000000,1049.0,410.46424
2022-01-02T09:00:00.000000000,1047.0,424.62272
2022-01-02T10:00:00.000000000,1046.0,426.91803
2022-01-02T11:00:00.000000000,1057.0,432.04845
2022-01-02T12:00:00.000000000,1076.0,446.1364
2022-01-02T13:00:00.000000000,1081.0,455.02851
2022-01-02T14:00:00.000000000,1109.0,460.87291
2022-01-02T15:00:00.000000000,1287.0,475.88789
2022-01-02T16:00:00.000000000,1415.0,464.6327
2022-01-02T17:00:00.000000000,1436.0,476.93153
2022-01-02T18:00:00.000000000,1438.0,492.70031
2022-01-02T19:00:00.000000000,1361.0,513.87586
2022-01-02T20:00:00.000000000,1381.0,518.081
2022-01-02T21:00:00.000000000,1386.0,517.33236
2022-01-02T22:00:00.000000000,1425.0,504.17286
2022-01-02T23:00:00.000000000,1387.0,526.51685
2022-01-03T00:00:00.000000000,1542.0,512.59537
2022-01-03T01:00:00.000000000,1572.0,520.34633
2022-01-03T02:00:00.000000000,1398.0,507.24522
2022-01-03T03:00:00.000000000,1332.0,523.31249
2022-01-03T04:00:00.000000000,1302.0,510.69325
2022-01-03T05:00:00.000000000,1147.0,497.45067
2022-01-03T06:00:00.000000000,1121.0,471.80382
2022-01-03T07:00:00.000000000,1118.0,457.1561
2022-01-03T08:00:00.000000000,1189.0,440.07518
2022-01-03T09:00:00.000000000,1406.0,460.33071
2022-01-03T10:00:00.000000000,1564.0,459.95436
2022-01-03T11:00:00.000000000,1611.0,465.64106
2022-01-03T12:00:00.000000000,1708.0,477.80436
2022-01-03T13:00:00.000000000,1753.0,489.45146
2022-01-03T14:00:00.000000000,1736.0,495.40537
2022-01-03T15:00:00.000000000,1555.0,512.33871
2022-01-03T16:00:00.000000000,1327.0,499.85383
2022-01-03T17:00:00.000000000,1222.0,509.14846
2022-01-03T18:00:00.000000000,1127.0,528.02795
2022-01-03T19:00:00.000000000,900.0,545.90568
2022-01-03T20:00:00.000000000,661.0,546.08778
2022-01-03T21:00:00.000000000,538.0,546.72917
2022-01-03T22:00:00.000000000,461.0,523.65835
2022-01-03T23:00:00.000000000,513.0,546.09307
2022-01-04T00:00:00.000000000,645.0,435.46432
2022-01-04T01:00:00.000000000,521.0,460.52828
2022-01-04T02:00:00.000000000,694.0,464.74295
2022-01-04T03:00:00.000000000,711.0,483.99088
2022-01-04T04:00:00.000000000,745.0,488.61709
2022-01-04T05:00:00.000000000,736.0,478.19679
2022-01-04T06:00:00.000000000,698.0,465.24907
2022-01-04T07:00:00.000000000,758.0,446.5405
2022-01-04T08:00:00.000000000,747.0,440.39458
2022-01-04T09:00:00.000000000,691.0,443.895
2022-01-04T10:00:00.000000000,696.0,444.21184
2022-01-04T11:00:00.000000000,740.0,438.56075
2022-01-04T12:00:00.000000000,735.0,451.85564
2022-01-04T13:00:00.000000000,679.0,446.87807
2022-01-04T14:00:00.000000000,678.0,437.41851
2022-01-04T15:00:00.000000000,605.0,444.21558
2022-01-04T16:00:00.000000000,426.0,421.94938
2022-01-04T17:00:00.000000000,301.0,427.70445
2022-01-04T18:00:00.000000000,313.0,429.56492
2022-01-04T19:00:00.000000000,313.0,452.2147
2022-01-04T20:00:00.000000000,312.0,458.47787
2022-01-04T21:00:00.000000000,313.0,455.70236
2022-01-04T22:00:00.000000000,313.0,454.87019
2022-01-04T23:00:00.000000000,317.0,482.00891
2022-01-05T00:00:00.000000000,490.0,364.90846
2022-01-05T01:00:00.000000000,472.0,392.14772
2022-01-05T02:00:00.000000000,459.0,400.78926
2022-01-05T03:00:00.000000000,497.0,416.2269
2022-01-05T04:00:00.000000000,502.0,425.30015
2022-01-05T05:00:00.000000000,497.0,414.31449
2022-01-05T06:00:00.000000000,499.0,405.15801
2022-01-05T07:00:00.000000000,511.0,385.80321
2022-01-05T08:00:00.000000000,493.0,384.6198
2022-01-05T09:00:00.000000000,480.0,381.09097
2022-01-05T10:00:00.000000000,511.0,386.44742
2022-01-05T11:00:00.000000000,563.0,381.9783
2022-01-05T12:00:00.000000000,679.0,397.43519
2022-01-05T13:00:00.000000000,690.0,390.15743
2022-01-05T14:00:00.000000000,940.0,381.86217
2022-01-05T15:00:00.000000000,737.0,384.43584
2022-01-05T16:00:00.000000000,777.0,366.30572
2022-01-05T17:00:00.000000000,727.0,374.54072
2022-01-05T18:00:00.000000000,788.0,372.09484
2022-01-05T19:00:00.000000000,725.0,397.48459
2022-01-05T20:00:00.000000000,626.0,408.59914
2022-01-05T21:00:00.000000000,611.0,403.70821
2022-01-05T22:00:00.000000000,714.0,414.60767
2022-01-05T23:00:00.000000000,816.0,439.67892
2022-01-06T00:00:00.000000000,956.0,238.59525
2022-01-06T01:00:00.000000000,937.0,268.52211
2022-01-06T02:00:00.000000000,1041.0,279.96153
2022-01-06T03:00:00.000000000,1106.0,278.06409
2022-01-06T04:00:00.000000000,1020.0,299.95603
2022-01-06T05:00:00.000000000,1107.0,291.68216
2022-01-06T06:00:00.000000000,1126.0,295.43275
2022-01-06T07:00:00.000000000,1116.0,273.02728
2022-01-06T08:00:00.000000000,1086.0,287.03905
2022-01-06T09:00:00.000000000,955.0,269.02756
2022-01-06T10:00:00.000000000,1038.0,279.25593
2022-01-06T11:00:00.000000000,1073.0,268.90396
2022-01-06T12:00:00.000000000,1176.0,289.02158
2022-01-06T13:00:00.000000000,1344.0,279.72439
2022-01-06T14:00:00.000000000,1373.0,268.07906
2022-01-06T15:00:00.000000000,1410.0,266.79004
2022-01-06T16:00:00.000000000,1393.0,251.87696
2022-01-06T17:00:00.000000000,1360.0,264.85082
2022-01-06T18:00:00.000000000,1383.0,253.12316
2022-01-06T19:00:00.000000000,1393.0,289.69558
2022-01-06T20:00:00.000000000,1318.0,311.89807
2022-01-06T21:00:00.000000000,1149.0,296.05129
2022-01-06T22:00:00.000000000,1315.0,321.244
2022-01-06T23:00:00.000000000,1449.0,341.80912
2022-01-07T00:00:00.000000000,1674.0,101.2312
2022-01-07T01:00:00.000000000,1655.0,127.25804
2022-01-07T02:00:00.000000000,1680.0,135.79876
2022-01-07T03:00:00.000000000,1579.0,135.00699
2022-01-07T04:00:00.000000000,1378.0,165.02209
2022-01-07T05:00:00.000000000,1336.0,163.84074
2022-01-07T06:00:00.000000000,1433.0,174.64052
2022-01-07T07:00:00.000000000,1427.0,164.91737
2022-01-07T08:00:00.000000000,1400.0,186.35762
2022-01-07T09:00:00.000000000,1341.0,182.22572
2022-01-07T10:00:00.000000000,1345.0,195.82277
2022-01-07T11:00:00.000000000,1198.0,181.39793
2022-01-07T12:00:00.000000000,1255.0,198.88885
2022-01-07T13:00:00.000000000,1471.0,198.83045
2022-01-07T14:00:00.000000000,1495.0,188.66574
