datetime,coal_actual,avg_coal_production_forecast
2022-01-01T00:00:00.000000000,2275.0,1859.09278
2022-01-01T01:00:00.000000000,1946.0,1865.55564
2022-01-01T02:00:00.000000000,1528.0,1854.82193
2022-01-01T03:00:00.000000000,1522.0,1838.87813
2022-01-01T04:00:00.000000000,1415.0,1832.87561
2022-01-01T05:00:00.000000000,1279.0,1781.61845
2022-01-01T06:00:00.000000000,1178.0,1739.09804
2022-01-01T07:00:00.000000000,996.0,1716.17591
2022-01-01T08:00:00.000000000,941.0,1699.82143
2022-01-01T09:00:00.000000000,951.0,1709.60193
2022-01-01T10:00:00.000000000,957.0,1701.65645
2022-01-01T11:00:00.000000000,992.0,1693.11877
2022-01-01T12:00:00.000000000,1043.0,1696.15774
2022-01-01T13:00:00.000000000,1151.0,1738.47432
2022-01-01T14:00:00.000000000,1204.0,1767.42199
2022-01-01T15:00:00.000000000,1467.0,1838.86272
2022-01-01T16:00:00.000000000,1771.0,1895.60161
2022-01-01T17:00:00.000000000,1837.0,1961.19284
2022-01-01T18:00:00.000000000,1940.0,1975.92765
2022-01-01T19:00:00.000000000,1905.0,1978.79201
2022-01-01T20:00:00.000000000,1887.0,1942.12456
2022-01-01T21:00:00.000000000,1890.0,1922.00203
2022-01-01T22:00:00.000000000,2004.0,1906.4201
2022-01-01T23:00:00.000000000,2034.0,1875.01356
2022-01-02T00:00:00.000000000,2106.0,1821.45053
2022-01-02T01:00:00.000000000,2141.0,1820.21045
2022-01-02T02:00:00.000000000,2201.0,1799.94296
2022-01-02T03:00:00.000000000,2301.0,1796.944
2022-01-02T04:00:00.000000000,2258.0,1799.74791
2022-01-02T05:00:00.000000000,2173.0,1771.17306
2022-01-02T06:00:00.000000000,2104.0,1756.12287
2022-01-02T07:00:00.000000000,1985.0,1740.81242
2022-01-02T08:00:00.000000000,2020.0,1741.06174
2022-01-02T09:00:00.000000000,2011.0,1756.36916
2022-01-02T10:00:00.000000000,2191.0,1740.85431
2022-01-02T11:00:00.000000000,2351.0,1710.90896
2022-01-02T12:00:00.000000000,2333.0,1704.23623
2022-01-02T13:00:00.000000000,2378.0,1724.88848
2022-01-02T14:00:00.000000000,2366.0,1725.75215
2022-01-02T15:00:00.000000000,2333.0,1808.15906
2022-01-02T16:00:00.000000000,2353.0,1830.97107
2022-01-02T17:00:00.000000000,2370.0,1906.74513
2022-01-02T18:00:00.000000000,2374.0,1924.17574
2022-01-02T19:00:00.000000000,2376.0,1954.6416
2022-01-02T20:00:00.000000000,2374.0,1924.3312
2022-01-02T21:00:00.000000000,2374.0,1900.72836
2022-01-02T22:00:00.000000000,2375.0,1871.31373
2022-01-02T23:00:00.000000000,2381.0,1846.79108
2022-01-03T00:00:00.000000000,2384.0,1799.15198
2022-01-03T01:00:00.000000000,2386.0,1796.8336
2022-01-03T02:00:00.000000000,2387.0,1775.30458
2022-01-03T03:00:00.000000000,2380.0,1773.63337
2022-01-03T04:00:00.000000000,2384.0,1777.08273
2022-01-03T05:00:00.000000000,2382.0,1751.55102
2022-01-03T06:00:00.000000000,2379.0,1740.64919
2022-01-03T07:00:00.000000000,2387.0,1726.57567
2022-01-03T08:00:00.000000000,2388.0,1729.5156
2022-01-03T09:00:00.000000000,2386.0,1745.7817
2022-01-03T10:00:00.000000000,2384.0,1729.72663
2022-01-03T11:00:00.000000000,2381.0,1697.67118
2022-01-03T12:00:00.000000000,2381.0,1690.1866
2022-01-03T13:00:00.000000000,2382.0,1707.96887
2022-01-03T14:00:00.000000000,2385.0,1705.54052
2022-01-03T15:00:00.000000000,2384.0,1788.79743
2022-01-03T16:00:00.000000000,2379.0,1806.63425
2022-01-03T17:00:00.000000000,2378.0,1883.27587
2022-01-03T18:00:00.000000000,2384.0,1900.85763
2022-01-03T19:00:00.000000000,2376.0,1934.83186
2022-01-03T20:00:00.000000000,2380.0,1905.95357
2022-01-03T21:00:00.000000000,2378.0,1882.15885
2022-01-03T22:00:00.000000000,2378.0,1851.20732
2022-01-03T23:00:00.000000000,2379.0,1828.17709
2022-01-04T00:00:00.000000000,2380.0,1780.21282
2022-01-04T01:00:00.000000000,2379.0,1781.07304
2022-01-04T02:00:00.000000000,2312.0,1766.629
2022-01-04T03:00:00.000000000,2134.0,1749.03184
2022-01-04T04:00:00.000000000,1986.0,1739.45919
2022-01-04T05:00:00.000000000,1890.0,1699.5344
2022-01-04T06:00:00.000000000,1823.0,1670.67051
2022-01-04T07:00:00.000000000,1787.0,1665.47351
2022-01-04T08:00:00.000000000,1786.0,1665.20275
2022-01-04T09:00:00.000000000,1755.0,1692.45316
2022-01-04T10:00:00.000000000,1704.0,1694.52569
2022-01-04T11:00:00.000000000,1809.0,1688.57168
2022-01-04T12:00:00.000000000,1998.0,1687.79366
2022-01-04T13:00:00.000000000,2287.0,1717.21721
2022-01-04T14:00:00.000000000,2366.0,1731.70357
2022-01-04T15:00:00.000000000,2372.0,1787.96283
2022-01-04T16:00:00.000000000,2350.0,1822.06518
2022-01-04T17:00:00.000000000,2273.0,1879.31406
2022-01-04T18:00:00.000000000,2197.0,1889.11745
2022-01-04T19:00:00.000000000,2055.0,1896.80657
2022-01-04T20:00:00.000000000,1991.0,1868.90913
2022-01-04T21:00:00.000000000,2061.0,1850.67026
2022-01-04T22:00:00.000000000,2179.0,1834.60986
2022-01-04T23:00:00.000000000,2265.0,1809.83847
2022-01-05T00:00:00.000000000,2312.0,1763.75326
2022-01-05T01:00:00.000000000,2213.0,1766.05235
2022-01-05T02:00:00.000000000,2248.0,1751.57146
2022-01-05T03:00:00.000000000,2194.0,1728.07241
2022-01-05T04:00:00.000000000,2012.0,1714.69443
2022-01-05T05:00:00.000000000,1789.0,1667.87898
2022-01-05T06:00:00.000000000,1630.0,1633.96246
2022-01-05T07:00:00.000000000,1440.0,1630.07422
2022-01-05T08:00:00.000000000,1432.0,1629.7823
2022-01-05T09:00:00.000000000,1387.0,1661.69581
2022-01-05T10:00:00.000000000,1498.0,1667.73979
2022-01-05T11:00:00.000000000,1556.0,1666.36424
2022-01-05T12:00:00.000000000,1864.0,1670.4258
2022-01-05T13:00:00.000000000,2336.0,1704.65367
2022-01-05T14:00:00.000000000,2371.0,1722.91744
2022-01-05T15:00:00.000000000,2368.0,1775.69438
2022-01-05T16:00:00.000000000,2371.0,1808.8012
2022-01-05T17:00:00.000000000,2373.0,1863.50355
2022-01-05T18:00:00.000000000,2377.0,1871.08731
2022-01-05T19:00:00.000000000,2366.0,1875.37788
2022-01-05T20:00:00.000000000,2294.0,1847.50462
2022-01-05T21:00:00.000000000,2249.0,1830.85793
2022-01-05T22:00:00.000000000,2364.0,1819.55334
2022-01-05T23:00:00.000000000,2373.0,1796.41126
2022-01-06T00:00:00.000000000,2387.0,1748.65845
2022-01-06T01:00:00.000000000,2382.0,1751.87663
2022-01-06T02:00:00.000000000,2381.0,1737.07172
2022-01-06T03:00:00.000000000,2371.0,1710.40198
2022-01-06T04:00:00.000000000,2349.0,1694.96155
2022-01-06T05:00:00.000000000,2179.0,1643.94132
2022-01-06T06:00:00.000000000,2100.0,1607.35995
2022-01-06T07:00:00.000000000,2033.0,1603.38994
2022-01-06T08:00:00.000000000,2062.0,1602.90312
2022-01-06T09:00:00.000000000,1941.0,1636.93752
2022-01-06T10:00:00.000000000,1863.0,1644.56345
2022-01-06T11:00:00.000000000,1923.0,1645.12153
2022-01-06T12:00:00.000000000,2028.0,1652.39119
