datetime,unknown_actual,avg_unknown_production_forecast
2020-01-01T00:00:00.000000000,2276.0,2260.88263
2020-01-01T01:00:00.000000000,2269.0,2236.06698
2020-01-01T02:00:00.000000000,2263.0,2181.98999
2020-01-01T03:00:00.000000000,2300.0,2164.61397
2020-01-01T04:00:00.000000000,2295.0,2165.7346
2020-01-01T05:00:00.000000000,2286.0,2161.01221
2020-01-01T06:00:00.000000000,2280.0,2205.72997
2020-01-01T07:00:00.000000000,2280.0,2210.0837
2020-01-01T08:00:00.000000000,2286.0,2243.82179
2020-01-01T09:00:00.000000000,2287.0,2239.11989
2020-01-01T10:00:00.000000000,2290.0,2258.87554
2020-01-01T11:00:00.000000000,2290.0,2235.38455
2020-01-01T12:00:00.000000000,2289.0,2224.19435
2020-01-01T13:00:00.000000000,2291.0,2231.94895
2020-01-01T14:00:00.000000000,2292.0,2209.41304
2020-01-01T15:00:00.000000000,2294.0,2170.63332
2020-01-01T16:00:00.000000000,2288.0,2195.07755
2020-01-01T17:00:00.000000000,2288.0,2214.38535
2020-01-01T18:00:00.000000000,2304.0,2239.99245
2020-01-01T19:00:00.000000000,2304.0,2255.82516
2020-01-01T20:00:00.000000000,2306.0,2271.84616
2020-01-01T21:00:00.000000000,2314.0,2274.43702
2020-01-01T22:00:00.000000000,2322.0,2294.69137
2020-01-01T23:00:00.000000000,2315.0,2261.972
2020-01-02T00:00:00.000000000,2298.0,2178.94083
2020-01-02T01:00:00.000000000,2296.0,2191.07616
2020-01-02T02:00:00.000000000,2296.0,2186.15166
2020-01-02T03:00:00.000000000,2292.0,2165.57422
2020-01-02T04:00:00.000000000,2288.0,2164.36893
2020-01-02T05:00:00.000000000,2287.0,2172.77348
2020-01-02T06:00:00.000000000,2281.0,2177.03037
2020-01-02T07:00:00.000000000,2290.0,2190.58213
2020-01-02T08:00:00.000000000,2284.0,2220.92431
2020-01-02T09:00:00.000000000,2286.0,2242.40465
2020-01-02T10:00:00.000000000,2286.0,2228.91867
2020-01-02T11:00:00.000000000,2276.0,2215.50679
2020-01-02T12:00:00.000000000,2272.0,2228.53579
2020-01-02T13:00:00.000000000,2265.0,2219.78713
2020-01-02T14:00:00.000000000,2264.0,2209.98361
2020-01-02T15:00:00.000000000,2264.0,2202.52429
2020-01-02T16:00:00.000000000,2268.0,2206.39626
2020-01-02T17:00:00.000000000,2266.0,2221.34708
2020-01-02T18:00:00.000000000,2264.0,2243.32298
2020-01-02T19:00:00.000000000,2264.0,2250.76231
2020-01-02T20:00:00.000000000,2264.0,2249.95107
2020-01-02T21:00:00.000000000,2265.0,2268.41534
2020-01-02T22:00:00.000000000,2251.0,2283.908
2020-01-02T23:00:00.000000000,2244.0,2289.74231
2020-01-03T00:00:00.000000000,2264.0,2098.29801
2020-01-03T01:00:00.000000000,2234.0,2110.80516
2020-01-03T02:00:00.000000000,2232.0,2106.8601
2020-01-03T03:00:00.000000000,2232.0,2087.87591
2020-01-03T04:00:00.000000000,2232.0,2087.25591
2020-01-03T05:00:00.000000000,2232.0,2095.47978
2020-01-03T06:00:00.000000000,2232.0,2099.19787
2020-01-03T07:00:00.000000000,2232.0,2112.15845
2020-01-03T08:00:00.000000000,2232.0,2140.87805
2020-01-03T09:00:00.000000000,2232.0,2161.33449
2020-01-03T10:00:00.000000000,2231.0,2148.77161
2020-01-03T11:00:00.000000000,2217.0,2136.46504
2020-01-03T12:00:00.000000000,2181.0,2148.87535
2020-01-03T13:00:00.000000000,2183.0,2140.90626
2020-01-03T14:00:00.000000000,2184.0,2131.83075
2020-01-03T15:00:00.000000000,2182.0,2125.02036
2020-01-03T16:00:00.000000000,2184.0,2128.97354
2020-01-03T17:00:00.000000000,2181.0,2143.32436
2020-01-03T18:00:00.000000000,2122.0,2164.11699
2020-01-03T19:00:00.000000000,2026.0,2170.76609
2020-01-03T20:00:00.000000000,1912.0,2169.88643
2020-01-03T21:00:00.000000000,1754.0,2187.69274
2020-01-03T22:00:00.000000000,1663.0,2202.79003
2020-01-03T23:00:00.000000000,1642.0,2208.83273
2020-01-04T00:00:00.000000000,1531.0,2073.8962
2020-01-04T01:00:00.000000000,1621.0,2086.51582
2020-01-04T02:00:00.000000000,1764.0,2082.86716
2020-01-04T03:00:00.000000000,1764.0,2064.36513
2020-01-04T04:00:00.000000000,1827.0,2063.92215
2020-01-04T05:00:00.000000000,2017.0,2072.09131
2020-01-04T06:00:00.000000000,2218.0,2075.64638
2020-01-04T07:00:00.000000000,2220.0,2088.42811
2020-01-04T08:00:00.000000000,2220.0,2116.65672
2020-01-04T09:00:00.000000000,2201.0,2136.80336
2020-01-04T10:00:00.000000000,2192.0,2124.51983
2020-01-04T11:00:00.000000000,2191.0,2112.54762
2020-01-04T12:00:00.000000000,2189.0,2124.77076
2020-01-04T13:00:00.000000000,2191.0,2117.03757
2020-01-04T14:00:00.000000000,2192.0,2108.18233
2020-01-04T15:00:00.000000000,2204.0,2101.56825
2020-01-04T16:00:00.000000000,2216.0,2105.5461
2020-01-04T17:00:00.000000000,2216.0,2119.71542
2020-01-04T18:00:00.000000000,2216.0,2140.14994
2020-01-04T19:00:00.000000000,2216.0,2146.55999
2020-01-04T20:00:00.000000000,2216.0,2145.65952
2020-01-04T21:00:00.000000000,2216.0,2163.26677
2020-01-04T22:00:00.000000000,2215.0,2178.24439
2020-01-04T23:00:00.000000000,2153.0,2184.35012
2020-01-02T00:00:00.000000000,2298.0,2286.51977
2020-01-02T01:00:00.000000000,2296.0,2287.00416
2020-01-02T02:00:00.000000000,2296.0,2245.13873
2020-01-02T03:00:00.000000000,2292.0,2231.87648
2020-01-02T04:00:00.000000000,2288.0,2231.69529
2020-01-02T05:00:00.000000000,2287.0,2209.74243
2020-01-02T06:00:00.000000000,2281.0,2232.50785
2020-01-02T07:00:00.000000000,2290.0,2211.96238
2020-01-02T08:00:00.000000000,2284.0,2226.95117
2020-01-02T09:00:00.000000000,2286.0,2215.40397
2020-01-02T10:00:00.000000000,2286.0,2232.35082
2020-01-02T11:00:00.000000000,2276.0,2227.50499
2020-01-02T12:00:00.000000000,2272.0,2233.45785
2020-01-02T13:00:00.000000000,2265.0,2263.42365
2020-01-02T14:00:00.000000000,2264.0,2265.87524
2020-01-02T15:00:00.000000000,2264.0,2224.43289
2020-01-02T16:00:00.000000000,2268.0,2246.51882
2020-01-02T17:00:00.000000000,2266.0,2252.0752
2020-01-02T18:00:00.000000000,2264.0,2255.22921
2020-01-02T19:00:00.000000000,2264.0,2258.11698
2020-01-02T20:00:00.000000000,2264.0,2258.58502
2020-01-02T21:00:00.000000000,2265.0,2249.49195
2020-01-02T22:00:00.000000000,2251.0,2271.17115
2020-01-02T23:00:00.000000000,2244.0,2253.24577
