datetime,carbon_intensity_actual,avg_carbon_intensity_forecast
2023-06-28T00:00:00.000000000,61.18,59.69003
2023-06-28T01:00:00.000000000,60.15,59.89649
2023-06-28T02:00:00.000000000,59.31,60.09202
2023-06-28T03:00:00.000000000,57.91,60.80364
2023-06-28T04:00:00.000000000,56.02,62.07687
2023-06-28T05:00:00.000000000,56.39,63.87937
2023-06-28T06:00:00.000000000,59.33,66.05762
2023-06-28T07:00:00.000000000,63.65,68.0975
2023-06-28T08:00:00.000000000,79.94,69.79122
2023-06-28T09:00:00.000000000,85.69,70.65924
2023-06-28T10:00:00.000000000,86.54,70.93125
2023-06-28T11:00:00.000000000,87.35,70.28478
2023-06-28T12:00:00.000000000,87.76,69.03078
2023-06-28T13:00:00.000000000,86.28,67.32849
2023-06-28T14:00:00.000000000,87.75,65.54544
2023-06-28T15:00:00.000000000,84.35,64.00659
2023-06-28T16:00:00.000000000,84.52,62.7804
2023-06-28T17:00:00.000000000,85.8,62.16092
2023-06-28T18:00:00.000000000,84.64,61.58836
2023-06-28T19:00:00.000000000,84.08,61.37527
2023-06-28T20:00:00.000000000,81.87,61.14797
2023-06-28T21:00:00.000000000,82.83,60.96767
2023-06-28T22:00:00.000000000,78.82,60.66502
2023-06-28T23:00:00.000000000,79.99,60.07901
2023-06-29T00:00:00.000000000,78.16,59.73208
2023-06-29T01:00:00.000000000,76.34,59.90933
2023-06-29T02:00:00.000000000,75.52,60.17712
2023-06-29T03:00:00.000000000,76.22,61.10122
2023-06-29T04:00:00.000000000,76.77,62.72015
2023-06-29T05:00:00.000000000,78.07,64.94249
2023-06-29T06:00:00.000000000,77.48,67.56161
2023-06-29T07:00:00.000000000,81.1,69.97517
2023-06-29T08:00:00.000000000,78.49,71.9351
2023-06-29T09:00:00.000000000,82.07,72.8884
2023-06-29T10:00:00.000000000,83.54,73.14828
2023-06-29T11:00:00.000000000,84.22,72.37756
2023-06-29T12:00:00.000000000,79.11,70.93929
2023-06-29T13:00:00.000000000,74.92,69.01757
2023-06-29T14:00:00.000000000,73.81,67.04933
2023-06-29T15:00:00.000000000,72.29,65.37226
2023-06-29T16:00:00.000000000,69.24,64.04574
2023-06-29T17:00:00.000000000,68.36,63.35647
2023-06-29T18:00:00.000000000,66.98,62.65419
2023-06-29T19:00:00.000000000,66.01,62.28238
2023-06-29T20:00:00.000000000,64.83,61.82269
2023-06-29T21:00:00.000000000,63.93,61.36476
2023-06-29T22:00:00.000000000,62.85,60.78205
2023-06-29T23:00:00.000000000,64.74,59.92402
2023-06-30T00:00:00.000000000,62.94,59.63489
2023-06-30T01:00:00.000000000,62.17,59.70007
2023-06-30T02:00:00.000000000,59.43,59.90517
2023-06-30T03:00:00.000000000,63.18,60.84401
2023-06-30T04:00:00.000000000,68.15,62.58231
2023-06-30T05:00:00.000000000,68.58,65.02449
2023-06-30T06:00:00.000000000,73.08,67.91818
2023-06-30T07:00:00.000000000,69.83,70.61102
2023-06-30T08:00:00.000000000,73.98,72.80714
2023-06-30T09:00:00.000000000,79.24,73.91285
2023-06-30T10:00:00.000000000,81.48,74.27575
2023-06-30T11:00:00.000000000,81.69,73.52582
2023-06-30T12:00:00.000000000,81.15,72.05912
2023-06-30T13:00:00.000000000,80.9,70.07311
2023-06-30T14:00:00.000000000,76.18,68.05102
2023-06-30T15:00:00.000000000,74.07,66.31495
2023-06-30T16:00:00.000000000,72.57,64.95971
2023-06-30T17:00:00.000000000,73.08,64.25548
2023-06-30T18:00:00.000000000,72.51,63.5239
2023-06-30T19:00:00.000000000,72.0,63.12027
2023-06-30T20:00:00.000000000,70.8,62.5788
2023-06-30T21:00:00.000000000,69.59,61.95411
2023-06-30T22:00:00.000000000,67.5,61.17308
2023-06-30T23:00:00.000000000,66.09,60.0986
2023-07-01T00:00:00.000000000,66.97,59.2458
2023-07-01T01:00:00.000000000,66.17,59.26881
2023-07-01T02:00:00.000000000,66.29,59.52416
2023-07-01T03:00:00.000000000,67.31,60.56527
2023-07-01T04:00:00.000000000,68.27,62.4616
2023-07-01T05:00:00.000000000,67.26,65.09981
2023-07-01T06:00:00.000000000,67.31,68.17281
2023-07-01T07:00:00.000000000,69.6,70.99459
2023-07-01T08:00:00.000000000,75.16,73.23764
2023-07-01T09:00:00.000000000,77.01,74.31658
2023-07-01T10:00:00.000000000,78.89,74.6351
2023-07-01T11:00:00.000000000,79.44,73.84777
2023-07-01T12:00:00.000000000,78.66,72.4021
2023-07-01T13:00:00.000000000,84.57,70.50644
2023-07-01T14:00:00.000000000,86.87,68.65517
2023-07-01T15:00:00.000000000,89.04,67.08873
2023-07-01T16:00:00.000000000,88.37,65.89703
2023-07-01T17:00:00.000000000,84.03,65.29819
2023-07-01T18:00:00.000000000,84.48,64.5885
2023-07-01T19:00:00.000000000,84.72,64.136
2023-07-01T20:00:00.000000000,83.51,63.43859
2023-07-01T21:00:00.000000000,82.65,62.54322
2023-07-01T22:00:00.000000000,81.29,61.45707
2023-07-01T23:00:00.000000000,76.27,60.11552
2023-06-29T00:00:00.000000000,78.16,72.6673
2023-06-29T01:00:00.000000000,76.34,72.53665
2023-06-29T02:00:00.000000000,75.52,72.10193
2023-06-29T03:00:00.000000000,76.22,72.59056
2023-06-29T04:00:00.000000000,76.77,74.12853
2023-06-29T05:00:00.000000000,78.07,76.81108
2023-06-29T06:00:00.000000000,77.48,80.32299
2023-06-29T07:00:00.000000000,81.1,84.10964
2023-06-29T08:00:00.000000000,78.49,87.97918
2023-06-29T09:00:00.000000000,82.07,90.77673
2023-06-29T10:00:00.000000000,83.54,92.88855
2023-06-29T11:00:00.000000000,84.22,93.26084
2023-06-29T12:00:00.000000000,79.11,92.2281
