,UTC time,actual_carbon_intensity_direct,forecasted_carbon_intensity_direct
0,2021-07-01 00:00:00,621.37,604.71
1,2021-07-01 01:00:00,614.45,607.86
2,2021-07-01 02:00:00,616.4,613.36
3,2021-07-01 03:00:00,613.88,619.61
4,2021-07-01 04:00:00,626.73,619.74
5,2021-07-01 05:00:00,623.47,606.79
6,2021-07-01 06:00:00,615.49,591.92
7,2021-07-01 07:00:00,594.78,579.99
8,2021-07-01 08:00:00,582.93,571.02
9,2021-07-01 09:00:00,574.32,565.43
10,2021-07-01 10:00:00,566.52,565.01
11,2021-07-01 11:00:00,561.19,567.33
12,2021-07-01 12:00:00,568.35,573.88
13,2021-07-01 13:00:00,574.83,583.27
14,2021-07-01 14:00:00,588.54,598.22
15,2021-07-01 15:00:00,603.51,620.14
16,2021-07-01 16:00:00,624.96,642.4
17,2021-07-01 17:00:00,647.73,659.12
18,2021-07-01 18:00:00,656.3,666.58
19,2021-07-01 19:00:00,656.6,663.81
20,2021-07-01 20:00:00,657.27,657.49
21,2021-07-01 21:00:00,654.29,651.71
22,2021-07-01 22:00:00,654.24,637.43
23,2021-07-01 23:00:00,654.38,635.67
24,2021-07-02 00:00:00,656.77,632.5
25,2021-07-02 01:00:00,661.71,634.28
26,2021-07-02 02:00:00,664.45,637.08
27,2021-07-02 03:00:00,669.62,625.19
28,2021-07-02 04:00:00,675.52,619.59
29,2021-07-02 05:00:00,670.48,617.52
30,2021-07-02 06:00:00,666.87,618.22
31,2021-07-02 07:00:00,659.72,617.64
32,2021-07-02 08:00:00,653.46,614.64
33,2021-07-02 09:00:00,638.86,610.35
34,2021-07-02 10:00:00,639.65,610.06
35,2021-07-02 11:00:00,633.8,613.31
36,2021-07-02 12:00:00,620.78,617.91
37,2021-07-02 13:00:00,618.23,624.14
38,2021-07-02 14:00:00,626.62,629.19
39,2021-07-02 15:00:00,625.17,632.15
40,2021-07-02 16:00:00,637.08,633.55
41,2021-07-02 17:00:00,653.28,631.97
42,2021-07-02 18:00:00,661.13,634.98
43,2021-07-02 19:00:00,662.4,637.26
44,2021-07-02 20:00:00,659.29,641.7
45,2021-07-02 21:00:00,657.09,646.12
46,2021-07-02 22:00:00,653.31,644.7
47,2021-07-02 23:00:00,643.95,639.65
48,2021-07-03 00:00:00,631.84,631.6
49,2021-07-03 01:00:00,624.87,631.97
50,2021-07-03 02:00:00,620.31,634.07
51,2021-07-03 03:00:00,622.03,623.67
52,2021-07-03 04:00:00,625.86,620.63
53,2021-07-03 05:00:00,620.44,621.73
54,2021-07-03 06:00:00,612.69,624.5
55,2021-07-03 07:00:00,601.61,625.26
56,2021-07-03 08:00:00,592.35,622.36
57,2021-07-03 09:00:00,587.91,616.69
58,2021-07-03 10:00:00,582.56,613.3
59,2021-07-03 11:00:00,583.99,612.3
60,2021-07-03 12:00:00,587.02,612.82
61,2021-07-03 13:00:00,575.62,614.8
62,2021-07-03 14:00:00,590.92,617.91
63,2021-07-03 15:00:00,610.39,621.52
64,2021-07-03 16:00:00,636.7,625.72
65,2021-07-03 17:00:00,655.02,628.02
66,2021-07-03 18:00:00,671.36,635.79
67,2021-07-03 19:00:00,680.03,642.91
68,2021-07-03 20:00:00,681.69,651.59
69,2021-07-03 21:00:00,684.19,659.18
70,2021-07-03 22:00:00,683.28,660.91
71,2021-07-03 23:00:00,681.94,657.7
72,2021-07-04 00:00:00,684.65,649.24
73,2021-07-04 01:00:00,683.44,648.32
74,2021-07-04 02:00:00,683.65,649.33
75,2021-07-04 03:00:00,678.81,640.47
76,2021-07-04 04:00:00,668.06,639.89
77,2021-07-04 05:00:00,649.9,645.25
78,2021-07-04 06:00:00,632.39,651.36
79,2021-07-04 07:00:00,619.57,654.52
80,2021-07-04 08:00:00,594.18,652.71
81,2021-07-04 09:00:00,581.63,645.66
82,2021-07-04 10:00:00,587.59,638.62
83,2021-07-04 11:00:00,580.57,632.75
84,2021-07-04 12:00:00,582.3,626.54
85,2021-07-04 13:00:00,585.03,622.66
86,2021-07-04 14:00:00,587.61,620.38
87,2021-07-04 15:00:00,604.3,620.42
88,2021-07-04 16:00:00,648.47,624.45
89,2021-07-04 17:00:00,674.5,627.27
90,2021-07-04 18:00:00,684.23,634.84
91,2021-07-04 19:00:00,689.42,641.61
92,2021-07-04 20:00:00,691.0,650.03
93,2021-07-04 21:00:00,691.31,656.87
94,2021-07-04 22:00:00,685.99,657.03
95,2021-07-04 23:00:00,684.49,651.04
96,2021-07-02 00:00:00,656.77,627.82
97,2021-07-02 01:00:00,661.71,633.28
98,2021-07-02 02:00:00,664.45,641.42
99,2021-07-02 03:00:00,669.62,649.37
100,2021-07-02 04:00:00,675.52,651.56
101,2021-07-02 05:00:00,670.48,645.49
102,2021-07-02 06:00:00,666.87,637.52
103,2021-07-02 07:00:00,659.72,629.37
104,2021-07-02 08:00:00,653.46,620.84
105,2021-07-02 09:00:00,638.86,612.98
106,2021-07-02 10:00:00,639.65,608.28
107,2021-07-02 11:00:00,633.8,604.3
108,2021-07-02 12:00:00,620.78,601.77
109,2021-07-02 13:00:00,618.23,602.56
110,2021-07-02 14:00:00,626.62,611.71
111,2021-07-02 15:00:00,625.17,625.17
112,2021-07-02 16:00:00,637.08,637.39
113,2021-07-02 17:00:00,653.28,646.47
114,2021-07-02 18:00:00,661.13,648.78
115,2021-07-02 19:00:00,662.4,643.85
116,2021-07-02 20:00:00,659.29,637.42
117,2021-07-02 21:00:00,657.09,631.69
118,2021-07-02 22:00:00,653.31,638.09
119,2021-07-02 23:00:00,643.95,629.52
120,2021-07-03 00:00:00,631.84,622.81
121,2021-07-03 01:00:00,624.87,624.08
122,2021-07-03 02:00:00,620.31,626.39
123,2021-07-03 03:00:00,622.03,617.9
124,2021-07-03 04:00:00,625.86,615.48
125,2021-07-03 05:00:00,620.44,616.15
126,2021-07-03 06:00:00,612.69,619.26
127,2021-07-03 07:00:00,601.61,620.75
128,2021-07-03 08:00:00,592.35,619.48
129,2021-07-03 09:00:00,587.91,616.79
130,2021-07-03 10:00:00,582.56,617.53
131,2021-07-03 11:00:00,583.99,621.07
132,2021-07-03 12:00:00,587.02,626.24
133,2021-07-03 13:00:00,575.62,632.53
134,2021-07-03 14:00:00,590.92,638.48
135,2021-07-03 15:00:00,610.39,643.04
136,2021-07-03 16:00:00,636.7,646.41
137,2021-07-03 17:00:00,655.02,647.14
138,2021-07-03 18:00:00,671.36,652.47
139,2021-07-03 19:00:00,680.03,656.93
140,2021-07-03 20:00:00,681.69,662.85
141,2021-07-03 21:00:00,684.19,667.94
142,2021-07-03 22:00:00,683.28,667.92
143,2021-07-03 23:00:00,681.94,664.44
144,2021-07-04 00:00:00,684.65,648.15
145,2021-07-04 01:00:00,683.44,647.49
146,2021-07-04 02:00:00,683.65,647.81
147,2021-07-04 03:00:00,678.81,637.18
148,2021-07-04 04:00:00,668.06,633.92
149,2021-07-04 05:00:00,649.9,635.97
150,2021-07-04 06:00:00,632.39,640.08
151,2021-07-04 07:00:00,619.57,642.31
152,2021-07-04 08:00:00,594.18,641.21
153,2021-07-04 09:00:00,581.63,636.78
154,2021-07-04 10:00:00,587.59,634.09
155,2021-07-04 11:00:00,580.57,633.43
156,2021-07-04 12:00:00,582.3,632.26
157,2021-07-04 13:00:00,585.03,632.89
158,2021-07-04 14:00:00,587.61,633.35
159,2021-07-04 15:00:00,604.3,633.87
160,2021-07-04 16:00:00,648.47,636.36
161,2021-07-04 17:00:00,674.5,636.98
162,2021-07-04 18:00:00,684.23,641.8
163,2021-07-04 19:00:00,689.42,645.91
164,2021-07-04 20:00:00,691.0,651.92
165,2021-07-04 21:00:00,691.31,656.91
166,2021-07-04 22:00:00,685.99,655.83
167,2021-07-04 23:00:00,684.49,650.05
168,2021-07-05 00:00:00,684.99,648.22
169,2021-07-05 01:00:00,686.92,644.6
170,2021-07-05 02:00:00,688.21,642.84
171,2021-07-05 03:00:00,685.43,634.73
172,2021-07-05 04:00:00,686.12,635.14
173,2021-07-05 05:00:00,670.5,641.69
174,2021-07-05 06:00:00,655.8,649.06
175,2021-07-05 07:00:00,648.04,653.47
176,2021-07-05 08:00:00,639.93,653.08
177,2021-07-05 09:00:00,642.29,647.57
178,2021-07-05 10:00:00,629.17,642.02
179,2021-07-05 11:00:00,626.13,637.27
180,2021-07-05 12:00:00,616.37,632.05
181,2021-07-05 13:00:00,635.15,628.38
182,2021-07-05 14:00:00,634.6,626.61
183,2021-07-05 15:00:00,644.08,627.55
184,2021-07-05 16:00:00,661.69,631.85
185,2021-07-05 17:00:00,675.2,634.78
186,2021-07-05 18:00:00,688.62,641.76
187,2021-07-05 19:00:00,695.89,647.14
188,2021-07-05 20:00:00,691.24,653.52
189,2021-07-05 21:00:00,689.56,658.01
190,2021-07-05 22:00:00,683.69,657.02
191,2021-07-05 23:00:00,667.16,650.24
192,2021-07-03 00:00:00,631.84,616.98
193,2021-07-03 01:00:00,624.87,617.14
194,2021-07-03 02:00:00,620.31,621.95
195,2021-07-03 03:00:00,622.03,630.35
196,2021-07-03 04:00:00,625.86,635.62
197,2021-07-03 05:00:00,620.44,632.2
198,2021-07-03 06:00:00,612.69,625.39
199,2021-07-03 07:00:00,601.61,618.45
200,2021-07-03 08:00:00,592.35,613.67
201,2021-07-03 09:00:00,587.91,611.04
202,2021-07-03 10:00:00,582.56,611.61
203,2021-07-03 11:00:00,583.99,612.56
204,2021-07-03 12:00:00,587.02,615.23
205,2021-07-03 13:00:00,575.62,619.93
206,2021-07-03 14:00:00,590.92,630.47
207,2021-07-03 15:00:00,610.39,647.12
208,2021-07-03 16:00:00,636.7,663.86
209,2021-07-03 17:00:00,655.02,676.43
210,2021-07-03 18:00:00,671.36,681.99
211,2021-07-03 19:00:00,680.03,680.06
212,2021-07-03 20:00:00,681.69,676.52
213,2021-07-03 21:00:00,684.19,674.6
214,2021-07-03 22:00:00,683.28,672.43
215,2021-07-03 23:00:00,681.94,669.39
216,2021-07-04 00:00:00,684.65,649.77
217,2021-07-04 01:00:00,683.44,649.28
218,2021-07-04 02:00:00,683.65,648.66
219,2021-07-04 03:00:00,678.81,635.41
220,2021-07-04 04:00:00,668.06,628.69
221,2021-07-04 05:00:00,649.9,626.95
222,2021-07-04 06:00:00,632.39,628.65
223,2021-07-04 07:00:00,619.57,629.59
224,2021-07-04 08:00:00,594.18,628.76
225,2021-07-04 09:00:00,581.63,626.57
226,2021-07-04 10:00:00,587.59,628.09
227,2021-07-04 11:00:00,580.57,632.84
228,2021-07-04 12:00:00,582.3,637.1
229,2021-07-04 13:00:00,585.03,642.94
230,2021-07-04 14:00:00,587.61,646.6
231,2021-07-04 15:00:00,604.3,647.75
232,2021-07-04 16:00:00,648.47,648.73
233,2021-07-04 17:00:00,674.5,647.07
234,2021-07-04 18:00:00,684.23,649.3
235,2021-07-04 19:00:00,689.42,651.12
236,2021-07-04 20:00:00,691.0,655.37
237,2021-07-04 21:00:00,691.31,659.24
238,2021-07-04 22:00:00,685.99,657.05
239,2021-07-04 23:00:00,684.49,651.52
240,2021-07-05 00:00:00,684.99,650.12
241,2021-07-05 01:00:00,686.92,647.03
242,2021-07-05 02:00:00,688.21,645.01
243,2021-07-05 03:00:00,685.43,633.22
244,2021-07-05 04:00:00,686.12,629.46
245,2021-07-05 05:00:00,670.5,631.87
246,2021-07-05 06:00:00,655.8,636.59
247,2021-07-05 07:00:00,648.04,639.51
248,2021-07-05 08:00:00,639.93,639.1
249,2021-07-05 09:00:00,642.29,635.01
250,2021-07-05 10:00:00,629.17,632.62
251,2021-07-05 11:00:00,626.13,632.15
252,2021-07-05 12:00:00,616.37,630.98
253,2021-07-05 13:00:00,635.15,631.42
