,UTC time,actual_carbon_intensity_lifecycle,forecasted_carbon_intensity_lifecycle
0,2021-07-01 00:00:00,685.35,669.37
1,2021-07-01 01:00:00,678.01,672.66
2,2021-07-01 02:00:00,680.29,678.19
3,2021-07-01 03:00:00,678.81,684.19
4,2021-07-01 04:00:00,692.05,683.93
5,2021-07-01 05:00:00,688.47,670.07
6,2021-07-01 06:00:00,679.69,654.11
7,2021-07-01 07:00:00,657.87,641.36
8,2021-07-01 08:00:00,645.03,631.91
9,2021-07-01 09:00:00,635.82,626.14
10,2021-07-01 10:00:00,627.59,625.71
11,2021-07-01 11:00:00,622.82,628.27
12,2021-07-01 12:00:00,630.36,635.23
13,2021-07-01 13:00:00,637.12,645.15
14,2021-07-01 14:00:00,651.5,660.79
15,2021-07-01 15:00:00,667.21,683.62
16,2021-07-01 16:00:00,689.44,706.91
17,2021-07-01 17:00:00,713.21,724.55
18,2021-07-01 18:00:00,722.05,732.59
19,2021-07-01 19:00:00,722.31,730.11
20,2021-07-01 20:00:00,722.91,723.95
21,2021-07-01 21:00:00,719.99,718.28
22,2021-07-01 22:00:00,720.48,703.17
23,2021-07-01 23:00:00,721.24,701.89
24,2021-07-02 00:00:00,723.9,699.99
25,2021-07-02 01:00:00,729.34,701.79
26,2021-07-02 02:00:00,732.46,704.42
27,2021-07-02 03:00:00,737.31,691.48
28,2021-07-02 04:00:00,743.09,685.1
29,2021-07-02 05:00:00,738.05,682.59
30,2021-07-02 06:00:00,734.28,682.88
31,2021-07-02 07:00:00,726.84,681.94
32,2021-07-02 08:00:00,720.08,678.74
33,2021-07-02 09:00:00,704.66,674.36
34,2021-07-02 10:00:00,705.49,674.03
35,2021-07-02 11:00:00,699.59,677.48
36,2021-07-02 12:00:00,685.99,682.37
37,2021-07-02 13:00:00,683.19,688.84
38,2021-07-02 14:00:00,691.96,694.03
39,2021-07-02 15:00:00,690.47,697.0
40,2021-07-02 16:00:00,702.71,698.38
41,2021-07-02 17:00:00,719.43,696.8
42,2021-07-02 18:00:00,727.2,700.08
43,2021-07-02 19:00:00,728.08,702.81
44,2021-07-02 20:00:00,724.85,707.87
45,2021-07-02 21:00:00,722.94,712.8
46,2021-07-02 22:00:00,719.4,711.5
47,2021-07-02 23:00:00,710.17,706.61
48,2021-07-03 00:00:00,697.97,699.28
49,2021-07-03 01:00:00,690.8,699.56
50,2021-07-03 02:00:00,685.84,701.4
51,2021-07-03 03:00:00,687.92,689.92
52,2021-07-03 04:00:00,692.22,686.16
53,2021-07-03 05:00:00,686.95,686.91
54,2021-07-03 06:00:00,678.88,689.32
55,2021-07-03 07:00:00,667.34,689.76
56,2021-07-03 08:00:00,657.62,686.68
57,2021-07-03 09:00:00,653.2,680.89
58,2021-07-03 10:00:00,647.91,677.4
59,2021-07-03 11:00:00,649.29,676.53
60,2021-07-03 12:00:00,652.58,677.29
61,2021-07-03 13:00:00,641.05,679.44
62,2021-07-03 14:00:00,657.22,682.71
63,2021-07-03 15:00:00,676.63,686.45
64,2021-07-03 16:00:00,703.56,690.82
65,2021-07-03 17:00:00,722.55,693.33
66,2021-07-03 18:00:00,739.23,701.65
67,2021-07-03 19:00:00,748.18,709.52
68,2021-07-03 20:00:00,749.72,719.08
69,2021-07-03 21:00:00,752.67,727.37
70,2021-07-03 22:00:00,752.64,729.41
71,2021-07-03 23:00:00,751.84,726.52
72,2021-07-04 00:00:00,754.78,718.56
73,2021-07-04 01:00:00,754.05,718.15
74,2021-07-04 02:00:00,754.22,719.66
75,2021-07-04 03:00:00,749.56,710.34
76,2021-07-04 04:00:00,738.68,709.45
77,2021-07-04 05:00:00,720.12,714.65
78,2021-07-04 06:00:00,701.83,720.44
79,2021-07-04 07:00:00,688.56,723.17
80,2021-07-04 08:00:00,662.21,721.0
81,2021-07-04 09:00:00,649.31,713.64
82,2021-07-04 10:00:00,655.43,706.18
83,2021-07-04 11:00:00,648.42,700.09
84,2021-07-04 12:00:00,650.44,693.74
85,2021-07-04 13:00:00,653.0,689.78
86,2021-07-04 14:00:00,654.91,687.38
87,2021-07-04 15:00:00,671.51,687.2
88,2021-07-04 16:00:00,716.06,691.1
89,2021-07-04 17:00:00,742.53,693.85
90,2021-07-04 18:00:00,752.59,701.57
91,2021-07-04 19:00:00,757.66,708.71
92,2021-07-04 20:00:00,759.33,717.66
93,2021-07-04 21:00:00,760.34,724.92
94,2021-07-04 22:00:00,755.7,725.19
95,2021-07-04 23:00:00,754.87,719.24
96,2021-07-02 00:00:00,723.9,695.37
97,2021-07-02 01:00:00,729.34,701.07
98,2021-07-02 02:00:00,732.46,709.31
99,2021-07-02 03:00:00,737.31,716.97
100,2021-07-02 04:00:00,743.09,718.7
101,2021-07-02 05:00:00,738.05,711.99
102,2021-07-02 06:00:00,734.28,703.13
103,2021-07-02 07:00:00,726.84,694.22
104,2021-07-02 08:00:00,720.08,685.16
105,2021-07-02 09:00:00,704.66,676.95
106,2021-07-02 10:00:00,705.49,671.9
107,2021-07-02 11:00:00,699.59,667.7
108,2021-07-02 12:00:00,685.99,664.99
109,2021-07-02 13:00:00,683.19,665.67
110,2021-07-02 14:00:00,691.96,675.06
111,2021-07-02 15:00:00,690.47,688.85
