,UTC time,actual_carbon_intensity_direct,forecasted_carbon_intensity_direct
0,2021-07-01 00:00:00,137.35,133.3
1,2021-07-01 01:00:00,139.53,135.84
2,2021-07-01 02:00:00,144.33,140.74
3,2021-07-01 03:00:00,149.92,145.73
4,2021-07-01 04:00:00,159.32,148.52
5,2021-07-01 05:00:00,157.45,148.62
6,2021-07-01 06:00:00,146.39,136.13
7,2021-07-01 07:00:00,138.0,120.44
8,2021-07-01 08:00:00,127.9,109.78
9,2021-07-01 09:00:00,119.94,105.0
10,2021-07-01 10:00:00,116.8,101.94
11,2021-07-01 11:00:00,120.49,102.24
12,2021-07-01 12:00:00,122.68,102.88
13,2021-07-01 13:00:00,123.69,104.07
14,2021-07-01 14:00:00,123.52,104.78
15,2021-07-01 15:00:00,124.3,106.31
16,2021-07-01 16:00:00,119.9,108.73
17,2021-07-01 17:00:00,127.32,113.56
18,2021-07-01 18:00:00,138.46,124.0
19,2021-07-01 19:00:00,153.55,130.93
20,2021-07-01 20:00:00,152.1,131.05
21,2021-07-01 21:00:00,150.29,132.02
22,2021-07-01 22:00:00,145.35,135.8
23,2021-07-01 23:00:00,144.68,139.21
24,2021-07-02 00:00:00,146.36,141.99
25,2021-07-02 01:00:00,148.12,146.53
26,2021-07-02 02:00:00,155.12,151.24
27,2021-07-02 03:00:00,160.69,152.33
28,2021-07-02 04:00:00,167.49,150.28
29,2021-07-02 05:00:00,158.24,145.53
30,2021-07-02 06:00:00,147.91,136.89
31,2021-07-02 07:00:00,131.54,125.02
32,2021-07-02 08:00:00,123.39,112.73
33,2021-07-02 09:00:00,119.87,106.62
34,2021-07-02 10:00:00,115.13,101.73
35,2021-07-02 11:00:00,112.97,100.46
36,2021-07-02 12:00:00,109.31,101.87
37,2021-07-02 13:00:00,105.24,104.68
38,2021-07-02 14:00:00,104.79,107.34
39,2021-07-02 15:00:00,111.98,110.98
40,2021-07-02 16:00:00,117.55,114.72
41,2021-07-02 17:00:00,118.38,119.13
42,2021-07-02 18:00:00,124.41,125.92
43,2021-07-02 19:00:00,136.24,129.57
44,2021-07-02 20:00:00,139.21,130.85
45,2021-07-02 21:00:00,134.36,129.38
46,2021-07-02 22:00:00,112.52,128.94
47,2021-07-02 23:00:00,104.84,129.55
48,2021-07-03 00:00:00,101.49,137.96
49,2021-07-03 01:00:00,102.71,141.15
50,2021-07-03 02:00:00,106.74,144.56
51,2021-07-03 03:00:00,110.61,145.27
52,2021-07-03 04:00:00,120.49,143.73
53,2021-07-03 05:00:00,120.02,139.49
54,2021-07-03 06:00:00,104.29,131.53
55,2021-07-03 07:00:00,91.08,121.42
56,2021-07-03 08:00:00,77.46,110.17
57,2021-07-03 09:00:00,74.69,104.22
58,2021-07-03 10:00:00,74.0,99.38
59,2021-07-03 11:00:00,69.78,98.02
60,2021-07-03 12:00:00,70.45,99.66
61,2021-07-03 13:00:00,68.7,102.62
62,2021-07-03 14:00:00,67.76,105.7
63,2021-07-03 15:00:00,71.88,109.56
64,2021-07-03 16:00:00,78.84,113.21
65,2021-07-03 17:00:00,88.93,118.0
66,2021-07-03 18:00:00,97.63,124.38
67,2021-07-03 19:00:00,106.18,126.98
68,2021-07-03 20:00:00,106.91,127.78
69,2021-07-03 21:00:00,110.61,126.09
70,2021-07-03 22:00:00,114.44,125.72
71,2021-07-03 23:00:00,111.99,125.36
72,2021-07-04 00:00:00,112.68,134.01
73,2021-07-04 01:00:00,109.38,137.41
74,2021-07-04 02:00:00,110.67,140.52
75,2021-07-04 03:00:00,112.06,141.98
76,2021-07-04 04:00:00,111.24,142.19
77,2021-07-04 05:00:00,106.12,140.44
78,2021-07-04 06:00:00,98.13,133.41
79,2021-07-04 07:00:00,74.69,124.29
80,2021-07-04 08:00:00,59.48,112.4
81,2021-07-04 09:00:00,57.03,104.89
82,2021-07-04 10:00:00,55.19,99.04
83,2021-07-04 11:00:00,53.15,97.37
84,2021-07-04 12:00:00,53.4,99.66
85,2021-07-04 13:00:00,51.8,104.11
86,2021-07-04 14:00:00,51.41,109.49
87,2021-07-04 15:00:00,52.74,115.4
88,2021-07-04 16:00:00,57.5,120.8
89,2021-07-04 17:00:00,67.2,126.41
90,2021-07-04 18:00:00,82.24,132.45
91,2021-07-04 19:00:00,91.63,133.67
92,2021-07-04 20:00:00,93.65,133.11
93,2021-07-04 21:00:00,96.82,130.53
94,2021-07-04 22:00:00,95.6,129.64
95,2021-07-04 23:00:00,98.0,128.65
96,2021-07-02 00:00:00,146.36,155.82
97,2021-07-02 01:00:00,148.12,158.37
98,2021-07-02 02:00:00,155.12,162.17
99,2021-07-02 03:00:00,160.69,164.76
100,2021-07-02 04:00:00,167.49,164.56
101,2021-07-02 05:00:00,158.24,161.35
102,2021-07-02 06:00:00,147.91,146.63
103,2021-07-02 07:00:00,131.54,129.04
104,2021-07-02 08:00:00,123.39,118.8
105,2021-07-02 09:00:00,119.87,113.33
106,2021-07-02 10:00:00,115.13,109.46
107,2021-07-02 11:00:00,112.97,108.88
108,2021-07-02 12:00:00,109.31,108.73
109,2021-07-02 13:00:00,105.24,109.2
110,2021-07-02 14:00:00,104.79,108.94
111,2021-07-02 15:00:00,111.98,109.26
112,2021-07-02 16:00:00,117.55,110.66
113,2021-07-02 17:00:00,118.38,114.27
114,2021-07-02 18:00:00,124.41,125.0
115,2021-07-02 19:00:00,136.24,132.61
116,2021-07-02 20:00:00,139.21,133.56
117,2021-07-02 21:00:00,134.36,135.02
118,2021-07-02 22:00:00,112.52,136.97
119,2021-07-02 23:00:00,104.84,140.8
120,2021-07-03 00:00:00,101.49,144.28
121,2021-07-03 01:00:00,102.71,147.51
122,2021-07-03 02:00:00,106.74,150.33
123,2021-07-03 03:00:00,110.61,150.15
124,2021-07-03 04:00:00,120.49,147.69
125,2021-07-03 05:00:00,120.02,142.76
126,2021-07-03 06:00:00,104.29,134.27
127,2021-07-03 07:00:00,91.08,123.61
128,2021-07-03 08:00:00,77.46,112.25
129,2021-07-03 09:00:00,74.69,106.52
130,2021-07-03 10:00:00,74.0,101.98
131,2021-07-03 11:00:00,69.78,100.78
132,2021-07-03 12:00:00,70.45,102.37
133,2021-07-03 13:00:00,68.7,105.08
134,2021-07-03 14:00:00,67.76,107.72
135,2021-07-03 15:00:00,71.88,111.07
136,2021-07-03 16:00:00,78.84,114.52
137,2021-07-03 17:00:00,88.93,119.49
138,2021-07-03 18:00:00,97.63,126.51
139,2021-07-03 19:00:00,106.18,130.03
140,2021-07-03 20:00:00,106.91,131.88
141,2021-07-03 21:00:00,110.61,131.2
142,2021-07-03 22:00:00,114.44,131.71
143,2021-07-03 23:00:00,111.99,132.01
144,2021-07-04 00:00:00,112.68,140.87
145,2021-07-04 01:00:00,109.38,144.35
146,2021-07-04 02:00:00,110.67,147.66
147,2021-07-04 03:00:00,112.06,149.01
148,2021-07-04 04:00:00,111.24,148.69
149,2021-07-04 05:00:00,106.12,145.99
150,2021-07-04 06:00:00,98.13,138.13
151,2021-07-04 07:00:00,74.69,128.32
152,2021-07-04 08:00:00,59.48,116.36
153,2021-07-04 09:00:00,57.03,109.27
154,2021-07-04 10:00:00,55.19,103.57
155,2021-07-04 11:00:00,53.15,101.48
156,2021-07-04 12:00:00,53.4,103.0
157,2021-07-04 13:00:00,51.8,106.14
158,2021-07-04 14:00:00,51.41,109.9
159,2021-07-04 15:00:00,52.74,114.46
160,2021-07-04 16:00:00,57.5,119.31
161,2021-07-04 17:00:00,67.2,125.4
162,2021-07-04 18:00:00,82.24,132.79
163,2021-07-04 19:00:00,91.63,135.96
164,2021-07-04 20:00:00,93.65,136.96
165,2021-07-04 21:00:00,96.82,135.29
166,2021-07-04 22:00:00,95.6,134.76
167,2021-07-04 23:00:00,98.0,133.57
168,2021-07-05 00:00:00,101.75,142.96
169,2021-07-05 01:00:00,104.2,147.56
170,2021-07-05 02:00:00,104.78,151.03
171,2021-07-05 03:00:00,108.07,152.66
172,2021-07-05 04:00:00,117.58,153.27
173,2021-07-05 05:00:00,116.83,151.52
174,2021-07-05 06:00:00,104.51,143.73
175,2021-07-05 07:00:00,90.9,133.96
176,2021-07-05 08:00:00,87.97,120.63
177,2021-07-05 09:00:00,84.51,112.32
178,2021-07-05 10:00:00,83.06,105.92
179,2021-07-05 11:00:00,77.77,104.01
180,2021-07-05 12:00:00,75.67,106.37
181,2021-07-05 13:00:00,74.82,110.88
182,2021-07-05 14:00:00,69.98,116.47
183,2021-07-05 15:00:00,68.52,122.46
184,2021-07-05 16:00:00,69.6,128.34
185,2021-07-05 17:00:00,71.67,134.13
186,2021-07-05 18:00:00,86.12,140.19
187,2021-07-05 19:00:00,97.73,141.43
188,2021-07-05 20:00:00,98.77,140.75
189,2021-07-05 21:00:00,98.9,138.16
190,2021-07-05 22:00:00,86.04,137.37
191,2021-07-05 23:00:00,89.28,136.6
192,2021-07-03 00:00:00,101.49,126.75
193,2021-07-03 01:00:00,102.71,129.28
194,2021-07-03 02:00:00,106.74,133.85
195,2021-07-03 03:00:00,110.61,137.19
196,2021-07-03 04:00:00,120.49,138.06
197,2021-07-03 05:00:00,120.02,137.11
198,2021-07-03 06:00:00,104.29,126.51
199,2021-07-03 07:00:00,91.08,113.63
200,2021-07-03 08:00:00,77.46,105.13
201,2021-07-03 09:00:00,74.69,100.87
202,2021-07-03 10:00:00,74.0,97.51
203,2021-07-03 11:00:00,69.78,96.68
204,2021-07-03 12:00:00,70.45,95.88
205,2021-07-03 13:00:00,68.7,96.15
206,2021-07-03 14:00:00,67.76,96.23
207,2021-07-03 15:00:00,71.88,96.91
208,2021-07-03 16:00:00,78.84,99.05
209,2021-07-03 17:00:00,88.93,103.55
210,2021-07-03 18:00:00,97.63,113.3
211,2021-07-03 19:00:00,106.18,119.69
212,2021-07-03 20:00:00,106.91,119.88
213,2021-07-03 21:00:00,110.61,118.31
214,2021-07-03 22:00:00,114.44,121.05
215,2021-07-03 23:00:00,111.99,121.67
216,2021-07-04 00:00:00,112.68,128.94
217,2021-07-04 01:00:00,109.38,132.7
218,2021-07-04 02:00:00,110.67,136.99
219,2021-07-04 03:00:00,112.06,139.08
220,2021-07-04 04:00:00,111.24,139.14
221,2021-07-04 05:00:00,106.12,136.63
222,2021-07-04 06:00:00,98.13,128.92
223,2021-07-04 07:00:00,74.69,118.96
224,2021-07-04 08:00:00,59.48,107.32
225,2021-07-04 09:00:00,57.03,100.43
226,2021-07-04 10:00:00,55.19,94.98
227,2021-07-04 11:00:00,53.15,92.96
228,2021-07-04 12:00:00,53.4,94.31
229,2021-07-04 13:00:00,51.8,97.45
230,2021-07-04 14:00:00,51.41,101.09
231,2021-07-04 15:00:00,52.74,105.65
232,2021-07-04 16:00:00,57.5,110.29
233,2021-07-04 17:00:00,67.2,115.88
234,2021-07-04 18:00:00,82.24,122.93
235,2021-07-04 19:00:00,91.63,126.01
236,2021-07-04 20:00:00,93.65,126.91
237,2021-07-04 21:00:00,96.82,125.2
238,2021-07-04 22:00:00,95.6,124.59
239,2021-07-04 23:00:00,98.0,123.7
240,2021-07-05 00:00:00,101.75,135.01
241,2021-07-05 01:00:00,104.2,140.13
242,2021-07-05 02:00:00,104.78,144.95
243,2021-07-05 03:00:00,108.07,147.51
244,2021-07-05 04:00:00,117.58,148.44
245,2021-07-05 05:00:00,116.83,145.68
246,2021-07-05 06:00:00,104.51,136.99
247,2021-07-05 07:00:00,90.9,126.96
248,2021-07-05 08:00:00,87.97,113.61
249,2021-07-05 09:00:00,84.51,105.79
250,2021-07-05 10:00:00,83.06,99.5
251,2021-07-05 11:00:00,77.77,96.94
252,2021-07-05 12:00:00,75.67,98.27
253,2021-07-05 13:00:00,74.82,101.16
254,2021-07-05 14:00:00,69.98,104.91
255,2021-07-05 15:00:00,68.52,109.43
256,2021-07-05 16:00:00,69.6,114.53
257,2021-07-05 17:00:00,71.67,120.19
258,2021-07-05 18:00:00,86.12,126.7
259,2021-07-05 19:00:00,97.73,129.2
260,2021-07-05 20:00:00,98.77,129.4
261,2021-07-05 21:00:00,98.9,127.17
262,2021-07-05 22:00:00,86.04,126.36
263,2021-07-05 23:00:00,89.28,125.17
264,2021-07-06 00:00:00,94.95,128.64
265,2021-07-06 01:00:00,98.62,132.24
266,2021-07-06 02:00:00,99.21,135.31
267,2021-07-06 03:00:00,106.32,136.83
268,2021-07-06 04:00:00,115.63,136.95
269,2021-07-06 05:00:00,124.44,135.21
270,2021-07-06 06:00:00,119.13,128.43
271,2021-07-06 07:00:00,105.79,120.22
272,2021-07-06 08:00:00,97.13,108.99
273,2021-07-06 09:00:00,94.59,102.39
274,2021-07-06 10:00:00,86.87,97.24
275,2021-07-06 11:00:00,84.06,96.09
276,2021-07-06 12:00:00,86.8,98.68
277,2021-07-06 13:00:00,84.79,103.05
278,2021-07-06 14:00:00,82.74,108.22
279,2021-07-06 15:00:00,86.12,113.77
280,2021-07-06 16:00:00,91.53,119.04
281,2021-07-06 17:00:00,100.74,124.51
282,2021-07-06 18:00:00,110.5,130.44
