,UTC time,actual_carbon_intensity_lifecycle,forecasted_carbon_intensity_lifecycle
0,2021-07-01 00:00:00,194.93,189.58
1,2021-07-01 01:00:00,197.95,192.9
2,2021-07-01 02:00:00,204.19,199.01
3,2021-07-01 03:00:00,211.32,205.29
4,2021-07-01 04:00:00,223.1,209.03
5,2021-07-01 05:00:00,221.31,209.96
6,2021-07-01 06:00:00,209.39,196.54
7,2021-07-01 07:00:00,200.92,179.4
8,2021-07-01 08:00:00,189.67,167.69
9,2021-07-01 09:00:00,179.99,162.09
10,2021-07-01 10:00:00,176.19,158.52
11,2021-07-01 11:00:00,180.97,158.84
12,2021-07-01 12:00:00,183.67,159.35
13,2021-07-01 13:00:00,184.86,160.46
14,2021-07-01 14:00:00,184.37,160.8
15,2021-07-01 15:00:00,185.02,162.02
16,2021-07-01 16:00:00,178.81,164.11
17,2021-07-01 17:00:00,186.99,168.74
18,2021-07-01 18:00:00,199.08,179.98
19,2021-07-01 19:00:00,216.21,187.02
20,2021-07-01 20:00:00,213.63,186.76
21,2021-07-01 21:00:00,211.0,188.05
22,2021-07-01 22:00:00,205.09,193.15
23,2021-07-01 23:00:00,204.65,197.56
24,2021-07-02 00:00:00,207.43,201.45
25,2021-07-02 01:00:00,209.91,206.56
26,2021-07-02 02:00:00,218.92,211.99
27,2021-07-02 03:00:00,225.91,213.4
28,2021-07-02 04:00:00,233.94,211.44
29,2021-07-02 05:00:00,222.95,206.39
30,2021-07-02 06:00:00,211.6,196.84
31,2021-07-02 07:00:00,193.37,183.91
32,2021-07-02 08:00:00,184.18,170.28
33,2021-07-02 09:00:00,180.15,163.42
34,2021-07-02 10:00:00,174.25,157.96
35,2021-07-02 11:00:00,171.34,156.62
36,2021-07-02 12:00:00,166.51,157.96
37,2021-07-02 13:00:00,161.26,160.75
38,2021-07-02 14:00:00,160.21,163.13
39,2021-07-02 15:00:00,168.39,166.68
40,2021-07-02 16:00:00,173.88,170.5
41,2021-07-02 17:00:00,173.4,174.81
42,2021-07-02 18:00:00,178.81,181.89
43,2021-07-02 19:00:00,191.76,185.37
44,2021-07-02 20:00:00,195.02,186.25
45,2021-07-02 21:00:00,189.36,184.17
46,2021-07-02 22:00:00,162.22,183.53
47,2021-07-02 23:00:00,152.67,184.25
48,2021-07-03 00:00:00,148.69,195.7
49,2021-07-03 01:00:00,150.26,199.13
50,2021-07-03 02:00:00,155.74,202.89
51,2021-07-03 03:00:00,160.89,203.82
52,2021-07-03 04:00:00,173.45,202.4
53,2021-07-03 05:00:00,173.23,197.79
54,2021-07-03 06:00:00,156.01,188.86
55,2021-07-03 07:00:00,141.96,178.02
