,UTC time,actual_carbon_intensity_direct,forecasted_carbon_intensity_direct
0,2021-07-01 00:00:00,334.8,289.74
1,2021-07-01 01:00:00,286.93,280.96
2,2021-07-01 02:00:00,286.69,276.84
3,2021-07-01 03:00:00,283.79,276.13
4,2021-07-01 04:00:00,284.75,279.34
5,2021-07-01 05:00:00,293.18,281.41
6,2021-07-01 06:00:00,291.67,276.57
7,2021-07-01 07:00:00,287.64,268.76
8,2021-07-01 08:00:00,281.87,257.72
9,2021-07-01 09:00:00,270.88,243.14
10,2021-07-01 10:00:00,265.52,228.61
11,2021-07-01 11:00:00,257.87,216.15
12,2021-07-01 12:00:00,257.46,209.34
13,2021-07-01 13:00:00,258.7,210.32
14,2021-07-01 14:00:00,266.11,218.13
15,2021-07-01 15:00:00,278.53,234.12
16,2021-07-01 16:00:00,299.78,256.84
17,2021-07-01 17:00:00,322.77,283.39
18,2021-07-01 18:00:00,343.82,307.65
19,2021-07-01 19:00:00,359.44,325.89
20,2021-07-01 20:00:00,364.73,327.98
21,2021-07-01 21:00:00,361.46,321.55
22,2021-07-01 22:00:00,355.6,313.7
23,2021-07-01 23:00:00,350.77,313.93
24,2021-07-02 00:00:00,359.56,311.9
25,2021-07-02 01:00:00,349.85,312.2
26,2021-07-02 02:00:00,349.09,316.81
27,2021-07-02 03:00:00,349.36,317.31
28,2021-07-02 04:00:00,354.15,320.77
29,2021-07-02 05:00:00,356.01,312.49
30,2021-07-02 06:00:00,341.96,293.19
31,2021-07-02 07:00:00,319.46,269.97
32,2021-07-02 08:00:00,294.55,251.8
33,2021-07-02 09:00:00,273.92,238.2
34,2021-07-02 10:00:00,257.73,229.45
35,2021-07-02 11:00:00,245.13,223.74
36,2021-07-02 12:00:00,236.2,223.56
37,2021-07-02 13:00:00,233.93,228.42
38,2021-07-02 14:00:00,237.66,238.09
39,2021-07-02 15:00:00,249.33,252.41
40,2021-07-02 16:00:00,272.07,270.24
41,2021-07-02 17:00:00,302.83,292.13
42,2021-07-02 18:00:00,341.3,313.63
43,2021-07-02 19:00:00,370.84,334.76
44,2021-07-02 20:00:00,375.96,351.99
45,2021-07-02 21:00:00,376.17,358.2
46,2021-07-02 22:00:00,372.74,356.04
47,2021-07-02 23:00:00,365.17,351.72
48,2021-07-03 00:00:00,374.83,360.55
49,2021-07-03 01:00:00,361.4,367.07
50,2021-07-03 02:00:00,362.88,373.79
51,2021-07-03 03:00:00,368.74,375.65
52,2021-07-03 04:00:00,367.09,379.55
53,2021-07-03 05:00:00,343.68,358.52
54,2021-07-03 06:00:00,307.25,322.85
55,2021-07-03 07:00:00,267.74,285.71
56,2021-07-03 08:00:00,236.36,258.65
57,2021-07-03 09:00:00,220.55,240.88
58,2021-07-03 10:00:00,211.67,231.18
59,2021-07-03 11:00:00,203.1,226.78
60,2021-07-03 12:00:00,200.05,229.02
61,2021-07-03 13:00:00,210.76,236.88
62,2021-07-03 14:00:00,227.13,249.51
63,2021-07-03 15:00:00,252.52,267.66
64,2021-07-03 16:00:00,288.62,288.07
65,2021-07-03 17:00:00,328.89,309.5
66,2021-07-03 18:00:00,366.6,327.95
67,2021-07-03 19:00:00,389.69,343.59
68,2021-07-03 20:00:00,397.37,354.07
69,2021-07-03 21:00:00,393.75,356.17
70,2021-07-03 22:00:00,387.21,353.11
71,2021-07-03 23:00:00,380.69,349.37
72,2021-07-04 00:00:00,344.28,375.55
73,2021-07-04 01:00:00,374.56,372.72
74,2021-07-04 02:00:00,377.02,378.04
75,2021-07-04 03:00:00,379.78,379.95
76,2021-07-04 04:00:00,376.81,383.37
77,2021-07-04 05:00:00,360.32,384.76
78,2021-07-04 06:00:00,327.36,366.43
79,2021-07-04 07:00:00,287.9,340.17
80,2021-07-04 08:00:00,255.02,317.5
81,2021-07-04 09:00:00,234.65,297.49
82,2021-07-04 10:00:00,224.09,281.41
83,2021-07-04 11:00:00,222.76,269.05
84,2021-07-04 12:00:00,216.71,263.14
85,2021-07-04 13:00:00,216.79,264.26
86,2021-07-04 14:00:00,224.74,273.14
87,2021-07-04 15:00:00,248.0,289.69
88,2021-07-04 16:00:00,290.92,312.79
89,2021-07-04 17:00:00,328.15,342.54
90,2021-07-04 18:00:00,347.65,371.12
91,2021-07-04 19:00:00,368.53,397.56
92,2021-07-04 20:00:00,368.77,412.77
93,2021-07-04 21:00:00,361.97,412.55
94,2021-07-04 22:00:00,349.9,408.53
95,2021-07-04 23:00:00,339.56,401.53
96,2021-07-02 00:00:00,359.56,328.34
97,2021-07-02 01:00:00,349.85,324.04
98,2021-07-02 02:00:00,349.09,324.79
99,2021-07-02 03:00:00,349.36,328.48
100,2021-07-02 04:00:00,354.15,335.45
101,2021-07-02 05:00:00,356.01,338.83
102,2021-07-02 06:00:00,341.96,328.04
103,2021-07-02 07:00:00,319.46,307.52
104,2021-07-02 08:00:00,294.55,283.8
105,2021-07-02 09:00:00,273.92,260.52
106,2021-07-02 10:00:00,257.73,240.61
107,2021-07-02 11:00:00,245.13,225.17
108,2021-07-02 12:00:00,236.2,216.68
109,2021-07-02 13:00:00,233.93,215.33
110,2021-07-02 14:00:00,237.66,222.47
111,2021-07-02 15:00:00,249.33,240.27
112,2021-07-02 16:00:00,272.07,269.62
113,2021-07-02 17:00:00,302.83,310.82
114,2021-07-02 18:00:00,341.3,353.51
115,2021-07-02 19:00:00,370.84,383.76
116,2021-07-02 20:00:00,375.96,389.54
117,2021-07-02 21:00:00,376.17,381.51
118,2021-07-02 22:00:00,372.74,365.58
119,2021-07-02 23:00:00,365.17,343.27
120,2021-07-03 00:00:00,374.83,347.84
121,2021-07-03 01:00:00,361.4,355.24
122,2021-07-03 02:00:00,362.88,362.58
123,2021-07-03 03:00:00,368.74,365.88
124,2021-07-03 04:00:00,367.09,371.24
125,2021-07-03 05:00:00,343.68,351.79
126,2021-07-03 06:00:00,307.25,318.29
127,2021-07-03 07:00:00,267.74,283.3
128,2021-07-03 08:00:00,236.36,258.15
129,2021-07-03 09:00:00,220.55,241.75
130,2021-07-03 10:00:00,211.67,233.26
131,2021-07-03 11:00:00,203.1,229.9
132,2021-07-03 12:00:00,200.05,233.0
133,2021-07-03 13:00:00,210.76,241.62
134,2021-07-03 14:00:00,227.13,254.91
135,2021-07-03 15:00:00,252.52,273.52
136,2021-07-03 16:00:00,288.62,293.95
137,2021-07-03 17:00:00,328.89,314.77
138,2021-07-03 18:00:00,366.6,332.4
139,2021-07-03 19:00:00,389.69,346.76
140,2021-07-03 20:00:00,397.37,356.19
141,2021-07-03 21:00:00,393.75,357.84
142,2021-07-03 22:00:00,387.21,354.33
143,2021-07-03 23:00:00,380.69,350.21
144,2021-07-04 00:00:00,344.28,358.92
145,2021-07-04 01:00:00,374.56,363.15
146,2021-07-04 02:00:00,377.02,364.7
147,2021-07-04 03:00:00,379.78,363.79
148,2021-07-04 04:00:00,376.81,363.97
149,2021-07-04 05:00:00,360.32,342.91
150,2021-07-04 06:00:00,327.36,310.85
151,2021-07-04 07:00:00,287.9,278.23
152,2021-07-04 08:00:00,255.02,254.64
153,2021-07-04 09:00:00,234.65,240.78
154,2021-07-04 10:00:00,224.09,234.96
155,2021-07-04 11:00:00,222.76,234.39
156,2021-07-04 12:00:00,216.71,239.78
157,2021-07-04 13:00:00,216.79,250.0
158,2021-07-04 14:00:00,224.74,264.35
159,2021-07-04 15:00:00,248.0,283.55
160,2021-07-04 16:00:00,290.92,304.25
161,2021-07-04 17:00:00,328.15,324.14
162,2021-07-04 18:00:00,347.65,339.08
163,2021-07-04 19:00:00,368.53,350.55
164,2021-07-04 20:00:00,368.77,356.83
165,2021-07-04 21:00:00,361.97,358.61
166,2021-07-04 22:00:00,349.9,356.13
167,2021-07-04 23:00:00,339.56,354.19
168,2021-07-05 00:00:00,320.32,362.93
169,2021-07-05 01:00:00,336.39,357.89
170,2021-07-05 02:00:00,336.0,357.96
171,2021-07-05 03:00:00,338.12,357.73
172,2021-07-05 04:00:00,344.39,358.4
173,2021-07-05 05:00:00,348.75,354.91
174,2021-07-05 06:00:00,339.15,341.9
175,2021-07-05 07:00:00,320.06,322.7
176,2021-07-05 08:00:00,299.79,305.52
177,2021-07-05 09:00:00,288.25,289.77
178,2021-07-05 10:00:00,276.62,276.45
179,2021-07-05 11:00:00,265.72,264.9
180,2021-07-05 12:00:00,254.17,258.21
181,2021-07-05 13:00:00,257.17,256.76
182,2021-07-05 14:00:00,263.58,261.02
183,2021-07-05 15:00:00,271.86,270.91
184,2021-07-05 16:00:00,294.78,286.46
185,2021-07-05 17:00:00,332.29,309.16
186,2021-07-05 18:00:00,370.94,333.14
187,2021-07-05 19:00:00,395.61,358.42
188,2021-07-05 20:00:00,400.41,380.19
189,2021-07-05 21:00:00,393.02,390.93
190,2021-07-05 22:00:00,369.92,388.86
191,2021-07-05 23:00:00,338.59,383.67
192,2021-07-03 00:00:00,374.83,353.49
193,2021-07-03 01:00:00,361.4,349.83
194,2021-07-03 02:00:00,362.88,350.62
195,2021-07-03 03:00:00,368.74,353.4
196,2021-07-03 04:00:00,367.09,355.89
197,2021-07-03 05:00:00,343.68,348.84
198,2021-07-03 06:00:00,307.25,319.93
199,2021-07-03 07:00:00,267.74,284.9
200,2021-07-03 08:00:00,236.36,255.06
201,2021-07-03 09:00:00,220.55,231.92
202,2021-07-03 10:00:00,211.67,215.0
203,2021-07-03 11:00:00,203.1,203.68
204,2021-07-03 12:00:00,200.05,200.8
205,2021-07-03 13:00:00,210.76,206.31
206,2021-07-03 14:00:00,227.13,219.49
207,2021-07-03 15:00:00,252.52,244.27
208,2021-07-03 16:00:00,288.62,281.03
209,2021-07-03 17:00:00,328.89,325.66
210,2021-07-03 18:00:00,366.6,365.66
211,2021-07-03 19:00:00,389.69,390.79
212,2021-07-03 20:00:00,397.37,393.83
213,2021-07-03 21:00:00,393.75,386.37
214,2021-07-03 22:00:00,387.21,376.09
215,2021-07-03 23:00:00,380.69,366.41
