UTC time,solar_production_forecast,wind_production_forecast
2021-01-01T00:00:00-00:00,314.61,1661.48
2021-01-01T01:00:00-00:00,0.03,1440.3
2021-01-01T02:00:00-00:00,0.0,1232.11
2021-01-01T03:00:00-00:00,0.0,1027.38
2021-01-01T04:00:00-00:00,0.0,835.8
2021-01-01T05:00:00-00:00,0.0,681.51
2021-01-01T06:00:00-00:00,0.0,596.01
2021-01-01T07:00:00-00:00,0.0,532.15
2021-01-01T08:00:00-00:00,0.0,457.79999999999995
2021-01-01T09:00:00-00:00,0.0,426.41999999999996
2021-01-01T10:00:00-00:00,0.0,412.90999999999997
2021-01-01T11:00:00-00:00,0.0,406.71
2021-01-01T12:00:00-00:00,0.0,382.73
2021-01-01T13:00:00-00:00,0.0,351.40999999999997
2021-01-01T14:00:00-00:00,17.93,327.22999999999996
2021-01-01T15:00:00-00:00,1463.4700000000003,285.78
2021-01-01T16:00:00-00:00,5495.6900000000005,242.85999999999999
2021-01-01T17:00:00-00:00,7649.84,255.85999999999999
2021-01-01T18:00:00-00:00,8141.25,289.82
2021-01-01T19:00:00-00:00,8083.459999999999,305.36
2021-01-01T20:00:00-00:00,7876.22,304.4
2021-01-01T21:00:00-00:00,7810.969999999999,264.24
2021-01-01T22:00:00-00:00,6987.62,211.51
2021-01-01T23:00:00-00:00,3992.33,162.47
2021-01-02T00:00:00-00:00,321.94000000000005,134.6
2021-01-02T01:00:00-00:00,0.03,147.07999999999998
2021-01-02T02:00:00-00:00,0.0,185.67000000000002
2021-01-02T03:00:00-00:00,0.0,197.60000000000002
2021-01-02T04:00:00-00:00,0.0,202.32999999999998
2021-01-02T05:00:00-00:00,0.0,221.19
2021-01-02T06:00:00-00:00,0.0,273.43
2021-01-02T07:00:00-00:00,0.0,370.37
2021-01-02T08:00:00-00:00,0.0,494.51
2021-01-02T09:00:00-00:00,0.0,664.25
2021-01-02T10:00:00-00:00,0.0,794.13
2021-01-02T11:00:00-00:00,0.0,855.0799999999999
2021-01-02T12:00:00-00:00,0.0,890.15
2021-01-02T13:00:00-00:00,0.0,906.75
2021-01-02T14:00:00-00:00,13.47,835.82
2021-01-02T15:00:00-00:00,1268.12,748.85
2021-01-02T16:00:00-00:00,4723.11,700.28
2021-01-02T17:00:00-00:00,6677.89,576.34
2021-01-02T18:00:00-00:00,7319.92,478.43
2021-01-02T19:00:00-00:00,7405.33,529.49
2021-01-02T20:00:00-00:00,7086.48,645.17
2021-01-02T21:00:00-00:00,6915.18,823.63
2021-01-02T22:00:00-00:00,6158.21,989.56
2021-01-02T23:00:00-00:00,3741.1,1067.55
2021-01-03T00:00:00-00:00,293.7,1057.51
2021-01-03T01:00:00-00:00,0.02,1033.35
2021-01-03T02:00:00-00:00,0.0,1021.52
2021-01-03T03:00:00-00:00,0.0,895.5799999999999
2021-01-03T04:00:00-00:00,0.0,804.8
2021-01-03T05:00:00-00:00,0.0,826.11
2021-01-03T06:00:00-00:00,0.0,925.1600000000001
2021-01-03T07:00:00-00:00,0.0,1031.97
2021-01-03T08:00:00-00:00,0.0,1435.58
2021-01-03T09:00:00-00:00,0.0,1576.85
2021-01-03T10:00:00-00:00,0.0,1662.74
2021-01-03T11:00:00-00:00,0.0,1691.07
2021-01-03T12:00:00-00:00,0.0,1657.08
2021-01-03T13:00:00-00:00,0.0,1517.45
2021-01-03T14:00:00-00:00,11.76,1357.7
2021-01-03T15:00:00-00:00,1139.6100000000001,1195.5600000000002
2021-01-03T16:00:00-00:00,4424.07,895.76
2021-01-03T17:00:00-00:00,6473.5,532.3
2021-01-03T18:00:00-00:00,6919.79,390.87
2021-01-03T19:00:00-00:00,7008.639999999999,392.79
2021-01-03T20:00:00-00:00,6894.67,326.51
2021-01-03T21:00:00-00:00,6924.32,212.69
2021-01-03T22:00:00-00:00,6263.0,136.49
2021-01-03T23:00:00-00:00,3811.05,118.10999999999999
2021-01-04T00:00:00-00:00,300.19000000000005,117.53
2021-01-04T01:00:00-00:00,0.04,126.69
2021-01-04T02:00:00-00:00,0.0,160.43
2021-01-04T03:00:00-00:00,0.0,191.81
2021-01-04T04:00:00-00:00,0.0,187.73000000000002
2021-01-04T05:00:00-00:00,0.0,170.77999999999997
2021-01-04T06:00:00-00:00,0.0,153.04000000000002
2021-01-04T07:00:00-00:00,0.0,142.79
