,UTC time,actual_carbon_intensity_lifecycle,forecasted_carbon_intensity_lifecycle
0,2021-07-01 00:00:00,233.04,253.58
1,2021-07-01 01:00:00,258.3,284.15
2,2021-07-01 02:00:00,308.19,322.84
3,2021-07-01 03:00:00,336.9,337.45
4,2021-07-01 04:00:00,337.42,334.76
5,2021-07-01 05:00:00,340.98,336.04
6,2021-07-01 06:00:00,327.3,336.43
7,2021-07-01 07:00:00,330.91,326.57
8,2021-07-01 08:00:00,327.41,312.78
9,2021-07-01 09:00:00,322.25,303.02
10,2021-07-01 10:00:00,319.48,296.01
11,2021-07-01 11:00:00,317.46,296.18
12,2021-07-01 12:00:00,314.97,299.39
13,2021-07-01 13:00:00,308.99,274.12
14,2021-07-01 14:00:00,240.04,219.8
15,2021-07-01 15:00:00,213.01,191.12
16,2021-07-01 16:00:00,200.55,182.25
17,2021-07-01 17:00:00,199.62,177.81
18,2021-07-01 18:00:00,195.26,175.59
19,2021-07-01 19:00:00,204.33,179.87
20,2021-07-01 20:00:00,205.5,185.3
21,2021-07-01 21:00:00,209.1,193.89
22,2021-07-01 22:00:00,217.36,202.91
23,2021-07-01 23:00:00,226.76,213.97
24,2021-07-02 00:00:00,235.84,245.84
25,2021-07-02 01:00:00,258.35,274.29
26,2021-07-02 02:00:00,310.69,302.42
27,2021-07-02 03:00:00,335.89,314.48
28,2021-07-02 04:00:00,333.0,308.28
29,2021-07-02 05:00:00,325.43,304.5
30,2021-07-02 06:00:00,319.94,297.83
31,2021-07-02 07:00:00,317.22,284.73
32,2021-07-02 08:00:00,319.06,272.62
33,2021-07-02 09:00:00,309.48,258.99
34,2021-07-02 10:00:00,308.68,264.6
35,2021-07-02 11:00:00,306.05,264.86
36,2021-07-02 12:00:00,318.67,269.19
37,2021-07-02 13:00:00,320.92,258.49
38,2021-07-02 14:00:00,264.82,215.84
39,2021-07-02 15:00:00,231.07,181.34
40,2021-07-02 16:00:00,216.94,162.7
41,2021-07-02 17:00:00,207.91,159.21
42,2021-07-02 18:00:00,214.73,162.37
43,2021-07-02 19:00:00,222.2,165.72
44,2021-07-02 20:00:00,229.29,176.07
45,2021-07-02 21:00:00,232.62,192.18
46,2021-07-02 22:00:00,243.03,207.39
47,2021-07-02 23:00:00,242.35,220.19
48,2021-07-03 00:00:00,260.27,248.71
49,2021-07-03 01:00:00,272.3,272.49
50,2021-07-03 02:00:00,312.54,298.03
51,2021-07-03 03:00:00,340.21,309.96
52,2021-07-03 04:00:00,331.23,300.31
53,2021-07-03 05:00:00,335.17,292.83
54,2021-07-03 06:00:00,324.83,284.01
55,2021-07-03 07:00:00,315.05,270.0
56,2021-07-03 08:00:00,312.63,259.01
57,2021-07-03 09:00:00,324.56,248.44
58,2021-07-03 10:00:00,320.87,256.46
59,2021-07-03 11:00:00,312.66,253.23
60,2021-07-03 12:00:00,304.63,259.99
61,2021-07-03 13:00:00,303.86,254.55
62,2021-07-03 14:00:00,265.61,215.86
63,2021-07-03 15:00:00,215.83,178.55
64,2021-07-03 16:00:00,212.32,158.53
65,2021-07-03 17:00:00,198.45,156.04
66,2021-07-03 18:00:00,193.66,161.87
67,2021-07-03 19:00:00,198.2,166.77
68,2021-07-03 20:00:00,207.94,178.97
69,2021-07-03 21:00:00,217.53,195.1
70,2021-07-03 22:00:00,215.41,210.19
71,2021-07-03 23:00:00,229.13,222.2
72,2021-07-04 00:00:00,227.69,248.88
73,2021-07-04 01:00:00,253.25,266.65
74,2021-07-04 02:00:00,310.13,284.01
75,2021-07-04 03:00:00,336.2,293.88
76,2021-07-04 04:00:00,321.3,294.55
77,2021-07-04 05:00:00,322.31,294.25
78,2021-07-04 06:00:00,321.33,285.78
79,2021-07-04 07:00:00,323.03,272.65
80,2021-07-04 08:00:00,312.35,261.97
81,2021-07-04 09:00:00,290.06,247.59
82,2021-07-04 10:00:00,299.75,252.72
83,2021-07-04 11:00:00,295.48,257.84
84,2021-07-04 12:00:00,302.28,256.84
85,2021-07-04 13:00:00,293.59,245.65
86,2021-07-04 14:00:00,199.88,224.2
87,2021-07-04 15:00:00,176.33,195.14
88,2021-07-04 16:00:00,160.97,172.19
89,2021-07-04 17:00:00,153.4,161.39
90,2021-07-04 18:00:00,157.93,168.71
91,2021-07-04 19:00:00,168.86,180.8
92,2021-07-04 20:00:00,165.46,194.47
93,2021-07-04 21:00:00,165.2,208.66
94,2021-07-04 22:00:00,173.59,222.12
95,2021-07-04 23:00:00,170.8,232.02
96,2021-07-02 00:00:00,235.84,248.54
97,2021-07-02 01:00:00,258.35,278.12
98,2021-07-02 02:00:00,310.69,314.67
99,2021-07-02 03:00:00,335.89,328.31
100,2021-07-02 04:00:00,333.0,326.2
101,2021-07-02 05:00:00,325.43,328.94
102,2021-07-02 06:00:00,319.94,331.72
103,2021-07-02 07:00:00,317.22,326.52
104,2021-07-02 08:00:00,319.06,313.0
105,2021-07-02 09:00:00,309.48,303.36
106,2021-07-02 10:00:00,308.68,302.45
107,2021-07-02 11:00:00,306.05,306.23
108,2021-07-02 12:00:00,318.67,312.43
109,2021-07-02 13:00:00,320.92,286.83
110,2021-07-02 14:00:00,264.82,232.14
111,2021-07-02 15:00:00,231.07,203.47
112,2021-07-02 16:00:00,216.94,193.11
113,2021-07-02 17:00:00,207.91,190.13
114,2021-07-02 18:00:00,214.73,190.32
115,2021-07-02 19:00:00,222.2,195.82
116,2021-07-02 20:00:00,229.29,204.31
117,2021-07-02 21:00:00,232.62,214.67
118,2021-07-02 22:00:00,243.03,224.53
119,2021-07-02 23:00:00,242.35,233.16
120,2021-07-03 00:00:00,260.27,263.66
121,2021-07-03 01:00:00,272.3,289.83
122,2021-07-03 02:00:00,312.54,313.63
123,2021-07-03 03:00:00,340.21,320.51
124,2021-07-03 04:00:00,331.23,310.57
125,2021-07-03 05:00:00,335.17,308.97
126,2021-07-03 06:00:00,324.83,301.27
127,2021-07-03 07:00:00,315.05,289.84
128,2021-07-03 08:00:00,312.63,280.78
129,2021-07-03 09:00:00,324.56,270.65
130,2021-07-03 10:00:00,320.87,281.33
131,2021-07-03 11:00:00,312.66,276.01
132,2021-07-03 12:00:00,304.63,280.01
133,2021-07-03 13:00:00,303.86,267.7
134,2021-07-03 14:00:00,265.61,223.31
135,2021-07-03 15:00:00,215.83,185.34
136,2021-07-03 16:00:00,212.32,169.33
137,2021-07-03 17:00:00,198.45,167.59
138,2021-07-03 18:00:00,193.66,173.4
139,2021-07-03 19:00:00,198.2,182.54
140,2021-07-03 20:00:00,207.94,196.32
141,2021-07-03 21:00:00,217.53,212.55
142,2021-07-03 22:00:00,215.41,226.85
143,2021-07-03 23:00:00,229.13,239.53
144,2021-07-04 00:00:00,227.69,263.29
145,2021-07-04 01:00:00,253.25,286.11
146,2021-07-04 02:00:00,310.13,303.84
147,2021-07-04 03:00:00,336.2,307.48
148,2021-07-04 04:00:00,321.3,295.65
149,2021-07-04 05:00:00,322.31,290.64
150,2021-07-04 06:00:00,321.33,278.85
151,2021-07-04 07:00:00,323.03,269.06
152,2021-07-04 08:00:00,312.35,257.12
153,2021-07-04 09:00:00,290.06,248.49
154,2021-07-04 10:00:00,299.75,258.81
155,2021-07-04 11:00:00,295.48,250.29
156,2021-07-04 12:00:00,302.28,252.24
157,2021-07-04 13:00:00,293.59,239.01
158,2021-07-04 14:00:00,199.88,190.08
159,2021-07-04 15:00:00,176.33,158.08
160,2021-07-04 16:00:00,160.97,143.09
161,2021-07-04 17:00:00,153.4,151.38
162,2021-07-04 18:00:00,157.93,163.27
163,2021-07-04 19:00:00,168.86,168.66
164,2021-07-04 20:00:00,165.46,183.0
165,2021-07-04 21:00:00,165.2,201.98
166,2021-07-04 22:00:00,173.59,215.65
167,2021-07-04 23:00:00,170.8,227.98
168,2021-07-05 00:00:00,182.25,256.16
169,2021-07-05 01:00:00,206.35,276.58
170,2021-07-05 02:00:00,269.53,291.61
171,2021-07-05 03:00:00,303.08,293.77
172,2021-07-05 04:00:00,286.48,287.84
173,2021-07-05 05:00:00,288.65,284.33
174,2021-07-05 06:00:00,298.44,273.62
175,2021-07-05 07:00:00,290.33,262.83
176,2021-07-05 08:00:00,275.51,255.35
177,2021-07-05 09:00:00,276.21,249.0
178,2021-07-05 10:00:00,277.28,260.52
179,2021-07-05 11:00:00,272.87,256.87
180,2021-07-05 12:00:00,277.53,251.75
181,2021-07-05 13:00:00,270.71,228.87
182,2021-07-05 14:00:00,204.77,199.53
183,2021-07-05 15:00:00,172.17,172.57
184,2021-07-05 16:00:00,163.03,154.41
185,2021-07-05 17:00:00,150.42,150.69
186,2021-07-05 18:00:00,149.5,163.56
187,2021-07-05 19:00:00,161.47,179.59
188,2021-07-05 20:00:00,179.23,197.12
189,2021-07-05 21:00:00,182.09,212.21
190,2021-07-05 22:00:00,181.35,224.95
191,2021-07-05 23:00:00,201.44,234.85
192,2021-07-03 00:00:00,260.27,261.49
193,2021-07-03 01:00:00,272.3,290.27
194,2021-07-03 02:00:00,312.54,324.57
195,2021-07-03 03:00:00,340.21,334.29
196,2021-07-03 04:00:00,331.23,330.47
197,2021-07-03 05:00:00,335.17,331.74
198,2021-07-03 06:00:00,324.83,334.44
199,2021-07-03 07:00:00,315.05,326.78
200,2021-07-03 08:00:00,312.63,316.81
201,2021-07-03 09:00:00,324.56,309.38
202,2021-07-03 10:00:00,320.87,308.9
203,2021-07-03 11:00:00,312.66,308.92
204,2021-07-03 12:00:00,304.63,315.45
205,2021-07-03 13:00:00,303.86,293.9
206,2021-07-03 14:00:00,265.61,246.47
207,2021-07-03 15:00:00,215.83,220.66
208,2021-07-03 16:00:00,212.32,210.02
209,2021-07-03 17:00:00,198.45,206.59
210,2021-07-03 18:00:00,193.66,206.99
211,2021-07-03 19:00:00,198.2,212.07
212,2021-07-03 20:00:00,207.94,220.12
213,2021-07-03 21:00:00,217.53,227.12
214,2021-07-03 22:00:00,215.41,234.3
215,2021-07-03 23:00:00,229.13,241.63
216,2021-07-04 00:00:00,227.69,266.82
217,2021-07-04 01:00:00,253.25,288.27
218,2021-07-04 02:00:00,310.13,307.81
219,2021-07-04 03:00:00,336.2,310.16
220,2021-07-04 04:00:00,321.3,298.03
221,2021-07-04 05:00:00,322.31,301.85
222,2021-07-04 06:00:00,321.33,295.25
223,2021-07-04 07:00:00,323.03,285.39
224,2021-07-04 08:00:00,312.35,278.58
225,2021-07-04 09:00:00,290.06,268.09
226,2021-07-04 10:00:00,299.75,278.14
227,2021-07-04 11:00:00,295.48,273.8
228,2021-07-04 12:00:00,302.28,272.62
229,2021-07-04 13:00:00,293.59,258.34
230,2021-07-04 14:00:00,199.88,223.56
231,2021-07-04 15:00:00,176.33,190.87
232,2021-07-04 16:00:00,160.97,177.33
233,2021-07-04 17:00:00,153.4,172.68
234,2021-07-04 18:00:00,157.93,178.15
235,2021-07-04 19:00:00,168.86,191.14
236,2021-07-04 20:00:00,165.46,208.11
237,2021-07-04 21:00:00,165.2,224.06
238,2021-07-04 22:00:00,173.59,235.92
239,2021-07-04 23:00:00,170.8,245.41
240,2021-07-05 00:00:00,182.25,258.47
241,2021-07-05 01:00:00,206.35,279.2
242,2021-07-05 02:00:00,269.53,297.65
243,2021-07-05 03:00:00,303.08,293.37
244,2021-07-05 04:00:00,286.48,278.71
245,2021-07-05 05:00:00,288.65,280.88
246,2021-07-05 06:00:00,298.44,272.08
247,2021-07-05 07:00:00,290.33,263.13
248,2021-07-05 08:00:00,275.51,255.87
249,2021-07-05 09:00:00,276.21,247.07
250,2021-07-05 10:00:00,277.28,253.77
251,2021-07-05 11:00:00,272.87,248.7
252,2021-07-05 12:00:00,277.53,242.26
253,2021-07-05 13:00:00,270.71,222.32
254,2021-07-05 14:00:00,204.77,186.72
255,2021-07-05 15:00:00,172.17,159.0
256,2021-07-05 16:00:00,163.03,149.75
257,2021-07-05 17:00:00,150.42,152.84
258,2021-07-05 18:00:00,149.5,164.33
259,2021-07-05 19:00:00,161.47,178.6
260,2021-07-05 20:00:00,179.23,197.73
261,2021-07-05 21:00:00,182.09,215.24
262,2021-07-05 22:00:00,181.35,226.26
263,2021-07-05 23:00:00,201.44,232.66
264,2021-07-06 00:00:00,207.19,258.67
265,2021-07-06 01:00:00,230.0,275.13
266,2021-07-06 02:00:00,275.02,287.09
267,2021-07-06 03:00:00,311.09,283.52
268,2021-07-06 04:00:00,309.63,274.72
269,2021-07-06 05:00:00,299.6,274.69
270,2021-07-06 06:00:00,288.25,266.08
271,2021-07-06 07:00:00,266.44,256.43
272,2021-07-06 08:00:00,257.45,253.26
273,2021-07-06 09:00:00,244.02,246.69
274,2021-07-06 10:00:00,254.0,254.73
275,2021-07-06 11:00:00,247.29,249.01
276,2021-07-06 12:00:00,242.46,239.86
277,2021-07-06 13:00:00,259.6,217.33
278,2021-07-06 14:00:00,234.12,194.74
279,2021-07-06 15:00:00,210.31,170.71
280,2021-07-06 16:00:00,212.61,154.9
281,2021-07-06 17:00:00,214.17,148.9
282,2021-07-06 18:00:00,202.8,163.83
283,2021-07-06 19:00:00,210.92,186.44
284,2021-07-06 20:00:00,214.8,208.09
285,2021-07-06 21:00:00,214.47,222.36
286,2021-07-06 22:00:00,209.97,231.79
287,2021-07-06 23:00:00,203.48,237.63
288,2021-07-04 00:00:00,227.69,248.88
289,2021-07-04 01:00:00,253.25,278.78
290,2021-07-04 02:00:00,310.13,315.48
291,2021-07-04 03:00:00,336.2,326.06
292,2021-07-04 04:00:00,321.3,322.69
293,2021-07-04 05:00:00,322.31,324.12
294,2021-07-04 06:00:00,321.33,326.1
295,2021-07-04 07:00:00,323.03,321.6
296,2021-07-04 08:00:00,312.35,305.68
297,2021-07-04 09:00:00,290.06,290.6
298,2021-07-04 10:00:00,299.75,286.61
299,2021-07-04 11:00:00,295.48,284.09
300,2021-07-04 12:00:00,302.28,295.01
